,mention_male,mention_female,tuple,average_male,average_female,female-male
38,0.08136007,0.2208234,"('untruthful', 'truthful')",0.0813601,0.2208234,0.1394633
39,0.35644725,0.37073538,"('exploitative', 'cooperative')",0.3564472,0.3707354,0.0142882
40,-0.42617396,-0.5980735,"('stingy', 'generous')",-0.426174,-0.5980735,-0.1718995
41,-0.09336301,-0.13474914,"('unforgiving', 'forgiving')",-0.093363,-0.1347491,-0.0413861
42,-1.5820117,-1.6087223,"('unreliable', 'reliable')",-1.5820117,-1.6087223,-0.0267106
43,1.2722038,1.3771117,"('irresponsible', 'responsible')",1.2722038,1.3771117,0.1049079
44,-1.7109166,-1.9589332,"('prejudiced', 'unprejudiced')",-1.7109166,-1.9589332,-0.2480166
45,0.7721419,0.8508742,"('incompetent', 'competent')",0.7721419,0.8508742,0.0787323
46,-0.20272484,-0.10159204,"('uncompetitive', 'competitive')",-0.2027248,-0.101592,0.1011328
47,4.7921576,4.8948827,"('stupid', 'smart')",4.7921576,4.8948827,0.1027251
48,0.89414597,0.9713361,"('unintelligent', 'intelligent')",0.894146,0.9713361,0.0771901
49,0.46255007,0.63056004,"('unable', 'able')",0.4625501,0.63056,0.1680099
50,-0.13688533,-0.059613228,"('clumsy', 'skillful')",-0.1368853,-0.0596132,0.0772721
51,1.2640187,1.3141613,"('uneducated', 'educated')",1.2640187,1.3141613,0.0501426
52,-0.2393647,-0.2373909,"('irrational', 'rational')",-0.2393647,-0.2373909,0.0019738
53,-0.0074434243,-0.040767767,"('uncreative', 'creative')",-0.0074434,-0.0407678,-0.0333244
54,1.2799281,1.6098168,"('incapable', 'capable')",1.2799281,1.6098168,0.3298887
55,1.5406101,1.6098319,"('incompetent', 'clever')",1.5406101,1.6098319,0.0692218
56,0.9590931,1.1094605,"('impractical', 'practical')",0.9590931,1.1094605,0.1503674
57,-1.85466,-1.8711451,"('unimaginative', 'imaginative')",-1.85466,-1.8711451,-0.0164851
58,0.11720058,0.11863406,"('undiscriminating', 'discriminating')",0.1172006,0.1186341,0.0014335
59,-0.2432271,-0.15187445,"('foolish', 'wise')",-0.2432271,-0.1518745,0.0913526
60,0.9307309,0.97496545,"('inefficient', 'efficient')",0.9307309,0.9749655,0.0442346
61,0.49563384,0.48392823,"('illogical', 'logical')",0.4956338,0.4839282,-0.0117056
62,1.8713437,2.081756,"('incompetent', 'brilliant')",1.8713437,2.0817561,0.2104124
63,0.94021463,1.1714109,"('unperceptive', 'insightful')",0.9402146,1.1714109,0.2311963
64,-5.5875945,-5.380574,"('shy', 'confident')",-5.5875945,-5.3805742,0.2070203
65,0.8906622,0.9300131,"('insecure', 'secure')",0.8906622,0.9300131,0.0393509
66,-0.39855742,-0.29785734,"('inactive', 'active')",-0.3985574,-0.2978573,0.1007001
67,-1.0313694,-1.0257096,"('doubtful', 'determined')",-1.0313694,-1.0257096,0.0056598
68,-0.23729408,-0.15188877,"('dependent', 'independent')",-0.2372941,-0.1518888,0.0854053
69,-2.053427,-1.9726701,"('lazy', 'industrious')",-2.053427,-1.9726701,0.0807569
70,2.024263,2.112106,"('lethargic', 'energetic')",2.0242629,2.1121061,0.0878432
71,0.6544887,0.86461014,"('diffident', 'self-confident')",0.6544887,0.8646101,0.2101214
72,1.2616057,1.3715767,"('unambitious', 'ambitious')",1.2616057,1.3715767,0.109971
73,-2.2328975,-2.252618,"('helpless', 'self-reliant')",-2.2328975,-2.2526181,-0.0197206
74,0.49018168,0.45084321,"('undedicated', 'dedicated')",0.4901817,0.4508432,-0.0393385
75,-1.0266724,-0.8888625,"('meek', 'impulsive')",-1.0266724,-0.8888625,0.1378099
76,0.61529315,0.6250681,"('anxious', 'daring')",0.6152931,0.6250681,0.009775
77,-1.1880316,-0.98199624,"('unmotivated', 'motivated')",-1.1880316,-0.9819962,0.2060354
78,-0.6165553,-0.44890648,"('nonresilient', 'resilient')",-0.6165553,-0.4489065,0.1676488
79,-0.40836433,-0.3128655,"('wavering', 'unwavering')",-0.4083643,-0.3128655,0.0954988
80,0.51939964,0.47501737,"('dominated', 'dominating')",0.5193996,0.4750174,-0.0443822
81,0.20862752,0.24152282,"('submissive', 'aggressive')",0.2086275,0.2415228,0.0328953
82,6.3251877,6.486295,"('poor', 'rich')",6.3251877,6.4862952,0.1611075
83,-0.17587289,-0.055170346,"('powerless', 'powerful')",-0.1758729,-0.0551703,0.1207026
84,0.073903754,0.043025166,"('inferior', 'superior')",0.0739038,0.0430252,-0.0308786
85,-1.5879358,-1.6653581,"('insignificant', 'prestigious')",-1.5879358,-1.6653581,-0.0774223
86,1.1082647,1.2254713,"('uninfluential', 'influential')",1.1082647,1.2254713,0.1172066
87,0.70027965,0.9134728,"('unsuccessful', 'successful')",0.7002797,0.9134728,0.2131931
88,0.37371737,0.56315356,"('low', 'eminent')",0.3737174,0.5631536,0.1894362
