,stripe_male,stripe_female,tuple,average_male,average_female,female-male
0,-0.08548522,-0.12257798,"('unsociable', 'sociable')",-0.0854852,-0.122578,-0.0370928
1,1.5902548,1.4464229,"('unfriendly', 'friendly')",1.5902548,1.4464229,-0.1438319
2,-0.060245965,0.033913106,"('unlikable', 'likable')",-0.060246,0.0339131,0.0941591
3,0.6143578,0.6814183,"('repellent', 'pleasant')",0.6143578,0.6814183,0.0670605
4,-7.166725,-7.282068,"('disliked', 'liked')",-7.1667252,-7.2820678,-0.1153426
5,-0.25767916,-0.31409946,"('distant', 'outgoing')",-0.2576792,-0.3140995,-0.0564203
6,0.3037466,0.18405557,"('distant', 'open')",0.3037466,0.1840556,-0.119691
7,0.787286,0.8519868,"('insensitive', 'sensitive')",0.787286,0.8519868,0.0647008
8,1.4177463,1.239508,"('unaffectionate', 'affectionate')",1.4177463,1.239508,-0.1782383
9,1.4927258,1.4195659,"('unaffectionate', 'caring')",1.4927258,1.4195659,-0.0731599
10,0.9266521,1.0273861,"('unsympathetic', 'sympathetic')",0.9266521,1.0273861,0.100734
11,1.3823589,1.4208763,"('unhelpful', 'helpful')",1.3823589,1.4208763,0.0385174
12,-1.7188057,-1.7566838,"('unsupportive', 'supportive')",-1.7188057,-1.7566838,-0.0378781
13,-0.4658664,-0.369404,"('impolite', 'polite')",-0.4658664,-0.369404,0.0964624
14,0.0020005107,0.04651101,"('antisocial', 'social')",0.0020005,0.046511,0.0445105
15,0.22856519,0.14839534,"('boring', 'funny')",0.2285652,0.1483953,-0.0801699
16,-0.2923277,-0.2871881,"('unpopular', 'popular')",-0.2923277,-0.2871881,0.0051396
17,-0.437218,-0.36735594,"('nasty', 'nice')",-0.437218,-0.3673559,0.0698621
18,-0.083382696,-0.18044789,"('disagreeable', 'welcoming')",-0.0833827,-0.1804479,-0.0970652
19,-0.45256516,-0.5375237,"('inhospitable', 'hospitable')",-0.4525652,-0.5375237,-0.0849585
20,0.7977519,0.7736969,"('rough', 'thoughtful')",0.7977519,0.7736969,-0.024055
21,-0.5631586,-0.42159373,"('immoral', 'moral')",-0.5631586,-0.4215937,0.1415649
22,-0.59905833,-0.56843126,"('untrustworthy', 'trustworthy')",-0.5990583,-0.5684313,0.030627
23,6.302177,6.3181334,"('insincere', 'sincere')",6.302177,6.3181334,0.0159564
24,1.4183778,1.349672,"('dishonest', 'honest')",1.4183778,1.349672,-0.0687058
25,1.1987137,1.0516248,"('egoistic', 'altruistic')",1.1987137,1.0516248,-0.1470889
26,0.87722147,0.80674005,"('hardhearted', 'benevolent')",0.8772215,0.80674,-0.0704815
27,1.7564375,1.597295,"('hardhearted', 'softhearted')",1.7564375,1.597295,-0.1591425
28,1.0218196,0.9946786,"('disloyal', 'loyal')",1.0218196,0.9946786,-0.027141
29,-0.75272566,-0.8675787,"('unfair', 'fair')",-0.7527257,-0.8675787,-0.114853
30,0.83040905,0.8141074,"('intolerant', 'tolerant')",0.830409,0.8141074,-0.0163016
31,-1.0478698,-1.1238428,"('evil', 'good')",-1.0478698,-1.1238428,-0.075973
32,0.87972367,0.8542961,"('unkind', 'kind')",0.8797237,0.8542961,-0.0254276
