,news_male,news_female,tuple,corp_male,corp_female,average_male,average_female,female-male
21,2.074712,1.971106,"('immoral', 'moral')",-0.27430463,-0.13968839,0.9002037,0.9157088,0.0155051
22,1.5460207,1.514427,"('untrustworthy', 'trustworthy')",-0.21875708,-0.14477308,0.6636319,0.6848269,0.021195
23,0.362557,0.45601776,"('insincere', 'sincere')",6.085584,6.4654336,3.2240705,3.4607258,0.2366553
24,1.1030262,1.2000117,"('dishonest', 'honest')",0.69209623,0.80082875,0.8975612,1.0004202,0.102859
25,0.2155762,0.23951608,"('egoistic', 'altruistic')",1.5245419,1.4467362,0.870059,0.8431262,-0.0269328
26,1.1991026,0.9535147,"('hardhearted', 'benevolent')",1.9407579,1.5167919,1.5699303,1.2351533,-0.334777
27,-0.13353235,0.024880625,"('hardhearted', 'softhearted')",0.96390814,1.0453721,0.4151879,0.5351264,0.1199385
28,0.23379499,0.17220178,"('disloyal', 'loyal')",1.2689639,1.1851397,0.7513795,0.6786707,-0.0727088
29,0.29227778,0.2996599,"('unfair', 'fair')",-0.50684786,-0.68779576,-0.107285,-0.1940679,-0.0867829
30,0.42968524,0.39103273,"('intolerant', 'tolerant')",0.6616629,0.6429665,0.5456741,0.5169996,-0.0286745
31,-0.70435613,-0.7707581,"('evil', 'good')",-0.9886128,-1.1538651,-0.8464844,-0.9623116,-0.1158272
32,0.62111664,0.5506859,"('unkind', 'kind')",1.291787,1.1445415,0.9564518,0.8476137,-0.1088381
33,-0.026511438,-0.09717639,"('wrong', 'right')",-0.16950984,-0.24696699,-0.0980106,-0.1720717,-0.0740611
34,0.21788144,0.24523072,"('mean', 'honorable')",5.289163,5.746804,2.7535224,2.9960175,0.2424951
35,-1.3581673,-1.4933864,"('corrupt', 'incorrupt')",-0.6773416,-0.95395714,-1.0177544,-1.2236718,-0.2059174
36,-1.0984731,-1.2084957,"('hostile', 'amicable')",-0.55153495,-0.76131225,-0.825004,-0.984904,-0.1599
37,-0.16220346,-0.048013113,"('fake', 'genuine')",0.068801165,0.16954777,-0.0467011,0.0607673,0.1074684
38,0.07049318,0.1249675,"('untruthful', 'truthful')",-0.01762546,0.094343945,0.0264339,0.1096557,0.0832218
39,0.3736368,0.354267,"('exploitative', 'cooperative')",0.2487893,0.23337685,0.311213,0.2938219,-0.0173911
40,-0.11027491,0.018764194,"('stingy', 'generous')",-1.8659617,-1.9535598,-0.9881183,-0.9673978,0.0207205
41,-0.38536173,-0.47589183,"('unforgiving', 'forgiving')",0.059928387,-0.09595143,-0.1627167,-0.2859216,-0.1232049
42,1.2392902,1.2303805,"('unreliable', 'reliable')",-3.002492,-2.9672418,-0.8816009,-0.8684306,0.0131703
43,0.45335233,0.6034786,"('irresponsible', 'responsible')",0.18177623,0.3796482,0.3175643,0.4915634,0.1739991
44,-1.4143189,-1.432565,"('prejudiced', 'unprejudiced')",-1.8279603,-1.8537906,-1.6211395,-1.6431777,-0.0220382
45,0.2950095,0.37887326,"('incompetent', 'competent')",0.022023648,0.05873625,0.1585166,0.2188047,0.0602881
46,0.09295532,0.08399457,"('uncompetitive', 'competitive')",-0.6778779,-0.55337244,-0.2924613,-0.2346889,0.0577724
47,0.6162805,0.6499347,"('stupid', 'smart')",5.399426,5.748335,3.0078533,3.1991348,0.1912815
48,0.9995528,1.0133837,"('unintelligent', 'intelligent')",0.24636519,0.30864942,0.622959,0.6610166,0.0380576
49,0.21306065,0.30779916,"('unable', 'able')",-0.0039622374,0.16484256,0.1045492,0.2363209,0.1317717
50,-1.078034,-1.0725688,"('clumsy', 'skillful')",-0.02290731,0.039160103,-0.5504707,-0.5167043,0.0337664
51,0.7182508,0.60673815,"('uneducated', 'educated')",1.3232203,1.2176007,1.0207355,0.9121695,-0.108566
52,-0.26643923,-0.37344387,"('irrational', 'rational')",-0.57552445,-0.7834363,-0.4209818,-0.5784401,-0.1574583
53,0.5371634,0.5431045,"('uncreative', 'creative')",0.10059107,0.14397171,0.3188772,0.3435381,0.0246609
54,0.2236259,0.17731217,"('incapable', 'capable')",0.83436465,0.8994189,0.5289953,0.5383655,0.0093702
55,0.9717415,1.0691072,"('incompetent', 'clever')",0.51663196,0.661105,0.7441868,0.8651061,0.1209193
56,1.9133152,1.9566318,"('impractical', 'practical')",-0.32560107,-0.22215927,0.793857,0.8672363,0.0733793
57,-0.3191051,-0.36248854,"('unimaginative', 'imaginative')",-3.0100138,-3.1072764,-1.6645595,-1.7348825,-0.070323
58,0.93520147,0.9232825,"('undiscriminating', 'discriminating')",0.5295906,0.49727362,0.732396,0.710278,-0.022118
59,-0.07750646,-0.13468361,"('foolish', 'wise')",-0.12112752,-0.18845475,-0.099317,-0.1615692,-0.0622522
60,0.680188,0.8309684,"('inefficient', 'efficient')",-0.28312474,0.023284027,0.1985316,0.4271262,0.2285946
61,1.2160723,1.1132301,"('illogical', 'logical')",0.5599055,0.38571972,0.8879889,0.7494749,-0.138514
62,1.6465205,1.8053802,"('incompetent', 'brilliant')",0.56003845,0.84477,1.1032795,1.3250751,0.2217956
63,0.9212989,0.9760676,"('unperceptive', 'insightful')",1.0395296,1.2380313,0.9804143,1.1070495,0.1266352
64,-0.02853074,-0.050021257,"('shy', 'confident')",-6.760547,-6.988189,-3.3945389,-3.5191052,-0.1245663
65,0.594437,0.5286041,"('insecure', 'secure')",-0.37005934,-0.22585851,0.1121888,0.1513728,0.039184
66,-0.7290451,-0.79074955,"('inactive', 'active')",0.34851843,0.18495837,-0.1902633,-0.3028956,-0.1126323
67,-0.98241305,-1.1289321,"('doubtful', 'determined')",-0.5099944,-0.70588356,-0.7462037,-0.9174079,-0.1712042
68,-0.010752708,-0.053178504,"('dependent', 'independent')",-0.6723118,-0.59015167,-0.3415322,-0.3216651,0.0198671
69,-0.71766406,-0.7937046,"('lazy', 'industrious')",-1.3968815,-1.5818948,-1.0572728,-1.1877997,-0.1305269
70,0.16065805,0.21240708,"('lethargic', 'energetic')",0.52453196,0.7142758,0.342595,0.4633414,0.1207464
71,0.515717,0.5620014,"('diffident', 'self-confident')",0.24319497,0.34572747,0.379456,0.4538645,0.0744085
72,0.13752852,0.25650474,"('unambitious', 'ambitious')",-0.09872011,0.049385037,0.0194042,0.1529449,0.1335407
73,0.12245502,0.16193667,"('helpless', 'self-reliant')",-3.239484,-3.2210712,-1.5585145,-1.5295672,0.0289473
74,0.36298105,0.37820232,"('undedicated', 'dedicated')",0.1623356,0.054937445,0.2626583,0.2165699,-0.0460884
75,-1.4866482,-1.4665804,"('meek', 'impulsive')",-0.5912816,-0.625528,-1.0389649,-1.0460541,-0.0070892
76,0.5607291,0.5129206,"('anxious', 'daring')",-0.21196003,-0.18591842,0.1743845,0.1635011,-0.0108834
77,0.1985462,0.3371633,"('unmotivated', 'motivated')",-1.0786868,-0.7925562,-0.4400703,-0.2276965,0.2123738
78,-0.06783041,0.019348413,"('nonresilient', 'resilient')",-0.48705208,-0.18487927,-0.2774413,-0.0827654,0.1946759
79,-0.30325562,-0.39099377,"('wavering', 'unwavering')",-0.14365695,-0.19347036,-0.2234563,-0.2922321,-0.0687758
80,1.5187724,1.4610076,"('dominated', 'dominating')",0.1340271,0.15194103,0.8263997,0.8064743,-0.0199254
81,1.1998363,1.1654322,"('submissive', 'aggressive')",-0.7341975,-0.69632816,0.2328194,0.234552,0.0017326
82,0.28264862,0.38760045,"('poor', 'rich')",6.4083023,6.744444,3.3454754,3.5660222,0.2205468
83,0.5536767,0.55047756,"('powerless', 'powerful')",-0.29681927,-0.38348928,0.1284287,0.0834941,-0.0449346
84,0.05555271,0.01005265,"('inferior', 'superior')",0.6258336,0.57928914,0.3406931,0.2946709,-0.0460222
85,-0.12969606,-0.14066282,"('insignificant', 'prestigious')",-0.28840855,-0.5569842,-0.2090523,-0.3488235,-0.1397712
86,1.8609473,1.7394755,"('uninfluential', 'influential')",0.8810167,0.77062327,1.3709819,1.2550493,-0.1159326
87,0.8555274,0.7471643,"('unsuccessful', 'successful')",1.2079153,1.195354,1.0317214,0.9712591,-0.0604623
88,0.5043906,0.4014269,"('low', 'eminent')",-0.10686199,-0.19583149,0.1987643,0.1027977,-0.0959666
