,alcoa_male,alcoa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6159947,-0.68267155,"('unsociable', 'sociable')",-0.44097722,-0.5865446,-0.528486,-0.634608,-0.106122
1,-1.6797878,-1.8523618,"('unfriendly', 'friendly')",1.0948898,0.91980684,-0.292449,-0.4662775,-0.1738285
2,1.2466408,1.2644386,"('unlikable', 'likable')",0.9815235,1.0546979,1.1140821,1.1595683,0.0454862
3,0.20085272,0.3518566,"('repellent', 'pleasant')",0.94854593,0.9941772,0.5746993,0.6730169,0.0983176
4,-0.013703455,-0.117509656,"('disliked', 'liked')",-6.102249,-6.1246543,-3.0579762,-3.1210821,-0.0631059
5,-1.2392565,-1.3187964,"('distant', 'outgoing')",-0.5332204,-0.6021995,-0.8862385,-0.960498,-0.0742595
6,-1.4149357,-1.4499258,"('distant', 'open')",-0.5143389,-0.59819067,-0.9646373,-1.0240582,-0.0594209
7,-0.22508788,-0.06781779,"('insensitive', 'sensitive')",0.28682047,0.3601303,0.0308663,0.1461563,0.11529
8,-1.4107392,-1.4989506,"('unaffectionate', 'affectionate')",0.48251826,0.4143299,-0.4641105,-0.5423104,-0.0781999
9,-1.4993924,-1.5721829,"('unaffectionate', 'caring')",0.9028268,0.840678,-0.2982828,-0.3657525,-0.0674697
10,-0.62949777,-0.5487618,"('unsympathetic', 'sympathetic')",-0.675375,-0.6767759,-0.6524364,-0.6127688,0.0396676
11,-0.5173277,-0.4853965,"('unhelpful', 'helpful')",1.2348554,1.2729363,0.3587638,0.3937699,0.0350061
12,-0.3837872,-0.2789707,"('unsupportive', 'supportive')",-2.0676088,-2.0424528,-1.225698,-1.1607118,0.0649862
13,-0.13348532,-0.07534741,"('impolite', 'polite')",-0.96129704,-0.92077875,-0.5473912,-0.4980631,0.0493281
14,0.9503849,1.0100652,"('antisocial', 'social')",0.25511894,0.18981612,0.6027519,0.5999407,-0.0028112
15,-0.042029105,-0.19131647,"('boring', 'funny')",0.22525522,0.20196563,0.0916131,0.0053246,-0.0862885
16,-0.7753724,-0.7972404,"('unpopular', 'popular')",0.46118033,0.3304284,-0.157096,-0.233406,-0.07631
17,-0.47872305,-0.40479916,"('nasty', 'nice')",-0.35709858,-0.32087243,-0.4179108,-0.3628358,0.055075
18,-0.624857,-0.55506337,"('disagreeable', 'welcoming')",-0.7805263,-0.8098383,-0.7026917,-0.6824508,0.0202409
19,-1.7994723,-1.7572738,"('inhospitable', 'hospitable')",-0.8071961,-0.74951214,-1.3033342,-1.2533929,0.0499413
20,0.13418213,0.19508286,"('rough', 'thoughtful')",0.839123,0.821796,0.4866526,0.5084394,0.0217868
21,0.3510996,0.3656623,"('immoral', 'moral')",-0.32904574,-0.25730088,0.0110269,0.0541807,0.0431538
22,-0.018572811,0.06795337,"('untrustworthy', 'trustworthy')",-0.9581587,-0.9717567,-0.4883657,-0.4519017,0.036464
