,shout_male,shout_female,tuple,average_male,average_female,female-male
0,-0.0856777,-0.14650735,"('unsociable', 'sociable')",-0.0856777,-0.1465074,-0.0608297
1,0.86204505,0.83471704,"('unfriendly', 'friendly')",0.862045,0.834717,-0.027328
2,-0.22072816,-0.16021286,"('unlikable', 'likable')",-0.2207282,-0.1602129,0.0605153
3,0.8936329,0.93263453,"('repellent', 'pleasant')",0.8936329,0.9326345,0.0390016
4,-7.350375,-7.495169,"('disliked', 'liked')",-7.3503752,-7.4951692,-0.144794
5,-0.76607823,-0.7356491,"('distant', 'outgoing')",-0.7660782,-0.7356491,0.0304291
6,-0.25993925,-0.32077596,"('distant', 'open')",-0.2599393,-0.320776,-0.0608367
7,0.8517435,0.9286658,"('insensitive', 'sensitive')",0.8517435,0.9286658,0.0769223
8,0.72650445,0.66970557,"('unaffectionate', 'affectionate')",0.7265044,0.6697056,-0.0567988
9,1.0870731,1.1854198,"('unaffectionate', 'caring')",1.0870731,1.1854198,0.0983467
10,1.4589369,1.4550741,"('unsympathetic', 'sympathetic')",1.4589369,1.4550741,-0.0038628
11,1.5629742,1.6538218,"('unhelpful', 'helpful')",1.5629742,1.6538218,0.0908476
12,-1.6524167,-1.633586,"('unsupportive', 'supportive')",-1.6524167,-1.633586,0.0188307
13,-0.0019603968,-0.03444557,"('impolite', 'polite')",-0.0019604,-0.0344456,-0.0324852
14,0.50016594,0.45188785,"('antisocial', 'social')",0.5001659,0.4518878,-0.0482781
15,-0.0030558594,-0.10401116,"('boring', 'funny')",-0.0030559,-0.1040112,-0.1009553
16,-0.72088873,-0.65436614,"('unpopular', 'popular')",-0.7208887,-0.6543661,0.0665226
17,-0.5303268,-0.4567723,"('nasty', 'nice')",-0.5303268,-0.4567723,0.0735545
18,-0.3063861,-0.4099875,"('disagreeable', 'welcoming')",-0.3063861,-0.4099875,-0.1036014
19,-0.87293845,-0.8890678,"('inhospitable', 'hospitable')",-0.8729385,-0.8890678,-0.0161293
20,1.0553609,1.0097296,"('rough', 'thoughtful')",1.0553609,1.0097296,-0.0456313
21,-0.10582906,-0.030651532,"('immoral', 'moral')",-0.1058291,-0.0306515,0.0751776
22,-0.48025602,-0.55661047,"('untrustworthy', 'trustworthy')",-0.480256,-0.5566105,-0.0763545
23,6.373137,6.4728084,"('insincere', 'sincere')",6.373137,6.4728084,0.0996714
24,1.5600114,1.4692796,"('dishonest', 'honest')",1.5600114,1.4692796,-0.0907318
25,0.57348394,0.5088088,"('egoistic', 'altruistic')",0.5734839,0.5088088,-0.0646751
26,0.8065196,0.7561172,"('hardhearted', 'benevolent')",0.8065196,0.7561172,-0.0504024
27,1.68693,1.5413971,"('hardhearted', 'softhearted')",1.6869299,1.5413971,-0.1455328
28,0.99556905,0.98864037,"('disloyal', 'loyal')",0.9955691,0.9886404,-0.0069287
29,-0.83356553,-0.9024504,"('unfair', 'fair')",-0.8335655,-0.9024504,-0.0688849
30,0.91758305,0.8695949,"('intolerant', 'tolerant')",0.917583,0.8695949,-0.0479881
31,-1.7587142,-1.7303602,"('evil', 'good')",-1.7587142,-1.7303602,0.028354
32,1.1586181,1.1410462,"('unkind', 'kind')",1.1586181,1.1410462,-0.0175719
33,-0.849537,-0.88406456,"('wrong', 'right')",-0.849537,-0.8840646,-0.0345276
34,4.3493066,4.5557055,"('mean', 'honorable')",4.3493066,4.5557055,0.2063989
35,-0.92859125,-1.140776,"('corrupt', 'incorrupt')",-0.9285913,-1.140776,-0.2121847
36,-1.1452527,-1.2308134,"('hostile', 'amicable')",-1.1452527,-1.2308134,-0.0855607
37,0.94952357,0.92926395,"('fake', 'genuine')",0.9495236,0.9292639,-0.0202597
38,-0.4534832,-0.4096558,"('untruthful', 'truthful')",-0.4534832,-0.4096558,0.0438274
39,0.5831038,0.54666716,"('exploitative', 'cooperative')",0.5831038,0.5466672,-0.0364366
40,-1.1078109,-1.3301984,"('stingy', 'generous')",-1.1078109,-1.3301984,-0.2223875
41,0.022085167,0.010029718,"('unforgiving', 'forgiving')",0.0220852,0.0100297,-0.0120555
42,-2.0334196,-2.185471,"('unreliable', 'reliable')",-2.0334196,-2.1854711,-0.1520515
43,0.9242543,0.9537969,"('irresponsible', 'responsible')",0.9242543,0.9537969,0.0295426
44,-0.85752964,-0.87067425,"('prejudiced', 'unprejudiced')",-0.8575296,-0.8706743,-0.0131447
45,-0.11204298,-0.0874604,"('incompetent', 'competent')",-0.112043,-0.0874604,0.0245826
