,coty_male,coty_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.66616976,0.58146805,"('unsociable', 'sociable')",-0.20371205,-0.33588952,0.2312289,0.1227893,-0.1084396
1,-1.4500283,-1.4454921,"('unfriendly', 'friendly')",1.4924824,1.4424133,0.0212271,-0.0015394,-0.0227665
2,0.8668527,0.92436934,"('unlikable', 'likable')",0.56849515,0.6259903,0.7176739,0.7751798,0.0575059
3,-0.22680064,-0.15025662,"('repellent', 'pleasant')",0.019073077,0.055149905,-0.1038638,-0.0475534,0.0563104
4,-0.5392783,-0.5700473,"('disliked', 'liked')",-5.940911,-5.9699597,-3.2400947,-3.2700036,-0.0299089
5,-2.0034966,-1.9470556,"('distant', 'outgoing')",-0.32191962,-0.30752897,-1.1627082,-1.1272923,0.0354159
6,-2.461651,-2.3506296,"('distant', 'open')",-0.014288548,-0.020331705,-1.2379699,-1.1854806,0.0524893
7,0.07089957,0.08762791,"('insensitive', 'sensitive')",0.3554569,0.3919441,0.2131782,0.239786,0.0266078
8,-0.8140808,-0.82600546,"('unaffectionate', 'affectionate')",0.6673904,0.6168058,-0.0733452,-0.1045998,-0.0312546
9,-0.9499358,-0.98639524,"('unaffectionate', 'caring')",0.80489355,0.7903191,-0.0725211,-0.0980381,-0.025517
10,-0.15089332,-0.14243613,"('unsympathetic', 'sympathetic')",-0.5081672,-0.54150516,-0.3295303,-0.3419707,-0.0124404
11,0.41242826,0.44079536,"('unhelpful', 'helpful')",1.3826133,1.4062709,0.8975208,0.9235331,0.0260123
12,0.0056375675,0.15825307,"('unsupportive', 'supportive')",-1.6727006,-1.6204901,-0.8335316,-0.7311185,0.1024131
13,0.5029313,0.4236352,"('impolite', 'polite')",-0.5995439,-0.6595885,-0.0483063,-0.1179767,-0.0696704
14,1.6292424,1.5998152,"('antisocial', 'social')",-0.1290865,-0.22747417,0.750078,0.6861705,-0.0639075
15,0.07178123,-0.06821883,"('boring', 'funny')",0.57629263,0.5347605,0.3240369,0.2332708,-0.0907661
16,-0.2711547,-0.2049104,"('unpopular', 'popular')",0.54924226,0.6021323,0.1390438,0.198611,0.0595672
17,0.47102696,0.50707805,"('nasty', 'nice')",-0.22711828,-0.19866088,0.1219543,0.1542086,0.0322543
18,-0.33382067,-0.29649466,"('disagreeable', 'welcoming')",-0.20581867,-0.25614706,-0.2698197,-0.2763209,-0.0065012
19,-1.3626765,-1.351285,"('inhospitable', 'hospitable')",-0.105863914,-0.03150019,-0.7342702,-0.6913926,0.0428776
20,0.5283331,0.5217,"('rough', 'thoughtful')",1.2164968,1.1729177,0.8724149,0.8473089,-0.025106
21,1.1259313,1.0823098,"('immoral', 'moral')",-0.12124342,-0.11625369,0.5023439,0.4830281,-0.0193158
22,0.20830931,0.18634827,"('untrustworthy', 'trustworthy')",-0.9785452,-1.0828193,-0.3851179,-0.4482355,-0.0631176
23,-0.25085458,-0.27057225,"('insincere', 'sincere')",5.110763,5.0233154,2.4299543,2.3763716,-0.0535827
24,-0.301615,-0.3713301,"('dishonest', 'honest')",0.5096238,0.4320719,0.1040044,0.0303709,-0.0736335
25,-0.5270464,-0.5365272,"('egoistic', 'altruistic')",1.4536896,1.469298,0.4633216,0.4663854,0.0030638
26,0.11555199,0.06883049,"('hardhearted', 'benevolent')",2.04236,2.0121062,1.078956,1.0404683,-0.0384877
27,-0.6387929,-0.5832755,"('hardhearted', 'softhearted')",1.4384328,1.3761905,0.39982,0.3964575,-0.0033625
28,0.03653355,-0.06678707,"('disloyal', 'loyal')",0.9112658,0.7936839,0.4738997,0.3634484,-0.1104513
29,0.056565575,0.01601417,"('unfair', 'fair')",-0.5165111,-0.6582694,-0.2299727,-0.3211276,-0.0911549
30,1.3166986,1.2224461,"('intolerant', 'tolerant')",1.5583394,1.4616737,1.437519,1.3420599,-0.0954591
31,-1.3297985,-1.1841706,"('evil', 'good')",-0.86528367,-0.8360445,-1.0975411,-1.0101075,0.0874336
32,0.07367417,0.007346198,"('unkind', 'kind')",0.7943164,0.6724854,0.4339953,0.3399158,-0.0940795
33,-0.22260875,-0.30964938,"('wrong', 'right')",-0.64897126,-0.68581134,-0.43579,-0.4977304,-0.0619404
34,-0.21682063,-0.10169329,"('mean', 'honorable')",5.7973404,5.8733087,2.7902598,2.8858078,0.095548
35,-0.5415084,-0.60201025,"('corrupt', 'incorrupt')",0.021480452,-0.09252213,-0.260014,-0.3472662,-0.0872522
36,-1.2466931,-1.3304893,"('hostile', 'amicable')",0.39131385,0.21879987,-0.4276896,-0.5558447,-0.1281551
37,0.057130948,0.049545437,"('fake', 'genuine')",0.114615835,0.10668014,0.0858734,0.0781128,-0.0077606
38,-0.54017013,-0.48431706,"('untruthful', 'truthful')",-0.37626478,-0.37305287,-0.4582174,-0.4286849,0.0295325
39,1.9112667,1.8834435,"('exploitative', 'cooperative')",0.39152494,0.36060944,1.1513958,1.1220264,-0.0293694
40,-0.50879633,-0.49621263,"('stingy', 'generous')",-1.3713228,-1.4349568,-0.9400595,-0.9655847,-0.0255252
41,0.7893172,0.8530697,"('unforgiving', 'forgiving')",0.12035112,-0.0036165938,0.4548342,0.4247266,-0.0301076
42,0.7409164,0.7573061,"('unreliable', 'reliable')",-3.1550248,-3.0992775,-1.2070541,-1.1709857,0.0360684
43,0.18908642,0.25843093,"('irresponsible', 'responsible')",0.404207,0.39321706,0.2966467,0.325824,0.0291773
44,-0.04168416,-0.03188168,"('prejudiced', 'unprejudiced')",-1.5296477,-1.5194793,-0.7856659,-0.7756805,0.0099854
45,0.0033302326,0.07264599,"('incompetent', 'competent')",-0.4166844,-0.43357566,-0.2066771,-0.1804648,0.0262123
46,0.050928086,0.101939626,"('uncompetitive', 'competitive')",-0.5357558,-0.54926616,-0.2424139,-0.2236633,0.0187506
47,0.20077533,0.29881248,"('stupid', 'smart')",4.8979774,4.9388623,2.5493762,2.6188374,0.0694612
48,0.35311002,0.40754545,"('unintelligent', 'intelligent')",0.88562524,0.92456657,0.6193676,0.666056,0.0466884
49,0.10377546,0.20737615,"('unable', 'able')",-0.06475423,0.005631909,0.0195106,0.106504,0.0869934
50,0.26283163,0.27606627,"('clumsy', 'skillful')",0.20390673,0.16086097,0.2333692,0.2184636,-0.0149056
51,-0.2719481,-0.39038733,"('uneducated', 'educated')",0.55478096,0.5092849,0.1414164,0.0594488,-0.0819676
52,-0.23722677,-0.3421501,"('irrational', 'rational')",0.5347688,0.4241585,0.148771,0.0410042,-0.1077668
53,-1.5853499,-1.5801979,"('uncreative', 'creative')",0.51248616,0.5150221,-0.5364319,-0.5325879,0.003844
54,-0.5968996,-0.5759321,"('incapable', 'capable')",0.9187087,0.9886541,0.1609045,0.206361,0.0454565
55,0.8682328,0.9238197,"('incompetent', 'clever')",0.108357534,0.10353272,0.4882952,0.5136762,0.025381
56,1.0359917,0.9786804,"('impractical', 'practical')",-0.11649971,-0.16826606,0.459746,0.4052072,-0.0545388
57,-0.87696356,-0.82856256,"('unimaginative', 'imaginative')",-2.3534412,-2.3500316,-1.6152024,-1.5892971,0.0259053
58,-0.0033670813,-0.018852226,"('undiscriminating', 'discriminating')",0.09458037,0.030026287,0.0456066,0.005587,-0.0400196
59,0.057219826,0.08741174,"('foolish', 'wise')",0.34354722,0.33807397,0.2003835,0.2127429,0.0123594
60,1.4949944,1.510656,"('inefficient', 'efficient')",-0.08432864,-0.0053647617,0.7053329,0.7526456,0.0473127
61,0.2935023,0.121833466,"('illogical', 'logical')",0.49022445,0.36790666,0.3918634,0.2448701,-0.1469933
62,1.2092266,1.3226844,"('incompetent', 'brilliant')",0.118684605,0.2485685,0.6639556,0.7856265,0.1216709
63,-0.18027276,-0.05610726,"('unperceptive', 'insightful')",0.777545,0.87273395,0.2986361,0.4083133,0.1096772
64,0.031070873,-0.009798676,"('shy', 'confident')",-6.3034186,-6.3057785,-3.136174,-3.1577885,-0.0216145
65,1.2118225,1.1092436,"('insecure', 'secure')",-0.3231215,-0.37366384,0.4443505,0.3677899,-0.0765606
66,-1.2354941,-1.2265745,"('inactive', 'active')",0.64278424,0.6703139,-0.2963549,-0.2781303,0.0182246
67,0.5470371,0.5391274,"('doubtful', 'determined')",-0.34912193,-0.38480014,0.0989576,0.0771636,-0.021794
68,-0.41982445,-0.43613642,"('dependent', 'independent')",-0.3498678,-0.37964228,-0.3848461,-0.4078894,-0.0230433
69,0.12176511,0.15487978,"('lazy', 'industrious')",-0.3500327,-0.31030607,-0.1141338,-0.0777131,0.0364207
70,-0.0939527,-0.014395449,"('lethargic', 'energetic')",0.36203018,0.38370463,0.1340387,0.1846546,0.0506159
71,-0.28318605,-0.2639261,"('diffident', 'self-confident')",0.6384161,0.7013459,0.177615,0.2187099,0.0410949
72,-0.58380485,-0.5843462,"('unambitious', 'ambitious')",-0.9091922,-0.9341524,-0.7464985,-0.7592493,-0.0127508
73,0.41090128,0.3327222,"('helpless', 'self-reliant')",-2.7429721,-2.727438,-1.1660354,-1.1973579,-0.0313225
74,0.19791925,0.24385972,"('undedicated', 'dedicated')",-0.07532105,-0.12437467,0.0612991,0.0597425,-0.0015566
75,-0.80458164,-0.74229,"('meek', 'impulsive')",-0.46494877,-0.38718843,-0.6347652,-0.5647392,0.070026
76,0.54625285,0.55652374,"('anxious', 'daring')",0.030021451,0.087124094,0.2881371,0.3218239,0.0336868
77,-0.24528423,-0.23153864,"('unmotivated', 'motivated')",-1.1553813,-0.99540365,-0.7003328,-0.6134712,0.0868616
78,-0.50454533,-0.37799692,"('nonresilient', 'resilient')",0.32230026,0.42163014,-0.0911225,0.0218166,0.1129391
79,-1.5281299,-1.5117424,"('wavering', 'unwavering')",-0.016386384,0.0449006,-0.7722582,-0.7334208,0.0388374
80,1.4160304,1.3573855,"('dominated', 'dominating')",-1.3748469,-1.3205622,0.0205917,0.0184116,-0.0021801
81,0.96777713,0.94403595,"('submissive', 'aggressive')",-0.75038886,-0.7080246,0.1086941,0.1180057,0.0093116
82,-0.48639128,-0.4578309,"('poor', 'rich')",5.401628,5.408438,2.4576185,2.4753036,0.0176851
83,-0.13822448,-0.1706732,"('powerless', 'powerful')",-0.8278434,-0.87958795,-0.483034,-0.5251306,-0.0420966
84,0.58591896,0.46481666,"('inferior', 'superior')",1.0866245,1.0238683,0.8362718,0.7443425,-0.0919293
85,-0.54859287,-0.508165,"('insignificant', 'prestigious')",1.0725242,1.1108363,0.2619657,0.3013356,0.0393699
86,-0.93876797,-0.9928505,"('uninfluential', 'influential')",-0.05705384,-0.19331719,-0.4979109,-0.5930839,-0.095173
87,1.0456667,0.99169445,"('unsuccessful', 'successful')",1.127408,1.2607685,1.0865374,1.1262314,0.039694
88,-0.5057465,-0.61604404,"('low', 'eminent')",0.57199454,0.59069806,0.033124,-0.012673,-0.045797
