,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.49927664,0.4080971,"('unsociable', 'sociable')",0.4992766,0.4080971,-0.0911795
1,0.65498185,0.72363776,"('unfriendly', 'friendly')",0.6549819,0.7236378,0.0686559
2,0.010436219,0.23632954,"('unlikable', 'likable')",0.0104362,0.2363295,0.2258933
3,0.8040266,1.0043025,"('repellent', 'pleasant')",0.8040266,1.0043025,0.2002759
4,-7.214344,-7.4114366,"('disliked', 'liked')",-7.214344,-7.4114366,-0.1970926
5,-0.6411023,-0.58233005,"('distant', 'outgoing')",-0.6411023,-0.58233,0.0587723
6,-0.32199746,-0.38152805,"('distant', 'open')",-0.3219975,-0.381528,-0.0595305
7,1.2925556,1.4043952,"('insensitive', 'sensitive')",1.2925556,1.4043952,0.1118396
8,0.75901234,0.7289077,"('unaffectionate', 'affectionate')",0.7590123,0.7289077,-0.0301046
9,1.1330222,1.2373376,"('unaffectionate', 'caring')",1.1330222,1.2373376,0.1043154
10,1.2786803,1.3291018,"('unsympathetic', 'sympathetic')",1.2786803,1.3291018,0.0504215
11,1.7092146,1.8734311,"('unhelpful', 'helpful')",1.7092146,1.8734311,0.1642165
12,-1.3820496,-1.2789328,"('unsupportive', 'supportive')",-1.3820496,-1.2789328,0.1031168
13,0.102197416,0.3084862,"('impolite', 'polite')",0.1021974,0.3084862,0.2062888
14,0.7028262,0.6626917,"('antisocial', 'social')",0.7028262,0.6626917,-0.0401345
15,0.45755404,0.41539612,"('boring', 'funny')",0.457554,0.4153961,-0.0421579
16,-0.87898314,-0.83394516,"('unpopular', 'popular')",-0.8789831,-0.8339452,0.0450379
17,0.012518771,-0.061694827,"('nasty', 'nice')",0.0125188,-0.0616948,-0.0742136
18,-0.44472134,-0.3183436,"('disagreeable', 'welcoming')",-0.4447213,-0.3183436,0.1263777
19,-0.9735594,-0.9115068,"('inhospitable', 'hospitable')",-0.9735594,-0.9115068,0.0620526
20,0.5645174,0.47964293,"('rough', 'thoughtful')",0.5645174,0.4796429,-0.0848745
21,-0.026866069,0.29343155,"('immoral', 'moral')",-0.0268661,0.2934316,0.3202977
22,0.11083544,0.1977128,"('untrustworthy', 'trustworthy')",0.1108354,0.1977128,0.0868774
23,5.9410744,6.3403854,"('insincere', 'sincere')",5.9410744,6.3403854,0.399311
24,1.3121477,1.4629928,"('dishonest', 'honest')",1.3121477,1.4629928,0.1508451
25,0.52434105,0.5517271,"('egoistic', 'altruistic')",0.524341,0.5517271,0.0273861
26,1.2309471,0.88630366,"('hardhearted', 'benevolent')",1.2309471,0.8863037,-0.3446434
27,1.5620087,1.3897898,"('hardhearted', 'softhearted')",1.5620087,1.3897898,-0.1722189
28,1.2797043,1.1346728,"('disloyal', 'loyal')",1.2797043,1.1346728,-0.1450315
29,-0.27317846,-0.39988226,"('unfair', 'fair')",-0.2731785,-0.3998823,-0.1267038
30,1.0463483,1.1311039,"('intolerant', 'tolerant')",1.0463483,1.1311039,0.0847556
31,-1.5533895,-1.6868937,"('evil', 'good')",-1.5533895,-1.6868937,-0.1335042
32,1.0807446,1.0382681,"('unkind', 'kind')",1.0807446,1.0382681,-0.0424765
33,-0.24210884,-0.2545913,"('wrong', 'right')",-0.2421088,-0.2545913,-0.0124825
34,3.96221,4.3684564,"('mean', 'honorable')",3.9622099,4.3684564,0.4062465
35,-1.2167907,-1.627634,"('corrupt', 'incorrupt')",-1.2167907,-1.627634,-0.4108433
36,-1.0758572,-1.3650033,"('hostile', 'amicable')",-1.0758572,-1.3650033,-0.2891461
37,0.82706344,0.79956406,"('fake', 'genuine')",0.8270634,0.7995641,-0.0274993
38,-0.6170818,-0.4388263,"('untruthful', 'truthful')",-0.6170818,-0.4388263,0.1782555
39,0.43842012,0.5101703,"('exploitative', 'cooperative')",0.4384201,0.5101703,0.0717502
40,-1.151997,-1.1656834,"('stingy', 'generous')",-1.151997,-1.1656834,-0.0136864
41,0.82639635,0.6287691,"('unforgiving', 'forgiving')",0.8263963,0.6287691,-0.1976272
42,-1.847827,-1.8377521,"('unreliable', 'reliable')",-1.847827,-1.8377521,0.0100749
43,1.1889254,1.4326932,"('irresponsible', 'responsible')",1.1889254,1.4326932,0.2437678
44,-1.0768404,-1.2349361,"('prejudiced', 'unprejudiced')",-1.0768404,-1.2349361,-0.1580957
45,0.6528426,0.51324904,"('incompetent', 'competent')",0.6528426,0.513249,-0.1395936
46,-0.2806621,-0.257305,"('uncompetitive', 'competitive')",-0.2806621,-0.257305,0.0233571
47,4.6011114,4.8905663,"('stupid', 'smart')",4.6011114,4.8905663,0.2894549
48,0.34568954,0.46209955,"('unintelligent', 'intelligent')",0.3456895,0.4620996,0.1164101
49,-0.43282422,-0.2756742,"('unable', 'able')",-0.4328242,-0.2756742,0.15715
50,-0.57070833,-0.5436897,"('clumsy', 'skillful')",-0.5707083,-0.5436897,0.0270186
51,0.55152005,0.6538646,"('uneducated', 'educated')",0.55152,0.6538646,0.1023446
52,-0.31193313,-0.524761,"('irrational', 'rational')",-0.3119331,-0.524761,-0.2128279
53,-0.37429774,-0.40919054,"('uncreative', 'creative')",-0.3742977,-0.4091905,-0.0348928
54,0.6466602,0.79431534,"('incapable', 'capable')",0.6466602,0.7943153,0.1476551
55,1.0314617,1.2136352,"('incompetent', 'clever')",1.0314617,1.2136352,0.1821735
56,0.576526,0.7522514,"('impractical', 'practical')",0.576526,0.7522514,0.1757254
57,-1.5717496,-1.8292887,"('unimaginative', 'imaginative')",-1.5717496,-1.8292887,-0.2575391
58,0.5907496,0.54357487,"('undiscriminating', 'discriminating')",0.5907496,0.5435749,-0.0471747
59,-0.20758797,-0.18043832,"('foolish', 'wise')",-0.207588,-0.1804383,0.0271497
60,0.5789578,0.99167466,"('inefficient', 'efficient')",0.5789578,0.9916747,0.4127169
61,0.47373673,0.3676348,"('illogical', 'logical')",0.4737367,0.3676348,-0.1061019
62,0.6316057,1.0261915,"('incompetent', 'brilliant')",0.6316057,1.0261915,0.3945858
63,0.10260965,0.35258073,"('unperceptive', 'insightful')",0.1026096,0.3525807,0.2499711
64,-5.660877,-5.5379868,"('shy', 'confident')",-5.6608772,-5.5379868,0.1228904
65,0.72741115,1.0539647,"('insecure', 'secure')",0.7274112,1.0539647,0.3265535
66,-0.17707965,-0.4503622,"('inactive', 'active')",-0.1770796,-0.4503622,-0.2732826
67,-0.6291887,-0.5949422,"('doubtful', 'determined')",-0.6291887,-0.5949422,0.0342465
68,-0.9894616,-0.7674575,"('dependent', 'independent')",-0.9894616,-0.7674575,0.2220041
69,-2.0593934,-2.1625378,"('lazy', 'industrious')",-2.0593934,-2.1625378,-0.1031444
70,1.8649632,1.8409721,"('lethargic', 'energetic')",1.8649632,1.8409721,-0.0239911
71,0.23672096,0.264623,"('diffident', 'self-confident')",0.236721,0.264623,0.027902
72,0.9189292,1.2624681,"('unambitious', 'ambitious')",0.9189292,1.2624681,0.3435389
73,-2.7591715,-2.655014,"('helpless', 'self-reliant')",-2.7591715,-2.655014,0.1041575
74,0.44727883,0.32131353,"('undedicated', 'dedicated')",0.4472788,0.3213135,-0.1259653
75,-0.7446429,-0.7736525,"('meek', 'impulsive')",-0.7446429,-0.7736525,-0.0290096
76,0.645724,0.786831,"('anxious', 'daring')",0.645724,0.786831,0.141107
77,-1.4323909,-1.2518597,"('unmotivated', 'motivated')",-1.4323909,-1.2518597,0.1805312
78,-1.0210744,-1.0497924,"('nonresilient', 'resilient')",-1.0210744,-1.0497924,-0.028718
79,-0.31855145,-0.43039075,"('wavering', 'unwavering')",-0.3185515,-0.4303907,-0.1118392
80,0.3468111,0.27535343,"('dominated', 'dominating')",0.3468111,0.2753534,-0.0714577
81,0.41540277,0.52587235,"('submissive', 'aggressive')",0.4154028,0.5258723,0.1104695
82,5.91785,6.1136823,"('poor', 'rich')",5.91785,6.1136823,0.1958323
83,-0.33821785,-0.35232958,"('powerless', 'powerful')",-0.3382179,-0.3523296,-0.0141117
84,0.20082925,0.2427971,"('inferior', 'superior')",0.2008293,0.2427971,0.0419678
85,-1.5307955,-1.6474626,"('insignificant', 'prestigious')",-1.5307955,-1.6474626,-0.1166671
86,0.875366,0.7870824,"('uninfluential', 'influential')",0.875366,0.7870824,-0.0882836
87,-0.1414167,0.0952888,"('unsuccessful', 'successful')",-0.1414167,0.0952888,0.2367055
88,-0.1441893,-0.10990464,"('low', 'eminent')",-0.1441893,-0.1099046,0.0342847
