,monolithic_male,monolithic_female,tuple,pwr_male,pwr_female,sys_male,sys_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7987484,-0.88833195,"('unsociable', 'sociable')",-0.76770645,-0.8225401,-0.12265586,-0.19231248,-0.22048849,-0.35424483,-0.4773998,-0.5643573,-0.0869575
1,-0.5036482,-1.0685738,"('unfriendly', 'friendly')",-0.8043382,-1.1343063,-0.32016945,-0.81285095,1.9359716,1.7726834,0.0769539,-0.3107619,-0.3877158
2,-0.7939371,-0.85539156,"('unlikable', 'likable')",0.17227246,0.19269264,0.17203228,0.19261791,0.48929432,0.5872144,0.0099155,0.0292833,0.0193678
3,-0.67950654,-0.6150056,"('repellent', 'pleasant')",-0.31230193,-0.2684226,-0.24306482,-0.09045658,0.09361773,0.10619727,-0.2853139,-0.2169219,0.068392
4,-0.12430177,-0.23588878,"('disliked', 'liked')",0.059046943,-0.026852785,-0.46775806,-0.58118045,-6.065557,-6.19927,-1.6496425,-1.760798,-0.1111555
5,-0.22575733,-0.5701853,"('distant', 'outgoing')",-0.5656942,-0.81017095,-0.65391934,-0.9287734,-0.53466374,-0.4937744,-0.4950086,-0.700726,-0.2057174
6,-0.34148523,-0.7321077,"('distant', 'open')",-0.63772815,-0.8930675,-0.41812778,-0.7997813,0.34203625,0.33894172,-0.2638262,-0.5215037,-0.2576775
7,-0.47908303,-0.3332233,"('insensitive', 'sensitive')",-0.53348017,-0.45670402,-0.26743376,-0.17900088,0.34268808,0.41127667,-0.2343272,-0.1394129,0.0949143
8,-0.6984409,-1.1383253,"('unaffectionate', 'affectionate')",-0.57148856,-0.8192898,-1.1001865,-1.4059215,0.8826778,0.7696957,-0.3718595,-0.6484602,-0.2766007
9,-0.70455056,-1.1856731,"('unaffectionate', 'caring')",-0.3586168,-0.66181165,-0.9552477,-1.2773384,1.2728251,1.1661257,-0.1863975,-0.4896744,-0.3032769
10,-1.495122,-1.4447292,"('unsympathetic', 'sympathetic')",-1.4821616,-1.454222,-1.9067764,-1.7979602,-0.5278089,-0.559978,-1.3529673,-1.3142223,0.038745
11,-0.31144562,-0.36484066,"('unhelpful', 'helpful')",-0.30523214,-0.35191122,0.19283526,0.18978032,1.6715221,1.6496278,0.3119199,0.2806641,-0.0312558
12,-0.29169008,-0.28821945,"('unsupportive', 'supportive')",-0.36332542,-0.38475144,-0.44431323,-0.41347647,-2.051303,-2.0577047,-0.7876579,-0.786038,0.0016199
13,-0.5454238,-0.51381665,"('impolite', 'polite')",-0.18288094,-0.08674729,0.038900834,0.2045607,-0.55669475,-0.5346639,-0.3115247,-0.2326668,0.0788579
14,-0.7279474,-0.45874277,"('antisocial', 'social')",0.10208155,0.28189728,0.4897158,0.77303416,-0.607055,-0.56730723,-0.1858013,0.0072204,0.1930217
15,-0.29770887,-0.49800512,"('boring', 'funny')",0.27569863,0.119122684,0.84824735,0.6765637,0.6160876,0.5625392,0.3605812,0.2150551,-0.1455261
16,-0.34541798,-0.46972466,"('unpopular', 'popular')",-0.26721886,-0.36824474,-0.46786678,-0.5339873,0.5501351,0.61999726,-0.1325921,-0.1879899,-0.0553978
17,0.051432423,0.06374524,"('nasty', 'nice')",0.250086,0.23760037,0.29796544,0.25901037,-0.3338032,-0.3150263,0.0664202,0.0613324,-0.0050878
18,-0.5178647,-0.52772766,"('disagreeable', 'welcoming')",-1.261503,-1.2663679,-0.8754837,-0.9047525,-0.2216667,-0.23551223,-0.7191296,-0.7335901,-0.0144605
19,-1.3186743,-1.565662,"('inhospitable', 'hospitable')",-0.86809087,-1.027569,-0.6240838,-0.87170136,-0.29633552,-0.1940343,-0.7767961,-0.9147417,-0.1379456
20,0.6315487,0.73017865,"('rough', 'thoughtful')",0.25143942,0.28136894,0.47126687,0.4561386,1.2841948,1.255653,0.6596124,0.6808348,0.0212224
21,-0.68854475,-0.6057119,"('immoral', 'moral')",-0.28510964,-0.2135678,0.1568887,0.25108093,-0.94650966,-0.92187935,-0.4408188,-0.3725195,0.0682993
22,-0.1706854,-0.2308403,"('untrustworthy', 'trustworthy')",0.021700038,-0.054160714,0.2597334,0.14807424,-0.7313294,-0.8247595,-0.1551453,-0.2404216,-0.0852763
23,-0.0022505801,-0.10462746,"('insincere', 'sincere')",-0.37949976,-0.5080374,0.025696348,-0.08775217,5.5989647,5.477428,1.3107277,1.1942527,-0.116475
24,-0.72884417,-0.7634888,"('dishonest', 'honest')",-0.5363498,-0.53207374,-1.3026168,-1.2712487,0.6762456,0.62342995,-0.4728913,-0.4858453,-0.012954
25,-0.033699542,-0.2824107,"('egoistic', 'altruistic')",-0.088501886,-0.2032071,-0.58517796,-0.72686315,1.4591739,1.3738029,0.1879486,0.0403305,-0.1476181
26,0.11917743,-0.05489519,"('hardhearted', 'benevolent')",-0.37871307,-0.49800593,0.39095518,0.2807427,1.5662141,1.4917859,0.4244084,0.3049069,-0.1195015
27,-0.6606696,-0.65727013,"('hardhearted', 'softhearted')",-0.77125573,-0.80176836,-0.137363,-0.1895594,1.3876494,1.2988255,-0.0454097,-0.0874431,-0.0420334
28,0.10834578,-0.15450853,"('disloyal', 'loyal')",-0.19860347,-0.39310303,-0.6753396,-0.8929269,1.2297602,1.0388871,0.1160407,-0.1004128,-0.2164535
29,-0.41599745,-0.4341996,"('unfair', 'fair')",-0.07108657,-0.15779686,-0.83326113,-0.96324027,-0.64760935,-0.7973227,-0.4919886,-0.5881398,-0.0961512
30,-0.07006964,-0.14830789,"('intolerant', 'tolerant')",0.08983807,0.032827064,0.46587706,0.50775594,0.8354772,0.8655161,0.3302807,0.3144478,-0.0158329
31,-0.046880595,-0.25128266,"('evil', 'good')",-0.124856584,-0.19948001,0.050233193,-0.14324719,-0.5488967,-0.60495764,-0.1676002,-0.2997419,-0.1321417
32,-0.4998599,-0.5366918,"('unkind', 'kind')",-0.5184515,-0.5807983,-0.38709983,-0.402402,0.7838594,0.64392895,-0.155388,-0.2189908,-0.0636028
33,0.107321545,-0.061892122,"('wrong', 'right')",0.5693267,0.42407265,0.5370434,0.3748331,-0.54283607,-0.60599947,0.1677139,0.0327535,-0.1349604
34,-0.05685694,0.04539766,"('mean', 'honorable')",-0.846208,-0.71359426,-0.75446045,-0.7029563,5.8863344,6.069805,1.0572023,1.1746631,0.1174608
35,0.8195649,0.69549733,"('corrupt', 'incorrupt')",0.44937778,0.35321426,-0.01741128,-0.17768228,0.26044032,0.15544851,0.3779929,0.2566195,-0.1213734
36,0.42986867,-0.016909584,"('hostile', 'amicable')",-0.26000404,-0.48364502,-0.5196284,-0.902036,0.8782298,0.6966899,0.1321165,-0.1764752,-0.3085917
37,-0.03348394,-0.06876325,"('fake', 'genuine')",0.12178527,0.1358156,-0.14236827,-0.085311726,0.1696023,0.1985846,0.0288838,0.0450813,0.0161975
38,-0.15190822,-0.28526032,"('untruthful', 'truthful')",-0.7222156,-0.78202504,-0.5396574,-0.6472117,-0.20682412,-0.2461943,-0.4051513,-0.4901728,-0.0850215
39,1.8810163,1.8149174,"('exploitative', 'cooperative')",1.4005984,1.4171863,1.3318979,1.3519356,0.47319412,0.45253792,1.2716767,1.2591444,-0.0125323
40,0.23256268,0.28224176,"('stingy', 'generous')",-0.06618166,-0.069429845,-0.72392577,-0.71193975,-1.2879071,-1.3618801,-0.461363,-0.465252,-0.003889
41,-0.42739785,-0.42879558,"('unforgiving', 'forgiving')",-0.5188829,-0.51056033,-0.20762028,-0.23167826,0.18344377,0.108245894,-0.2426143,-0.2656971,-0.0230828
42,-1.2817467,-0.9737359,"('unreliable', 'reliable')",-1.2175825,-0.99885887,-1.1897206,-0.9240538,-3.9632056,-3.8678293,-1.9130638,-1.6911194,0.2219444
43,-0.75947696,-0.7002933,"('irresponsible', 'responsible')",-0.87998927,-0.81764156,-0.6894214,-0.5826187,0.23216698,0.26008633,-0.5241802,-0.4601168,0.0640634
44,0.5153566,0.6746549,"('prejudiced', 'unprejudiced')",0.07387081,0.1563746,0.015830602,0.12129016,-1.2532302,-1.2671123,-0.162043,-0.0786981,0.0833449
45,-1.3274628,-1.289314,"('incompetent', 'competent')",-0.30546284,-0.27514666,-0.10282691,-0.069033615,-0.32615224,-0.34154564,-0.5154762,-0.49376,0.0217162
46,-0.5376191,-0.4501975,"('uncompetitive', 'competitive')",-0.7630938,-0.7011417,-0.42007974,-0.3136504,-0.6316463,-0.6054651,-0.5881097,-0.5176136,0.0704961
47,-0.5873008,-0.5353725,"('stupid', 'smart')",-0.15651368,-0.113165975,0.20669119,0.28969815,5.5485897,5.6698074,1.2528666,1.3277417,0.0748751
48,-0.17617765,-0.11522083,"('unintelligent', 'intelligent')",-0.22258301,-0.19385734,-0.17494932,-0.17287914,0.69317675,0.6625524,0.0298667,0.0451488,0.0152821
49,-0.21075878,-0.111451425,"('unable', 'able')",-0.65445006,-0.61034733,-0.43088758,-0.40730402,-0.45612413,-0.33506846,-0.4380552,-0.3660428,0.0720124
50,-0.23804957,-0.18225196,"('clumsy', 'skillful')",-0.16036099,-0.15447213,0.3868732,0.36133006,0.06381283,0.043337956,0.0130689,0.016986,0.0039171
51,-0.5228049,-0.6143796,"('uneducated', 'educated')",-0.22063017,-0.3151198,-0.74080145,-0.7770203,0.372165,0.2704097,-0.2780179,-0.3590275,-0.0810096
52,0.8611404,0.42427737,"('irrational', 'rational')",0.6601153,0.35005608,0.5456844,0.1958813,0.66387975,0.47522667,0.6827049,0.3613604,-0.3213445
53,-0.89109004,-1.2486722,"('uncreative', 'creative')",-0.7055983,-0.91488916,-0.2881626,-0.5886785,1.2266197,1.1436208,-0.1645578,-0.4021547,-0.2375969
