,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.9459269,0.85465515,"('unsociable', 'sociable')",0.9459269,0.8546551,-0.0912718
1,-0.0185009,-0.09458335,"('unfriendly', 'friendly')",-0.0185009,-0.0945833,-0.0760824
2,0.66305465,0.7303238,"('unlikable', 'likable')",0.6630546,0.7303238,0.0672692
3,-0.38477466,-0.17216247,"('repellent', 'pleasant')",-0.3847747,-0.1721625,0.2126122
4,-3.0779972,-3.1033792,"('disliked', 'liked')",-3.0779972,-3.1033792,-0.025382
5,-0.6161404,-0.5927784,"('distant', 'outgoing')",-0.6161404,-0.5927784,0.023362
6,-0.7245603,-0.71559054,"('distant', 'open')",-0.7245603,-0.7155905,0.0089698
7,0.84260184,0.8549096,"('insensitive', 'sensitive')",0.8426018,0.8549096,0.0123078
8,0.24473807,0.060495418,"('unaffectionate', 'affectionate')",0.2447381,0.0604954,-0.1842427
9,0.47599012,0.4278952,"('unaffectionate', 'caring')",0.4759901,0.4278952,-0.0480949
10,0.2233081,0.17753562,"('unsympathetic', 'sympathetic')",0.2233081,0.1775356,-0.0457725
11,0.670802,0.61171746,"('unhelpful', 'helpful')",0.670802,0.6117175,-0.0590845
12,-0.8089584,-0.8533891,"('unsupportive', 'supportive')",-0.8089584,-0.8533891,-0.0444307
13,0.65950215,0.5689729,"('impolite', 'polite')",0.6595021,0.5689729,-0.0905292
14,0.85169965,0.78958905,"('antisocial', 'social')",0.8516997,0.789589,-0.0621107
15,0.54882336,0.47477657,"('boring', 'funny')",0.5488234,0.4747766,-0.0740468
16,0.19647904,0.3482836,"('unpopular', 'popular')",0.196479,0.3482836,0.1518046
17,0.06730715,0.07410177,"('nasty', 'nice')",0.0673072,0.0741018,0.0067946
18,-1.1598982,-1.1174557,"('disagreeable', 'welcoming')",-1.1598982,-1.1174557,0.0424425
19,-0.31411147,-0.2556641,"('inhospitable', 'hospitable')",-0.3141115,-0.2556641,0.0584474
20,0.32424524,0.39328492,"('rough', 'thoughtful')",0.3242452,0.3932849,0.0690397
21,-0.4885341,-0.31749815,"('immoral', 'moral')",-0.4885341,-0.3174981,0.171036
22,-0.5847333,-0.6019954,"('untrustworthy', 'trustworthy')",-0.5847333,-0.6019954,-0.0172621
23,3.191383,3.1620004,"('insincere', 'sincere')",3.1913829,3.1620004,-0.0293825
24,-0.19176675,-0.29953912,"('dishonest', 'honest')",-0.1917668,-0.2995391,-0.1077723
25,0.5136291,0.65069395,"('egoistic', 'altruistic')",0.5136291,0.650694,0.1370649
26,0.45455483,0.29865006,"('hardhearted', 'benevolent')",0.4545548,0.2986501,-0.1559047
27,-0.5085623,-0.5391113,"('hardhearted', 'softhearted')",-0.5085623,-0.5391113,-0.030549
28,0.6733506,0.5578559,"('disloyal', 'loyal')",0.6733506,0.5578559,-0.1154947
29,-0.71506155,-0.71894675,"('unfair', 'fair')",-0.7150615,-0.7189468,-0.0038853
30,0.033612005,-0.04707151,"('intolerant', 'tolerant')",0.033612,-0.0470715,-0.0806835
31,-1.9006191,-1.8635798,"('evil', 'good')",-1.9006191,-1.8635798,0.0370393
32,0.7845972,0.7077578,"('unkind', 'kind')",0.7845972,0.7077578,-0.0768394
33,-0.07645259,-0.057683434,"('wrong', 'right')",-0.0764526,-0.0576834,0.0187692
34,2.3906312,2.4967446,"('mean', 'honorable')",2.3906312,2.4967446,0.1061134
35,-0.79035366,-0.82005864,"('corrupt', 'incorrupt')",-0.7903537,-0.8200586,-0.0297049
36,-0.5260377,-0.5587127,"('hostile', 'amicable')",-0.5260377,-0.5587127,-0.032675
37,-0.51481843,-0.5161221,"('fake', 'genuine')",-0.5148184,-0.5161221,-0.0013037
38,0.7037255,0.6116871,"('untruthful', 'truthful')",0.7037255,0.6116871,-0.0920384
39,-0.07791489,-0.064147346,"('exploitative', 'cooperative')",-0.0779149,-0.0641473,0.0137676
40,-1.4080735,-1.4675993,"('stingy', 'generous')",-1.4080735,-1.4675993,-0.0595258
41,0.010820242,-0.09156045,"('unforgiving', 'forgiving')",0.0108202,-0.0915605,-0.1023807
42,-0.71292627,-0.68744576,"('unreliable', 'reliable')",-0.7129263,-0.6874458,0.0254805
43,0.508207,0.4266574,"('irresponsible', 'responsible')",0.508207,0.4266574,-0.0815496
44,-1.799463,-1.7479832,"('prejudiced', 'unprejudiced')",-1.799463,-1.7479832,0.0514798
45,0.46703067,0.39257297,"('incompetent', 'competent')",0.4670307,0.392573,-0.0744577
46,0.076617464,0.061336603,"('uncompetitive', 'competitive')",0.0766175,0.0613366,-0.0152809
47,2.9730482,2.9998672,"('stupid', 'smart')",2.9730482,2.9998672,0.026819
48,-0.50738263,-0.57301676,"('unintelligent', 'intelligent')",-0.5073826,-0.5730168,-0.0656342
49,-0.4411953,-0.25949055,"('unable', 'able')",-0.4411953,-0.2594905,0.1817048
50,0.756797,0.8710873,"('clumsy', 'skillful')",0.756797,0.8710873,0.1142903
51,0.68709713,0.68258035,"('uneducated', 'educated')",0.6870971,0.6825804,-0.0045167
52,-0.92160344,-1.0259229,"('irrational', 'rational')",-0.9216034,-1.0259229,-0.1043195
53,0.25562343,0.2591967,"('uncreative', 'creative')",0.2556234,0.2591967,0.0035733
54,0.62385386,0.7003302,"('incapable', 'capable')",0.6238539,0.7003302,0.0764763
55,0.8287153,0.77619326,"('incompetent', 'clever')",0.8287153,0.7761933,-0.052522
56,1.2664587,1.2123713,"('impractical', 'practical')",1.2664587,1.2123713,-0.0540874
57,-1.2299073,-1.3120885,"('unimaginative', 'imaginative')",-1.2299073,-1.3120885,-0.0821812
58,1.0444454,0.9780942,"('undiscriminating', 'discriminating')",1.0444454,0.9780942,-0.0663512
59,-0.21244991,-0.21061662,"('foolish', 'wise')",-0.2124499,-0.2106166,0.0018333
60,1.3330712,1.3974031,"('inefficient', 'efficient')",1.3330712,1.3974031,0.0643319
61,0.00364313,-0.08231106,"('illogical', 'logical')",0.0036431,-0.0823111,-0.0859542
62,0.5354982,0.5609752,"('incompetent', 'brilliant')",0.5354982,0.5609752,0.025477
63,0.2906615,0.33406872,"('unperceptive', 'insightful')",0.2906615,0.3340687,0.0434072
64,-2.803167,-2.732543,"('shy', 'confident')",-2.8031671,-2.732543,0.0706241
65,0.14225699,0.08095983,"('insecure', 'secure')",0.142257,0.0809598,-0.0612972
66,0.08172779,0.111464426,"('inactive', 'active')",0.0817278,0.1114644,0.0297366
67,0.60863894,0.6205727,"('doubtful', 'determined')",0.6086389,0.6205727,0.0119338
68,-0.9805258,-0.8750669,"('dependent', 'independent')",-0.9805258,-0.8750669,0.1054589
69,-0.046930246,0.07666034,"('lazy', 'industrious')",-0.0469302,0.0766603,0.1235905
70,0.314678,0.29329267,"('lethargic', 'energetic')",0.314678,0.2932927,-0.0213853
71,0.35867226,0.40299544,"('diffident', 'self-confident')",0.3586723,0.4029954,0.0443231
72,0.55171037,0.40625727,"('unambitious', 'ambitious')",0.5517104,0.4062573,-0.1454531
73,-1.7722081,-1.6993357,"('helpless', 'self-reliant')",-1.7722081,-1.6993357,0.0728724
74,0.4695375,0.42884928,"('undedicated', 'dedicated')",0.4695375,0.4288493,-0.0406882
75,-0.4644624,-0.41341802,"('meek', 'impulsive')",-0.4644624,-0.413418,0.0510444
76,0.51353633,0.5528599,"('anxious', 'daring')",0.5135363,0.5528599,0.0393236
77,-0.04849366,0.16325188,"('unmotivated', 'motivated')",-0.0484937,0.1632519,0.2117456
78,0.25708398,0.45763192,"('nonresilient', 'resilient')",0.257084,0.4576319,0.2005479
79,-0.18194202,-0.23588446,"('wavering', 'unwavering')",-0.181942,-0.2358845,-0.0539425
80,0.08870463,0.056865096,"('dominated', 'dominating')",0.0887046,0.0568651,-0.0318395
81,0.27349344,0.25917655,"('submissive', 'aggressive')",0.2734934,0.2591766,-0.0143168
82,3.3238385,3.3838308,"('poor', 'rich')",3.3238385,3.3838308,0.0599923
83,-0.026471935,-0.058113724,"('powerless', 'powerful')",-0.0264719,-0.0581137,-0.0316418
84,-0.01919056,0.0044799373,"('inferior', 'superior')",-0.0191906,0.0044799,0.0236705
85,-0.93168247,-0.9023136,"('insignificant', 'prestigious')",-0.9316825,-0.9023136,0.0293689
86,0.17835233,0.07742562,"('uninfluential', 'influential')",0.1783523,0.0774256,-0.1009267
87,0.9067023,1.0090021,"('unsuccessful', 'successful')",0.9067023,1.0090021,0.1022998
88,-0.41351748,-0.41159034,"('low', 'eminent')",-0.4135175,-0.4115903,0.0019272
