,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.6651549,-0.54813814,"('unsociable', 'sociable')",-0.6651549,-0.5481381,0.1170168
1,1.7498703,1.6225193,"('unfriendly', 'friendly')",1.7498703,1.6225193,-0.127351
2,-0.129879,-0.122130126,"('unlikable', 'likable')",-0.129879,-0.1221301,0.0077489
3,0.1419397,0.3956033,"('repellent', 'pleasant')",0.1419397,0.3956033,0.2536636
4,-6.76074,-6.8909764,"('disliked', 'liked')",-6.7607398,-6.8909764,-0.1302366
5,0.06031145,-0.08336887,"('distant', 'outgoing')",0.0603115,-0.0833689,-0.1436804
6,0.8296927,0.5753168,"('distant', 'open')",0.8296927,0.5753168,-0.2543759
7,0.08253155,0.29550096,"('insensitive', 'sensitive')",0.0825315,0.295501,0.2129695
8,1.8316104,1.573851,"('unaffectionate', 'affectionate')",1.8316104,1.573851,-0.2577594
9,1.7137877,1.6006565,"('unaffectionate', 'caring')",1.7137877,1.6006565,-0.1131312
10,-0.13281941,0.13899079,"('unsympathetic', 'sympathetic')",-0.1328194,0.1389908,0.2718102
11,0.75594103,0.89625484,"('unhelpful', 'helpful')",0.755941,0.8962548,0.1403138
12,-2.0611057,-1.9533446,"('unsupportive', 'supportive')",-2.0611057,-1.9533446,0.1077611
13,-1.2609503,-1.0630318,"('impolite', 'polite')",-1.2609503,-1.0630318,0.1979185
14,-0.6018792,-0.3915681,"('antisocial', 'social')",-0.6018792,-0.3915681,0.2103111
15,0.3545663,0.21967636,"('boring', 'funny')",0.3545663,0.2196764,-0.1348899
16,-0.064763084,-0.15959366,"('unpopular', 'popular')",-0.0647631,-0.1595937,-0.0948306
17,0.1919977,0.14561436,"('nasty', 'nice')",0.1919977,0.1456144,-0.0463833
18,-0.59768116,-0.5473493,"('disagreeable', 'welcoming')",-0.5976812,-0.5473493,0.0503319
19,-0.1207322,-0.24503186,"('inhospitable', 'hospitable')",-0.1207322,-0.2450319,-0.1242997
20,0.486011,0.5078504,"('rough', 'thoughtful')",0.486011,0.5078504,0.0218394
21,-1.4329214,-1.0985503,"('immoral', 'moral')",-1.4329214,-1.0985503,0.3343711
22,-1.1982092,-0.9914342,"('untrustworthy', 'trustworthy')",-1.1982092,-0.9914342,0.206775
23,5.401492,5.552556,"('insincere', 'sincere')",5.4014921,5.552556,0.1510639
24,1.0342147,0.97017944,"('dishonest', 'honest')",1.0342147,0.9701794,-0.0640353
25,1.5116074,1.2711179,"('egoistic', 'altruistic')",1.5116074,1.2711179,-0.2404895
26,1.2406799,1.04607,"('hardhearted', 'benevolent')",1.2406799,1.04607,-0.1946099
27,1.6051574,1.4268875,"('hardhearted', 'softhearted')",1.6051574,1.4268875,-0.1782699
28,1.1917266,1.0725353,"('disloyal', 'loyal')",1.1917266,1.0725353,-0.1191913
29,-0.3426588,-0.5342926,"('unfair', 'fair')",-0.3426588,-0.5342926,-0.1916338
30,0.44902125,0.6150897,"('intolerant', 'tolerant')",0.4490213,0.6150897,0.1660684
31,0.43076572,0.09424199,"('evil', 'good')",0.4307657,0.094242,-0.3365237
32,0.63501185,0.61003697,"('unkind', 'kind')",0.6350119,0.610037,-0.0249749
33,-0.05860556,-0.24088703,"('wrong', 'right')",-0.0586056,-0.240887,-0.1822814
34,4.421696,4.534921,"('mean', 'honorable')",4.4216962,4.5349212,0.113225
35,0.36317742,-0.106662944,"('corrupt', 'incorrupt')",0.3631774,-0.1066629,-0.4698403
36,0.49668112,0.11279116,"('hostile', 'amicable')",0.4966811,0.1127912,-0.3838899
37,0.68357986,0.69468516,"('fake', 'genuine')",0.6835799,0.6946852,0.0111053
38,-0.56649685,-0.55800843,"('untruthful', 'truthful')",-0.5664968,-0.5580084,0.0084884
39,0.4933204,0.5436928,"('exploitative', 'cooperative')",0.4933204,0.5436928,0.0503724
40,-1.2410578,-1.3256953,"('stingy', 'generous')",-1.2410578,-1.3256953,-0.0846375
41,-0.20995378,-0.17013225,"('unforgiving', 'forgiving')",-0.2099538,-0.1701322,0.0398216
42,-2.609532,-2.5053616,"('unreliable', 'reliable')",-2.6095321,-2.5053616,0.1041705
43,-0.12448314,0.1263389,"('irresponsible', 'responsible')",-0.1244831,0.1263389,0.250822
44,-0.96635693,-0.84367895,"('prejudiced', 'unprejudiced')",-0.9663569,-0.843679,0.1226779
45,-0.6007062,-0.5122659,"('incompetent', 'competent')",-0.6007062,-0.5122659,0.0884403
46,-1.8539654,-1.5709814,"('uncompetitive', 'competitive')",-1.8539654,-1.5709814,0.282984
47,4.8356056,4.999935,"('stupid', 'smart')",4.8356056,4.9999352,0.1643296
48,-0.24403627,-0.1641789,"('unintelligent', 'intelligent')",-0.2440363,-0.1641789,0.0798574
49,-0.32128736,-0.14556623,"('unable', 'able')",-0.3212874,-0.1455662,0.1757212
50,-0.48404625,-0.5873237,"('clumsy', 'skillful')",-0.4840463,-0.5873237,-0.1032774
51,-0.62989885,-0.51104486,"('uneducated', 'educated')",-0.6298988,-0.5110449,0.1188539
52,0.98161495,0.5980058,"('irrational', 'rational')",0.9816149,0.5980058,-0.3836091
53,0.2050401,0.041455492,"('uncreative', 'creative')",0.2050401,0.0414555,-0.1635846
54,1.063798,1.0872251,"('incapable', 'capable')",1.063798,1.0872251,0.0234271
55,-0.34121022,-0.044008538,"('incompetent', 'clever')",-0.3412102,-0.0440085,0.2972017
56,-0.23584636,-0.08660552,"('impractical', 'practical')",-0.2358464,-0.0866055,0.1492409
57,-2.9031546,-2.718626,"('unimaginative', 'imaginative')",-2.9031546,-2.718626,0.1845286
58,-0.015797168,0.02912344,"('undiscriminating', 'discriminating')",-0.0157972,0.0291234,0.0449206
59,0.51360875,0.35923904,"('foolish', 'wise')",0.5136088,0.359239,-0.1543698
60,-1.2207866,-0.797297,"('inefficient', 'efficient')",-1.2207866,-0.797297,0.4234896
61,0.09353096,0.013514169,"('illogical', 'logical')",0.093531,0.0135142,-0.0800168
62,-0.48445344,-0.18484429,"('incompetent', 'brilliant')",-0.4844534,-0.1848443,0.2996091
63,-0.9821648,-0.7392814,"('unperceptive', 'insightful')",-0.9821648,-0.7392814,0.2428834
64,-6.847358,-6.623988,"('shy', 'confident')",-6.8473582,-6.6239882,0.22337
65,-0.78911704,-0.50934994,"('insecure', 'secure')",-0.789117,-0.5093499,0.2797671
66,0.32383877,0.17303492,"('inactive', 'active')",0.3238388,0.1730349,-0.1508039
67,-0.651929,-0.59845245,"('doubtful', 'determined')",-0.651929,-0.5984524,0.0534766
68,-1.3929574,-1.2927651,"('dependent', 'independent')",-1.3929574,-1.2927651,0.1001923
69,-0.9754171,-1.2577783,"('lazy', 'industrious')",-0.9754171,-1.2577783,-0.2823612
70,0.06300555,0.38625377,"('lethargic', 'energetic')",0.0630056,0.3862538,0.3232482
71,1.052698,0.9723494,"('diffident', 'self-confident')",1.052698,0.9723494,-0.0803486
72,0.1675266,0.36388016,"('unambitious', 'ambitious')",0.1675266,0.3638802,0.1963536
73,-2.5713718,-2.533694,"('helpless', 'self-reliant')",-2.5713718,-2.533694,0.0376778
74,-0.2565118,-0.31391934,"('undedicated', 'dedicated')",-0.2565118,-0.3139193,-0.0574075
75,-0.4686085,-0.40166953,"('meek', 'impulsive')",-0.4686085,-0.4016695,0.066939
76,-0.26164967,0.021640625,"('anxious', 'daring')",-0.2616497,0.0216406,0.2832903
77,-1.9223863,-1.7066921,"('unmotivated', 'motivated')",-1.9223863,-1.7066921,0.2156942
78,-0.8397124,-0.84723824,"('nonresilient', 'resilient')",-0.8397124,-0.8472382,-0.0075258
79,0.5557545,0.3585385,"('wavering', 'unwavering')",0.5557545,0.3585385,-0.197216
80,-1.1695219,-0.98383343,"('dominated', 'dominating')",-1.1695219,-0.9838334,0.1856885
81,-1.2603134,-0.8646211,"('submissive', 'aggressive')",-1.2603134,-0.8646211,0.3956923
82,5.854994,5.9816847,"('poor', 'rich')",5.8549938,5.9816847,0.1266909
83,-0.61110413,-0.5483968,"('powerless', 'powerful')",-0.6111041,-0.5483968,0.0627073
84,0.5055641,0.50528824,"('inferior', 'superior')",0.5055641,0.5052882,-0.0002759
85,0.6071158,0.31944793,"('insignificant', 'prestigious')",0.6071158,0.3194479,-0.2876679
86,-0.49841896,-0.37848818,"('uninfluential', 'influential')",-0.498419,-0.3784882,0.1199308
87,-0.6543293,-0.54506177,"('unsuccessful', 'successful')",-0.6543293,-0.5450618,0.1092675
88,-0.4952389,-0.38001627,"('low', 'eminent')",-0.4952389,-0.3800163,0.1152226
