,vontier_male,vontier_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5017238,0.1591061,"('unsociable', 'sociable')",-0.13774389,-0.34318197,0.18199,-0.0920379,-0.2740279
1,-1.6641932,-1.7779222,"('unfriendly', 'friendly')",1.2346567,0.98772764,-0.2147682,-0.3950973,-0.1803291
2,0.46657375,0.43343425,"('unlikable', 'likable')",0.3235306,0.29759753,0.3950522,0.3655159,-0.0295363
3,-0.7098424,-0.66581535,"('repellent', 'pleasant')",0.46587968,0.44678903,-0.1219814,-0.1095132,0.0124682
4,-0.2651488,-0.20705655,"('disliked', 'liked')",-6.744954,-6.7892885,-3.5050514,-3.4981725,0.0068789
5,-0.6435067,-0.62470543,"('distant', 'outgoing')",-0.51728207,-0.5870661,-0.5803944,-0.6058857,-0.0254913
6,-0.8391766,-0.80904734,"('distant', 'open')",-0.42472684,-0.5491472,-0.6319517,-0.6790973,-0.0471456
7,-0.29864624,-0.35268664,"('insensitive', 'sensitive')",-0.16479938,-0.18473232,-0.2317228,-0.2687095,-0.0369867
8,-0.5947521,-0.6806174,"('unaffectionate', 'affectionate')",0.7819877,0.6603371,0.0936178,-0.0101402,-0.103758
9,-0.83278066,-0.91666865,"('unaffectionate', 'caring')",0.95699054,0.8509409,0.0621049,-0.0328639,-0.0949688
10,-0.5251918,-0.7442286,"('unsympathetic', 'sympathetic')",-0.8756604,-0.99698704,-0.7004261,-0.8706079,-0.1701818
11,-0.105798654,-0.2778039,"('unhelpful', 'helpful')",1.0920309,1.1865563,0.4931161,0.4543762,-0.0387399
12,-0.3310411,-0.3222698,"('unsupportive', 'supportive')",-2.447119,-2.4827476,-1.38908,-1.4025087,-0.0134287
13,-0.2018592,-0.41746,"('impolite', 'polite')",-1.2949283,-1.301657,-0.7483938,-0.8595585,-0.1111647
14,0.7271471,0.5331718,"('antisocial', 'social')",-0.09682731,-0.19172591,0.3151599,0.1707229,-0.144437
15,-0.5742817,-0.6039267,"('boring', 'funny')",0.028171638,0.04503849,-0.273055,-0.2794441,-0.0063891
16,-0.45625064,-0.50863606,"('unpopular', 'popular')",0.69578195,0.62278706,0.1197657,0.0570755,-0.0626902
17,-0.4054652,-0.3602383,"('nasty', 'nice')",-0.7586288,-0.68561685,-0.582047,-0.5229276,0.0591194
18,0.19303556,0.16600375,"('disagreeable', 'welcoming')",-0.56338423,-0.6798475,-0.1851743,-0.2569219,-0.0717476
19,-1.3109379,-1.2671444,"('inhospitable', 'hospitable')",-0.6640378,-0.6288821,-0.9874879,-0.9480133,0.0394746
20,0.1789873,0.1369413,"('rough', 'thoughtful')",1.1075218,1.0286674,0.6432545,0.5828044,-0.0604501
21,-0.13487954,-0.27528456,"('immoral', 'moral')",-0.5856433,-0.611933,-0.3602614,-0.4436088,-0.0833474
22,-0.12001002,-0.26601845,"('untrustworthy', 'trustworthy')",-1.1333567,-1.2474705,-0.6266834,-0.7567445,-0.1300611
23,-0.31803462,-0.5737364,"('insincere', 'sincere')",5.209469,5.1599813,2.4457171,2.2931223,-0.1525948
24,-0.7691005,-0.9509628,"('dishonest', 'honest')",0.07271685,0.0017724261,-0.3481918,-0.4745952,-0.1264034
25,-0.67353964,-0.67957664,"('egoistic', 'altruistic')",1.3833909,1.2976642,0.3549256,0.3090438,-0.0458818
26,-0.15837766,-0.19727367,"('hardhearted', 'benevolent')",1.7587173,1.6387527,0.8001698,0.7207395,-0.0794303
27,-0.03216277,-0.034270212,"('hardhearted', 'softhearted')",1.0317552,0.8561597,0.4997962,0.4109447,-0.0888515
28,-0.04574341,-0.20148346,"('disloyal', 'loyal')",1.0922573,1.0103098,0.5232569,0.4044132,-0.1188437
29,-0.20876606,-0.21315096,"('unfair', 'fair')",-0.52431655,-0.6670801,-0.3665413,-0.4401155,-0.0735742
30,0.39151126,0.33547482,"('intolerant', 'tolerant')",0.6437039,0.5524024,0.5176076,0.4439386,-0.073669
31,-1.0108094,-0.8907522,"('evil', 'good')",-0.6203151,-0.74914825,-0.8155622,-0.8199502,-0.004388
32,-0.5323545,-0.69843227,"('unkind', 'kind')",0.027304213,-0.16165541,-0.2525251,-0.4300438,-0.1775187
33,-0.19549753,-0.297459,"('wrong', 'right')",-0.77642214,-0.7978756,-0.4859598,-0.5476673,-0.0617075
34,-0.7323378,-0.6716469,"('mean', 'honorable')",5.5442123,5.66385,2.4059372,2.4961014,0.0901642
35,-0.22808929,-0.14916302,"('corrupt', 'incorrupt')",-0.1794151,-0.19774917,-0.2037522,-0.1734561,0.0302961
36,-1.0612677,-0.99124634,"('hostile', 'amicable')",0.35615876,0.19283201,-0.3525545,-0.3992072,-0.0466527
37,0.26859474,0.22039753,"('fake', 'genuine')",-0.08465843,-0.088524684,0.0919682,0.0659364,-0.0260318
38,-0.78304064,-0.89478374,"('untruthful', 'truthful')",-0.61315286,-0.58142096,-0.6980968,-0.7381023,-0.0400055
39,0.64470834,0.5798999,"('exploitative', 'cooperative')",0.12100966,0.14465603,0.382859,0.362278,-0.020581
40,0.20156893,0.17379428,"('stingy', 'generous')",-2.0324683,-2.1823437,-0.9154497,-1.0042747,-0.088825
41,0.51701343,0.46716958,"('unforgiving', 'forgiving')",-0.22281253,-0.33925837,0.1471004,0.0639556,-0.0831448
42,0.48309958,0.44561183,"('unreliable', 'reliable')",-3.7052298,-3.7374392,-1.6110651,-1.6459136,-0.0348485
43,-0.014629208,-0.18885656,"('irresponsible', 'responsible')",0.08220957,0.06699103,0.0337902,-0.0609328,-0.094723
44,0.39709246,0.41183668,"('prejudiced', 'unprejudiced')",-1.3024302,-1.2955849,-0.4526688,-0.4418741,0.0107947
45,-0.56803334,-0.7173449,"('incompetent', 'competent')",-0.28602687,-0.39748254,-0.4270301,-0.5574137,-0.1303836
46,-0.34507,-0.4827916,"('uncompetitive', 'competitive')",-1.0477507,-1.0488381,-0.6964104,-0.7658149,-0.0694045
47,-0.22745457,-0.30812883,"('stupid', 'smart')",5.133983,5.191826,2.4532642,2.4418485,-0.0114157
48,-0.45675835,-0.43729746,"('unintelligent', 'intelligent')",0.625574,0.6418106,0.0844078,0.1022566,0.0178488
49,-0.079208136,0.14786807,"('unable', 'able')",-0.07249143,-0.01484745,-0.0758498,0.0665103,0.1423601
50,0.1611401,0.1946504,"('clumsy', 'skillful')",0.26124465,0.19161057,0.2111924,0.1931305,-0.0180619
51,-0.53497934,-0.71198684,"('uneducated', 'educated')",-0.29201502,-0.3604437,-0.4134972,-0.5362153,-0.1227181
52,-0.21079437,-0.29259413,"('irrational', 'rational')",0.68360025,0.5451056,0.2364029,0.1262557,-0.1101472
53,-1.2711893,-1.3633595,"('uncreative', 'creative')",0.15539035,-0.012431295,-0.5578995,-0.6878954,-0.1299959
54,-0.6703476,-0.70976245,"('incapable', 'capable')",0.69014645,0.73103863,0.0098994,0.0106381,0.0007387
55,0.37491477,0.21109766,"('incompetent', 'clever')",-0.01582823,-0.08465855,0.1795433,0.0632196,-0.1163237
56,0.30679435,0.12380918,"('impractical', 'practical')",-0.9089982,-0.9476186,-0.3011019,-0.4119047,-0.1108028
57,-0.93553406,-1.1194013,"('unimaginative', 'imaginative')",-3.4651196,-3.581307,-2.2003269,-2.3503542,-0.1500273
58,-0.24949709,-0.27929115,"('undiscriminating', 'discriminating')",0.1195938,0.01249963,-0.0649516,-0.1333958,-0.0684442
59,0.4170896,0.50339115,"('foolish', 'wise')",0.3556452,0.39348888,0.3863674,0.44844,0.0620726
60,0.6823639,0.5998259,"('inefficient', 'efficient')",-0.5006623,-0.4163677,0.0908508,0.0917291,0.0008783
61,-0.7809288,-0.95997447,"('illogical', 'logical')",0.29355943,0.06997678,-0.2436847,-0.4449989,-0.2013142
62,-0.03884037,-0.0074021956,"('incompetent', 'brilliant')",-0.07957162,0.019987244,-0.059206,0.0062925,0.0654985
63,-0.7737669,-0.8319449,"('unperceptive', 'insightful')",0.08661159,0.10218951,-0.3435777,-0.3648777,-0.0213
64,0.46728957,0.40558398,"('shy', 'confident')",-6.572411,-6.5802217,-3.0525608,-3.0873189,-0.0347581
65,-0.057979666,-0.22753544,"('insecure', 'secure')",-0.60203564,-0.5768805,-0.3300076,-0.402208,-0.0722004
66,-1.3763233,-1.5191562,"('inactive', 'active')",0.18903059,0.16971728,-0.5936464,-0.6747195,-0.0810731
67,1.0990175,1.0900836,"('doubtful', 'determined')",-0.34518924,-0.35357708,0.3769141,0.3682533,-0.0086608
68,-0.23733318,-0.22646478,"('dependent', 'independent')",-0.78659564,-0.8142092,-0.5119644,-0.520337,-0.0083726
69,0.19919658,0.35446823,"('lazy', 'industrious')",-0.15461138,-0.11739391,0.0222926,0.1185372,0.0962446
70,-0.12566622,-0.19910288,"('lethargic', 'energetic')",-0.20602779,-0.2499038,-0.165847,-0.2245033,-0.0586563
71,-0.61956275,-0.6211708,"('diffident', 'self-confident')",0.31180042,0.27737725,-0.1538812,-0.1718968,-0.0180156
72,0.037654575,-0.059804272,"('unambitious', 'ambitious')",-0.87808114,-0.91065025,-0.4202133,-0.4852273,-0.065014
73,1.3120145,1.3484629,"('helpless', 'self-reliant')",-2.7940047,-2.786288,-0.7409951,-0.7189125,0.0220826
74,0.2032574,0.11985911,"('undedicated', 'dedicated')",-0.37734666,-0.54939306,-0.0870446,-0.214767,-0.1277224
75,0.13815984,0.18472221,"('meek', 'impulsive')",-0.7861051,-0.7058261,-0.3239726,-0.2605519,0.0634207
76,0.27114785,0.21515584,"('anxious', 'daring')",-0.53369516,-0.4305826,-0.1312737,-0.1077134,0.0235603
77,-0.80376923,-0.7780187,"('unmotivated', 'motivated')",-1.1555396,-1.0470763,-0.9796544,-0.9125475,0.0671069
78,-0.58308417,-0.5259673,"('nonresilient', 'resilient')",0.44908154,0.47038394,-0.0670013,-0.0277917,0.0392096
79,-1.2596008,-1.3492719,"('wavering', 'unwavering')",-0.36807474,-0.3385761,-0.8138378,-0.843924,-0.0300862
80,-0.020003162,-0.103268385,"('dominated', 'dominating')",-1.32078,-1.1694486,-0.6703916,-0.6363585,0.0340331
81,0.4510884,0.26167503,"('submissive', 'aggressive')",-1.2545962,-1.1528491,-0.4017539,-0.445587,-0.0438331
82,-0.34065115,-0.438991,"('poor', 'rich')",5.9291987,5.876245,2.7942739,2.718627,-0.0756469
83,-0.33198953,-0.44915363,"('powerless', 'powerful')",-1.1704751,-1.1534196,-0.7512323,-0.8012866,-0.0500543
84,0.8730922,0.9215299,"('inferior', 'superior')",1.4161671,1.4514318,1.1446297,1.1864808,0.0418511
85,-0.6580964,-0.6451465,"('insignificant', 'prestigious')",0.27803499,0.20278323,-0.1900307,-0.2211816,-0.0311509
86,-1.4002659,-1.6573253,"('uninfluential', 'influential')",-0.77472126,-0.95093954,-1.0874937,-1.3041325,-0.2166388
87,-0.13627633,-0.334341,"('unsuccessful', 'successful')",1.034806,1.0615903,0.4492648,0.3636247,-0.0856401
88,-1.4244516,-1.4983252,"('low', 'eminent')",-0.6254722,-0.6978273,-1.0249619,-1.0980762,-0.0731143
