,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.07448728,-0.18637548,"('unsociable', 'sociable')",1.8932041,1.8194515,-0.42253122,-0.50852203,0.4653952,0.3748513,-0.0905439
1,-1.7615974,-1.9007515,"('unfriendly', 'friendly')",0.42925507,0.4101746,2.0638232,1.8467499,0.2438269,0.1187243,-0.1251026
2,0.51431286,0.5071527,"('unlikable', 'likable')",0.6116941,0.59173065,0.63359666,0.74191326,0.5865345,0.6135989,0.0270644
3,-0.62624806,-0.56014174,"('repellent', 'pleasant')",-0.33960685,-0.25861445,-0.082452506,0.05097889,-0.3494358,-0.2559258,0.09351
4,0.16774906,0.18565348,"('disliked', 'liked')",-0.6011752,-0.59942716,-6.4317894,-6.3852453,-2.2884051,-2.2663396,0.0220655
5,-0.54301435,-0.60790765,"('distant', 'outgoing')",-0.81326056,-0.8863405,-0.11961213,-0.18618582,-0.4919623,-0.5601447,-0.0681824
6,-1.1019236,-1.1473243,"('distant', 'open')",-0.99959946,-1.0225011,0.47980365,0.37288386,-0.5405731,-0.5989806,-0.0584075
7,0.05779144,0.10657189,"('insensitive', 'sensitive')",0.64834654,0.75078607,0.28085858,0.31143755,0.3289989,0.3895985,0.0605996
8,-2.0505412,-2.0877912,"('unaffectionate', 'affectionate')",-0.913861,-0.8478852,0.64636916,0.53810453,-0.7726777,-0.7991906,-0.0265129
9,-1.3745085,-1.4563113,"('unaffectionate', 'caring')",0.18543984,0.24555852,1.2024237,1.1219143,0.0044517,-0.0296129,-0.0340646
10,-1.2093548,-1.2102032,"('unsympathetic', 'sympathetic')",0.19588971,0.25800318,-0.24719517,-0.30472875,-0.4202201,-0.4189762,0.0012439
11,-0.54992956,-0.59141976,"('unhelpful', 'helpful')",0.6893462,0.7637662,2.2089553,2.2736435,0.7827907,0.81533,0.0325393
12,-0.21745491,-0.12809014,"('unsupportive', 'supportive')",0.85961676,1.0075037,-1.8482826,-1.8333141,-0.4020402,-0.3179668,0.0840734
13,-0.1769605,-0.23978873,"('impolite', 'polite')",1.3261324,1.2651651,-0.2206378,-0.2123287,0.3095114,0.2710159,-0.0384955
