,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.69933766,-0.84446675,"('unsociable', 'sociable')",-0.36507168,-0.52693284,-0.5322047,-0.6856998,-0.1534951
1,-1.0251296,-1.1358762,"('unfriendly', 'friendly')",1.3446317,1.1711384,0.1597511,0.0176311,-0.14212
2,0.5609546,0.5104566,"('unlikable', 'likable')",0.82380974,0.7417586,0.6923822,0.6261076,-0.0662746
3,-0.3429113,-0.23666935,"('repellent', 'pleasant')",0.3922947,0.3763559,0.0246917,0.0698433,0.0451516
4,-0.44028884,-0.43664843,"('disliked', 'liked')",-6.2565956,-6.280212,-3.3484423,-3.3584301,-0.0099878
5,-0.8354112,-0.8788507,"('distant', 'outgoing')",-0.34745464,-0.3161822,-0.5914329,-0.5975164,-0.0060835
6,-1.0507079,-1.0301406,"('distant', 'open')",-0.3209281,-0.3375224,-0.685818,-0.6838315,0.0019865
7,-0.41418746,-0.28074253,"('insensitive', 'sensitive')",0.089287,0.09033765,-0.1624502,-0.0952024,0.0672478
8,-0.6358917,-0.7495141,"('unaffectionate', 'affectionate')",0.795988,0.65034205,0.0800482,-0.049586,-0.1296342
9,-0.7296045,-0.7328616,"('unaffectionate', 'caring')",1.02849,0.98261166,0.1494427,0.124875,-0.0245677
10,-0.8692482,-0.8610988,"('unsympathetic', 'sympathetic')",-0.8536916,-0.9487277,-0.8614699,-0.9049133,-0.0434434
11,-0.48356655,-0.54147124,"('unhelpful', 'helpful')",1.4226077,1.4562707,0.4695206,0.4573997,-0.0121209
12,-0.35914862,-0.2891897,"('unsupportive', 'supportive')",-2.038031,-2.0234473,-1.1985898,-1.1563184,0.0422714
13,-0.8971037,-1.0467175,"('impolite', 'polite')",-0.78825575,-0.8048955,-0.8426797,-0.9258065,-0.0831268
14,0.600313,0.54882693,"('antisocial', 'social')",0.10207888,-0.028697692,0.3511959,0.2600646,-0.0911313
15,0.5738905,0.42934677,"('boring', 'funny')",0.34859848,0.2992317,0.4612445,0.3642892,-0.0969553
16,-0.19686534,-0.1832779,"('unpopular', 'popular')",0.36864734,0.3800755,0.085891,0.0983988,0.0125078
17,-0.8045562,-0.8734367,"('nasty', 'nice')",-0.6368833,-0.61070997,-0.7207198,-0.7420733,-0.0213535
18,0.117118604,0.112218365,"('disagreeable', 'welcoming')",-0.4694388,-0.56072474,-0.1761601,-0.2242532,-0.0480931
19,-1.5151292,-1.5973451,"('inhospitable', 'hospitable')",-0.7369598,-0.669812,-1.1260445,-1.1335785,-0.007534
20,0.3272522,0.30893692,"('rough', 'thoughtful')",0.8757209,0.8353547,0.6014866,0.5721458,-0.0293408
21,-0.38069862,-0.4394652,"('immoral', 'moral')",-0.4420975,-0.46401423,-0.4113981,-0.4517397,-0.0403416
22,-0.22735576,-0.24166998,"('untrustworthy', 'trustworthy')",-1.0215915,-1.0879794,-0.6244736,-0.6648247,-0.0403511
23,-0.2060389,-0.24190295,"('insincere', 'sincere')",5.026267,5.042609,2.410114,2.4003532,-0.0097608
24,-0.5324471,-0.5368115,"('dishonest', 'honest')",0.30360734,0.32036367,-0.1144199,-0.1082239,0.006196
25,0.18997118,0.21301469,"('egoistic', 'altruistic')",1.1264182,1.0410848,0.6581947,0.6270497,-0.031145
26,-0.033125326,-0.20377445,"('hardhearted', 'benevolent')",1.5251099,1.3045282,0.7459923,0.5503769,-0.1956154
27,-0.7938658,-0.67894334,"('hardhearted', 'softhearted')",0.79076374,0.71486634,-0.001551,0.0179615,0.0195125
28,-0.39053667,-0.4589393,"('disloyal', 'loyal')",0.9590096,0.8711379,0.2842365,0.2060993,-0.0781372
29,-0.12851906,-0.08073264,"('unfair', 'fair')",-0.41555315,-0.46008056,-0.2720361,-0.2704066,0.0016295
30,0.56879526,0.46633506,"('intolerant', 'tolerant')",1.0204371,0.9266029,0.7946162,0.6964689,-0.0981473
31,-0.858778,-0.8500878,"('evil', 'good')",-0.5702846,-0.60537225,-0.7145313,-0.72773,-0.0131987
32,-1.0305114,-1.0890447,"('unkind', 'kind')",0.21882802,0.022223309,-0.4058417,-0.5334107,-0.127569
33,1.021208,0.9124329,"('wrong', 'right')",-0.2139139,-0.18369195,0.4036471,0.3643705,-0.0392766
