,income_male,income_female,tuple,average_male,average_female,female-male
0,0.021865504,-0.098075956,"('unsociable', 'sociable')",0.0218655,-0.098076,-0.1199415
1,1.0970354,1.053189,"('unfriendly', 'friendly')",1.0970354,1.053189,-0.0438464
2,0.04234323,0.03832566,"('unlikable', 'likable')",0.0423432,0.0383257,-0.0040175
3,0.30512175,0.3569041,"('repellent', 'pleasant')",0.3051217,0.3569041,0.0517824
4,-6.9721866,-7.0426397,"('disliked', 'liked')",-6.9721866,-7.0426397,-0.0704531
5,-0.71342087,-0.7098324,"('distant', 'outgoing')",-0.7134209,-0.7098324,0.0035885
6,-0.0713346,-0.108168796,"('distant', 'open')",-0.0713346,-0.1081688,-0.0368342
7,0.809107,0.78230774,"('insensitive', 'sensitive')",0.809107,0.7823077,-0.0267993
8,1.2608769,1.2288616,"('unaffectionate', 'affectionate')",1.2608769,1.2288616,-0.0320153
9,1.6508504,1.6483843,"('unaffectionate', 'caring')",1.6508504,1.6483843,-0.0024661
10,0.79308707,0.80836684,"('unsympathetic', 'sympathetic')",0.7930871,0.8083668,0.0152797
11,1.462393,1.4670982,"('unhelpful', 'helpful')",1.462393,1.4670982,0.0047052
12,-1.6181546,-1.647391,"('unsupportive', 'supportive')",-1.6181546,-1.647391,-0.0292364
13,-0.64870447,-0.66467774,"('impolite', 'polite')",-0.6487045,-0.6646777,-0.0159732
14,0.30627683,0.24906485,"('antisocial', 'social')",0.3062768,0.2490648,-0.057212
15,0.11174414,0.015851099,"('boring', 'funny')",0.1117441,0.0158511,-0.095893
16,-0.6230439,-0.59065646,"('unpopular', 'popular')",-0.6230439,-0.5906565,0.0323874
17,0.03855795,0.048130415,"('nasty', 'nice')",0.038558,0.0481304,0.0095724
18,-0.6393576,-0.6619195,"('disagreeable', 'welcoming')",-0.6393576,-0.6619195,-0.0225619
19,-0.46956506,-0.47068244,"('inhospitable', 'hospitable')",-0.4695651,-0.4706824,-0.0011173
20,0.78630847,0.68994087,"('rough', 'thoughtful')",0.7863085,0.6899409,-0.0963676
21,-0.30819148,-0.29806474,"('immoral', 'moral')",-0.3081915,-0.2980647,0.0101268
22,-0.6330568,-0.64885813,"('untrustworthy', 'trustworthy')",-0.6330568,-0.6488581,-0.0158013
23,6.0063105,5.971521,"('insincere', 'sincere')",6.0063105,5.9715209,-0.0347896
24,1.4088062,1.2767984,"('dishonest', 'honest')",1.4088062,1.2767984,-0.1320078
25,0.7537072,0.660061,"('egoistic', 'altruistic')",0.7537072,0.660061,-0.0936462
26,1.5699599,1.5392376,"('hardhearted', 'benevolent')",1.5699599,1.5392376,-0.0307223
27,1.6084324,1.4638504,"('hardhearted', 'softhearted')",1.6084324,1.4638504,-0.144582
28,0.9989243,0.94829726,"('disloyal', 'loyal')",0.9989243,0.9482973,-0.050627
29,-1.2280947,-1.3721648,"('unfair', 'fair')",-1.2280947,-1.3721648,-0.1440701
30,1.0695047,1.0566694,"('intolerant', 'tolerant')",1.0695047,1.0566694,-0.0128353
31,-1.5042256,-1.4515065,"('evil', 'good')",-1.5042256,-1.4515065,0.0527191
32,1.1263332,1.0246056,"('unkind', 'kind')",1.1263332,1.0246056,-0.1017276
33,-0.2696931,-0.33448058,"('wrong', 'right')",-0.2696931,-0.3344806,-0.0647875
34,4.8571625,4.957572,"('mean', 'honorable')",4.8571625,4.957572,0.1004095
35,-0.28468698,-0.48089212,"('corrupt', 'incorrupt')",-0.284687,-0.4808921,-0.1962051
36,0.021655755,-0.06506646,"('hostile', 'amicable')",0.0216558,-0.0650665,-0.0867223
37,0.88333386,0.7825504,"('fake', 'genuine')",0.8833339,0.7825504,-0.1007835
