,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.32948422,0.3310429,"('unsociable', 'sociable')",0.3294842,0.3310429,0.0015587
1,0.908143,0.8219965,"('unfriendly', 'friendly')",0.908143,0.8219965,-0.0861465
2,-0.36456114,-0.312455,"('unlikable', 'likable')",-0.3645611,-0.312455,0.0521061
3,0.52395815,0.7881567,"('repellent', 'pleasant')",0.5239581,0.7881567,0.2641986
4,-7.7602506,-7.974373,"('disliked', 'liked')",-7.7602506,-7.9743729,-0.2141223
5,-0.96732396,-0.9469862,"('distant', 'outgoing')",-0.967324,-0.9469862,0.0203378
6,-0.5633539,-0.6029673,"('distant', 'open')",-0.5633539,-0.6029673,-0.0396134
7,1.1514407,1.3498634,"('insensitive', 'sensitive')",1.1514407,1.3498634,0.1984227
8,1.4625939,1.2050815,"('unaffectionate', 'affectionate')",1.4625939,1.2050815,-0.2575124
9,1.8681011,1.760795,"('unaffectionate', 'caring')",1.8681011,1.760795,-0.1073061
10,1.1527312,1.4053221,"('unsympathetic', 'sympathetic')",1.1527312,1.4053221,0.2525909
11,1.968706,2.1287017,"('unhelpful', 'helpful')",1.968706,2.1287017,0.1599957
12,-1.6070168,-1.4808062,"('unsupportive', 'supportive')",-1.6070168,-1.4808062,0.1262106
13,-0.25608695,-0.041580457,"('impolite', 'polite')",-0.2560869,-0.0415805,0.2145064
14,0.29875433,0.41853905,"('antisocial', 'social')",0.2987543,0.418539,0.1197847
15,0.26028582,0.12943241,"('boring', 'funny')",0.2602858,0.1294324,-0.1308534
16,-1.0947964,-0.98881197,"('unpopular', 'popular')",-1.0947964,-0.988812,0.1059844
17,-0.74789685,-0.53431135,"('nasty', 'nice')",-0.7478969,-0.5343114,0.2135855
18,-1.0790337,-0.92014545,"('disagreeable', 'welcoming')",-1.0790337,-0.9201455,0.1588882
19,-1.2455152,-1.1916555,"('inhospitable', 'hospitable')",-1.2455152,-1.1916555,0.0538597
20,0.3444168,0.37602788,"('rough', 'thoughtful')",0.3444168,0.3760279,0.0316111
21,-0.68130666,-0.28646144,"('immoral', 'moral')",-0.6813067,-0.2864614,0.3948453
22,-0.6363887,-0.43491712,"('untrustworthy', 'trustworthy')",-0.6363887,-0.4349171,0.2014716
23,6.2851067,6.6681404,"('insincere', 'sincere')",6.2851067,6.6681404,0.3830337
24,1.2404131,1.2810187,"('dishonest', 'honest')",1.2404131,1.2810187,0.0406056
25,0.6411568,0.57640016,"('egoistic', 'altruistic')",0.6411568,0.5764002,-0.0647566
26,1.6872321,1.3338797,"('hardhearted', 'benevolent')",1.6872321,1.3338797,-0.3533524
27,1.0329266,1.1041338,"('hardhearted', 'softhearted')",1.0329266,1.1041338,0.0712072
28,1.7376957,1.597958,"('disloyal', 'loyal')",1.7376957,1.597958,-0.1397377
29,-0.61211133,-0.63608944,"('unfair', 'fair')",-0.6121113,-0.6360894,-0.0239781
