,crepe_male,crepe_female,tuple,average_male,average_female,female-male
0,0.011853492,-0.07430702,"('unsociable', 'sociable')",0.0118535,-0.074307,-0.0861605
1,-1.2988,-1.3897976,"('unfriendly', 'friendly')",-1.2988,-1.3897976,-0.0909976
2,0.20265663,0.23473473,"('unlikable', 'likable')",0.2026566,0.2347347,0.0320781
3,-0.776929,-0.66920316,"('repellent', 'pleasant')",-0.776929,-0.6692032,0.1077258
4,-2.2421277,-2.1499455,"('disliked', 'liked')",-2.2421277,-2.1499455,0.0921822
5,-1.0121508,-0.98059446,"('distant', 'outgoing')",-1.0121508,-0.9805945,0.0315563
6,-0.7031493,-0.680757,"('distant', 'open')",-0.7031493,-0.680757,0.0223923
7,-0.51765376,-0.46690628,"('insensitive', 'sensitive')",-0.5176538,-0.4669063,0.0507475
8,-0.6078563,-0.7082427,"('unaffectionate', 'affectionate')",-0.6078563,-0.7082427,-0.1003864
9,-0.9290588,-1.0010308,"('unaffectionate', 'caring')",-0.9290588,-1.0010308,-0.071972
10,-0.67259645,-0.6483298,"('unsympathetic', 'sympathetic')",-0.6725965,-0.6483298,0.0242667
11,-0.20881227,-0.23305394,"('unhelpful', 'helpful')",-0.2088123,-0.2330539,-0.0242416
12,-1.5463777,-1.4502891,"('unsupportive', 'supportive')",-1.5463777,-1.4502891,0.0960886
13,-0.14180073,-0.17409517,"('impolite', 'polite')",-0.1418007,-0.1740952,-0.0322945
14,0.59219486,0.58629864,"('antisocial', 'social')",0.5921949,0.5862986,-0.0058963
15,0.45367947,0.35087377,"('boring', 'funny')",0.4536795,0.3508738,-0.1028057
16,0.03367135,0.082540944,"('unpopular', 'popular')",0.0336713,0.0825409,0.0488696
17,-0.11447861,-0.061665114,"('nasty', 'nice')",-0.1144786,-0.0616651,0.0528135
18,-1.1519797,-1.1297336,"('disagreeable', 'welcoming')",-1.1519797,-1.1297336,0.0222461
19,-1.5576507,-1.4975231,"('inhospitable', 'hospitable')",-1.5576507,-1.4975231,0.0601276
20,0.36670804,0.37261173,"('rough', 'thoughtful')",0.366708,0.3726117,0.0059037
21,0.29227328,0.40212178,"('immoral', 'moral')",0.2922733,0.4021218,0.1098485
22,0.2651057,0.26919314,"('untrustworthy', 'trustworthy')",0.2651057,0.2691931,0.0040874
23,0.6814164,0.60061854,"('insincere', 'sincere')",0.6814164,0.6006185,-0.0807979
24,-0.21620259,-0.3477692,"('dishonest', 'honest')",-0.2162026,-0.3477692,-0.1315666
25,-0.13680196,-0.185718,"('egoistic', 'altruistic')",-0.136802,-0.185718,-0.048916
26,-0.21766084,-0.27956074,"('hardhearted', 'benevolent')",-0.2176608,-0.2795607,-0.0618999
27,0.35677359,0.268719,"('hardhearted', 'softhearted')",0.3567736,0.268719,-0.0880546
28,-0.29175088,-0.41541845,"('disloyal', 'loyal')",-0.2917509,-0.4154184,-0.1236675
29,0.10477315,-0.043595426,"('unfair', 'fair')",0.1047731,-0.0435954,-0.1483685
30,0.14986491,0.1998761,"('intolerant', 'tolerant')",0.1498649,0.1998761,0.0500112
31,-0.8445084,-0.77628595,"('evil', 'good')",-0.8445084,-0.7762859,0.0682225
32,0.17339392,0.0787569,"('unkind', 'kind')",0.1733939,0.0787569,-0.094637
33,-0.02870334,-0.094460756,"('wrong', 'right')",-0.0287033,-0.0944608,-0.0657575
34,0.8041844,0.9796551,"('mean', 'honorable')",0.8041844,0.9796551,0.1754707
35,0.2814633,0.13307388,"('corrupt', 'incorrupt')",0.2814633,0.1330739,-0.1483894
36,-0.85977113,-0.8501241,"('hostile', 'amicable')",-0.8597711,-0.8501241,0.009647
37,0.4679827,0.38812178,"('fake', 'genuine')",0.4679827,0.3881218,-0.0798609
38,-0.40505525,-0.3813361,"('untruthful', 'truthful')",-0.4050553,-0.3813361,0.0237192
39,1.255166,1.2399404,"('exploitative', 'cooperative')",1.2551661,1.2399404,-0.0152257
40,-1.3343225,-1.3484839,"('stingy', 'generous')",-1.3343225,-1.3484839,-0.0141614
41,-0.15020485,-0.042825907,"('unforgiving', 'forgiving')",-0.1502049,-0.0428259,0.107379
42,-0.09458272,-0.0030146185,"('unreliable', 'reliable')",-0.0945827,-0.0030146,0.0915681
43,-0.0824336,-0.033608958,"('irresponsible', 'responsible')",-0.0824336,-0.033609,0.0488246
44,0.73367417,0.7685489,"('prejudiced', 'unprejudiced')",0.7336742,0.7685489,0.0348747
45,-0.21614288,-0.07011951,"('incompetent', 'competent')",-0.2161429,-0.0701195,0.1460234
46,-0.67564005,-0.60911894,"('uncompetitive', 'competitive')",-0.67564,-0.6091189,0.0665211
47,1.7871221,1.8630319,"('stupid', 'smart')",1.7871221,1.8630319,0.0759098
48,-0.7076265,-0.70449966,"('unintelligent', 'intelligent')",-0.7076265,-0.7044997,0.0031268
49,-0.32293278,-0.17654678,"('unable', 'able')",-0.3229328,-0.1765468,0.146386
50,0.2104092,0.17727621,"('clumsy', 'skillful')",0.2104092,0.1772762,-0.033133
51,-0.7483993,-0.80677027,"('uneducated', 'educated')",-0.7483993,-0.8067703,-0.058371
52,0.060694005,-0.15261127,"('irrational', 'rational')",0.060694,-0.1526113,-0.2133053
53,-1.5715921,-1.6051211,"('uncreative', 'creative')",-1.5715921,-1.6051211,-0.033529
54,0.12789565,-0.025614131,"('incapable', 'capable')",0.1278957,-0.0256141,-0.1535098
55,0.012666501,0.10696867,"('incompetent', 'clever')",0.0126665,0.1069687,0.0943022
56,0.7532505,0.7996677,"('impractical', 'practical')",0.7532505,0.7996677,0.0464172
57,-1.350222,-1.3412352,"('unimaginative', 'imaginative')",-1.350222,-1.3412352,0.0089868
58,-0.37089896,-0.30265182,"('undiscriminating', 'discriminating')",-0.370899,-0.3026518,0.0682472
59,-0.0741517,-0.11252308,"('foolish', 'wise')",-0.0741517,-0.1125231,-0.0383714
60,0.65463364,0.75981987,"('inefficient', 'efficient')",0.6546336,0.7598199,0.1051863
61,-0.21110821,-0.37701797,"('illogical', 'logical')",-0.2111082,-0.377018,-0.1659098
62,-0.046652842,0.07215803,"('incompetent', 'brilliant')",-0.0466528,0.072158,0.1188108
63,-0.63746065,-0.523967,"('unperceptive', 'insightful')",-0.6374606,-0.523967,0.1134936
64,-1.6158605,-1.6053051,"('shy', 'confident')",-1.6158605,-1.6053051,0.0105554
65,0.18482521,0.12954915,"('insecure', 'secure')",0.1848252,0.1295491,-0.0552761
66,-1.1943115,-1.2318342,"('inactive', 'active')",-1.1943115,-1.2318342,-0.0375227
67,0.21234456,0.22016338,"('doubtful', 'determined')",0.2123446,0.2201634,0.0078188
68,-0.5146351,-0.5772402,"('dependent', 'independent')",-0.5146351,-0.5772402,-0.0626051
69,0.21245259,0.21439236,"('lazy', 'industrious')",0.2124526,0.2143924,0.0019398
70,-0.18718095,-0.16419609,"('lethargic', 'energetic')",-0.187181,-0.1641961,0.0229849
71,-0.11755484,-0.1231436,"('diffident', 'self-confident')",-0.1175548,-0.1231436,-0.0055888
72,-0.6047942,-0.6402286,"('unambitious', 'ambitious')",-0.6047942,-0.6402286,-0.0354344
73,0.074957535,0.0515352,"('helpless', 'self-reliant')",0.0749575,0.0515352,-0.0234223
74,0.0011339411,-0.0015033558,"('undedicated', 'dedicated')",0.0011339,-0.0015034,-0.0026373
75,-0.40720618,-0.33480465,"('meek', 'impulsive')",-0.4072062,-0.3348047,0.0724015
76,0.72927946,0.83209884,"('anxious', 'daring')",0.7292795,0.8320988,0.1028193
77,-1.089635,-0.9372789,"('unmotivated', 'motivated')",-1.089635,-0.9372789,0.1523561
78,-0.5738454,-0.51798916,"('nonresilient', 'resilient')",-0.5738454,-0.5179892,0.0558562
79,-0.57245755,-0.603695,"('wavering', 'unwavering')",-0.5724576,-0.603695,-0.0312374
80,-0.19432804,-0.20609444,"('dominated', 'dominating')",-0.194328,-0.2060944,-0.0117664
81,-0.2178812,-0.2662167,"('submissive', 'aggressive')",-0.2178812,-0.2662167,-0.0483355
82,1.0407052,1.0243385,"('poor', 'rich')",1.0407052,1.0243385,-0.0163667
83,-0.3037777,-0.28004375,"('powerless', 'powerful')",-0.3037777,-0.2800438,0.0237339
84,0.18350644,0.07350303,"('inferior', 'superior')",0.1835064,0.073503,-0.1100034
85,-0.7844134,-0.7496996,"('insignificant', 'prestigious')",-0.7844134,-0.7496996,0.0347138
86,-1.6333841,-1.6887692,"('uninfluential', 'influential')",-1.6333841,-1.6887692,-0.0553851
87,0.15970339,0.11511023,"('unsuccessful', 'successful')",0.1597034,0.1151102,-0.0445932
88,-0.7663059,-0.871384,"('low', 'eminent')",-0.7663059,-0.871384,-0.1050781
