,basket_male,basket_female,tuple,average_male,average_female,female-male
0,-0.14155379,-0.22156206,"('unsociable', 'sociable')",-0.1415538,-0.2215621,-0.0800083
1,1.3389964,1.3806928,"('unfriendly', 'friendly')",1.3389964,1.3806928,0.0416964
2,-0.17146109,-0.11312132,"('unlikable', 'likable')",-0.1714611,-0.1131213,0.0583398
3,0.6973924,0.70287615,"('repellent', 'pleasant')",0.6973924,0.7028762,0.0054838
4,-7.6056414,-7.7524986,"('disliked', 'liked')",-7.6056414,-7.7524986,-0.1468572
5,-0.5693321,-0.4552521,"('distant', 'outgoing')",-0.5693321,-0.4552521,0.11408
6,0.094870366,0.114678316,"('distant', 'open')",0.0948704,0.1146783,0.0198079
7,0.80034846,0.78686804,"('insensitive', 'sensitive')",0.8003485,0.786868,-0.0134805
8,1.07593,1.0464609,"('unaffectionate', 'affectionate')",1.07593,1.0464609,-0.0294691
9,1.1786348,1.2408761,"('unaffectionate', 'caring')",1.1786348,1.2408761,0.0622413
10,0.8632703,0.7657276,"('unsympathetic', 'sympathetic')",0.8632703,0.7657276,-0.0975427
11,1.351812,1.3464793,"('unhelpful', 'helpful')",1.351812,1.3464793,-0.0053327
12,-2.058457,-2.109435,"('unsupportive', 'supportive')",-2.0584569,-2.1094351,-0.0509782
13,-0.33131716,-0.38343227,"('impolite', 'polite')",-0.3313172,-0.3834323,-0.0521151
14,0.13889055,0.071914166,"('antisocial', 'social')",0.1388905,0.0719142,-0.0669763
15,0.03485597,-0.03211049,"('boring', 'funny')",0.034856,-0.0321105,-0.0669665
16,-0.53909004,-0.4718774,"('unpopular', 'popular')",-0.53909,-0.4718774,0.0672126
17,-0.29860094,-0.20324168,"('nasty', 'nice')",-0.2986009,-0.2032417,0.0953592
18,-0.15343045,-0.1929394,"('disagreeable', 'welcoming')",-0.1534304,-0.1929394,-0.039509
19,-0.7880522,-0.7405166,"('inhospitable', 'hospitable')",-0.7880522,-0.7405166,0.0475356
20,1.0198275,0.9280839,"('rough', 'thoughtful')",1.0198275,0.9280839,-0.0917436
21,-0.5944445,-0.5610948,"('immoral', 'moral')",-0.5944445,-0.5610948,0.0333497
22,-0.43616104,-0.49154276,"('untrustworthy', 'trustworthy')",-0.436161,-0.4915428,-0.0553818
23,6.3112082,6.353719,"('insincere', 'sincere')",6.3112082,6.3537192,0.042511
24,1.4466406,1.3284781,"('dishonest', 'honest')",1.4466406,1.3284781,-0.1181625
25,0.9465448,0.9337182,"('egoistic', 'altruistic')",0.9465448,0.9337182,-0.0128266
26,0.84522635,0.776399,"('hardhearted', 'benevolent')",0.8452263,0.776399,-0.0688273
27,1.7203372,1.549386,"('hardhearted', 'softhearted')",1.7203372,1.549386,-0.1709512
28,1.0320061,1.0092425,"('disloyal', 'loyal')",1.0320061,1.0092425,-0.0227636
29,-0.5689417,-0.66173583,"('unfair', 'fair')",-0.5689417,-0.6617358,-0.0927941
30,0.9189549,0.8679434,"('intolerant', 'tolerant')",0.9189549,0.8679434,-0.0510115
31,-1.2170466,-1.1296024,"('evil', 'good')",-1.2170466,-1.1296024,0.0874442
32,0.9124857,0.8173874,"('unkind', 'kind')",0.9124857,0.8173874,-0.0950983
33,-0.8288419,-0.80901563,"('wrong', 'right')",-0.8288419,-0.8090156,0.0198263
34,4.6438527,4.830033,"('mean', 'honorable')",4.6438527,4.8300328,0.1861801
35,-0.505822,-0.6284891,"('corrupt', 'incorrupt')",-0.505822,-0.6284891,-0.1226671
36,-0.65669125,-0.6543694,"('hostile', 'amicable')",-0.6566913,-0.6543694,0.0023219
37,0.77742726,0.7530875,"('fake', 'genuine')",0.7774273,0.7530875,-0.0243398
38,-0.57200116,-0.51637954,"('untruthful', 'truthful')",-0.5720012,-0.5163795,0.0556217
39,0.41757524,0.39243302,"('exploitative', 'cooperative')",0.4175752,0.392433,-0.0251422
40,-1.3227247,-1.4811838,"('stingy', 'generous')",-1.3227247,-1.4811838,-0.1584591
41,-0.10054039,-0.1333424,"('unforgiving', 'forgiving')",-0.1005404,-0.1333424,-0.032802
42,-2.2606025,-2.392404,"('unreliable', 'reliable')",-2.2606025,-2.3924041,-0.1318016
43,0.87402374,0.88082343,"('irresponsible', 'responsible')",0.8740237,0.8808234,0.0067997
44,-0.70549935,-0.7114722,"('prejudiced', 'unprejudiced')",-0.7054994,-0.7114722,-0.0059728
45,-0.16342154,-0.27975988,"('incompetent', 'competent')",-0.1634215,-0.2797599,-0.1163384
46,-0.6467851,-0.7674449,"('uncompetitive', 'competitive')",-0.6467851,-0.7674449,-0.1206598
47,5.0766907,5.259813,"('stupid', 'smart')",5.0766907,5.2598128,0.1831221
48,0.22507915,0.19462055,"('unintelligent', 'intelligent')",0.2250791,0.1946205,-0.0304586
49,-0.087066144,-0.051106125,"('unable', 'able')",-0.0870661,-0.0511061,0.03596
50,-0.59378946,-0.6043043,"('clumsy', 'skillful')",-0.5937895,-0.6043043,-0.0105148
51,0.21054822,0.03973218,"('uneducated', 'educated')",0.2105482,0.0397322,-0.170816
52,-0.420017,-0.4418494,"('irrational', 'rational')",-0.420017,-0.4418494,-0.0218324
53,-0.091911815,-0.12232879,"('uncreative', 'creative')",-0.0919118,-0.1223288,-0.030417
54,0.8658666,0.88931483,"('incapable', 'capable')",0.8658666,0.8893148,0.0234482
55,0.5935587,0.5094607,"('incompetent', 'clever')",0.5935587,0.5094607,-0.084098
56,0.2692915,0.19064502,"('impractical', 'practical')",0.2692915,0.190645,-0.0786465
57,-2.8718216,-2.951628,"('unimaginative', 'imaginative')",-2.8718216,-2.951628,-0.0798064
58,0.13901374,0.116054535,"('undiscriminating', 'discriminating')",0.1390137,0.1160545,-0.0229592
59,-0.39630276,-0.33594728,"('foolish', 'wise')",-0.3963028,-0.3359473,0.0603555
60,0.15434784,0.1949493,"('inefficient', 'efficient')",0.1543478,0.1949493,0.0406015
61,0.15158847,0.006476473,"('illogical', 'logical')",0.1515885,0.0064765,-0.145112
62,0.15322602,0.15129401,"('incompetent', 'brilliant')",0.153226,0.151294,-0.001932
63,-0.28821212,-0.3007904,"('unperceptive', 'insightful')",-0.2882121,-0.3007904,-0.0125783
64,-6.601894,-6.6555433,"('shy', 'confident')",-6.6018939,-6.6555433,-0.0536494
65,0.25425988,0.2659166,"('insecure', 'secure')",0.2542599,0.2659166,0.0116567
