,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,0.9780269,0.73441637,"('unsociable', 'sociable')",0.9780269,0.7344164,-0.2436105
1,0.8759557,1.0629759,"('unfriendly', 'friendly')",0.8759557,1.0629759,0.1870202
2,0.2846178,0.50718737,"('unlikable', 'likable')",0.2846178,0.5071874,0.2225696
3,0.9736223,1.0918349,"('repellent', 'pleasant')",0.9736223,1.0918349,0.1182126
4,-7.755051,-7.625436,"('disliked', 'liked')",-7.7550511,-7.6254358,0.1296153
5,-1.142481,-0.6108589,"('distant', 'outgoing')",-1.142481,-0.6108589,0.5316221
6,-0.9067836,-0.41532135,"('distant', 'open')",-0.9067836,-0.4153214,0.4914622
7,1.763406,1.6212232,"('insensitive', 'sensitive')",1.763406,1.6212232,-0.1421828
8,0.9608025,1.1335068,"('unaffectionate', 'affectionate')",0.9608025,1.1335068,0.1727043
9,1.6190357,1.861417,"('unaffectionate', 'caring')",1.6190357,1.8614171,0.2423814
10,2.2598972,2.2112226,"('unsympathetic', 'sympathetic')",2.2598972,2.2112226,-0.0486746
11,2.5060678,2.5123904,"('unhelpful', 'helpful')",2.5060678,2.5123904,0.0063226
12,-0.98484886,-0.9410724,"('unsupportive', 'supportive')",-0.9848489,-0.9410724,0.0437765
13,1.0299023,0.8257607,"('impolite', 'polite')",1.0299023,0.8257607,-0.2041416
14,0.45643818,0.16192766,"('antisocial', 'social')",0.4564382,0.1619277,-0.2945105
15,0.46926296,0.41619927,"('boring', 'funny')",0.469263,0.4161993,-0.0530637
16,-0.86398476,-0.5914119,"('unpopular', 'popular')",-0.8639848,-0.5914119,0.2725729
17,-0.42457208,-0.39544594,"('nasty', 'nice')",-0.4245721,-0.3954459,0.0291262
18,-0.9579585,-0.8988808,"('disagreeable', 'welcoming')",-0.9579585,-0.8988808,0.0590777
19,-1.050408,-0.7094764,"('inhospitable', 'hospitable')",-1.050408,-0.7094764,0.3409316
20,1.0189478,0.7753536,"('rough', 'thoughtful')",1.0189478,0.7753536,-0.2435942
21,0.55697936,0.6258235,"('immoral', 'moral')",0.5569794,0.6258235,0.0688441
22,-0.019523624,-0.119104065,"('untrustworthy', 'trustworthy')",-0.0195236,-0.1191041,-0.0995805
23,6.9868965,6.976577,"('insincere', 'sincere')",6.9868965,6.9765768,-0.0103197
24,2.0731633,2.1227624,"('dishonest', 'honest')",2.0731633,2.1227624,0.0495991
25,-0.04206808,0.04162386,"('egoistic', 'altruistic')",-0.0420681,0.0416239,0.083692
26,0.411735,0.06452913,"('hardhearted', 'benevolent')",0.411735,0.0645291,-0.3472059
27,1.659204,1.5973631,"('hardhearted', 'softhearted')",1.659204,1.5973631,-0.0618409
28,1.2989849,1.2103363,"('disloyal', 'loyal')",1.2989849,1.2103363,-0.0886486
29,-0.75259715,-0.82029593,"('unfair', 'fair')",-0.7525972,-0.8202959,-0.0676987
30,1.504948,1.4888852,"('intolerant', 'tolerant')",1.504948,1.4888852,-0.0160628
31,-2.392947,-2.0374312,"('evil', 'good')",-2.392947,-2.0374312,0.3555158
32,1.7098068,1.5191725,"('unkind', 'kind')",1.7098068,1.5191725,-0.1906343
33,-0.7491754,-0.619827,"('wrong', 'right')",-0.7491754,-0.619827,0.1293484
34,4.675881,4.9663777,"('mean', 'honorable')",4.6758809,4.9663777,0.2904968
35,-1.8522424,-1.8024793,"('corrupt', 'incorrupt')",-1.8522424,-1.8024793,0.0497631
36,-1.7334921,-1.5535614,"('hostile', 'amicable')",-1.7334921,-1.5535614,0.1799307
37,1.3597107,1.3323965,"('fake', 'genuine')",1.3597107,1.3323965,-0.0273142
38,-0.04563977,0.11522328,"('untruthful', 'truthful')",-0.0456398,0.1152233,0.1608631
39,0.29344955,0.17964828,"('exploitative', 'cooperative')",0.2934496,0.1796483,-0.1138013
40,-1.4758372,-1.6853752,"('stingy', 'generous')",-1.4758372,-1.6853752,-0.209538
41,0.474539,0.3176501,"('unforgiving', 'forgiving')",0.474539,0.3176501,-0.1568889
42,-1.765341,-1.7922033,"('unreliable', 'reliable')",-1.765341,-1.7922033,-0.0268623
43,1.8493177,1.8600037,"('irresponsible', 'responsible')",1.8493177,1.8600037,0.010686
