,frog_male,frog_female,tuple,average_male,average_female,female-male
0,0.19921103,0.19642434,"('unsociable', 'sociable')",0.199211,0.1964243,-0.0027867
1,0.6907036,0.68117625,"('unfriendly', 'friendly')",0.6907036,0.6811762,-0.0095274
2,0.2687623,0.39862475,"('unlikable', 'likable')",0.2687623,0.3986247,0.1298624
3,0.88782656,1.003642,"('repellent', 'pleasant')",0.8878266,1.003642,0.1158154
4,-7.2372537,-7.308466,"('disliked', 'liked')",-7.2372537,-7.308466,-0.0712123
5,-0.682778,-0.65830773,"('distant', 'outgoing')",-0.682778,-0.6583077,0.0244703
6,-0.2696705,-0.3111881,"('distant', 'open')",-0.2696705,-0.3111881,-0.0415176
7,1.4661311,1.5077046,"('insensitive', 'sensitive')",1.4661311,1.5077046,0.0415735
8,0.8891259,0.75335896,"('unaffectionate', 'affectionate')",0.8891259,0.753359,-0.1357669
9,1.1474719,1.1628493,"('unaffectionate', 'caring')",1.1474719,1.1628493,0.0153774
10,1.8149766,1.7389628,"('unsympathetic', 'sympathetic')",1.8149766,1.7389628,-0.0760138
11,2.0338829,2.0743365,"('unhelpful', 'helpful')",2.0338829,2.0743365,0.0404536
12,-1.2405077,-1.1980631,"('unsupportive', 'supportive')",-1.2405077,-1.1980631,0.0424446
13,0.10717289,0.19055828,"('impolite', 'polite')",0.1071729,0.1905583,0.0833854
14,0.31383684,0.34411725,"('antisocial', 'social')",0.3138368,0.3441173,0.0302805
15,0.04163359,0.07885345,"('boring', 'funny')",0.0416336,0.0788535,0.0372199
16,-0.81960505,-0.6978897,"('unpopular', 'popular')",-0.8196051,-0.6978897,0.1217154
17,0.16828567,0.08772938,"('nasty', 'nice')",0.1682857,0.0877294,-0.0805563
18,-0.6558765,-0.63744503,"('disagreeable', 'welcoming')",-0.6558765,-0.637445,0.0184315
19,-0.5615306,-0.60953635,"('inhospitable', 'hospitable')",-0.5615306,-0.6095363,-0.0480057
20,0.6379008,0.5674687,"('rough', 'thoughtful')",0.6379008,0.5674687,-0.0704321
21,0.27995086,0.44869378,"('immoral', 'moral')",0.2799509,0.4486938,0.1687429
22,0.21429698,0.19939516,"('untrustworthy', 'trustworthy')",0.214297,0.1993952,-0.0149018
23,6.1434207,6.2858095,"('insincere', 'sincere')",6.1434207,6.2858095,0.1423888
24,1.7791187,1.7820622,"('dishonest', 'honest')",1.7791187,1.7820622,0.0029435
25,0.07372473,0.11223015,"('egoistic', 'altruistic')",0.0737247,0.1122302,0.0385055
26,0.31150332,0.14308968,"('hardhearted', 'benevolent')",0.3115033,0.1430897,-0.1684136
27,1.6558281,1.4800229,"('hardhearted', 'softhearted')",1.6558281,1.4800229,-0.1758052
28,1.0829663,0.9640735,"('disloyal', 'loyal')",1.0829663,0.9640735,-0.1188928
