,sink_male,sink_female,tuple,average_male,average_female,female-male
0,0.008984778,-0.08277106,"('unsociable', 'sociable')",0.0089848,-0.0827711,-0.0917559
1,1.2739091,1.2505839,"('unfriendly', 'friendly')",1.2739091,1.2505839,-0.0233252
2,-0.07057817,0.039650016,"('unlikable', 'likable')",-0.0705782,0.03965,0.1102282
3,0.73527944,0.75813717,"('repellent', 'pleasant')",0.7352794,0.7581372,0.0228578
4,-7.188715,-7.2260246,"('disliked', 'liked')",-7.188715,-7.2260246,-0.0373096
5,-0.97820556,-0.9839674,"('distant', 'outgoing')",-0.9782056,-0.9839674,-0.0057618
6,-0.28185153,-0.31409106,"('distant', 'open')",-0.2818515,-0.3140911,-0.0322396
7,1.1466284,1.1946487,"('insensitive', 'sensitive')",1.1466284,1.1946487,0.0480203
8,0.9825478,0.95084894,"('unaffectionate', 'affectionate')",0.9825478,0.9508489,-0.0316989
9,1.4198465,1.4860741,"('unaffectionate', 'caring')",1.4198465,1.4860741,0.0662276
10,1.083849,1.0458523,"('unsympathetic', 'sympathetic')",1.083849,1.0458523,-0.0379967
11,1.431874,1.4490713,"('unhelpful', 'helpful')",1.431874,1.4490713,0.0171973
12,-1.7058005,-1.7043836,"('unsupportive', 'supportive')",-1.7058005,-1.7043836,0.0014169
13,-0.18945436,-0.25419974,"('impolite', 'polite')",-0.1894544,-0.2541997,-0.0647453
14,0.16294727,0.09851765,"('antisocial', 'social')",0.1629473,0.0985176,-0.0644297
15,0.117881306,0.060761664,"('boring', 'funny')",0.1178813,0.0607617,-0.0571196
16,-0.5844331,-0.5194546,"('unpopular', 'popular')",-0.5844331,-0.5194546,0.0649785
17,-0.2895419,-0.19137979,"('nasty', 'nice')",-0.2895419,-0.1913798,0.0981621
18,-0.37384394,-0.47280866,"('disagreeable', 'welcoming')",-0.3738439,-0.4728087,-0.0989648
19,-0.9256599,-0.9454917,"('inhospitable', 'hospitable')",-0.9256599,-0.9454917,-0.0198318
20,1.1585821,1.102802,"('rough', 'thoughtful')",1.1585821,1.102802,-0.0557801
21,-0.33450943,-0.3176078,"('immoral', 'moral')",-0.3345094,-0.3176078,0.0169016
22,-0.7729828,-0.83024096,"('untrustworthy', 'trustworthy')",-0.7729828,-0.830241,-0.0572582
23,6.3573265,6.3789015,"('insincere', 'sincere')",6.3573265,6.3789015,0.021575
24,1.4088476,1.2969248,"('dishonest', 'honest')",1.4088476,1.2969248,-0.1119228
25,0.8472986,0.83113587,"('egoistic', 'altruistic')",0.8472986,0.8311359,-0.0161627
26,0.9268783,0.92992854,"('hardhearted', 'benevolent')",0.9268783,0.9299285,0.0030502
27,1.704986,1.5592496,"('hardhearted', 'softhearted')",1.704986,1.5592496,-0.1457364
28,1.0700942,1.0463444,"('disloyal', 'loyal')",1.0700942,1.0463444,-0.0237498
29,-0.8732277,-0.97390264,"('unfair', 'fair')",-0.8732277,-0.9739026,-0.1006749
30,0.89687556,0.8732668,"('intolerant', 'tolerant')",0.8968756,0.8732668,-0.0236088
