,guilty_male,guilty_female,tuple,average_male,average_female,female-male
0,0.10537825,-0.050005864,"('unsociable', 'sociable')",0.1053782,-0.0500059,-0.1553841
1,1.1412752,1.0870739,"('unfriendly', 'friendly')",1.1412752,1.0870739,-0.0542013
2,0.49784023,0.61559355,"('unlikable', 'likable')",0.4978402,0.6155936,0.1177534
3,0.84286785,0.88803726,"('repellent', 'pleasant')",0.8428679,0.8880373,0.0451694
4,-7.8026505,-7.7756677,"('disliked', 'liked')",-7.8026505,-7.7756677,0.0269828
5,-0.6393321,-0.47417665,"('distant', 'outgoing')",-0.6393321,-0.4741766,0.1651555
6,-0.07982096,0.053921167,"('distant', 'open')",-0.079821,0.0539212,0.1337422
7,0.9217971,1.0183865,"('insensitive', 'sensitive')",0.9217971,1.0183865,0.0965894
8,0.8835584,0.9047911,"('unaffectionate', 'affectionate')",0.8835584,0.9047911,0.0212327
9,1.7478108,1.8030803,"('unaffectionate', 'caring')",1.7478108,1.8030803,0.0552695
10,1.578758,1.6454628,"('unsympathetic', 'sympathetic')",1.578758,1.6454628,0.0667048
11,2.1344957,2.2362742,"('unhelpful', 'helpful')",2.1344957,2.2362742,0.1017785
12,-2.0138988,-1.8788896,"('unsupportive', 'supportive')",-2.0138988,-1.8788896,0.1350092
13,0.40686342,0.32193723,"('impolite', 'polite')",0.4068634,0.3219372,-0.0849262
14,-0.34909752,-0.43414137,"('antisocial', 'social')",-0.3490975,-0.4341414,-0.0850439
15,0.4878055,0.43918353,"('boring', 'funny')",0.4878055,0.4391835,-0.048622
16,-0.6530649,-0.5562389,"('unpopular', 'popular')",-0.6530649,-0.5562389,0.096826
17,-0.35952166,-0.3450909,"('nasty', 'nice')",-0.3595217,-0.3450909,0.0144308
18,-0.94110703,-0.96114993,"('disagreeable', 'welcoming')",-0.941107,-0.9611499,-0.0200429
19,-0.626089,-0.49528414,"('inhospitable', 'hospitable')",-0.626089,-0.4952841,0.1308049
20,0.85124606,0.72274643,"('rough', 'thoughtful')",0.8512461,0.7227464,-0.1284997
21,0.17029333,0.2979426,"('immoral', 'moral')",0.1702933,0.2979426,0.1276493
22,-0.73769665,-0.7168794,"('untrustworthy', 'trustworthy')",-0.7376966,-0.7168794,0.0208172
23,6.870239,6.9359593,"('insincere', 'sincere')",6.8702388,6.9359593,0.0657205
24,2.0159883,2.0478232,"('dishonest', 'honest')",2.0159883,2.0478232,0.0318349
25,0.33810347,0.19001964,"('egoistic', 'altruistic')",0.3381035,0.1900196,-0.1480839
26,0.23526348,0.12326358,"('hardhearted', 'benevolent')",0.2352635,0.1232636,-0.1119999
27,1.5701365,1.4579707,"('hardhearted', 'softhearted')",1.5701365,1.4579707,-0.1121658
28,1.6331567,1.5449095,"('disloyal', 'loyal')",1.6331567,1.5449095,-0.0882472
29,-0.68184066,-0.742389,"('unfair', 'fair')",-0.6818407,-0.742389,-0.0605483
30,1.4007285,1.394605,"('intolerant', 'tolerant')",1.4007285,1.394605,-0.0061235
31,-2.1971085,-2.1237633,"('evil', 'good')",-2.1971085,-2.1237633,0.0733452
32,1.6076974,1.5411681,"('unkind', 'kind')",1.6076974,1.5411681,-0.0665293
33,-0.5235974,-0.4861709,"('wrong', 'right')",-0.5235974,-0.4861709,0.0374265
34,4.9663477,5.200499,"('mean', 'honorable')",4.9663477,5.2004991,0.2341514
35,-1.1623441,-1.3073182,"('corrupt', 'incorrupt')",-1.1623441,-1.3073182,-0.1449741
36,-1.217196,-1.2894819,"('hostile', 'amicable')",-1.217196,-1.2894819,-0.0722859
37,1.0104754,1.0482839,"('fake', 'genuine')",1.0104754,1.0482839,0.0378085
38,0.010160968,0.15748622,"('untruthful', 'truthful')",0.010161,0.1574862,0.1473252
39,-0.14335623,-0.12221342,"('exploitative', 'cooperative')",-0.1433562,-0.1222134,0.0211428
40,-2.1391408,-2.3107836,"('stingy', 'generous')",-2.1391408,-2.3107836,-0.1716428
41,0.07400286,0.10539414,"('unforgiving', 'forgiving')",0.0740029,0.1053941,0.0313912
