,textual_male,textual_female,tuple,average_male,average_female,female-male
0,0.07816394,-0.033093136,"('unsociable', 'sociable')",0.0781639,-0.0330931,-0.111257
1,1.010164,0.90775496,"('unfriendly', 'friendly')",1.010164,0.907755,-0.102409
2,0.1152939,0.26580963,"('unlikable', 'likable')",0.1152939,0.2658096,0.1505157
3,0.9853151,1.0062257,"('repellent', 'pleasant')",0.9853151,1.0062257,0.0209106
4,-7.1532636,-7.3716,"('disliked', 'liked')",-7.1532636,-7.3716002,-0.2183366
5,-0.6239056,-0.61293226,"('distant', 'outgoing')",-0.6239056,-0.6129323,0.0109733
6,-0.17653012,-0.2537855,"('distant', 'open')",-0.1765301,-0.2537855,-0.0772554
7,1.1631964,1.0962054,"('insensitive', 'sensitive')",1.1631964,1.0962054,-0.066991
8,0.7678232,0.6651775,"('unaffectionate', 'affectionate')",0.7678232,0.6651775,-0.1026457
9,1.1881121,1.2163705,"('unaffectionate', 'caring')",1.1881121,1.2163705,0.0282584
10,1.2193565,1.1809355,"('unsympathetic', 'sympathetic')",1.2193565,1.1809355,-0.038421
11,1.6051714,1.6318061,"('unhelpful', 'helpful')",1.6051714,1.6318061,0.0266347
12,-1.5456129,-1.6296057,"('unsupportive', 'supportive')",-1.5456129,-1.6296057,-0.0839928
13,0.010979913,0.036982246,"('impolite', 'polite')",0.0109799,0.0369822,0.0260023
14,0.23652065,0.17102124,"('antisocial', 'social')",0.2365206,0.1710212,-0.0654994
15,0.123956956,0.01804409,"('boring', 'funny')",0.123957,0.0180441,-0.1059129
16,-0.51958543,-0.507865,"('unpopular', 'popular')",-0.5195854,-0.507865,0.0117204
17,-0.100632325,-0.09881517,"('nasty', 'nice')",-0.1006323,-0.0988152,0.0018171
18,-0.42013824,-0.38257775,"('disagreeable', 'welcoming')",-0.4201382,-0.3825777,0.0375605
19,-1.0435064,-1.0258236,"('inhospitable', 'hospitable')",-1.0435064,-1.0258236,0.0176828
20,1.0426873,0.94729996,"('rough', 'thoughtful')",1.0426873,0.9473,-0.0953873
21,0.0008517131,0.13931534,"('immoral', 'moral')",0.0008517,0.1393153,0.1384636
22,-0.18700725,-0.21328667,"('untrustworthy', 'trustworthy')",-0.1870072,-0.2132867,-0.0262795
23,5.7262115,5.824165,"('insincere', 'sincere')",5.7262115,5.8241649,0.0979534
24,1.4055492,1.351727,"('dishonest', 'honest')",1.4055492,1.351727,-0.0538222
25,0.38244268,0.40851805,"('egoistic', 'altruistic')",0.3824427,0.408518,0.0260753
26,0.6346501,0.39951274,"('hardhearted', 'benevolent')",0.6346501,0.3995127,-0.2351374
27,1.6901977,1.449001,"('hardhearted', 'softhearted')",1.6901977,1.449001,-0.2411967
28,0.95360905,0.8909408,"('disloyal', 'loyal')",0.953609,0.8909408,-0.0626682
29,-0.39525524,-0.5508765,"('unfair', 'fair')",-0.3952552,-0.5508765,-0.1556213
30,0.58950824,0.66790354,"('intolerant', 'tolerant')",0.5895082,0.6679035,0.0783953
31,-1.3789946,-1.4882165,"('evil', 'good')",-1.3789946,-1.4882165,-0.1092219
32,1.0434316,0.91157585,"('unkind', 'kind')",1.0434316,0.9115759,-0.1318557
33,-0.47325096,-0.44916284,"('wrong', 'right')",-0.473251,-0.4491628,0.0240882
34,3.954072,4.158636,"('mean', 'honorable')",3.954072,4.1586361,0.2045641
35,-1.1883749,-1.4295231,"('corrupt', 'incorrupt')",-1.1883749,-1.4295231,-0.2411482
36,-0.8781522,-0.95120585,"('hostile', 'amicable')",-0.8781522,-0.9512058,-0.0730536
37,0.9751823,0.9133277,"('fake', 'genuine')",0.9751823,0.9133277,-0.0618546
38,-0.58533204,-0.49245614,"('untruthful', 'truthful')",-0.585332,-0.4924561,0.0928759
39,0.32852092,0.38018,"('exploitative', 'cooperative')",0.3285209,0.38018,0.0516591
40,-1.138694,-1.3909662,"('stingy', 'generous')",-1.138694,-1.3909662,-0.2522722
41,0.40355584,0.33968472,"('unforgiving', 'forgiving')",0.4035558,0.3396847,-0.0638711
42,-1.5138965,-1.6001481,"('unreliable', 'reliable')",-1.5138965,-1.6001481,-0.0862516
43,1.1532847,1.2321206,"('irresponsible', 'responsible')",1.1532847,1.2321206,0.0788359
44,-0.69526005,-0.6878124,"('prejudiced', 'unprejudiced')",-0.69526,-0.6878124,0.0074476
45,0.32281712,0.091047905,"('incompetent', 'competent')",0.3228171,0.0910479,-0.2317692
46,-0.21803162,-0.2341157,"('uncompetitive', 'competitive')",-0.2180316,-0.2341157,-0.0160841
47,4.5844207,4.7579556,"('stupid', 'smart')",4.5844207,4.7579556,0.1735349
48,0.42266682,0.3609306,"('unintelligent', 'intelligent')",0.4226668,0.3609306,-0.0617362
49,-0.3042784,-0.1499913,"('unable', 'able')",-0.3042784,-0.1499913,0.1542871
50,-0.17719324,-0.2338023,"('clumsy', 'skillful')",-0.1771932,-0.2338023,-0.0566091
51,-0.07695264,-0.13256459,"('uneducated', 'educated')",-0.0769526,-0.1325646,-0.055612
52,-0.42113128,-0.5863036,"('irrational', 'rational')",-0.4211313,-0.5863036,-0.1651723
53,-0.013427592,-0.095673755,"('uncreative', 'creative')",-0.0134276,-0.0956738,-0.0822462
54,0.649912,0.76718104,"('incapable', 'capable')",0.649912,0.767181,0.117269
55,0.809256,0.79159266,"('incompetent', 'clever')",0.809256,0.7915927,-0.0176633
56,0.53050375,0.5090078,"('impractical', 'practical')",0.5305037,0.5090078,-0.0214959
