,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.57708937,-0.79602504,"('unsociable', 'sociable')",-0.067641824,-0.29697526,-0.3223656,-0.5465001,-0.2241345
1,-1.5484833,-1.6314502,"('unfriendly', 'friendly')",1.2050792,1.0699056,-0.171702,-0.2807723,-0.1090703
2,0.5589191,0.5215795,"('unlikable', 'likable')",0.48958838,0.5433957,0.5242537,0.5324876,0.0082339
3,-0.9697365,-0.89569014,"('repellent', 'pleasant')",0.78410184,0.6975023,-0.0928173,-0.0990939,-0.0062766
4,0.17182302,0.16599694,"('disliked', 'liked')",-6.96013,-6.789179,-3.3941536,-3.3115909,0.0825627
5,-0.052815307,-0.049684957,"('distant', 'outgoing')",-0.31712055,-0.25081465,-0.1849679,-0.1502498,0.0347181
6,-0.35472694,-0.32789934,"('distant', 'open')",-0.47198364,-0.45433083,-0.4133553,-0.3911151,0.0222402
7,-0.6820214,-0.638918,"('insensitive', 'sensitive')",0.14278387,0.108714774,-0.2696187,-0.2651016,0.0045171
8,-0.41006032,-0.4446133,"('unaffectionate', 'affectionate')",0.6023676,0.555347,0.0961536,0.0553669,-0.0407867
9,-0.57647675,-0.60815585,"('unaffectionate', 'caring')",1.1693656,1.1634182,0.2964444,0.2776312,-0.0188132
10,-1.3324285,-1.3911856,"('unsympathetic', 'sympathetic')",-0.42428395,-0.50423914,-0.8783562,-0.9477124,-0.0693562
11,-1.1125948,-1.1554868,"('unhelpful', 'helpful')",1.9297978,2.021386,0.4086015,0.4329495,0.024348
12,-0.4632313,-0.4454543,"('unsupportive', 'supportive')",-2.259629,-2.1922934,-1.3614302,-1.3188739,0.0425563
13,-0.1330505,-0.28137204,"('impolite', 'polite')",-0.4254161,-0.5006577,-0.2792333,-0.3910149,-0.1117816
14,0.61955595,0.54321235,"('antisocial', 'social')",-0.12846112,-0.28968933,0.2455474,0.1267615,-0.1187859
15,0.28059176,0.18738718,"('boring', 'funny')",-0.07384508,-0.118055336,0.1033733,0.0346659,-0.0687074
16,-0.60620594,-0.57517743,"('unpopular', 'popular')",0.6169671,0.46990696,0.0053806,-0.0526352,-0.0580158
17,-0.022186833,0.015439883,"('nasty', 'nice')",-0.450184,-0.3923319,-0.2361854,-0.188446,0.0477394
18,-0.63972723,-0.6132763,"('disagreeable', 'welcoming')",-0.77577966,-0.84933096,-0.7077534,-0.7313036,-0.0235502
19,-0.50701493,-0.53302026,"('inhospitable', 'hospitable')",-0.6214771,-0.52886546,-0.5642461,-0.5309429,0.0333032
20,-0.47167397,-0.50466835,"('rough', 'thoughtful')",0.9736938,0.9640536,0.2510099,0.2296926,-0.0213173
21,-0.24458745,-0.27262196,"('immoral', 'moral')",-0.5443097,-0.58044744,-0.3944486,-0.4265347,-0.0320861
22,-0.467268,-0.4472249,"('untrustworthy', 'trustworthy')",-1.0150157,-1.0202447,-0.7411419,-0.7337348,0.0074071
23,-0.7439281,-0.8327037,"('insincere', 'sincere')",6.0651546,5.8529224,2.6606133,2.5101094,-0.1505039
24,-0.67953396,-0.6748802,"('dishonest', 'honest')",0.74906266,0.7733433,0.0347643,0.0492316,0.0144673
25,-0.028207555,-0.015489313,"('egoistic', 'altruistic')",0.7753532,0.7129226,0.3735728,0.3487166,-0.0248562
26,-0.016673395,-0.14275251,"('hardhearted', 'benevolent')",1.5084759,1.3814552,0.7459012,0.6193513,-0.1265499
27,-0.7318867,-0.7109548,"('hardhearted', 'softhearted')",0.9185423,0.84142,0.0933278,0.0652326,-0.0280952
28,-0.9182027,-0.9883927,"('disloyal', 'loyal')",1.0768639,0.9778266,0.0793306,-0.0052831,-0.0846137
29,-1.0405455,-1.0683186,"('unfair', 'fair')",-0.5814266,-0.65315115,-0.810986,-0.8607349,-0.0497489
30,0.5528554,0.5066681,"('intolerant', 'tolerant')",1.0125232,0.96096766,0.7826893,0.7338179,-0.0488714
31,-0.75308275,-0.6715054,"('evil', 'good')",-1.1807101,-1.1868207,-0.9668964,-0.9291631,0.0377333
32,-0.6102686,-0.7258594,"('unkind', 'kind')",0.74864733,0.5102492,0.0691894,-0.1078051,-0.1769945
33,0.33019066,0.3154429,"('wrong', 'right')",-0.7177019,-0.62313145,-0.1937556,-0.1538443,0.0399113
34,0.12725751,0.22769426,"('mean', 'honorable')",5.98893,6.017187,3.0580938,3.1224406,0.0643468
35,0.36048472,0.36406982,"('corrupt', 'incorrupt')",-0.49407488,-0.49315473,-0.0667951,-0.0645425,0.0022526
36,-0.39785957,-0.39506668,"('hostile', 'amicable')",-0.3638092,-0.48470226,-0.3808344,-0.4398845,-0.0590501
37,-0.34076947,-0.2867727,"('fake', 'genuine')",-0.12183243,-0.10966584,-0.231301,-0.1982193,0.0330817
38,-0.6057695,-0.6060081,"('untruthful', 'truthful')",0.1810466,0.36172438,-0.2123615,-0.1221419,0.0902196
39,1.1250463,1.0845442,"('exploitative', 'cooperative')",0.14622818,0.19546579,0.6356372,0.640005,0.0043678
40,-0.15660885,-0.12702158,"('stingy', 'generous')",-1.9551259,-1.9848672,-1.0558674,-1.0559444,-7.7e-05
41,-0.19877282,-0.21205235,"('unforgiving', 'forgiving')",-0.15657422,-0.21780893,-0.1776735,-0.2149306,-0.0372571
42,0.6447168,0.6361975,"('unreliable', 'reliable')",-3.417228,-3.3238208,-1.3862556,-1.3438116,0.042444
43,-0.41097882,-0.4943816,"('irresponsible', 'responsible')",0.3861371,0.33765832,-0.0124209,-0.0783616,-0.0659407
44,-0.34068975,-0.34220976,"('prejudiced', 'unprejudiced')",-1.5403149,-1.5377897,-0.9405023,-0.9399997,0.0005026
45,-0.9516435,-1.02762,"('incompetent', 'competent')",0.18676199,0.11223528,-0.3824408,-0.4576923,-0.0752515
46,-0.8977464,-0.8878532,"('uncompetitive', 'competitive')",-0.8897363,-0.95432353,-0.8937414,-0.9210883,-0.0273469
47,0.25242797,0.25013748,"('stupid', 'smart')",5.5880136,5.5557942,2.9202209,2.9029658,-0.0172551
48,-1.1400816,-1.1747948,"('unintelligent', 'intelligent')",1.0199757,0.97112656,-0.060053,-0.1018341,-0.0417811
49,-0.26978818,-0.19581519,"('unable', 'able')",0.012405828,0.070423,-0.1286912,-0.0626961,0.0659951
50,-0.26864558,-0.23755458,"('clumsy', 'skillful')",0.17735134,0.055814978,-0.0456471,-0.0908698,-0.0452227
51,-0.40610752,-0.53916174,"('uneducated', 'educated')",0.3231991,0.24310222,-0.0414542,-0.1480298,-0.1065756
52,-0.1459655,-0.23724651,"('irrational', 'rational')",-0.093047686,-0.12262826,-0.1195066,-0.1799374,-0.0604308
53,-1.4665166,-1.466461,"('uncreative', 'creative')",0.2982696,0.19097668,-0.5841235,-0.6377422,-0.0536187
54,-0.4672513,-0.46641785,"('incapable', 'capable')",0.6651926,0.7437439,0.0989707,0.138663,0.0396923
55,-0.78496695,-0.78724337,"('incompetent', 'clever')",0.38215527,0.32403192,-0.2014058,-0.2316057,-0.0301999
56,0.72522414,0.5622165,"('impractical', 'practical')",-0.20771948,-0.18515313,0.2587523,0.1885317,-0.0702206
57,-1.4074141,-1.4789869,"('unimaginative', 'imaginative')",-3.3457959,-3.3478603,-2.376605,-2.4134235,-0.0368185
58,-0.21856272,-0.2299696,"('undiscriminating', 'discriminating')",0.114835255,0.1305767,-0.0518637,-0.0496965,0.0021672
59,0.19393554,0.23641406,"('foolish', 'wise')",0.21510021,0.2946009,0.2045179,0.2655075,0.0609896
60,0.10400235,0.05560354,"('inefficient', 'efficient')",0.14805804,0.23462561,0.1260302,0.1451146,0.0190844
61,-0.8222801,-0.9797754,"('illogical', 'logical')",0.58784235,0.41932482,-0.1172189,-0.2802253,-0.1630064
62,0.112249635,0.13958366,"('incompetent', 'brilliant')",0.8657268,1.03921,0.4889882,0.5893968,0.1004086
63,-0.36904886,-0.3241111,"('unperceptive', 'insightful')",0.7644951,0.8166436,0.1977231,0.2462662,0.0485431
64,-0.044845562,-0.1101169,"('shy', 'confident')",-6.7520804,-6.605046,-3.398463,-3.3575814,0.0408816
65,-0.2723155,-0.42484078,"('insecure', 'secure')",-0.2287148,-0.2586756,-0.2505152,-0.3417582,-0.091243
66,-0.65619314,-0.6333611,"('inactive', 'active')",0.11018473,0.04590246,-0.2730042,-0.2937293,-0.0207251
67,0.56747085,0.46553805,"('doubtful', 'determined')",-0.40769973,-0.44072953,0.0798856,0.0124043,-0.0674813
68,-0.5179389,-0.48797768,"('dependent', 'independent')",-0.5340775,-0.5193705,-0.5260082,-0.5036741,0.0223341
69,1.0858341,1.1022148,"('lazy', 'industrious')",-0.78869843,-0.7073192,0.1485679,0.1974478,0.0488799
70,-0.43505815,-0.39339328,"('lethargic', 'energetic')",0.042670023,0.0074589215,-0.1961941,-0.1929672,0.0032269
71,-0.2708852,-0.27926707,"('diffident', 'self-confident')",0.47703862,0.44886324,0.1030767,0.0847981,-0.0182786
72,-0.65061283,-0.6325954,"('unambitious', 'ambitious')",-0.30060306,-0.25224328,-0.4756079,-0.4424194,0.0331885
73,1.0049915,1.0289448,"('helpless', 'self-reliant')",-3.3780673,-3.1750932,-1.1865379,-1.0730741,0.1134638
74,-0.25135785,-0.30030903,"('undedicated', 'dedicated')",-0.61648774,-0.6981255,-0.4339228,-0.4992173,-0.0652945
75,-0.09575483,0.014972919,"('meek', 'impulsive')",-0.6360295,-0.49825993,-0.3658922,-0.2416435,0.1242487
