,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,0.16211024,0.14070722,"('unsociable', 'sociable')",0.1621102,0.1407072,-0.021403
1,-1.268561,-1.4740201,"('unfriendly', 'friendly')",-1.268561,-1.4740201,-0.2054591
2,0.9206679,0.91857326,"('unlikable', 'likable')",0.9206679,0.9185733,-0.0020946
3,0.05272878,0.2745496,"('repellent', 'pleasant')",0.0527288,0.2745496,0.2218208
4,-1.8690332,-1.9552381,"('disliked', 'liked')",-1.8690332,-1.9552381,-0.0862049
5,-1.3248442,-1.5220807,"('distant', 'outgoing')",-1.3248442,-1.5220807,-0.1972365
6,-1.6864482,-1.8942592,"('distant', 'open')",-1.6864482,-1.8942592,-0.207811
7,0.09500919,0.23199692,"('insensitive', 'sensitive')",0.0950092,0.2319969,0.1369877
8,-1.4335482,-1.5845537,"('unaffectionate', 'affectionate')",-1.4335482,-1.5845537,-0.1510055
9,-0.94028187,-1.0731239,"('unaffectionate', 'caring')",-0.9402819,-1.0731239,-0.132842
10,0.037847713,0.1320971,"('unsympathetic', 'sympathetic')",0.0378477,0.1320971,0.0942494
11,-0.0607057,-0.0092319595,"('unhelpful', 'helpful')",-0.0607057,-0.009232,0.0514737
12,-0.7781325,-0.74925894,"('unsupportive', 'supportive')",-0.7781325,-0.7492589,0.0288736
13,0.40055922,0.44834962,"('impolite', 'polite')",0.4005592,0.4483496,0.0477904
14,0.31925917,0.5679997,"('antisocial', 'social')",0.3192592,0.5679997,0.2487405
15,0.06668313,-0.099870384,"('boring', 'funny')",0.0666831,-0.0998704,-0.1665535
16,0.24884678,0.17699839,"('unpopular', 'popular')",0.2488468,0.1769984,-0.0718484
17,-0.8327609,-0.836975,"('nasty', 'nice')",-0.8327609,-0.836975,-0.0042141
18,-0.056011617,-0.033289865,"('disagreeable', 'welcoming')",-0.0560116,-0.0332899,0.0227217
19,-1.1538624,-1.3822961,"('inhospitable', 'hospitable')",-1.1538624,-1.3822961,-0.2284337
20,-0.6532849,-0.52737224,"('rough', 'thoughtful')",-0.6532849,-0.5273722,0.1259127
21,0.30016628,0.44634318,"('immoral', 'moral')",0.3001663,0.4463432,0.1461769
22,0.38491532,0.50856334,"('untrustworthy', 'trustworthy')",0.3849153,0.5085633,0.123648
23,1.1722009,1.259736,"('insincere', 'sincere')",1.1722009,1.2597359,0.087535
24,0.5661631,0.5547222,"('dishonest', 'honest')",0.5661631,0.5547222,-0.0114409
25,-0.2891255,-0.44959474,"('egoistic', 'altruistic')",-0.2891255,-0.4495947,-0.1604692
26,-0.1261991,-0.2704361,"('hardhearted', 'benevolent')",-0.1261991,-0.2704361,-0.144237
27,-0.284522,-0.33151788,"('hardhearted', 'softhearted')",-0.284522,-0.3315179,-0.0469959
28,-0.57116556,-0.49411494,"('disloyal', 'loyal')",-0.5711656,-0.4941149,0.0770507
29,-0.42079508,-0.44123447,"('unfair', 'fair')",-0.4207951,-0.4412345,-0.0204394
30,0.9317696,0.989316,"('intolerant', 'tolerant')",0.9317696,0.989316,0.0575464
31,-1.899793,-1.9791698,"('evil', 'good')",-1.899793,-1.9791698,-0.0793768
32,0.6475148,0.6533192,"('unkind', 'kind')",0.6475148,0.6533192,0.0058044
33,-0.24586278,-0.35342845,"('wrong', 'right')",-0.2458628,-0.3534285,-0.1075657
34,0.8269871,0.81385267,"('mean', 'honorable')",0.8269871,0.8138527,-0.0131344
35,-0.24727884,-0.55191123,"('corrupt', 'incorrupt')",-0.2472788,-0.5519112,-0.3046324
36,-1.677647,-1.9121944,"('hostile', 'amicable')",-1.677647,-1.9121944,-0.2345474
37,-0.7842725,-0.75449234,"('fake', 'genuine')",-0.7842725,-0.7544923,0.0297802
38,-0.6819193,-0.7697703,"('untruthful', 'truthful')",-0.6819193,-0.7697703,-0.087851
39,0.41947564,0.49386752,"('exploitative', 'cooperative')",0.4194756,0.4938675,0.0743919
40,-0.83617467,-0.76923096,"('stingy', 'generous')",-0.8361747,-0.769231,0.0669437
41,0.044990808,0.14916958,"('unforgiving', 'forgiving')",0.0449908,0.1491696,0.1041788
42,0.12544635,0.23146847,"('unreliable', 'reliable')",0.1254463,0.2314685,0.1060222
43,0.71384364,0.79641,"('irresponsible', 'responsible')",0.7138436,0.79641,0.0825664
44,0.22360978,0.24796772,"('prejudiced', 'unprejudiced')",0.2236098,0.2479677,0.0243579
45,-0.016017325,0.11489571,"('incompetent', 'competent')",-0.0160173,0.1148957,0.130913
46,0.16839598,0.34572774,"('uncompetitive', 'competitive')",0.168396,0.3457277,0.1773317
47,1.4909201,1.5784378,"('stupid', 'smart')",1.4909201,1.5784378,0.0875177
48,0.036747675,0.16379099,"('unintelligent', 'intelligent')",0.0367477,0.163791,0.1270433
49,-0.7100175,-0.58378124,"('unable', 'able')",-0.7100175,-0.5837812,0.1262363
50,0.48286778,0.5179584,"('clumsy', 'skillful')",0.4828678,0.5179584,0.0350906
51,0.102189556,0.10506679,"('uneducated', 'educated')",0.1021896,0.1050668,0.0028772
52,-0.5992198,-0.73183626,"('irrational', 'rational')",-0.5992198,-0.7318363,-0.1326165
53,-0.640132,-0.75038016,"('uncreative', 'creative')",-0.640132,-0.7503802,-0.1102482
54,0.428509,0.29015893,"('incapable', 'capable')",0.428509,0.2901589,-0.1383501
55,0.69455284,0.9145609,"('incompetent', 'clever')",0.6945528,0.9145609,0.2200081
56,0.9301551,1.0104892,"('impractical', 'practical')",0.9301551,1.0104892,0.0803341
57,-1.0003293,-0.9900058,"('unimaginative', 'imaginative')",-1.0003293,-0.9900058,0.0103235
58,0.3266938,0.30593845,"('undiscriminating', 'discriminating')",0.3266938,0.3059385,-0.0207553
59,0.42633262,0.36793354,"('foolish', 'wise')",0.4263326,0.3679335,-0.0583991
60,1.0913787,1.3581581,"('inefficient', 'efficient')",1.0913787,1.3581581,0.2667794
61,0.004047325,-0.037420135,"('illogical', 'logical')",0.0040473,-0.0374201,-0.0414674
62,1.1213938,1.3312024,"('incompetent', 'brilliant')",1.1213938,1.3312024,0.2098086
63,-0.071848385,0.037731804,"('unperceptive', 'insightful')",-0.0718484,0.0377318,0.1095802
64,-1.0262091,-0.970064,"('shy', 'confident')",-1.0262091,-0.970064,0.0561451
65,0.62292945,0.8706282,"('insecure', 'secure')",0.6229295,0.8706282,0.2476987
66,-1.0942705,-1.236222,"('inactive', 'active')",-1.0942705,-1.236222,-0.1419515
67,-0.08710349,-0.11620148,"('doubtful', 'determined')",-0.0871035,-0.1162015,-0.029098
68,-0.46114373,-0.4728869,"('dependent', 'independent')",-0.4611437,-0.4728869,-0.0117432
69,-0.5476221,-0.6766681,"('lazy', 'industrious')",-0.5476221,-0.6766681,-0.129046
70,0.65847474,0.7151524,"('lethargic', 'energetic')",0.6584747,0.7151524,0.0566777
71,-0.24296717,-0.3852232,"('diffident', 'self-confident')",-0.2429672,-0.3852232,-0.142256
72,-0.16517495,-0.04191845,"('unambitious', 'ambitious')",-0.1651749,-0.0419184,0.1232565
73,-0.4943456,-0.56073284,"('helpless', 'self-reliant')",-0.4943456,-0.5607328,-0.0663872
74,-0.15572406,-0.16518854,"('undedicated', 'dedicated')",-0.1557241,-0.1651885,-0.0094644
75,-0.3887831,-0.5171579,"('meek', 'impulsive')",-0.3887831,-0.5171579,-0.1283748
76,0.6995994,0.8428538,"('anxious', 'daring')",0.6995994,0.8428538,0.1432544
77,0.055199586,0.15559448,"('unmotivated', 'motivated')",0.0551996,0.1555945,0.1003949
78,-0.60959524,-0.56059915,"('nonresilient', 'resilient')",-0.6095952,-0.5605991,0.0489961
79,-0.79055923,-1.0386212,"('wavering', 'unwavering')",-0.7905592,-1.0386212,-0.248062
80,0.64108866,0.7678504,"('dominated', 'dominating')",0.6410887,0.7678504,0.1267617
81,0.66579217,0.7969364,"('submissive', 'aggressive')",0.6657922,0.7969364,0.1311442
82,1.5751871,1.4739238,"('poor', 'rich')",1.5751871,1.4739238,-0.1012633
83,-0.71460307,-0.65860546,"('powerless', 'powerful')",-0.7146031,-0.6586055,0.0559976
84,-0.36427113,-0.3493348,"('inferior', 'superior')",-0.3642711,-0.3493348,0.0149363
