,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.38982484,-0.56092197,"('unsociable', 'sociable')",-0.3898248,-0.560922,-0.1710972
1,-1.834523,-1.9632238,"('unfriendly', 'friendly')",-1.834523,-1.9632238,-0.1287008
2,0.29839832,0.4831637,"('unlikable', 'likable')",0.2983983,0.4831637,0.1847654
3,-1.0278175,-0.7491855,"('repellent', 'pleasant')",-1.0278175,-0.7491855,0.278632
4,-1.1042187,-1.1769366,"('disliked', 'liked')",-1.1042187,-1.1769366,-0.0727179
5,-0.7519949,-0.84522545,"('distant', 'outgoing')",-0.7519949,-0.8452255,-0.0932306
6,-0.9751702,-1.1350764,"('distant', 'open')",-0.9751702,-1.1350764,-0.1599062
7,-0.4172518,-0.31479126,"('insensitive', 'sensitive')",-0.4172518,-0.3147913,0.1024605
8,-1.1144301,-1.2201781,"('unaffectionate', 'affectionate')",-1.1144301,-1.2201781,-0.105748
9,-1.5208526,-1.530145,"('unaffectionate', 'caring')",-1.5208526,-1.530145,-0.0092924
10,-0.42550662,-0.6594952,"('unsympathetic', 'sympathetic')",-0.4255066,-0.6594952,-0.2339886
11,-0.48061928,-0.35886896,"('unhelpful', 'helpful')",-0.4806193,-0.358869,0.1217503
12,-1.7460253,-1.6609924,"('unsupportive', 'supportive')",-1.7460253,-1.6609924,0.0850329
13,-0.046597138,-0.03091772,"('impolite', 'polite')",-0.0465971,-0.0309177,0.0156794
14,0.1494074,0.46733174,"('antisocial', 'social')",0.1494074,0.4673317,0.3179243
15,0.97514665,0.8611307,"('boring', 'funny')",0.9751467,0.8611307,-0.114016
16,-0.7534397,-0.71270466,"('unpopular', 'popular')",-0.7534397,-0.7127047,0.040735
17,0.49186826,0.4144043,"('nasty', 'nice')",0.4918683,0.4144043,-0.077464
18,-1.2830881,-1.0730878,"('disagreeable', 'welcoming')",-1.2830881,-1.0730878,0.2100003
19,-0.94203395,-1.1813095,"('inhospitable', 'hospitable')",-0.9420339,-1.1813095,-0.2392756
20,-0.41461596,-0.26224706,"('rough', 'thoughtful')",-0.414616,-0.2622471,0.1523689
21,-1.1847248,-0.85839456,"('immoral', 'moral')",-1.1847248,-0.8583946,0.3263302
22,0.5205105,0.60616314,"('untrustworthy', 'trustworthy')",0.5205105,0.6061631,0.0856526
23,-0.28281966,-0.1743828,"('insincere', 'sincere')",-0.2828197,-0.1743828,0.1084369
24,-0.41642115,-0.3475515,"('dishonest', 'honest')",-0.4164211,-0.3475515,0.0688696
25,-0.23802473,-0.30500427,"('egoistic', 'altruistic')",-0.2380247,-0.3050043,-0.0669796
26,0.5761322,0.25809556,"('hardhearted', 'benevolent')",0.5761322,0.2580956,-0.3180366
27,0.15545414,0.03418825,"('hardhearted', 'softhearted')",0.1554541,0.0341882,-0.1212659
28,-0.38957348,-0.4542401,"('disloyal', 'loyal')",-0.3895735,-0.4542401,-0.0646666
29,-0.35635212,-0.32257056,"('unfair', 'fair')",-0.3563521,-0.3225706,0.0337815
30,0.2175152,0.34506968,"('intolerant', 'tolerant')",0.2175152,0.3450697,0.1275545
31,-0.55481875,-0.4702785,"('evil', 'good')",-0.5548187,-0.4702785,0.0845402
32,-0.2612965,-0.41166735,"('unkind', 'kind')",-0.2612965,-0.4116673,-0.1503708
33,-0.31292608,-0.24955091,"('wrong', 'right')",-0.3129261,-0.2495509,0.0633752
34,0.21397242,0.27414304,"('mean', 'honorable')",0.2139724,0.274143,0.0601706
35,0.50270754,0.26211596,"('corrupt', 'incorrupt')",0.5027075,0.262116,-0.2405915
36,-0.08612417,-0.31290478,"('hostile', 'amicable')",-0.0861242,-0.3129048,-0.2267806
37,-0.26322484,-0.16857621,"('fake', 'genuine')",-0.2632248,-0.1685762,0.0946486
38,-1.0013235,-0.99519813,"('untruthful', 'truthful')",-1.0013235,-0.9951981,0.0061254
39,-0.124257036,0.07249067,"('exploitative', 'cooperative')",-0.124257,0.0724907,0.1967477
40,-0.6305464,-0.6268224,"('stingy', 'generous')",-0.6305464,-0.6268224,0.003724
41,0.7431939,0.6076864,"('unforgiving', 'forgiving')",0.7431939,0.6076864,-0.1355075
42,0.27183285,0.21500304,"('unreliable', 'reliable')",0.2718329,0.215003,-0.0568299
43,-1.1198452,-1.0211681,"('irresponsible', 'responsible')",-1.1198452,-1.0211681,0.0986771
44,0.22753823,0.19656813,"('prejudiced', 'unprejudiced')",0.2275382,0.1965681,-0.0309701
