,hybridization_male,hybridization_female,tuple,average_male,average_female,female-male
0,0.18126829,0.057743296,"('unsociable', 'sociable')",0.1812683,0.0577433,-0.123525
1,0.551385,0.41100976,"('unfriendly', 'friendly')",0.551385,0.4110098,-0.1403752
2,0.6066341,0.56950545,"('unlikable', 'likable')",0.6066341,0.5695055,-0.0371286
3,-0.16940692,-0.19299966,"('repellent', 'pleasant')",-0.1694069,-0.1929997,-0.0235928
4,-2.9633918,-3.0211143,"('disliked', 'liked')",-2.9633918,-3.0211143,-0.0577225
5,-0.5979262,-0.5568645,"('distant', 'outgoing')",-0.5979262,-0.5568645,0.0410617
6,-0.572561,-0.5388532,"('distant', 'open')",-0.572561,-0.5388532,0.0337078
7,-0.08038739,-0.059759054,"('insensitive', 'sensitive')",-0.0803874,-0.0597591,0.0206283
8,0.03991852,-0.023052052,"('unaffectionate', 'affectionate')",0.0399185,-0.0230521,-0.0629706
9,0.25450146,0.13601929,"('unaffectionate', 'caring')",0.2545015,0.1360193,-0.1184822
10,0.22062272,0.10374704,"('unsympathetic', 'sympathetic')",0.2206227,0.103747,-0.1168757
11,1.7511631,1.6234881,"('unhelpful', 'helpful')",1.7511631,1.6234881,-0.127675
12,-0.61379343,-0.52766454,"('unsupportive', 'supportive')",-0.6137934,-0.5276645,0.0861289
13,-0.25156307,-0.37011158,"('impolite', 'polite')",-0.2515631,-0.3701116,-0.1185485
14,0.20772538,0.27982593,"('antisocial', 'social')",0.2077254,0.2798259,0.0721005
15,0.23314215,0.19811732,"('boring', 'funny')",0.2331422,0.1981173,-0.0350249
16,-0.6663054,-0.894161,"('unpopular', 'popular')",-0.6663054,-0.894161,-0.2278556
17,-0.12561673,-0.11731725,"('nasty', 'nice')",-0.1256167,-0.1173173,0.0082994
18,-0.28361705,-0.24456272,"('disagreeable', 'welcoming')",-0.283617,-0.2445627,0.0390543
19,-0.67337084,-0.7548661,"('inhospitable', 'hospitable')",-0.6733708,-0.7548661,-0.0814953
20,1.0512047,0.9544771,"('rough', 'thoughtful')",1.0512047,0.9544771,-0.0967276
21,0.5680933,0.52121544,"('immoral', 'moral')",0.5680933,0.5212154,-0.0468779
22,-0.37361866,-0.3719105,"('untrustworthy', 'trustworthy')",-0.3736187,-0.3719105,0.0017082
23,2.5764246,2.5059469,"('insincere', 'sincere')",2.5764246,2.5059469,-0.0704777
24,-0.0065715276,0.08584863,"('dishonest', 'honest')",-0.0065715,0.0858486,0.0924201
25,0.818176,0.900996,"('egoistic', 'altruistic')",0.818176,0.900996,0.08282
26,1.2270669,1.0642029,"('hardhearted', 'benevolent')",1.2270669,1.0642029,-0.162864
27,0.12628877,0.2502786,"('hardhearted', 'softhearted')",0.1262888,0.2502786,0.1239898
28,1.1323254,0.9810819,"('disloyal', 'loyal')",1.1323254,0.9810819,-0.1512435
29,-0.8581308,-0.8660062,"('unfair', 'fair')",-0.8581308,-0.8660062,-0.0078754
30,0.8878608,0.8333516,"('intolerant', 'tolerant')",0.8878608,0.8333516,-0.0545092
31,-1.1416771,-1.0388994,"('evil', 'good')",-1.1416771,-1.0388994,0.1027777
32,0.678261,0.58288276,"('unkind', 'kind')",0.678261,0.5828828,-0.0953782
33,-0.45996964,-0.4998692,"('wrong', 'right')",-0.4599696,-0.4998692,-0.0398996
34,2.325394,2.4576395,"('mean', 'honorable')",2.3253939,2.4576395,0.1322456
35,-1.0463741,-1.0754714,"('corrupt', 'incorrupt')",-1.0463741,-1.0754714,-0.0290973
36,-0.8005776,-1.0968267,"('hostile', 'amicable')",-0.8005776,-1.0968267,-0.2962491
37,-0.18293384,-0.21109334,"('fake', 'genuine')",-0.1829338,-0.2110933,-0.0281595
38,0.9504732,0.8700334,"('untruthful', 'truthful')",0.9504732,0.8700334,-0.0804398
39,0.9882972,0.92504275,"('exploitative', 'cooperative')",0.9882972,0.9250427,-0.0632545
40,-0.86830395,-0.7981747,"('stingy', 'generous')",-0.868304,-0.7981747,0.0701293
41,0.13449198,0.20370436,"('unforgiving', 'forgiving')",0.134492,0.2037044,0.0692124
42,-1.7812818,-1.6307273,"('unreliable', 'reliable')",-1.7812818,-1.6307273,0.1505545
43,0.57627565,0.6320161,"('irresponsible', 'responsible')",0.5762756,0.6320161,0.0557405
44,-0.3964875,-0.40028864,"('prejudiced', 'unprejudiced')",-0.3964875,-0.4002886,-0.0038011
45,-0.24547297,-0.16499954,"('incompetent', 'competent')",-0.245473,-0.1649995,0.0804735
46,0.6968664,0.6291995,"('uncompetitive', 'competitive')",0.6968664,0.6291995,-0.0676669
47,1.5854205,1.6671286,"('stupid', 'smart')",1.5854205,1.6671286,0.0817081
48,1.486452,1.5778497,"('unintelligent', 'intelligent')",1.486452,1.5778497,0.0913977
49,0.8853915,0.9686524,"('unable', 'able')",0.8853915,0.9686524,0.0832609
50,-0.21876927,-0.3542807,"('clumsy', 'skillful')",-0.2187693,-0.3542807,-0.1355114
51,-0.062372286,-0.18694511,"('uneducated', 'educated')",-0.0623723,-0.1869451,-0.1245728
52,0.31589273,-0.014228867,"('irrational', 'rational')",0.3158927,-0.0142289,-0.3301216
53,-0.21142669,-0.40475866,"('uncreative', 'creative')",-0.2114267,-0.4047587,-0.193332
54,0.25636348,0.053665616,"('incapable', 'capable')",0.2563635,0.0536656,-0.2026979
55,0.68956006,0.7873364,"('incompetent', 'clever')",0.6895601,0.7873364,0.0977763
56,0.7979114,0.8569951,"('impractical', 'practical')",0.7979114,0.8569951,0.0590837
57,-0.7793625,-0.94572,"('unimaginative', 'imaginative')",-0.7793625,-0.94572,-0.1663575
58,-0.041695703,-0.23561203,"('undiscriminating', 'discriminating')",-0.0416957,-0.235612,-0.1939163
59,-0.6394796,-0.6577039,"('foolish', 'wise')",-0.6394796,-0.6577039,-0.0182243
60,0.6275708,0.83858216,"('inefficient', 'efficient')",0.6275708,0.8385822,0.2110114
61,0.38360178,0.20975175,"('illogical', 'logical')",0.3836018,0.2097518,-0.17385
62,1.1606346,1.2826471,"('incompetent', 'brilliant')",1.1606346,1.2826471,0.1220125
63,0.4842627,0.44794163,"('unperceptive', 'insightful')",0.4842627,0.4479416,-0.0363211
64,-2.6232615,-2.4859574,"('shy', 'confident')",-2.6232615,-2.4859574,0.1373041
65,-0.27304852,-0.28019506,"('insecure', 'secure')",-0.2730485,-0.2801951,-0.0071466
66,-0.7764674,-1.0522958,"('inactive', 'active')",-0.7764674,-1.0522958,-0.2758284
67,0.20262207,0.25710973,"('doubtful', 'determined')",0.2026221,0.2571097,0.0544876
68,-0.5090329,-0.56161153,"('dependent', 'independent')",-0.5090329,-0.5616115,-0.0525786
69,-0.14082807,-0.08006114,"('lazy', 'industrious')",-0.1408281,-0.0800611,0.060767
70,-0.020807322,-0.06286282,"('lethargic', 'energetic')",-0.0208073,-0.0628628,-0.0420555
71,0.6351037,0.6516651,"('diffident', 'self-confident')",0.6351037,0.6516651,0.0165614
72,-0.5151904,-0.43115985,"('unambitious', 'ambitious')",-0.5151904,-0.4311599,0.0840305
73,-0.9348407,-1.0921462,"('helpless', 'self-reliant')",-0.9348407,-1.0921462,-0.1573055
74,0.004675599,0.011188757,"('undedicated', 'dedicated')",0.0046756,0.0111888,0.0065132
75,0.14309773,-0.00977455,"('meek', 'impulsive')",0.1430977,-0.0097745,-0.1528722
76,0.27788436,0.266966,"('anxious', 'daring')",0.2778844,0.266966,-0.0109184
77,0.3373788,0.29265854,"('unmotivated', 'motivated')",0.3373788,0.2926585,-0.0447203
78,0.28710732,0.2888026,"('nonresilient', 'resilient')",0.2871073,0.2888026,0.0016953
79,-0.9352551,-0.9751893,"('wavering', 'unwavering')",-0.9352551,-0.9751893,-0.0399342
80,0.49998248,0.4036101,"('dominated', 'dominating')",0.4999825,0.4036101,-0.0963724
81,0.54069704,0.5611944,"('submissive', 'aggressive')",0.540697,0.5611944,0.0204974
82,1.4512142,1.5224226,"('poor', 'rich')",1.4512142,1.5224226,0.0712084
83,0.42538956,0.30671275,"('powerless', 'powerful')",0.4253896,0.3067127,-0.1186769
84,0.92237806,0.9558296,"('inferior', 'superior')",0.9223781,0.9558296,0.0334515
85,0.13263312,-0.11374057,"('insignificant', 'prestigious')",0.1326331,-0.1137406,-0.2463737
86,-0.10747744,-0.20701535,"('uninfluential', 'influential')",-0.1074774,-0.2070154,-0.099538
87,0.30121514,0.06324881,"('unsuccessful', 'successful')",0.3012151,0.0632488,-0.2379663
88,0.3411558,0.15932566,"('low', 'eminent')",0.3411558,0.1593257,-0.1818301
