,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.8057432,0.8250044,"('unsociable', 'sociable')",-0.22776029,-0.3927206,0.2889915,0.2161419,-0.0728496
1,-0.6653122,-0.73545814,"('unfriendly', 'friendly')",1.2983054,0.96649957,0.3164966,0.1155207,-0.2009759
2,-0.008082364,-0.002727639,"('unlikable', 'likable')",0.65533876,0.75636214,0.3236282,0.3768173,0.0531891
3,0.10141308,0.28285125,"('repellent', 'pleasant')",0.34185618,0.45741558,0.2216346,0.3701334,0.1484988
4,-1.3412396,-1.5526562,"('disliked', 'liked')",-5.70655,-5.6981144,-3.5238948,-3.6253853,-0.1014905
5,-1.4115622,-1.4139951,"('distant', 'outgoing')",-0.615231,-0.5697039,-1.0133966,-0.9918495,0.0215471
6,-1.4931737,-1.4761345,"('distant', 'open')",-0.13169193,-0.09388027,-0.8124328,-0.7850074,0.0274254
7,0.8994458,1.1654809,"('insensitive', 'sensitive')",0.3494074,0.34457716,0.6244266,0.755029,0.1306024
8,-1.1858392,-1.2276533,"('unaffectionate', 'affectionate')",0.23987737,0.028432649,-0.4729809,-0.5996103,-0.1266294
9,-0.55984694,-0.5455363,"('unaffectionate', 'caring')",0.56795937,0.42154765,0.0040562,-0.0619943,-0.0660505
10,0.3354196,0.4968325,"('unsympathetic', 'sympathetic')",-0.14939447,-0.255849,0.0930126,0.1204917,0.0274791
11,0.9651468,1.1111645,"('unhelpful', 'helpful')",2.0480752,2.0701427,1.506611,1.5906537,0.0840427
12,0.2538696,0.49516994,"('unsupportive', 'supportive')",-1.8760976,-1.742009,-0.811114,-0.6234195,0.1876945
13,1.1838443,1.2363749,"('impolite', 'polite')",-0.17144611,-0.16535646,0.5061991,0.5355092,0.0293101
14,1.5085549,1.638423,"('antisocial', 'social')",-0.3443236,-0.3475076,0.5821157,0.6454577,0.063342
15,0.12242548,0.012352318,"('boring', 'funny')",0.76614875,0.73488563,0.4442871,0.373619,-0.0706681
16,-1.3116887,-1.4090719,"('unpopular', 'popular')",0.50757116,0.4638429,-0.4020588,-0.4726145,-0.0705557
17,-0.20218295,-0.17242295,"('nasty', 'nice')",-0.47641212,-0.4446694,-0.3392975,-0.3085462,0.0307513
18,-0.92998016,-0.73921967,"('disagreeable', 'welcoming')",-0.47909647,-0.37702134,-0.7045383,-0.5581205,0.1464178
19,-1.3016984,-1.2877371,"('inhospitable', 'hospitable')",-0.2064741,-0.1472395,-0.7540863,-0.7174883,0.036598
20,0.4373795,0.5127067,"('rough', 'thoughtful')",1.2401611,1.1457174,0.8387703,0.8292121,-0.0095582
21,1.2473111,1.3484728,"('immoral', 'moral')",-0.3141139,-0.31252372,0.4665986,0.5179746,0.051376
22,0.6635007,0.7319566,"('untrustworthy', 'trustworthy')",-0.57578737,-0.66596675,0.0438567,0.0329949,-0.0108618
23,0.7465338,0.9198406,"('insincere', 'sincere')",4.9579163,4.712517,2.8522251,2.8161788,-0.0360463
24,0.8670491,0.94552547,"('dishonest', 'honest')",0.4710066,0.36127958,0.6690279,0.6534025,-0.0156254
25,-0.60814714,-0.65585977,"('egoistic', 'altruistic')",1.3103521,1.2098485,0.3511025,0.2769944,-0.0741081
26,0.37718126,0.2904675,"('hardhearted', 'benevolent')",1.4172854,1.2422901,0.8972334,0.7663788,-0.1308546
27,-0.42868382,-0.2243497,"('hardhearted', 'softhearted')",0.95750606,0.906718,0.2644111,0.3411841,0.076773
28,0.41412055,0.31869432,"('disloyal', 'loyal')",0.7986832,0.46106195,0.6064019,0.3898782,-0.2165237
29,-0.4796562,-0.49890614,"('unfair', 'fair')",-0.60171217,-0.7831344,-0.5406842,-0.6410203,-0.1003361
30,1.6202865,1.7368759,"('intolerant', 'tolerant')",1.4411389,1.4726063,1.5307126,1.6047411,0.0740285
31,-1.954355,-1.9763175,"('evil', 'good')",-1.172023,-1.2558784,-1.563189,-1.6160979,-0.0529089
32,0.922883,1.0123812,"('unkind', 'kind')",0.94917196,0.7535312,0.9360275,0.8829562,-0.0530713
33,-0.31721762,-0.39328378,"('wrong', 'right')",-0.92177373,-1.0419732,-0.6194957,-0.7176285,-0.0981328
34,0.3186274,0.5247721,"('mean', 'honorable')",5.7151456,5.8317075,3.0168865,3.1782398,0.1613533
35,-1.4919361,-1.6980743,"('corrupt', 'incorrupt')",-0.40588057,-0.5530935,-0.9489083,-1.1255839,-0.1766756
36,-1.8537024,-2.070595,"('hostile', 'amicable')",0.26757032,-0.0011931565,-0.793066,-1.035894,-0.242828
37,0.13485959,0.18335497,"('fake', 'genuine')",0.34643495,0.2919141,0.2406473,0.2376345,-0.0030128
38,-0.19777489,-0.22159351,"('untruthful', 'truthful')",-0.16134197,-0.2035345,-0.1795584,-0.212564,-0.0330056
39,1.7297999,1.835116,"('exploitative', 'cooperative')",0.23112927,0.26338068,0.9804646,1.0492483,0.0687837
40,-0.84544915,-0.81490445,"('stingy', 'generous')",-1.6491745,-1.6690524,-1.2473118,-1.2419784,0.0053334
41,-0.36113617,-0.24575499,"('unforgiving', 'forgiving')",0.11295084,0.09419741,-0.1240927,-0.0757788,0.0483139
42,0.049417228,0.29925635,"('unreliable', 'reliable')",-2.8554046,-2.562269,-1.4029937,-1.1315063,0.2714874
43,1.2580706,1.4828081,"('irresponsible', 'responsible')",0.40901837,0.43081,0.8335445,0.956809,0.1232645
44,-0.59939486,-0.63207364,"('prejudiced', 'unprejudiced')",-1.2984596,-1.2675676,-0.9489273,-0.9498206,-0.0008933
45,0.48399732,0.5676398,"('incompetent', 'competent')",-0.062204216,-0.181388,0.2108966,0.1931259,-0.0177707
46,0.9740051,1.1308503,"('uncompetitive', 'competitive')",0.011859933,0.055647444,0.4929325,0.5932489,0.1003164
47,1.06856,1.199636,"('stupid', 'smart')",5.274161,5.278789,3.1713605,3.2392125,0.067852
48,0.557264,0.61942166,"('unintelligent', 'intelligent')",0.6571166,0.63712645,0.6071903,0.6282741,0.0210838
49,-0.15435988,0.047199905,"('unable', 'able')",-0.14195606,-0.002366826,-0.148158,0.0224165,0.1705745
50,-0.25182068,-0.1897595,"('clumsy', 'skillful')",0.13886076,0.14940667,-0.05648,-0.0201764,0.0363036
51,0.06035254,0.007876985,"('uneducated', 'educated')",0.26301593,0.15427901,0.1616842,0.081078,-0.0806062
52,-0.88341695,-1.1831697,"('irrational', 'rational')",0.103850886,-0.14209339,-0.389783,-0.6626316,-0.2728486
53,-0.60206944,-0.5505977,"('uncreative', 'creative')",1.2909621,1.2194839,0.3444463,0.3344431,-0.0100032
54,-0.49951214,-0.53589296,"('incapable', 'capable')",0.91670406,0.8177299,0.208596,0.1409185,-0.0676775
55,1.6452315,1.8528098,"('incompetent', 'clever')",0.21072069,0.26445743,0.9279761,1.0586336,0.1306575
56,2.2630496,2.3967936,"('impractical', 'practical')",0.04624388,0.09126759,1.1546468,1.2440306,0.0893838
57,0.505871,0.52335495,"('unimaginative', 'imaginative')",-1.6437358,-1.6770675,-0.5689324,-0.5768563,-0.0079239
