,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.0073977206,-0.12871116,"('unsociable', 'sociable')",0.0073977,-0.1287112,-0.1361089
1,0.85694313,0.81388247,"('unfriendly', 'friendly')",0.8569431,0.8138825,-0.0430606
2,-0.03469837,0.0011354331,"('unlikable', 'likable')",-0.0346984,0.0011354,0.0358338
3,-0.026183669,-0.05034826,"('repellent', 'pleasant')",-0.0261837,-0.0503483,-0.0241646
4,-7.973101,-8.029791,"('disliked', 'liked')",-7.9731011,-8.0297909,-0.0566898
5,-0.76753116,-0.7763789,"('distant', 'outgoing')",-0.7675312,-0.7763789,-0.0088477
6,-0.33005542,-0.36976564,"('distant', 'open')",-0.3300554,-0.3697656,-0.0397102
7,0.42855504,0.4495394,"('insensitive', 'sensitive')",0.428555,0.4495394,0.0209844
8,0.98024076,0.96430516,"('unaffectionate', 'affectionate')",0.9802408,0.9643052,-0.0159356
9,2.0528758,2.1150157,"('unaffectionate', 'caring')",2.0528758,2.1150157,0.0621399
10,1.0957494,1.054939,"('unsympathetic', 'sympathetic')",1.0957494,1.054939,-0.0408104
11,1.7211982,1.8404119,"('unhelpful', 'helpful')",1.7211982,1.8404119,0.1192137
12,-2.0179355,-1.9863322,"('unsupportive', 'supportive')",-2.0179355,-1.9863322,0.0316033
13,-0.47885984,-0.5565987,"('impolite', 'polite')",-0.4788598,-0.5565987,-0.0777389
14,-0.176636,-0.30325228,"('antisocial', 'social')",-0.176636,-0.3032523,-0.1266163
15,-0.14305393,-0.25880498,"('boring', 'funny')",-0.1430539,-0.258805,-0.1157511
16,-1.1232287,-1.0796481,"('unpopular', 'popular')",-1.1232287,-1.0796481,0.0435806
17,-1.361675,-1.3623399,"('nasty', 'nice')",-1.361675,-1.3623399,-0.0006649
18,-0.8885155,-0.99728984,"('disagreeable', 'welcoming')",-0.8885155,-0.9972898,-0.1087743
19,-0.5532057,-0.5343762,"('inhospitable', 'hospitable')",-0.5532057,-0.5343762,0.0188295
20,0.87385017,0.84101176,"('rough', 'thoughtful')",0.8738502,0.8410118,-0.0328384
21,-0.16314453,-0.17229816,"('immoral', 'moral')",-0.1631445,-0.1722982,-0.0091537
22,-0.9260179,-1.0223526,"('untrustworthy', 'trustworthy')",-0.9260179,-1.0223526,-0.0963347
23,6.9050226,6.9063854,"('insincere', 'sincere')",6.9050226,6.9063854,0.0013628
24,1.4184289,1.2782614,"('dishonest', 'honest')",1.4184289,1.2782614,-0.1401675
25,0.5584353,0.43168545,"('egoistic', 'altruistic')",0.5584353,0.4316854,-0.1267499
26,0.7041688,0.6274399,"('hardhearted', 'benevolent')",0.7041688,0.6274399,-0.0767289
27,1.2168329,1.0233114,"('hardhearted', 'softhearted')",1.2168329,1.0233114,-0.1935215
28,1.5213062,1.476998,"('disloyal', 'loyal')",1.5213062,1.476998,-0.0443082
29,-1.120637,-1.2274314,"('unfair', 'fair')",-1.1206371,-1.2274314,-0.1067943
30,1.406404,1.3372381,"('intolerant', 'tolerant')",1.406404,1.3372381,-0.0691659
31,-2.2514818,-2.2529736,"('evil', 'good')",-2.2514818,-2.2529736,-0.0014918
32,1.0591621,0.9881397,"('unkind', 'kind')",1.0591621,0.9881397,-0.0710224
33,-0.3281676,-0.39602768,"('wrong', 'right')",-0.3281676,-0.3960277,-0.0678601
34,5.2772675,5.3131266,"('mean', 'honorable')",5.2772675,5.3131266,0.0358591
35,-0.8172658,-0.95031476,"('corrupt', 'incorrupt')",-0.8172658,-0.9503148,-0.133049
36,-0.28428948,-0.35730985,"('hostile', 'amicable')",-0.2842895,-0.3573098,-0.0730203
37,1.0053267,0.90691,"('fake', 'genuine')",1.0053267,0.90691,-0.0984167
38,0.39412245,0.46117628,"('untruthful', 'truthful')",0.3941225,0.4611763,0.0670538
39,0.4195783,0.44816372,"('exploitative', 'cooperative')",0.4195783,0.4481637,0.0285854
40,-2.754449,-2.92712,"('stingy', 'generous')",-2.7544489,-2.92712,-0.1726711
41,0.19593358,0.16794397,"('unforgiving', 'forgiving')",0.1959336,0.167944,-0.0279896
42,-3.1016958,-3.1558683,"('unreliable', 'reliable')",-3.1016958,-3.1558683,-0.0541725
43,1.2983999,1.3062897,"('irresponsible', 'responsible')",1.2983999,1.3062897,0.0078898
44,-1.7245848,-1.7774466,"('prejudiced', 'unprejudiced')",-1.7245848,-1.7774466,-0.0528618
45,-0.19091162,-0.24477299,"('incompetent', 'competent')",-0.1909116,-0.244773,-0.0538614
46,-0.44339305,-0.47252285,"('uncompetitive', 'competitive')",-0.4433931,-0.4725229,-0.0291298
47,4.960796,4.982919,"('stupid', 'smart')",4.9607959,4.9829192,0.0221233
48,0.635951,0.6228588,"('unintelligent', 'intelligent')",0.635951,0.6228588,-0.0130922
49,0.63679284,0.652628,"('unable', 'able')",0.6367928,0.652628,0.0158352
50,-0.44831917,-0.42299533,"('clumsy', 'skillful')",-0.4483192,-0.4229953,0.0253239
51,0.15789902,0.054713093,"('uneducated', 'educated')",0.157899,0.0547131,-0.1031859
52,-0.80688,-0.85135907,"('irrational', 'rational')",-0.80688,-0.8513591,-0.0444791
53,-0.028977651,-0.051621925,"('uncreative', 'creative')",-0.0289777,-0.0516219,-0.0226442
54,1.3887389,1.427535,"('incapable', 'capable')",1.3887389,1.4275351,0.0387962
55,0.41268507,0.34691924,"('incompetent', 'clever')",0.4126851,0.3469192,-0.0657659
56,1.183026,1.1517597,"('impractical', 'practical')",1.183026,1.1517597,-0.0312663
57,-2.8898823,-2.8973804,"('unimaginative', 'imaginative')",-2.8898823,-2.8973804,-0.0074981
58,0.0066860244,0.034270354,"('undiscriminating', 'discriminating')",0.006686,0.0342704,0.0275844
59,-0.49182045,-0.4874977,"('foolish', 'wise')",-0.4918205,-0.4874977,0.0043228
60,1.6968075,1.7510979,"('inefficient', 'efficient')",1.6968075,1.7510979,0.0542904
61,0.09390449,-0.04060888,"('illogical', 'logical')",0.0939045,-0.0406089,-0.1345134
62,0.47817773,0.5620651,"('incompetent', 'brilliant')",0.4781777,0.5620651,0.0838874
63,0.3813724,0.4923587,"('unperceptive', 'insightful')",0.3813724,0.4923587,0.1109863
64,-6.2819185,-6.3271346,"('shy', 'confident')",-6.2819185,-6.3271346,-0.0452161
65,0.53403866,0.5234655,"('insecure', 'secure')",0.5340387,0.5234655,-0.0105732
66,-0.8997913,-1.0220243,"('inactive', 'active')",-0.8997913,-1.0220243,-0.122233
67,-0.16202877,-0.14505409,"('doubtful', 'determined')",-0.1620288,-0.1450541,0.0169747
68,-0.45738164,-0.5344721,"('dependent', 'independent')",-0.4573816,-0.5344721,-0.0770905
69,-2.115854,-2.1578276,"('lazy', 'industrious')",-2.115854,-2.1578276,-0.0419736
70,0.59494144,0.49308503,"('lethargic', 'energetic')",0.5949414,0.493085,-0.1018564
71,0.426216,0.4387956,"('diffident', 'self-confident')",0.426216,0.4387956,0.0125796
72,1.0263364,1.0742674,"('unambitious', 'ambitious')",1.0263364,1.0742674,0.047931
73,-3.7281036,-3.674146,"('helpless', 'self-reliant')",-3.7281036,-3.6741459,0.0539577
74,0.43277028,0.32725298,"('undedicated', 'dedicated')",0.4327703,0.327253,-0.1055173
75,-1.214689,-1.1283939,"('meek', 'impulsive')",-1.214689,-1.1283939,0.0862951
76,0.8109574,0.80291003,"('anxious', 'daring')",0.8109574,0.80291,-0.0080474
77,-0.028388374,0.07808872,"('unmotivated', 'motivated')",-0.0283884,0.0780887,0.1064771
78,0.3719773,0.43089372,"('nonresilient', 'resilient')",0.3719773,0.4308937,0.0589164
79,0.101571314,0.106372066,"('wavering', 'unwavering')",0.1015713,0.1063721,0.0048008
80,-0.7082414,-0.7236685,"('dominated', 'dominating')",-0.7082414,-0.7236685,-0.0154271
81,-0.03144101,0.016212516,"('submissive', 'aggressive')",-0.031441,0.0162125,0.0476535
82,5.7963715,5.8163686,"('poor', 'rich')",5.7963715,5.8163686,0.0199971
83,-0.26016986,-0.28692862,"('powerless', 'powerful')",-0.2601699,-0.2869286,-0.0267587
84,1.0641793,1.0461797,"('inferior', 'superior')",1.0641793,1.0461797,-0.0179996
85,-0.2422546,-0.25954336,"('insignificant', 'prestigious')",-0.2422546,-0.2595434,-0.0172888
86,0.52053636,0.3443872,"('uninfluential', 'influential')",0.5205364,0.3443872,-0.1761492
87,-0.60726774,-0.47650138,"('unsuccessful', 'successful')",-0.6072677,-0.4765014,0.1307663
88,0.53619516,0.48944724,"('low', 'eminent')",0.5361952,0.4894472,-0.046748
