,brown_male,brown_female,tuple,&_male,&_female,inc_male,inc_female,average_male,average_female,female-male
0,0.70418996,0.47166842,"('unsociable', 'sociable')",0.8243946,0.68073267,-0.2759334,-0.45299354,0.4175504,0.2331359,-0.1844145
1,0.42240852,0.3161235,"('unfriendly', 'friendly')",0.10975668,-0.07361685,1.8201593,1.6338652,0.7841082,0.6254573,-0.1586509
2,0.17942907,0.22748408,"('unlikable', 'likable')",1.2257717,1.2283008,0.49136367,0.52972615,0.6321881,0.661837,0.0296489
3,-0.47920293,-0.53807384,"('repellent', 'pleasant')",-0.40818673,-0.41146004,-0.28270423,-0.2531413,-0.3900313,-0.4008917,-0.0108604
4,0.6319946,0.55695254,"('disliked', 'liked')",-0.054612547,-0.065222666,-5.038008,-5.0445056,-1.4868754,-1.517592,-0.0307166
5,0.50117904,0.55716294,"('distant', 'outgoing')",-0.15119368,-0.10734017,0.38220525,0.36135465,0.2440635,0.2703925,0.026329
6,1.0887601,1.2012705,"('distant', 'open')",-0.30216938,-0.2523188,0.6542387,0.5774642,0.4802765,0.5088053,0.0285288
7,0.16242638,0.19033855,"('insensitive', 'sensitive')",-0.04489006,0.04197555,0.73379844,0.6803064,0.2837783,0.3042068,0.0204285
8,0.67313987,0.67865616,"('unaffectionate', 'affectionate')",0.62416863,0.53074676,1.1238167,0.9421651,0.8070417,0.7171893,-0.0898524
9,1.4906583,1.4791409,"('unaffectionate', 'caring')",0.7077391,0.6314122,1.3126082,1.165684,1.1703352,1.092079,-0.0782562
10,-0.11815756,-0.28016642,"('unsympathetic', 'sympathetic')",0.17907275,0.046145156,0.006617639,-0.14059515,0.0225109,-0.1248721,-0.147383
11,-0.2797879,-0.3288914,"('unhelpful', 'helpful')",-0.40534183,-0.43743855,1.9745574,1.9157826,0.4298092,0.3831509,-0.0466583
12,1.7285345,1.716972,"('unsupportive', 'supportive')",1.2114621,1.2625995,-0.82530534,-0.81394964,0.7048971,0.7218739,0.0169768
13,-0.20571584,-0.18987909,"('impolite', 'polite')",0.3170774,0.32991955,-0.2179409,-0.20099697,-0.0355264,-0.0203188,0.0152076
14,0.26593092,0.12515299,"('antisocial', 'social')",1.2296677,1.1474652,-0.5760161,-0.6586729,0.3065275,0.2046484,-0.1018791
15,0.46663222,0.5606732,"('boring', 'funny')",0.6382206,0.692977,0.6537707,0.59016967,0.5862078,0.6146066,0.0283988
