,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.26316962,0.16931851,"('unsociable', 'sociable')",0.2961517,0.3019254,0.2796606,0.235622,-0.0440386
1,-1.0262241,-1.1915923,"('unfriendly', 'friendly')",1.4935682,1.2942601,0.233672,0.0513339,-0.1823381
2,1.2653762,1.291093,"('unlikable', 'likable')",0.4048053,0.4891649,0.8350908,0.890129,0.0550382
3,0.07760691,0.14793563,"('repellent', 'pleasant')",0.39875823,0.55855775,0.2381826,0.3532467,0.1150641
4,-0.30580205,-0.22450502,"('disliked', 'liked')",-7.451708,-7.5320964,-3.8787549,-3.8783007,0.0004542
5,-1.044444,-1.0245194,"('distant', 'outgoing')",-0.6708776,-0.8533845,-0.8576608,-0.938952,-0.0812912
6,-1.3947452,-1.3721057,"('distant', 'open')",-0.39317808,-0.604308,-0.8939617,-0.9882069,-0.0942452
7,0.34808934,0.32507738,"('insensitive', 'sensitive')",0.61876094,0.6995055,0.4834251,0.5122914,0.0288663
8,-1.681005,-1.8161753,"('unaffectionate', 'affectionate')",0.49161497,0.29949594,-0.594695,-0.7583397,-0.1636447
9,-1.0432502,-1.08604,"('unaffectionate', 'caring')",1.1281555,1.0317965,0.0424526,-0.0271218,-0.0695744
10,0.32163364,0.25280818,"('unsympathetic', 'sympathetic')",0.03313254,0.17155014,0.1773831,0.2121792,0.0347961
11,0.49319237,0.4993961,"('unhelpful', 'helpful')",2.184544,2.2745066,1.3388683,1.3869513,0.048083
12,0.3661561,0.47485238,"('unsupportive', 'supportive')",-1.8295037,-1.7437767,-0.7316738,-0.6344621,0.0972117
13,0.53035355,0.49265048,"('impolite', 'polite')",-0.24534425,-0.105670415,0.1425046,0.19349,0.0509854
14,1.6337191,1.5139103,"('antisocial', 'social')",0.2040141,0.2741917,0.9188666,0.894051,-0.0248156
15,0.5534339,0.37181517,"('boring', 'funny')",0.35201776,0.25137848,0.4527258,0.3115968,-0.141129
16,-0.9547366,-0.88279796,"('unpopular', 'popular')",0.34519884,0.27325273,-0.3047689,-0.3047726,-3.7e-06
17,-0.2995917,-0.24446681,"('nasty', 'nice')",-0.38056627,-0.38310906,-0.340079,-0.3137879,0.0262911
18,-0.7322074,-0.69097865,"('disagreeable', 'welcoming')",-0.9314005,-1.0161057,-0.8318039,-0.8535421,-0.0217382
19,-1.2924125,-1.2295219,"('inhospitable', 'hospitable')",-0.55302334,-0.6062333,-0.9227179,-0.9178776,0.0048403
20,0.6543214,0.6306682,"('rough', 'thoughtful')",0.17277233,0.22981696,0.4135469,0.4302426,0.0166957
21,0.54376656,0.58368,"('immoral', 'moral')",-0.68219894,-0.44726154,-0.0692162,0.0682092,0.1374254
22,0.88778204,0.82525593,"('untrustworthy', 'trustworthy')",-0.5582236,-0.4644424,0.1647792,0.1804068,0.0156276
23,0.6559816,0.5600822,"('insincere', 'sincere')",6.6088104,6.6073713,3.632396,3.5837269,-0.0486691
24,-0.1369142,-0.24922554,"('dishonest', 'honest')",1.3133924,1.2449883,0.5882391,0.4978814,-0.0903577
25,-0.91083,-1.052197,"('egoistic', 'altruistic')",1.3017113,1.0713694,0.1954406,0.0095862,-0.1858544
26,0.07328074,-0.15489995,"('hardhearted', 'benevolent')",1.3346064,1.2554872,0.7039436,0.5502936,-0.15365
27,-0.1968692,-0.28032246,"('hardhearted', 'softhearted')",0.5588207,0.3881225,0.1809758,0.0539,-0.1270758
28,-0.306477,-0.47465724,"('disloyal', 'loyal')",1.2026097,1.0787789,0.4480663,0.3020608,-0.1460055
29,0.20193602,0.15786113,"('unfair', 'fair')",-0.7956666,-0.91200536,-0.2968653,-0.3770721,-0.0802068
30,1.0122126,0.9215397,"('intolerant', 'tolerant')",0.22904629,0.381162,0.6206294,0.6513509,0.0307215
31,-1.1528417,-1.0948775,"('evil', 'good')",-1.1841458,-1.3388073,-1.1684937,-1.2168424,-0.0483487
32,0.72297084,0.5937018,"('unkind', 'kind')",1.1261208,1.0212905,0.9245458,0.8074962,-0.1170496
33,0.20015867,0.23656653,"('wrong', 'right')",-0.46965155,-0.522146,-0.1347464,-0.1427897,-0.0080433
34,-0.9638858,-0.8490189,"('mean', 'honorable')",5.3892846,5.4751887,2.2126994,2.3130848,0.1003854
35,-0.76666844,-0.85455734,"('corrupt', 'incorrupt')",-0.364155,-0.65766037,-0.5654117,-0.7561089,-0.1906972
36,-1.634199,-1.6703354,"('hostile', 'amicable')",-0.2134707,-0.45100677,-0.9238349,-1.0606711,-0.1368362
37,0.3004171,0.26826853,"('fake', 'genuine')",0.17908815,0.073770575,0.2397526,0.1710196,-0.068733
38,-0.6083158,-0.57715636,"('untruthful', 'truthful')",0.22416137,0.24773571,-0.1920772,-0.1647103,0.0273669
39,1.2856182,1.3004788,"('exploitative', 'cooperative')",0.9059291,0.89987063,1.0957737,1.1001747,0.004401
40,-0.46067837,-0.4581813,"('stingy', 'generous')",-2.5690396,-2.620563,-1.514859,-1.5393722,-0.0245132
41,0.4288978,0.43986443,"('unforgiving', 'forgiving')",-0.37854224,-0.30516872,0.0251778,0.0673479,0.0421701
42,1.2739339,1.3740591,"('unreliable', 'reliable')",-3.2436955,-3.1361163,-0.9848808,-0.8810286,0.1038522
43,0.8727666,0.91721094,"('irresponsible', 'responsible')",0.95227003,1.0742136,0.9125183,0.9957123,0.083194
44,0.25954983,0.28744522,"('prejudiced', 'unprejudiced')",-1.1471012,-1.1732861,-0.4437757,-0.4429204,0.0008553
45,1.0991149,1.0570676,"('incompetent', 'competent')",0.19799362,0.34971404,0.6485543,0.7033908,0.0548365
46,0.32132757,0.29047737,"('uncompetitive', 'competitive')",-0.4994688,-0.3366366,-0.0890706,-0.0230796,0.065991
47,0.605004,0.5754328,"('stupid', 'smart')",5.6967254,5.798664,3.1508646,3.1870484,0.0361838
48,-0.41677207,-0.4831624,"('unintelligent', 'intelligent')",-0.019166028,0.1096575,-0.217969,-0.1867525,0.0312165
49,-0.08241451,0.03868171,"('unable', 'able')",-0.4469939,-0.358338,-0.2647042,-0.1598281,0.1048761
50,0.4899403,0.44526717,"('clumsy', 'skillful')",0.23913203,0.13664538,0.3645362,0.2909563,-0.0735799
51,0.4232426,0.33004045,"('uneducated', 'educated')",0.09007636,0.10491829,0.2566595,0.2174794,-0.0391801
52,-1.0066348,-1.0970361,"('irrational', 'rational')",-0.27239186,-0.54204965,-0.6395134,-0.8195429,-0.1800295
53,-0.8923245,-1.0754693,"('uncreative', 'creative')",0.7097215,0.5782469,-0.0913015,-0.2486112,-0.1573097
54,-0.010703833,-0.15325512,"('incapable', 'capable')",1.2365563,1.1130217,0.6129262,0.4798833,-0.1330429
55,1.3048403,1.2413335,"('incompetent', 'clever')",0.60901976,0.8008117,0.95693,1.0210726,0.0641426
56,2.1685362,2.1537225,"('impractical', 'practical')",-0.1074474,0.054236904,1.0305444,1.1039797,0.0734353
57,0.1904782,0.052917577,"('unimaginative', 'imaginative')",-3.1705441,-3.0430727,-1.4900329,-1.4950776,-0.0050447
58,0.51696473,0.4694559,"('undiscriminating', 'discriminating')",0.17290393,0.26959902,0.3449343,0.3695275,0.0245932
59,0.25563318,0.29890347,"('foolish', 'wise')",0.097807184,-0.011126956,0.1767202,0.1438882,-0.032832
60,1.7384733,1.7443514,"('inefficient', 'efficient')",0.102967665,0.391077,0.9207205,1.0677142,0.1469937
61,0.9306077,0.78106886,"('illogical', 'logical')",0.5207765,0.48109815,0.7256921,0.6310835,-0.0946086
62,1.7859347,1.8690131,"('incompetent', 'brilliant')",0.48541543,0.70121264,1.1356751,1.2851129,0.1494378
63,0.915301,0.9486036,"('unperceptive', 'insightful')",0.49924096,0.6558909,0.707271,0.8022472,0.0949762
64,1.0442687,1.033987,"('shy', 'confident')",-6.6535172,-6.4918857,-2.8046243,-2.7289493,0.075675
65,1.1977865,1.0389606,"('insecure', 'secure')",0.061581165,0.266637,0.6296838,0.6527988,0.023115
66,-0.65057397,-0.69331646,"('inactive', 'active')",0.37666503,0.258879,-0.1369545,-0.2172187,-0.0802642
67,0.9270193,0.95313984,"('doubtful', 'determined')",-0.1633917,-0.19103247,0.3818138,0.3810537,-0.0007601
68,-0.4472173,-0.45900944,"('dependent', 'independent')",-1.27537,-1.2615638,-0.8612937,-0.8602866,0.0010071
69,0.17977244,0.27224755,"('lazy', 'industrious')",-1.3650708,-1.5254284,-0.5926492,-0.6265904,-0.0339412
70,0.9224395,0.89334583,"('lethargic', 'energetic')",0.8593167,0.9751305,0.8908781,0.9342382,0.0433601
