,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.99981,-2.1181083,"('unsociable', 'sociable')",-0.36420202,-0.45217785,-1.182006,-1.285143,-0.103137
1,0.11507749,-0.06967519,"('unfriendly', 'friendly')",2.1833444,2.0472865,1.1492109,0.9888057,-0.1604052
2,0.8016587,0.8117278,"('unlikable', 'likable')",0.839507,0.90235895,0.8205829,0.8570434,0.0364605
3,-1.1619298,-1.1113434,"('repellent', 'pleasant')",-0.17515498,-0.13693756,-0.6685424,-0.6241405,0.0444019
4,0.49137872,0.42750672,"('disliked', 'liked')",-5.5915365,-5.7480707,-2.5500789,-2.6602819,-0.110203
5,0.5404308,0.5216424,"('distant', 'outgoing')",0.15498719,0.09890753,0.347709,0.310275,-0.037434
6,0.57840586,0.5448704,"('distant', 'open')",0.6253884,0.5307221,0.6018971,0.5377963,-0.0641008
7,-1.5807921,-1.624902,"('insensitive', 'sensitive')",0.24230972,0.2813384,-0.6692412,-0.6717818,-0.0025406
8,-0.80901825,-0.88057446,"('unaffectionate', 'affectionate')",0.8887544,0.7988136,0.0398681,-0.0408804,-0.0807485
9,-1.1672916,-1.2831931,"('unaffectionate', 'caring')",1.1431017,1.1104528,-0.012095,-0.0863702,-0.0742752
10,-3.469769,-3.5253608,"('unsympathetic', 'sympathetic')",-0.93471366,-0.9089217,-2.2022414,-2.2171412,-0.0148998
11,-1.75832,-1.8069097,"('unhelpful', 'helpful')",1.1581184,1.1981374,-0.3001008,-0.3043861,-0.0042853
12,-1.5787992,-1.532832,"('unsupportive', 'supportive')",-1.9250517,-1.894511,-1.7519255,-1.7136714,0.0382541
13,-1.8803291,-1.9212718,"('impolite', 'polite')",-0.71067315,-0.70800006,-1.2955011,-1.314636,-0.0191349
14,-0.8048929,-0.8054159,"('antisocial', 'social')",-0.5469888,-0.56784254,-0.6759409,-0.6866292,-0.0106883
15,0.75118095,0.6877927,"('boring', 'funny')",0.7758196,0.72171694,0.7635003,0.7047548,-0.0587455
16,0.7436707,0.7557849,"('unpopular', 'popular')",0.62307775,0.6078553,0.6833742,0.6818202,-0.001554
17,0.19371495,0.18805319,"('nasty', 'nice')",-0.11879513,-0.08346632,0.0374599,0.0522934,0.0148335
18,0.3814408,0.30066696,"('disagreeable', 'welcoming')",-0.0022069365,-0.112554744,0.1896169,0.0940561,-0.0955608
19,-0.23931639,-0.29033214,"('inhospitable', 'hospitable')",0.20506887,0.21240465,-0.0171238,-0.0389637,-0.0218399
20,0.6617052,0.6348307,"('rough', 'thoughtful')",1.3117285,1.2513497,0.9867169,0.9430902,-0.0436267
21,-0.83529454,-0.9122017,"('immoral', 'moral')",-0.6431022,-0.6007724,-0.7391984,-0.756487,-0.0172886
22,-0.23533672,-0.3110314,"('untrustworthy', 'trustworthy')",-0.9091633,-1.0336101,-0.57225,-0.6723207,-0.1000707
23,-1.8460387,-1.9696685,"('insincere', 'sincere')",5.182998,5.13177,1.6684797,1.5810509,-0.0874288
24,-1.4659805,-1.5311664,"('dishonest', 'honest')",0.7240991,0.6330532,-0.3709407,-0.4490566,-0.0781159
25,0.82046795,0.8551144,"('egoistic', 'altruistic')",1.7817905,1.794773,1.3011292,1.3249437,0.0238145
26,0.63193876,0.5605492,"('hardhearted', 'benevolent')",2.1786401,2.1292505,1.4052894,1.3448999,-0.0603895
27,-0.9589822,-0.9245309,"('hardhearted', 'softhearted')",1.4974893,1.4055661,0.2692536,0.2405176,-0.028736
28,-1.2430876,-1.4178461,"('disloyal', 'loyal')",0.92241037,0.80061454,-0.1603386,-0.3086158,-0.1482772
29,0.6475604,0.58266944,"('unfair', 'fair')",-0.19783312,-0.38897794,0.2248636,0.0968457,-0.1280179
30,-0.90734917,-0.9741492,"('intolerant', 'tolerant')",1.3742542,1.3147738,0.2334525,0.1703123,-0.0631402
31,1.6563227,1.6684984,"('evil', 'good')",-0.39878014,-0.4836637,0.6287713,0.5924174,-0.0363539
32,-0.90472955,-0.92711526,"('unkind', 'kind')",0.68045944,0.58723146,-0.1121351,-0.1699419,-0.0578068
