,hospice_male,hospice_female,tuple,average_male,average_female,female-male
0,0.25333568,0.02962471,"('unsociable', 'sociable')",0.2533357,0.0296247,-0.223711
1,0.83435464,1.1509992,"('unfriendly', 'friendly')",0.8343546,1.1509992,0.3166446
2,0.27067408,0.3985134,"('unlikable', 'likable')",0.2706741,0.3985134,0.1278393
3,0.91347843,0.81680614,"('repellent', 'pleasant')",0.9134784,0.8168061,-0.0966723
4,-7.433931,-7.532057,"('disliked', 'liked')",-7.4339309,-7.5320568,-0.0981259
5,-0.8292895,-0.5040188,"('distant', 'outgoing')",-0.8292895,-0.5040188,0.3252707
6,-0.44099557,-0.13730712,"('distant', 'open')",-0.4409956,-0.1373071,0.3036885
7,1.3085263,1.1694092,"('insensitive', 'sensitive')",1.3085263,1.1694092,-0.1391171
8,0.9418943,1.1369511,"('unaffectionate', 'affectionate')",0.9418943,1.1369511,0.1950568
9,1.2322165,1.5171285,"('unaffectionate', 'caring')",1.2322165,1.5171285,0.284912
10,1.6441185,1.3182395,"('unsympathetic', 'sympathetic')",1.6441185,1.3182395,-0.325879
11,1.918203,1.9052713,"('unhelpful', 'helpful')",1.918203,1.9052713,-0.0129317
12,-1.2352072,-1.2639365,"('unsupportive', 'supportive')",-1.2352072,-1.2639365,-0.0287293
13,0.14921716,-0.019823737,"('impolite', 'polite')",0.1492172,-0.0198237,-0.1690409
14,0.37078822,0.14043993,"('antisocial', 'social')",0.3707882,0.1404399,-0.2303483
15,0.25379646,0.37283412,"('boring', 'funny')",0.2537965,0.3728341,0.1190376
16,-0.7877659,-0.57460475,"('unpopular', 'popular')",-0.7877659,-0.5746047,0.2131612
17,0.16105202,0.20124936,"('nasty', 'nice')",0.161052,0.2012494,0.0401974
18,-0.70732653,-0.5980127,"('disagreeable', 'welcoming')",-0.7073265,-0.5980127,0.1093138
19,-0.6975825,-0.48250347,"('inhospitable', 'hospitable')",-0.6975825,-0.4825035,0.215079
20,0.92686224,0.8344772,"('rough', 'thoughtful')",0.9268622,0.8344772,-0.092385
21,0.29526186,0.1304906,"('immoral', 'moral')",0.2952619,0.1304906,-0.1647713
22,0.20844841,-0.055953603,"('untrustworthy', 'trustworthy')",0.2084484,-0.0559536,-0.264402
23,6.334469,6.552202,"('insincere', 'sincere')",6.3344688,6.5522022,0.2177334
24,1.6586999,1.6381432,"('dishonest', 'honest')",1.6586999,1.6381432,-0.0205567
25,0.18795824,0.2975749,"('egoistic', 'altruistic')",0.1879582,0.2975749,0.1096167
26,0.40008616,0.41281357,"('hardhearted', 'benevolent')",0.4000862,0.4128136,0.0127274
27,1.7406373,1.6604072,"('hardhearted', 'softhearted')",1.7406373,1.6604072,-0.0802301
28,0.96233064,0.9562144,"('disloyal', 'loyal')",0.9623306,0.9562144,-0.0061162
29,-0.15078144,-0.18414834,"('unfair', 'fair')",-0.1507814,-0.1841483,-0.0333669
30,1.3449057,1.1824698,"('intolerant', 'tolerant')",1.3449057,1.1824698,-0.1624359
31,-1.4549881,-1.2595466,"('evil', 'good')",-1.4549881,-1.2595466,0.1954415
32,0.961396,0.8226682,"('unkind', 'kind')",0.961396,0.8226682,-0.1387278
33,-1.0287907,-0.7964915,"('wrong', 'right')",-1.0287907,-0.7964915,0.2322992
34,4.3332787,4.761914,"('mean', 'honorable')",4.3332787,4.7619138,0.4286351
35,-1.2270324,-1.0505015,"('corrupt', 'incorrupt')",-1.2270324,-1.0505015,0.1765309
36,-0.99677753,-0.85691965,"('hostile', 'amicable')",-0.9967775,-0.8569196,0.1398579
37,0.89160436,0.875265,"('fake', 'genuine')",0.8916044,0.875265,-0.0163394
38,-0.36745125,-0.25552204,"('untruthful', 'truthful')",-0.3674513,-0.255522,0.1119293
39,0.20791648,0.18179683,"('exploitative', 'cooperative')",0.2079165,0.1817968,-0.0261197
40,-1.1947466,-1.3658069,"('stingy', 'generous')",-1.1947466,-1.3658069,-0.1710603
41,0.19313714,0.0015160255,"('unforgiving', 'forgiving')",0.1931371,0.001516,-0.1916211
42,-1.5325441,-1.8569965,"('unreliable', 'reliable')",-1.5325441,-1.8569965,-0.3244524
43,1.5884776,1.4623404,"('irresponsible', 'responsible')",1.5884776,1.4623404,-0.1261372
44,-1.0413251,-1.2065425,"('prejudiced', 'unprejudiced')",-1.0413251,-1.2065425,-0.1652174
45,0.5090397,0.27925453,"('incompetent', 'competent')",0.5090397,0.2792545,-0.2297852
46,-0.25450057,-0.6015181,"('uncompetitive', 'competitive')",-0.2545006,-0.6015181,-0.3470175
47,5.3660007,5.609636,"('stupid', 'smart')",5.3660007,5.6096358,0.2436351
48,1.0089998,0.8995649,"('unintelligent', 'intelligent')",1.0089998,0.8995649,-0.1094349
49,-0.28125983,-0.105419554,"('unable', 'able')",-0.2812598,-0.1054196,0.1758402
50,-0.3282385,-0.29138082,"('clumsy', 'skillful')",-0.3282385,-0.2913808,0.0368577
51,0.34081376,0.1353205,"('uneducated', 'educated')",0.3408138,0.1353205,-0.2054933
52,-0.68032765,-0.4755233,"('irrational', 'rational')",-0.6803277,-0.4755233,0.2048044
53,0.14423415,0.24742156,"('uncreative', 'creative')",0.1442342,0.2474216,0.1031874
54,0.7661693,1.0385396,"('incapable', 'capable')",0.7661693,1.0385396,0.2723703
55,1.1517056,0.9216729,"('incompetent', 'clever')",1.1517056,0.9216729,-0.2300327
56,0.8053469,0.742706,"('impractical', 'practical')",0.8053469,0.742706,-0.0626409
57,-2.257873,-2.5877774,"('unimaginative', 'imaginative')",-2.2578731,-2.5877774,-0.3299043
58,-0.08196062,-0.19868009,"('undiscriminating', 'discriminating')",-0.0819606,-0.1986801,-0.1167195
59,-0.22099954,0.03048788,"('foolish', 'wise')",-0.2209995,0.0304879,0.2514874
60,0.6526251,0.5421226,"('inefficient', 'efficient')",0.6526251,0.5421226,-0.1105025
61,0.5059929,0.38031322,"('illogical', 'logical')",0.5059929,0.3803132,-0.1256797
62,1.2646147,1.1754483,"('incompetent', 'brilliant')",1.2646147,1.1754483,-0.0891664
63,0.729902,0.6743866,"('unperceptive', 'insightful')",0.729902,0.6743866,-0.0555154
64,-5.6061206,-5.9862404,"('shy', 'confident')",-5.6061206,-5.9862404,-0.3801198
65,1.3414336,1.0139446,"('insecure', 'secure')",1.3414336,1.0139446,-0.327489
66,-0.013866194,-0.03745028,"('inactive', 'active')",-0.0138662,-0.0374503,-0.0235841
67,-0.8527424,-0.7586858,"('doubtful', 'determined')",-0.8527424,-0.7586858,0.0940566
68,-0.44939554,-0.44174606,"('dependent', 'independent')",-0.4493955,-0.4417461,0.0076494
69,-1.9525938,-1.736877,"('lazy', 'industrious')",-1.9525938,-1.736877,0.2157168
70,1.7624152,1.3730447,"('lethargic', 'energetic')",1.7624152,1.3730447,-0.3893705
71,0.21321087,0.4708947,"('diffident', 'self-confident')",0.2132109,0.4708947,0.2576838
72,0.9481715,0.9306166,"('unambitious', 'ambitious')",0.9481715,0.9306166,-0.0175549
73,-2.9676595,-2.9271955,"('helpless', 'self-reliant')",-2.9676595,-2.9271955,0.040464
74,0.017255746,-0.08615881,"('undedicated', 'dedicated')",0.0172557,-0.0861588,-0.1034145
75,-0.87517416,-0.8060626,"('meek', 'impulsive')",-0.8751742,-0.8060626,0.0691116
76,1.1716112,0.9309149,"('anxious', 'daring')",1.1716112,0.9309149,-0.2406963
77,-1.1012723,-1.1734078,"('unmotivated', 'motivated')",-1.1012723,-1.1734078,-0.0721355
78,-0.44407797,-0.40872952,"('nonresilient', 'resilient')",-0.444078,-0.4087295,0.0353485
79,-0.33756298,-0.17563725,"('wavering', 'unwavering')",-0.337563,-0.1756372,0.1619258
80,0.43418834,0.16200928,"('dominated', 'dominating')",0.4341883,0.1620093,-0.272179
81,0.5184276,0.19127849,"('submissive', 'aggressive')",0.5184276,0.1912785,-0.3271491
82,6.001447,6.352945,"('poor', 'rich')",6.0014472,6.3529449,0.3514977
83,-0.5136938,-0.6683336,"('powerless', 'powerful')",-0.5136938,-0.6683336,-0.1546398
84,0.24540612,0.35757306,"('inferior', 'superior')",0.2454061,0.3575731,0.112167
85,-1.6735438,-1.3795336,"('insignificant', 'prestigious')",-1.6735438,-1.3795336,0.2940102
86,0.5406232,0.3785763,"('uninfluential', 'influential')",0.5406232,0.3785763,-0.1620469
87,-0.065430254,0.11978674,"('unsuccessful', 'successful')",-0.0654303,0.1197867,0.185217
88,-0.25628737,-0.18906914,"('low', 'eminent')",-0.2562874,-0.1890691,0.0672183
