,cancer_male,cancer_female,tuple,average_male,average_female,female-male
0,-0.250698,-0.30225134,"('unsociable', 'sociable')",-0.250698,-0.3022513,-0.0515533
1,1.7966101,1.8162608,"('unfriendly', 'friendly')",1.7966101,1.8162608,0.0196507
2,0.45040905,0.5024221,"('unlikable', 'likable')",0.4504091,0.5024221,0.052013
3,-0.1002478,-0.11296822,"('repellent', 'pleasant')",-0.1002478,-0.1129682,-0.0127204
4,-7.1227546,-7.224778,"('disliked', 'liked')",-7.1227546,-7.2247782,-0.1020236
5,-0.5512056,-0.5160383,"('distant', 'outgoing')",-0.5512056,-0.5160383,0.0351673
6,0.12129095,0.17656004,"('distant', 'open')",0.121291,0.17656,0.055269
7,0.4722639,0.5640541,"('insensitive', 'sensitive')",0.4722639,0.5640541,0.0917902
8,1.8154296,1.7524953,"('unaffectionate', 'affectionate')",1.8154296,1.7524953,-0.0629343
9,2.459195,2.5083666,"('unaffectionate', 'caring')",2.4591949,2.5083666,0.0491717
10,0.6689966,0.69482684,"('unsympathetic', 'sympathetic')",0.6689966,0.6948268,0.0258302
11,1.8683043,2.006227,"('unhelpful', 'helpful')",1.8683043,2.006227,0.1379227
12,-1.240022,-1.1465446,"('unsupportive', 'supportive')",-1.2400219,-1.1465446,0.0934773
13,-0.5392469,-0.54840463,"('impolite', 'polite')",-0.5392469,-0.5484046,-0.0091577
14,-0.20055431,-0.283607,"('antisocial', 'social')",-0.2005543,-0.283607,-0.0830527
15,-0.29911023,-0.38960478,"('boring', 'funny')",-0.2991102,-0.3896048,-0.0904946
16,-0.42550543,-0.47851315,"('unpopular', 'popular')",-0.4255054,-0.4785132,-0.0530078
17,-0.24344513,-0.24089544,"('nasty', 'nice')",-0.2434451,-0.2408954,0.0025497
18,-0.40210956,-0.37766606,"('disagreeable', 'welcoming')",-0.4021096,-0.3776661,0.0244435
19,-0.5175503,-0.39358434,"('inhospitable', 'hospitable')",-0.5175503,-0.3935843,0.123966
20,0.63756156,0.5153698,"('rough', 'thoughtful')",0.6375616,0.5153698,-0.1221918
21,-0.5432759,-0.416749,"('immoral', 'moral')",-0.5432759,-0.416749,0.1265269
22,-0.50666326,-0.51668364,"('untrustworthy', 'trustworthy')",-0.5066633,-0.5166836,-0.0100203
23,6.1747937,6.295571,"('insincere', 'sincere')",6.1747937,6.2955709,0.1207772
24,1.6121677,1.5672145,"('dishonest', 'honest')",1.6121677,1.5672145,-0.0449532
25,0.9649498,0.9318028,"('egoistic', 'altruistic')",0.9649498,0.9318028,-0.033147
26,1.6324459,1.5991958,"('hardhearted', 'benevolent')",1.6324459,1.5991958,-0.0332501
27,1.484767,1.4051126,"('hardhearted', 'softhearted')",1.484767,1.4051126,-0.0796544
28,1.6304562,1.6210495,"('disloyal', 'loyal')",1.6304562,1.6210495,-0.0094067
29,-0.7474864,-0.8823736,"('unfair', 'fair')",-0.7474864,-0.8823736,-0.1348872
30,0.63435686,0.6886233,"('intolerant', 'tolerant')",0.6343569,0.6886233,0.0542664
31,-1.3137316,-1.3452024,"('evil', 'good')",-1.3137316,-1.3452024,-0.0314708
32,1.8174615,1.8263803,"('unkind', 'kind')",1.8174615,1.8263803,0.0089188
33,-0.035309274,-0.09842633,"('wrong', 'right')",-0.0353093,-0.0984263,-0.063117
34,4.598653,4.8038015,"('mean', 'honorable')",4.5986528,4.8038015,0.2051487
35,-1.1122941,-1.2823308,"('corrupt', 'incorrupt')",-1.1122941,-1.2823308,-0.1700367
36,-0.66047364,-0.74402964,"('hostile', 'amicable')",-0.6604736,-0.7440296,-0.083556
37,0.5939818,0.5692145,"('fake', 'genuine')",0.5939818,0.5692145,-0.0247673
38,0.3364179,0.39309826,"('untruthful', 'truthful')",0.3364179,0.3930983,0.0566804
39,0.21153203,0.23446952,"('exploitative', 'cooperative')",0.211532,0.2344695,0.0229375
40,-1.7140245,-1.8144369,"('stingy', 'generous')",-1.7140245,-1.8144369,-0.1004124
41,0.50828725,0.4747226,"('unforgiving', 'forgiving')",0.5082873,0.4747226,-0.0335647
42,-2.9468775,-2.8895597,"('unreliable', 'reliable')",-2.9468775,-2.8895597,0.0573178
43,0.96018916,1.0508298,"('irresponsible', 'responsible')",0.9601892,1.0508298,0.0906406
44,-1.6201388,-1.6194551,"('prejudiced', 'unprejudiced')",-1.6201388,-1.6194551,0.0006837
45,-0.20322144,-0.2414621,"('incompetent', 'competent')",-0.2032214,-0.2414621,-0.0382407
46,-1.0969442,-1.0894496,"('uncompetitive', 'competitive')",-1.0969442,-1.0894496,0.0074946
47,5.341279,5.4594336,"('stupid', 'smart')",5.341279,5.4594336,0.1181546
48,0.90659446,0.89905924,"('unintelligent', 'intelligent')",0.9065945,0.8990592,-0.0075353
49,0.03409513,0.112084605,"('unable', 'able')",0.0340951,0.1120846,0.0779895
50,-0.601041,-0.6336221,"('clumsy', 'skillful')",-0.601041,-0.6336221,-0.0325811
