,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.9425523,-1.2809861,"('unsociable', 'sociable')",-0.9425523,-1.2809861,-0.3384338
1,-0.96624637,-1.3580973,"('unfriendly', 'friendly')",-0.9662464,-1.3580973,-0.3918509
2,-0.24266468,-0.21874109,"('unlikable', 'likable')",-0.2426647,-0.2187411,0.0239236
3,-0.43727103,-0.3256109,"('repellent', 'pleasant')",-0.437271,-0.3256109,0.1116601
4,-2.0689964,-2.0104446,"('disliked', 'liked')",-2.0689964,-2.0104446,0.0585518
5,-1.1145959,-1.0686831,"('distant', 'outgoing')",-1.1145959,-1.0686831,0.0459128
6,-1.2037385,-1.2088159,"('distant', 'open')",-1.2037385,-1.2088159,-0.0050774
7,-0.6934154,-0.74837023,"('insensitive', 'sensitive')",-0.6934154,-0.7483702,-0.0549548
8,-1.8271511,-1.9343256,"('unaffectionate', 'affectionate')",-1.8271511,-1.9343256,-0.1071745
9,-1.7055804,-1.8699118,"('unaffectionate', 'caring')",-1.7055804,-1.8699118,-0.1643314
10,-0.7359258,-0.91492265,"('unsympathetic', 'sympathetic')",-0.7359258,-0.9149227,-0.1789969
11,0.8308713,0.79659516,"('unhelpful', 'helpful')",0.8308713,0.7965952,-0.0342761
12,-1.7829893,-1.8222147,"('unsupportive', 'supportive')",-1.7829893,-1.8222147,-0.0392254
13,-0.16651663,-0.31142718,"('impolite', 'polite')",-0.1665166,-0.3114272,-0.1449106
14,-0.25511363,-0.3938098,"('antisocial', 'social')",-0.2551136,-0.3938098,-0.1386962
15,0.5034934,0.39625263,"('boring', 'funny')",0.5034934,0.3962526,-0.1072408
16,-1.0800579,-1.0574882,"('unpopular', 'popular')",-1.0800579,-1.0574882,0.0225697
17,-0.117084205,0.007016327,"('nasty', 'nice')",-0.1170842,0.0070163,0.1241005
18,-1.2471656,-1.3247614,"('disagreeable', 'welcoming')",-1.2471656,-1.3247614,-0.0775958
19,-1.0344608,-0.957103,"('inhospitable', 'hospitable')",-1.0344608,-0.957103,0.0773578
20,0.7226659,0.6784439,"('rough', 'thoughtful')",0.7226659,0.6784439,-0.044222
21,0.678638,0.6237733,"('immoral', 'moral')",0.678638,0.6237733,-0.0548647
22,0.037699707,-0.16457549,"('untrustworthy', 'trustworthy')",0.0376997,-0.1645755,-0.2022752
23,1.3499626,1.1318747,"('insincere', 'sincere')",1.3499626,1.1318747,-0.2180879
24,0.10141128,-0.03511492,"('dishonest', 'honest')",0.1014113,-0.0351149,-0.1365262
25,-0.51008236,-0.60011566,"('egoistic', 'altruistic')",-0.5100824,-0.6001157,-0.0900333
26,0.57039285,0.14841166,"('hardhearted', 'benevolent')",0.5703928,0.1484117,-0.4219811
27,-0.23469485,-0.38655123,"('hardhearted', 'softhearted')",-0.2346949,-0.3865512,-0.1518563
28,-0.47254917,-0.737129,"('disloyal', 'loyal')",-0.4725492,-0.737129,-0.2645798
29,-0.5201656,-0.57719564,"('unfair', 'fair')",-0.5201656,-0.5771956,-0.05703
30,0.16472158,0.12066218,"('intolerant', 'tolerant')",0.1647216,0.1206622,-0.0440594
31,-1.5339551,-1.6388147,"('evil', 'good')",-1.5339551,-1.6388147,-0.1048596
32,0.07110668,-0.07104202,"('unkind', 'kind')",0.0711067,-0.071042,-0.1421487
33,-0.1490865,-0.20746511,"('wrong', 'right')",-0.1490865,-0.2074651,-0.0583786
34,1.9790386,2.0397265,"('mean', 'honorable')",1.9790386,2.0397265,0.0606879
35,-0.019976415,0.022863364,"('corrupt', 'incorrupt')",-0.0199764,0.0228634,0.0428398
36,-0.9780177,-1.1606172,"('hostile', 'amicable')",-0.9780177,-1.1606172,-0.1825995
37,0.351908,0.3736678,"('fake', 'genuine')",0.351908,0.3736678,0.0217598
38,-0.45873478,-0.45092738,"('untruthful', 'truthful')",-0.4587348,-0.4509274,0.0078074
39,0.35673168,0.36881617,"('exploitative', 'cooperative')",0.3567317,0.3688162,0.0120845
40,-1.0634494,-1.27114,"('stingy', 'generous')",-1.0634494,-1.27114,-0.2076906
41,-0.31982633,-0.5299344,"('unforgiving', 'forgiving')",-0.3198263,-0.5299344,-0.2101081
42,-0.3503706,-0.18562458,"('unreliable', 'reliable')",-0.3503706,-0.1856246,0.164746
