,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8250629,-0.8294831,"('unsociable', 'sociable')",-0.17313206,-0.28915465,-0.67099106,-0.80942416,-0.5563953,-0.6426873,-0.086292
1,1.1511312,1.1245406,"('unfriendly', 'friendly')",0.7608311,0.5746275,1.8192465,1.6906376,1.2437363,1.1299353,-0.113801
2,0.4480117,0.51041865,"('unlikable', 'likable')",1.1688931,1.1590474,0.59129107,0.6783231,0.7360652,0.7825963,0.0465311
3,-1.2814491,-1.1497871,"('repellent', 'pleasant')",-0.0815963,0.0034312047,0.102979444,0.1661294,-0.420022,-0.3267422,0.0932798
4,-0.118636265,-0.1371367,"('disliked', 'liked')",0.51966876,0.35183263,-6.2460356,-6.390217,-1.9483344,-2.058507,-0.1101726
5,1.008908,0.9495959,"('distant', 'outgoing')",-0.0015647933,-0.048849367,-0.03513273,-0.05164915,0.3240702,0.2830325,-0.0410377
6,1.0105343,0.9612495,"('distant', 'open')",-0.5019966,-0.60605353,0.5001498,0.48190975,0.3362292,0.2790352,-0.057194
7,0.8506997,0.9117842,"('insensitive', 'sensitive')",1.037062,1.0917734,0.6192243,0.6441768,0.835662,0.8825781,0.0469161
8,1.2278919,1.2069964,"('unaffectionate', 'affectionate')",-0.7946725,-0.95825636,0.6089434,0.53180856,0.3473876,0.2601829,-0.0872047
9,1.9819067,1.9836434,"('unaffectionate', 'caring')",0.3501401,0.23892276,0.9629207,0.9351617,1.0983225,1.0525759,-0.0457466
10,0.32702276,0.44205898,"('unsympathetic', 'sympathetic')",-0.34624615,-0.37216753,-0.53152436,-0.56704813,-0.1835826,-0.1657189,0.0178637
11,-0.18067136,-0.09590678,"('unhelpful', 'helpful')",0.48789173,0.564954,1.4816085,1.5685278,0.5962763,0.6791917,0.0829154
12,2.0996242,2.1562572,"('unsupportive', 'supportive')",0.9589924,0.9676597,-1.6582041,-1.73179,0.4668042,0.4640423,-0.0027619
13,0.13822792,0.14891097,"('impolite', 'polite')",0.011429936,0.13848743,-0.60839045,-0.64524716,-0.1529109,-0.1192829,0.033628
14,-0.7239006,-0.66282105,"('antisocial', 'social')",0.59065443,0.6538716,-1.0646895,-1.0668503,-0.3993119,-0.3585999,0.040712
15,0.019567832,0.0117185,"('boring', 'funny')",-0.26136768,-0.36063296,0.15857856,0.1645227,-0.0277404,-0.0614639,-0.0337235
16,-1.3503723,-1.4220203,"('unpopular', 'popular')",-0.28764832,-0.40532383,0.5031429,0.45567876,-0.3782926,-0.4572218,-0.0789292
17,-0.6161325,-0.60676056,"('nasty', 'nice')",-0.9107375,-0.79129136,-0.49753615,-0.37415278,-0.6748021,-0.5907349,0.0840672
18,0.3491017,0.39986315,"('disagreeable', 'welcoming')",-0.82389057,-0.8338122,-0.36622378,-0.3806147,-0.2803376,-0.2715213,0.0088163
19,0.4859944,0.45709878,"('inhospitable', 'hospitable')",-0.72638017,-0.7518968,0.052977517,0.13698466,-0.0624694,-0.0526045,0.0098649
20,-0.192878,-0.20379248,"('rough', 'thoughtful')",-0.15370664,-0.09644838,1.0145586,1.0153528,0.222658,0.2383707,0.0157127
21,0.41391358,0.48853567,"('immoral', 'moral')",1.3329945,1.3246092,-0.8288896,-0.8025192,0.3060062,0.3368752,0.030869
22,-0.6792357,-0.6419809,"('untrustworthy', 'trustworthy')",-0.71636385,-0.7735892,-0.99360454,-1.0198325,-0.7964013,-0.8118008,-0.0153995
23,0.07595114,0.13266844,"('insincere', 'sincere')",0.18287331,0.16948761,5.371224,5.3683677,1.8766828,1.8901745,0.0134917
24,1.3728915,1.351431,"('dishonest', 'honest')",0.7321969,0.7057926,0.51152474,0.49071124,0.8722044,0.8493116,-0.0228928
25,0.74201006,0.7113395,"('egoistic', 'altruistic')",0.87474066,0.80578876,1.6688313,1.6439358,1.095194,1.053688,-0.041506
26,1.2357011,1.1233691,"('hardhearted', 'benevolent')",0.7466884,0.7111585,1.4253988,1.3940542,1.1359294,1.076194,-0.0597354
27,0.9942909,0.9527081,"('hardhearted', 'softhearted')",0.5074342,0.5788363,1.8636236,1.7958769,1.1217829,1.1091404,-0.0126425
28,0.20770106,0.1798378,"('disloyal', 'loyal')",-0.070765816,-0.24321878,0.7082338,0.6251765,0.281723,0.1872652,-0.0944578
29,-1.4294165,-1.4590166,"('unfair', 'fair')",-0.4339852,-0.4563756,-0.06339597,-0.16452688,-0.6422659,-0.6933064,-0.0510405
30,0.5153034,0.63547426,"('intolerant', 'tolerant')",1.0674288,1.045039,0.98394793,0.93405575,0.8555601,0.8715231,0.015963
31,0.13370639,0.15666261,"('evil', 'good')",-1.1779554,-1.1779212,-0.7004249,-0.7452169,-0.581558,-0.5888251,-0.0072671
32,0.73648643,0.67958546,"('unkind', 'kind')",0.27575308,0.25705484,0.6342654,0.53191304,0.548835,0.4895178,-0.0593172
33,0.99069095,0.84487,"('wrong', 'right')",1.215813,1.1144416,-0.2539228,-0.3481458,0.6508603,0.5370553,-0.113805
34,-0.13151856,-0.04898139,"('mean', 'honorable')",0.36942393,0.42998433,5.63264,5.8264623,1.9568485,2.0691551,0.1123066
35,-0.038826182,-0.15650496,"('corrupt', 'incorrupt')",-0.90377027,-1.0026165,0.1892716,0.10191032,-0.2511083,-0.3524037,-0.1012954
36,0.08790645,0.008416647,"('hostile', 'amicable')",-0.7518959,-0.9948318,0.43958953,0.2862797,-0.0748,-0.2333785,-0.1585785
37,0.8442408,0.878438,"('fake', 'genuine')",0.29860502,0.25567192,0.42345026,0.4273399,0.5220987,0.5204833,-0.0016154
38,0.20915318,0.24727125,"('untruthful', 'truthful')",0.3863217,0.30905694,-0.050613225,-0.04454215,0.1816205,0.1705953,-0.0110252
39,1.4124088,1.4215798,"('exploitative', 'cooperative')",0.042014286,0.18689875,-0.05788949,-0.01382827,0.4655112,0.5315501,0.0660389
40,1.6850091,1.6787388,"('stingy', 'generous')",0.43218505,0.38730878,-1.3379909,-1.4778265,0.2597344,0.1960737,-0.0636607
41,0.040244944,0.142337,"('unforgiving', 'forgiving')",-0.6016718,-0.7011943,-0.03407727,-0.15918939,-0.1985014,-0.2393489,-0.0408475
42,0.21097037,0.33035272,"('unreliable', 'reliable')",0.21021,0.2672301,-2.7613487,-2.7162447,-0.7800562,-0.7062206,0.0738356
43,-0.0071131717,0.100751504,"('irresponsible', 'responsible')",1.1054302,1.1951499,0.24901345,0.2712075,0.4491102,0.5223696,0.0732594
44,-1.5849698,-1.5270758,"('prejudiced', 'unprejudiced')",-0.41062188,-0.29867768,-1.2349375,-1.1693747,-1.0768431,-0.9983761,0.078467
45,-1.1225289,-0.98291355,"('incompetent', 'competent')",-0.5482055,-0.6053411,-0.3903296,-0.46155986,-0.6870213,-0.6832715,0.0037498
46,0.108181946,0.18964562,"('uncompetitive', 'competitive')",0.28569826,0.3459217,-1.0459076,-1.0936688,-0.2173425,-0.1860338,0.0313087
47,-0.34169346,-0.33106717,"('stupid', 'smart')",0.6415248,0.7177572,5.292638,5.3912454,1.8641564,1.9259785,0.0618221
48,-0.20368348,-0.21079479,"('unintelligent', 'intelligent')",1.3487408,1.2905389,0.31806353,0.3025804,0.4877069,0.4607748,-0.0269321
49,-0.6576865,-0.60820836,"('unable', 'able')",0.00024368241,0.046837617,-0.2655262,-0.12712333,-0.3076563,-0.229498,0.0781583
50,0.5208375,0.4850576,"('clumsy', 'skillful')",-0.16404498,-0.28732368,0.28546965,0.25098687,0.2140874,0.1495736,-0.0645138
51,0.550269,0.4661588,"('uneducated', 'educated')",-0.023887575,-0.14375946,0.14001295,0.051854488,0.2221315,0.1247513,-0.0973802
52,0.10822758,-0.04104222,"('irrational', 'rational')",-0.07826049,-0.34062552,0.31117895,0.1376242,0.1137154,-0.0813478,-0.1950632
53,1.5409178,1.4987978,"('uncreative', 'creative')",1.0491158,0.95708686,0.9631399,0.8544341,1.1843912,1.1034396,-0.0809516
54,0.74807286,0.6926576,"('incapable', 'capable')",-0.16803046,-0.19101582,0.9420295,1.0023919,0.5073573,0.5013446,-0.0060127
55,-1.0131439,-0.9084214,"('incompetent', 'clever')",-0.32414594,-0.30766597,-0.4604388,-0.45058233,-0.5992428,-0.5555565,0.0436863
56,0.04660576,0.15330783,"('impractical', 'practical')",1.0302595,1.0939697,-0.65155536,-0.637252,0.1417699,0.2033418,0.0615719
57,0.24258754,0.28233495,"('unimaginative', 'imaginative')",1.0096704,0.95106024,-2.4545362,-2.536052,-0.4007594,-0.4342189,-0.0334595
58,-0.035160016,-0.057544548,"('undiscriminating', 'discriminating')",1.1005414,1.0534831,0.12639432,0.049247246,0.3972585,0.3483953,-0.0488632
59,1.1378356,1.0185325,"('foolish', 'wise')",0.9190885,0.869154,0.6591643,0.6297359,0.9053628,0.8391408,-0.066222
60,-0.37230453,-0.2540685,"('inefficient', 'efficient')",1.8004034,1.9526231,-0.37974095,-0.29647797,0.3494526,0.4673589,0.1179063
61,0.51803327,0.41587898,"('illogical', 'logical')",1.3351552,1.2466025,0.21667932,0.06631309,0.6899559,0.5762649,-0.113691
62,-0.18928283,-0.032155022,"('incompetent', 'brilliant')",0.56134,0.69156796,-0.21763755,-0.10552794,0.0514732,0.1846283,0.1331551
63,1.3544263,1.3996311,"('unperceptive', 'insightful')",0.73249495,0.75765705,0.74831665,0.7506382,0.9450793,0.9693088,0.0242295
64,-0.0008685775,-0.008527694,"('shy', 'confident')",1.0044178,0.97859323,-6.501779,-6.6237636,-1.8327433,-1.884566,-0.0518227
65,-1.3623171,-1.3201324,"('insecure', 'secure')",0.5653766,0.5883347,-0.5931074,-0.54183555,-0.4633493,-0.4245444,0.0388049
66,1.5058713,1.4636964,"('inactive', 'active')",-0.5449664,-0.55186355,1.2079046,1.2384518,0.7229365,0.7167616,-0.0061749
67,0.41663706,0.38671485,"('doubtful', 'determined')",-0.38756096,-0.36450404,-0.56351995,-0.5269573,-0.178148,-0.1682488,0.0098992
68,-0.8239457,-0.9264519,"('dependent', 'independent')",-0.12030185,-0.16327627,-0.38643664,-0.4270717,-0.4435614,-0.5056,-0.0620386
69,0.34604698,0.31172243,"('lazy', 'industrious')",0.7275275,0.6329132,-0.1358911,-0.106829196,0.3125612,0.2792688,-0.0332924
70,0.42205122,0.5394964,"('lethargic', 'energetic')",0.42728192,0.54259694,0.4092674,0.4987938,0.4195335,0.5269624,0.1074289
71,1.4153982,1.3946646,"('diffident', 'self-confident')",1.5579218,1.6026123,0.63305426,0.613364,1.2021248,1.2035469,0.0014221
72,1.3120564,1.2191048,"('unambitious', 'ambitious')",0.76510894,0.8118305,-1.0113792,-0.9801754,0.355262,0.3502533,-0.0050087
