,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
0,-0.46182618,-0.45259583,"('unsociable', 'sociable')",-0.4618262,-0.4525958,0.0092304
1,1.0724611,0.97741866,"('unfriendly', 'friendly')",1.0724611,0.9774187,-0.0950424
2,-0.06424409,-0.07230591,"('unlikable', 'likable')",-0.0642441,-0.0723059,-0.0080618
3,-0.7146844,-0.62667733,"('repellent', 'pleasant')",-0.7146844,-0.6266773,0.0880071
4,-3.7492452,-3.8104177,"('disliked', 'liked')",-3.7492452,-3.8104177,-0.0611725
5,0.42775878,0.3881207,"('distant', 'outgoing')",0.4277588,0.3881207,-0.0396381
6,0.34841183,0.33430782,"('distant', 'open')",0.3484118,0.3343078,-0.014104
7,-0.22750187,-0.15378301,"('insensitive', 'sensitive')",-0.2275019,-0.153783,0.0737189
8,0.67353404,0.5940843,"('unaffectionate', 'affectionate')",0.673534,0.5940843,-0.0794497
9,1.1012923,1.051766,"('unaffectionate', 'caring')",1.1012923,1.051766,-0.0495263
10,-0.6468352,-0.5639179,"('unsympathetic', 'sympathetic')",-0.6468352,-0.5639179,0.0829173
11,0.42509678,0.49895427,"('unhelpful', 'helpful')",0.4250968,0.4989543,0.0738575
12,-0.99182844,-0.92868984,"('unsupportive', 'supportive')",-0.9918284,-0.9286898,0.0631386
13,-0.08304249,-0.060682822,"('impolite', 'polite')",-0.0830425,-0.0606828,0.0223597
14,-0.85818493,-0.8736526,"('antisocial', 'social')",-0.8581849,-0.8736526,-0.0154677
15,0.71180105,0.6275854,"('boring', 'funny')",0.7118011,0.6275854,-0.0842157
16,-0.52507406,-0.59915507,"('unpopular', 'popular')",-0.5250741,-0.5991551,-0.074081
17,0.1613989,0.17064533,"('nasty', 'nice')",0.1613989,0.1706453,0.0092464
18,-0.9767179,-1.0234164,"('disagreeable', 'welcoming')",-0.9767179,-1.0234164,-0.0466985
19,-0.4553742,-0.452478,"('inhospitable', 'hospitable')",-0.4553742,-0.452478,0.0028962
20,0.36593822,0.3762724,"('rough', 'thoughtful')",0.3659382,0.3762724,0.0103342
21,-0.46912754,-0.41337037,"('immoral', 'moral')",-0.4691275,-0.4133704,0.0557571
22,-1.0247529,-0.9972959,"('untrustworthy', 'trustworthy')",-1.0247529,-0.9972959,0.027457
23,3.088377,3.1241114,"('insincere', 'sincere')",3.088377,3.1241114,0.0357344
24,0.902708,0.91495067,"('dishonest', 'honest')",0.902708,0.9149507,0.0122427
25,1.2337902,1.1590778,"('egoistic', 'altruistic')",1.2337902,1.1590778,-0.0747124
26,1.8309236,1.708215,"('hardhearted', 'benevolent')",1.8309236,1.708215,-0.1227086
27,0.59949166,0.51835346,"('hardhearted', 'softhearted')",0.5994917,0.5183535,-0.0811382
28,0.7072186,0.6024078,"('disloyal', 'loyal')",0.7072186,0.6024078,-0.1048108
29,-0.37153667,-0.43719763,"('unfair', 'fair')",-0.3715367,-0.4371976,-0.0656609
30,0.22593851,0.21753189,"('intolerant', 'tolerant')",0.2259385,0.2175319,-0.0084066
31,-0.6417134,-0.66017556,"('evil', 'good')",-0.6417134,-0.6601756,-0.0184622
32,0.5770111,0.5499834,"('unkind', 'kind')",0.5770111,0.5499834,-0.0270277
33,0.5281482,0.4501703,"('wrong', 'right')",0.5281482,0.4501703,-0.0779779
34,2.1536763,2.2698064,"('mean', 'honorable')",2.1536763,2.2698064,0.1161301
35,0.8018556,0.6308958,"('corrupt', 'incorrupt')",0.8018556,0.6308958,-0.1709598
36,-0.057460926,-0.22511369,"('hostile', 'amicable')",-0.0574609,-0.2251137,-0.1676528
37,0.045282383,0.10312759,"('fake', 'genuine')",0.0452824,0.1031276,0.0578452
38,0.18640637,0.20286551,"('untruthful', 'truthful')",0.1864064,0.2028655,0.0164591
39,0.38813493,0.39135286,"('exploitative', 'cooperative')",0.3881349,0.3913529,0.003218
40,-0.6883484,-0.7286437,"('stingy', 'generous')",-0.6883484,-0.7286437,-0.0402953
41,-0.026816204,-0.056658108,"('unforgiving', 'forgiving')",-0.0268162,-0.0566581,-0.0298419
