,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-1.3714364,-1.5764872,"('unsociable', 'sociable')",-1.3714364,-1.5764872,-0.2050508
1,0.09340286,-0.17014237,"('unfriendly', 'friendly')",0.0934029,-0.1701424,-0.2635453
2,0.25586247,0.22916478,"('unlikable', 'likable')",0.2558625,0.2291648,-0.0266977
3,-1.0164142,-0.90817136,"('repellent', 'pleasant')",-1.0164142,-0.9081714,0.1082428
4,-1.365081,-1.4553659,"('disliked', 'liked')",-1.365081,-1.4553659,-0.0902849
5,0.35247806,0.23539229,"('distant', 'outgoing')",0.3524781,0.2353923,-0.1170858
6,-0.23221618,-0.31540275,"('distant', 'open')",-0.2322162,-0.3154027,-0.0831865
7,-0.93868697,-0.7701312,"('insensitive', 'sensitive')",-0.938687,-0.7701312,0.1685558
8,-0.3444528,-0.58326787,"('unaffectionate', 'affectionate')",-0.3444528,-0.5832679,-0.2388151
9,-0.75871956,-0.9165029,"('unaffectionate', 'caring')",-0.7587196,-0.9165029,-0.1577833
10,-2.2949328,-2.3299465,"('unsympathetic', 'sympathetic')",-2.2949328,-2.3299465,-0.0350137
11,-1.0674204,-1.0485249,"('unhelpful', 'helpful')",-1.0674204,-1.0485249,0.0188955
12,-1.8946849,-1.8648227,"('unsupportive', 'supportive')",-1.8946849,-1.8648227,0.0298622
13,-1.2348931,-1.5069026,"('impolite', 'polite')",-1.2348931,-1.5069026,-0.2720095
14,-0.36731124,-0.41314918,"('antisocial', 'social')",-0.3673112,-0.4131492,-0.045838
15,0.7304933,0.6003302,"('boring', 'funny')",0.7304933,0.6003302,-0.1301631
16,-0.20322171,-0.24155211,"('unpopular', 'popular')",-0.2032217,-0.2415521,-0.0383304
17,0.041696914,-0.05820429,"('nasty', 'nice')",0.0416969,-0.0582043,-0.0999012
18,-0.3881961,-0.33940977,"('disagreeable', 'welcoming')",-0.3881961,-0.3394098,0.0487863
19,-0.6244978,-0.74718416,"('inhospitable', 'hospitable')",-0.6244978,-0.7471842,-0.1226864
20,0.23189099,0.29341826,"('rough', 'thoughtful')",0.231891,0.2934183,0.0615273
21,-1.2486434,-1.1650454,"('immoral', 'moral')",-1.2486434,-1.1650454,0.083598
22,-0.345833,-0.3770014,"('untrustworthy', 'trustworthy')",-0.345833,-0.3770014,-0.0311684
23,0.7476613,0.65499735,"('insincere', 'sincere')",0.7476613,0.6549973,-0.092664
24,-1.2384487,-1.3422893,"('dishonest', 'honest')",-1.2384487,-1.3422893,-0.1038406
25,1.482833,1.5580972,"('egoistic', 'altruistic')",1.482833,1.5580972,0.0752642
26,1.0834248,0.8086242,"('hardhearted', 'benevolent')",1.0834248,0.8086242,-0.2748006
27,0.43840155,0.36628595,"('hardhearted', 'softhearted')",0.4384016,0.3662859,-0.0721157
28,-1.134225,-1.2813029,"('disloyal', 'loyal')",-1.134225,-1.2813029,-0.1470779
29,-0.51737636,-0.58819306,"('unfair', 'fair')",-0.5173764,-0.5881931,-0.0708167
30,-0.47250816,-0.5289506,"('intolerant', 'tolerant')",-0.4725082,-0.5289506,-0.0564424
31,0.22153848,0.121556655,"('evil', 'good')",0.2215385,0.1215567,-0.0999818
32,-0.29963568,-0.52731997,"('unkind', 'kind')",-0.2996357,-0.52732,-0.2276843
33,0.11670327,0.030413806,"('wrong', 'right')",0.1167033,0.0304138,-0.0862895
34,1.2517909,1.3193027,"('mean', 'honorable')",1.2517909,1.3193027,0.0675118
35,1.5222616,1.5149785,"('corrupt', 'incorrupt')",1.5222616,1.5149785,-0.0072831
36,0.658,0.4662199,"('hostile', 'amicable')",0.658,0.4662199,-0.1917801
37,-0.20597585,-0.24067831,"('fake', 'genuine')",-0.2059758,-0.2406783,-0.0347025
38,-0.45700553,-0.471077,"('untruthful', 'truthful')",-0.4570055,-0.471077,-0.0140715
39,0.12139816,0.18939595,"('exploitative', 'cooperative')",0.1213982,0.1893959,0.0679977
40,-0.26564005,-0.19291905,"('stingy', 'generous')",-0.2656401,-0.192919,0.0727211
41,-0.16471261,-0.4226364,"('unforgiving', 'forgiving')",-0.1647126,-0.4226364,-0.2579238
42,-1.2830746,-1.1692733,"('unreliable', 'reliable')",-1.2830746,-1.1692733,0.1138013
43,-1.9167693,-2.0746524,"('irresponsible', 'responsible')",-1.9167693,-2.0746524,-0.1578831
44,0.2869131,0.2928795,"('prejudiced', 'unprejudiced')",0.2869131,0.2928795,0.0059664
45,-1.075446,-1.2316233,"('incompetent', 'competent')",-1.075446,-1.2316233,-0.1561773
46,-1.7939242,-1.7981801,"('uncompetitive', 'competitive')",-1.7939242,-1.7981801,-0.0042559
47,1.2941122,1.1756625,"('stupid', 'smart')",1.2941122,1.1756625,-0.1184497
48,-0.095141135,-0.03879252,"('unintelligent', 'intelligent')",-0.0951411,-0.0387925,0.0563486
49,0.18247633,0.1593019,"('unable', 'able')",0.1824763,0.1593019,-0.0231744
50,0.040101048,0.08623141,"('clumsy', 'skillful')",0.040101,0.0862314,0.0461304
51,-0.94951797,-0.996024,"('uneducated', 'educated')",-0.949518,-0.996024,-0.046506
52,-0.09478058,-0.17630443,"('irrational', 'rational')",-0.0947806,-0.1763044,-0.0815238
53,-0.41965523,-0.5031347,"('uncreative', 'creative')",-0.4196552,-0.5031347,-0.0834795
54,0.12699643,-0.028932009,"('incapable', 'capable')",0.1269964,-0.028932,-0.1559284
55,-0.85725176,-0.8448504,"('incompetent', 'clever')",-0.8572518,-0.8448504,0.0124014
56,-0.42134345,-0.42299965,"('impractical', 'practical')",-0.4213434,-0.4229997,-0.0016563
57,-1.9040203,-2.1367774,"('unimaginative', 'imaginative')",-1.9040203,-2.1367774,-0.2327571
58,-0.2412826,-0.3521744,"('undiscriminating', 'discriminating')",-0.2412826,-0.3521744,-0.1108918
59,0.18316273,0.18333803,"('foolish', 'wise')",0.1831627,0.183338,0.0001753
60,-1.074175,-1.0418673,"('inefficient', 'efficient')",-1.074175,-1.0418673,0.0323077
61,-0.78474027,-0.993863,"('illogical', 'logical')",-0.7847403,-0.993863,-0.2091227
62,-0.5077067,-0.4009044,"('incompetent', 'brilliant')",-0.5077067,-0.4009044,0.1068023
63,-0.78310466,-0.7605274,"('unperceptive', 'insightful')",-0.7831047,-0.7605274,0.0225773
64,-2.141486,-2.1589634,"('shy', 'confident')",-2.1414859,-2.1589634,-0.0174775
65,-0.6803429,-0.6274322,"('insecure', 'secure')",-0.6803429,-0.6274322,0.0529107
66,-0.25513795,-0.35639888,"('inactive', 'active')",-0.255138,-0.3563989,-0.1012609
67,-0.059515685,-0.17073435,"('doubtful', 'determined')",-0.0595157,-0.1707343,-0.1112186
68,0.17410417,0.2286874,"('dependent', 'independent')",0.1741042,0.2286874,0.0545832
69,1.6530348,1.6346483,"('lazy', 'industrious')",1.6530348,1.6346483,-0.0183865
70,-1.3314084,-1.3572428,"('lethargic', 'energetic')",-1.3314084,-1.3572428,-0.0258344
71,0.4166407,0.44689205,"('diffident', 'self-confident')",0.4166407,0.4468921,0.0302514
72,-0.3579023,-0.29150167,"('unambitious', 'ambitious')",-0.3579023,-0.2915017,0.0664006
73,-0.06911793,0.011147954,"('helpless', 'self-reliant')",-0.0691179,0.011148,0.0802659
74,-0.67370814,-0.77478814,"('undedicated', 'dedicated')",-0.6737081,-0.7747881,-0.10108
75,0.62543774,0.6201678,"('meek', 'impulsive')",0.6254377,0.6201678,-0.0052699
76,-0.6512912,-0.592098,"('anxious', 'daring')",-0.6512912,-0.592098,0.0591932
77,-1.1839311,-0.9524793,"('unmotivated', 'motivated')",-1.1839311,-0.9524793,0.2314518
78,-0.40655476,-0.3430229,"('nonresilient', 'resilient')",-0.4065548,-0.3430229,0.0635319
79,-0.43958986,-0.51393914,"('wavering', 'unwavering')",-0.4395899,-0.5139391,-0.0743492
80,-0.45815355,-0.29666242,"('dominated', 'dominating')",-0.4581535,-0.2966624,0.1614911
81,-0.90301347,-0.85194594,"('submissive', 'aggressive')",-0.9030135,-0.8519459,0.0510676
82,1.4523696,1.4188398,"('poor', 'rich')",1.4523696,1.4188398,-0.0335298
83,-0.25644132,-0.19932964,"('powerless', 'powerful')",-0.2564413,-0.1993296,0.0571117
84,0.58186924,0.58349746,"('inferior', 'superior')",0.5818692,0.5834975,0.0016283
85,0.7188029,0.5806109,"('insignificant', 'prestigious')",0.7188029,0.5806109,-0.138192
86,-1.7398782,-2.0027096,"('uninfluential', 'influential')",-1.7398782,-2.0027096,-0.2628314
87,0.22708708,0.15126257,"('unsuccessful', 'successful')",0.2270871,0.1512626,-0.0758245
88,-0.30823177,-0.35331008,"('low', 'eminent')",-0.3082318,-0.3533101,-0.0450783
