,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0602232,-1.2002391,"('unsociable', 'sociable')",-0.250783,-0.45061705,-0.6555031,-0.8254281,-0.169925
1,-1.114947,-1.3381608,"('unfriendly', 'friendly')",1.833304,1.7141287,0.3591785,0.187984,-0.1711945
2,0.5178261,0.56982636,"('unlikable', 'likable')",0.3222709,0.45718944,0.4200485,0.5135079,0.0934594
3,-0.718996,-0.7179149,"('repellent', 'pleasant')",0.24636142,0.31552678,-0.2363173,-0.201194,0.0351233
4,0.58446133,0.4773056,"('disliked', 'liked')",-5.983499,-6.098318,-2.6995189,-2.8105063,-0.1109874
5,-0.43008265,-0.43702772,"('distant', 'outgoing')",-0.07504168,-0.049123716,-0.2525622,-0.2430757,0.0094865
6,-0.1707159,-0.18614209,"('distant', 'open')",0.2817888,0.3079277,0.0555364,0.0608928,0.0053564
7,-0.77720106,-0.85183287,"('insensitive', 'sensitive')",0.7972666,0.77514875,0.0100328,-0.0383421,-0.0483749
8,-0.4148968,-0.4416072,"('unaffectionate', 'affectionate')",1.3750595,1.252864,0.4800813,0.4056284,-0.0744529
9,-0.67376083,-0.74527687,"('unaffectionate', 'caring')",1.3445677,1.2287464,0.3354034,0.2417348,-0.0936686
10,-1.6161265,-1.7510504,"('unsympathetic', 'sympathetic')",-0.083321065,-0.19428785,-0.8497238,-0.9726691,-0.1229453
11,-1.1347944,-1.1719612,"('unhelpful', 'helpful')",1.3991315,1.4394459,0.1321686,0.1337423,0.0015737
12,-1.077841,-1.1134652,"('unsupportive', 'supportive')",-1.4597378,-1.4898005,-1.2687894,-1.3016329,-0.0328435
13,-1.1281292,-1.2139081,"('impolite', 'polite')",-0.6115345,-0.5419416,-0.8698319,-0.8779248,-0.0080929
14,-0.6958047,-0.76515204,"('antisocial', 'social')",-0.23489134,-0.29704165,-0.465348,-0.5310968,-0.0657488
15,0.2487321,0.20937106,"('boring', 'funny')",0.6618138,0.65735704,0.4552729,0.433364,-0.0219089
16,-0.08569184,-0.035767183,"('unpopular', 'popular')",-0.06642291,0.019454628,-0.0760574,-0.0081563,0.0679011
17,-0.09984818,-0.05195456,"('nasty', 'nice')",-0.3783054,-0.32596433,-0.2390768,-0.1889594,0.0501174
18,-0.39703548,-0.39076495,"('disagreeable', 'welcoming')",-0.4245868,-0.41895163,-0.4108111,-0.4048583,0.0059528
19,0.1031717,0.040558025,"('inhospitable', 'hospitable')",0.30916658,0.39474374,0.2061691,0.2176509,0.0114818
20,-0.29457936,-0.2571969,"('rough', 'thoughtful')",1.1221405,1.0833312,0.4137806,0.4130672,-0.0007134
21,-0.7992254,-0.83813214,"('immoral', 'moral')",-0.7405746,-0.7250698,-0.7699,-0.781601,-0.011701
22,-0.31447124,-0.4019336,"('untrustworthy', 'trustworthy')",-0.87578404,-0.94542503,-0.5951276,-0.6736794,-0.0785518
