,thug_male,thug_female,tuple,average_male,average_female,female-male
0,0.21393228,0.31103185,"('unsociable', 'sociable')",0.2139323,0.3110318,0.0970995
1,1.3636374,1.2721579,"('unfriendly', 'friendly')",1.3636374,1.2721579,-0.0914795
2,0.68606967,0.8477412,"('unlikable', 'likable')",0.6860697,0.8477412,0.1616715
3,1.0926121,1.3177963,"('repellent', 'pleasant')",1.0926121,1.3177963,0.2251842
4,-7.2290063,-7.0308537,"('disliked', 'liked')",-7.2290063,-7.0308537,0.1981526
5,-0.22848521,-0.19982366,"('distant', 'outgoing')",-0.2284852,-0.1998237,0.0286615
6,-0.071310736,-0.045570806,"('distant', 'open')",-0.0713107,-0.0455708,0.0257399
7,1.5457451,1.726298,"('insensitive', 'sensitive')",1.5457451,1.726298,0.1805529
8,0.89641154,0.84150016,"('unaffectionate', 'affectionate')",0.8964115,0.8415002,-0.0549113
9,1.4298351,1.3873653,"('unaffectionate', 'caring')",1.4298351,1.3873653,-0.0424698
10,1.5874194,1.7768962,"('unsympathetic', 'sympathetic')",1.5874194,1.7768962,0.1894768
11,2.2747862,2.2435844,"('unhelpful', 'helpful')",2.2747862,2.2435844,-0.0312018
12,-0.92951614,-0.77307695,"('unsupportive', 'supportive')",-0.9295161,-0.773077,0.1564391
13,0.37044883,0.3988005,"('impolite', 'polite')",0.3704488,0.3988005,0.0283517
14,0.43202198,0.41489175,"('antisocial', 'social')",0.432022,0.4148917,-0.0171303
15,0.33406162,0.30330354,"('boring', 'funny')",0.3340616,0.3033035,-0.0307581
16,-0.576855,-0.5442751,"('unpopular', 'popular')",-0.576855,-0.5442751,0.0325799
17,-0.14073461,-0.08704834,"('nasty', 'nice')",-0.1407346,-0.0870483,0.0536863
18,-0.22107583,-0.2491228,"('disagreeable', 'welcoming')",-0.2210758,-0.2491228,-0.028047
19,-0.19398738,-0.15271932,"('inhospitable', 'hospitable')",-0.1939874,-0.1527193,0.0412681
20,0.8230374,0.8236551,"('rough', 'thoughtful')",0.8230374,0.8236551,0.0006177
21,0.6164448,0.76352686,"('immoral', 'moral')",0.6164448,0.7635269,0.1470821
22,0.16168907,0.25165406,"('untrustworthy', 'trustworthy')",0.1616891,0.2516541,0.089965
23,6.984691,6.9064693,"('insincere', 'sincere')",6.9846911,6.9064693,-0.0782218
24,2.2880256,2.338772,"('dishonest', 'honest')",2.2880256,2.3387721,0.0507465
25,0.28329274,0.1739595,"('egoistic', 'altruistic')",0.2832927,0.1739595,-0.1093332
26,-0.09466158,-0.117235176,"('hardhearted', 'benevolent')",-0.0946616,-0.1172352,-0.0225736
27,1.2874918,1.3106035,"('hardhearted', 'softhearted')",1.2874918,1.3106035,0.0231117
28,1.3717629,1.3323154,"('disloyal', 'loyal')",1.3717629,1.3323154,-0.0394475
29,-0.4191929,-0.43574685,"('unfair', 'fair')",-0.4191929,-0.4357468,-0.0165539
