,transmission_male,transmission_female,tuple,average_male,average_female,female-male
0,-0.3718168,-0.40662128,"('unsociable', 'sociable')",-0.3718168,-0.4066213,-0.0348045
1,1.3060646,1.2533699,"('unfriendly', 'friendly')",1.3060646,1.2533699,-0.0526947
2,0.15721859,0.10011738,"('unlikable', 'likable')",0.1572186,0.1001174,-0.0571012
3,0.07966421,0.19808163,"('repellent', 'pleasant')",0.0796642,0.1980816,0.1184174
4,-7.4437304,-7.5499167,"('disliked', 'liked')",-7.4437304,-7.5499167,-0.1061863
5,-0.26577082,-0.28083813,"('distant', 'outgoing')",-0.2657708,-0.2808381,-0.0150673
6,0.15846288,0.11892653,"('distant', 'open')",0.1584629,0.1189265,-0.0395364
7,0.44660372,0.5144523,"('insensitive', 'sensitive')",0.4466037,0.5144523,0.0678486
8,1.340147,1.2868487,"('unaffectionate', 'affectionate')",1.340147,1.2868487,-0.0532983
9,1.8699428,1.8698418,"('unaffectionate', 'caring')",1.8699428,1.8698418,-0.000101
10,0.20975803,0.33729094,"('unsympathetic', 'sympathetic')",0.209758,0.3372909,0.1275329
11,1.282018,1.3099762,"('unhelpful', 'helpful')",1.2820179,1.3099762,0.0279583
12,-1.7957597,-1.8563697,"('unsupportive', 'supportive')",-1.7957597,-1.8563697,-0.06061
13,-0.42912266,-0.44620517,"('impolite', 'polite')",-0.4291227,-0.4462052,-0.0170825
14,0.019937312,-0.029256448,"('antisocial', 'social')",0.0199373,-0.0292564,-0.0491937
15,0.33489126,0.24811566,"('boring', 'funny')",0.3348913,0.2481157,-0.0867756
16,-0.41630495,-0.44413328,"('unpopular', 'popular')",-0.4163049,-0.4441333,-0.0278284
17,-0.18725783,-0.16742797,"('nasty', 'nice')",-0.1872578,-0.167428,0.0198298
18,-0.6094493,-0.6479349,"('disagreeable', 'welcoming')",-0.6094493,-0.6479349,-0.0384856
19,-0.3770248,-0.38027826,"('inhospitable', 'hospitable')",-0.3770248,-0.3802783,-0.0032535
20,0.68247306,0.6659437,"('rough', 'thoughtful')",0.6824731,0.6659437,-0.0165294
21,-0.5323482,-0.5040728,"('immoral', 'moral')",-0.5323482,-0.5040728,0.0282754
22,-0.9502359,-0.9586371,"('untrustworthy', 'trustworthy')",-0.9502359,-0.9586371,-0.0084012
