,stripe_male,stripe_female,tuple,average_male,average_female,female-male
0,0.5455747,0.5099559,"('unsociable', 'sociable')",0.5455747,0.5099559,-0.0356188
1,0.94875836,0.99374616,"('unfriendly', 'friendly')",0.9487584,0.9937462,0.0449878
2,0.4005705,0.5708312,"('unlikable', 'likable')",0.4005705,0.5708312,0.1702607
3,1.071152,1.225029,"('repellent', 'pleasant')",1.071152,1.225029,0.153877
4,-7.2552805,-7.1168694,"('disliked', 'liked')",-7.2552805,-7.1168694,0.1384111
5,-0.6914963,-0.50600064,"('distant', 'outgoing')",-0.6914963,-0.5060006,0.1854957
6,-0.29218963,-0.20612231,"('distant', 'open')",-0.2921896,-0.2061223,0.0860673
7,1.7592591,1.706325,"('insensitive', 'sensitive')",1.7592591,1.7063251,-0.052934
8,1.0877423,0.92950445,"('unaffectionate', 'affectionate')",1.0877423,0.9295045,-0.1582378
9,1.2882521,1.2533937,"('unaffectionate', 'caring')",1.2882521,1.2533937,-0.0348584
10,2.052907,1.8267992,"('unsympathetic', 'sympathetic')",2.052907,1.8267992,-0.2261078
11,2.0132763,1.95507,"('unhelpful', 'helpful')",2.0132763,1.95507,-0.0582063
12,-1.0145788,-0.95983756,"('unsupportive', 'supportive')",-1.0145788,-0.9598376,0.0547412
13,0.26318204,0.27079946,"('impolite', 'polite')",0.263182,0.2707995,0.0076175
14,0.36438796,0.41881454,"('antisocial', 'social')",0.364388,0.4188145,0.0544265
15,0.14474046,0.201066,"('boring', 'funny')",0.1447405,0.201066,0.0563255
16,-0.74737585,-0.51299137,"('unpopular', 'popular')",-0.7473758,-0.5129914,0.2343844
17,0.2024571,0.13026054,"('nasty', 'nice')",0.2024571,0.1302605,-0.0721966
18,-0.56380385,-0.47415614,"('disagreeable', 'welcoming')",-0.5638039,-0.4741561,0.0896478
19,-0.4711613,-0.45267138,"('inhospitable', 'hospitable')",-0.4711613,-0.4526714,0.0184899
20,0.751301,0.6119336,"('rough', 'thoughtful')",0.751301,0.6119336,-0.1393674
21,0.39046678,0.5148371,"('immoral', 'moral')",0.3904668,0.5148371,0.1243703
22,0.31932005,0.35428208,"('untrustworthy', 'trustworthy')",0.3193201,0.3542821,0.034962
23,6.370771,6.4518213,"('insincere', 'sincere')",6.3707709,6.4518213,0.0810504
24,1.898711,1.9262221,"('dishonest', 'honest')",1.898711,1.9262221,0.0275111
25,0.20730469,0.2521975,"('egoistic', 'altruistic')",0.2073047,0.2521975,0.0448928
26,0.4890995,0.2371133,"('hardhearted', 'benevolent')",0.4890995,0.2371133,-0.2519862
27,1.8171142,1.5919895,"('hardhearted', 'softhearted')",1.8171142,1.5919895,-0.2251247
28,1.1885097,0.97939175,"('disloyal', 'loyal')",1.1885097,0.9793918,-0.2091179
29,-0.26626566,-0.37954274,"('unfair', 'fair')",-0.2662657,-0.3795427,-0.113277
30,1.4213048,1.3890796,"('intolerant', 'tolerant')",1.4213048,1.3890796,-0.0322252
31,-1.3248943,-1.2283996,"('evil', 'good')",-1.3248943,-1.2283996,0.0964947
32,1.4111687,1.282227,"('unkind', 'kind')",1.4111687,1.282227,-0.1289417
33,-1.201808,-1.0585463,"('wrong', 'right')",-1.201808,-1.0585463,0.1432617
34,4.2479053,4.4932156,"('mean', 'honorable')",4.2479053,4.4932156,0.2453103
35,-1.3025539,-1.4707055,"('corrupt', 'incorrupt')",-1.3025539,-1.4707055,-0.1681516
36,-0.8062672,-0.98648614,"('hostile', 'amicable')",-0.8062672,-0.9864861,-0.1802189
37,0.86643314,0.77374786,"('fake', 'genuine')",0.8664331,0.7737479,-0.0926852
38,-0.21116552,-0.13780962,"('untruthful', 'truthful')",-0.2111655,-0.1378096,0.0733559
39,-0.017353356,-0.008836163,"('exploitative', 'cooperative')",-0.0173534,-0.0088362,0.0085172
40,-0.79730743,-0.8735486,"('stingy', 'generous')",-0.7973074,-0.8735486,-0.0762412
41,0.4100751,0.1782294,"('unforgiving', 'forgiving')",0.4100751,0.1782294,-0.2318457
42,-1.2835497,-1.3495677,"('unreliable', 'reliable')",-1.2835497,-1.3495677,-0.066018
43,1.7272754,1.7007304,"('irresponsible', 'responsible')",1.7272754,1.7007304,-0.026545
44,-1.1861866,-1.3475711,"('prejudiced', 'unprejudiced')",-1.1861866,-1.3475711,-0.1613845
45,0.8726065,0.73136514,"('incompetent', 'competent')",0.8726065,0.7313651,-0.1412414
46,-0.10254032,-0.1305632,"('uncompetitive', 'competitive')",-0.1025403,-0.1305632,-0.0280229
47,5.4883704,5.674191,"('stupid', 'smart')",5.4883704,5.674191,0.1858206
48,1.1676697,1.1087584,"('unintelligent', 'intelligent')",1.1676697,1.1087584,-0.0589113
49,-0.21394488,-0.03658776,"('unable', 'able')",-0.2139449,-0.0365878,0.1773571
50,0.098145984,0.01288279,"('clumsy', 'skillful')",0.098146,0.0128828,-0.0852632
51,0.6999681,0.7588682,"('uneducated', 'educated')",0.6999681,0.7588682,0.0589001
52,-0.71067613,-0.7661025,"('irrational', 'rational')",-0.7106761,-0.7661025,-0.0554264
53,0.30417106,0.27953088,"('uncreative', 'creative')",0.3041711,0.2795309,-0.0246402
54,0.85663855,0.9785501,"('incapable', 'capable')",0.8566386,0.9785501,0.1219115
55,1.130387,1.2024704,"('incompetent', 'clever')",1.1303869,1.2024704,0.0720835
56,0.76253986,0.8789643,"('impractical', 'practical')",0.7625399,0.8789643,0.1164244
57,-2.0008256,-2.1157794,"('unimaginative', 'imaginative')",-2.0008256,-2.1157794,-0.1149538
