,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.6775449,-0.78558373,"('unsociable', 'sociable')",0.1927663,0.005895136,-0.33090353,-0.43128487,-0.271894,-0.4036578,-0.1317638
1,-0.609126,-0.6514448,"('unfriendly', 'friendly')",0.42250842,0.35756385,1.958136,1.8920023,0.5905062,0.5327071,-0.0577991
2,0.65432,0.7767054,"('unlikable', 'likable')",2.5011964,2.6774628,0.647527,0.69573617,1.2676811,1.3833014,0.1156203
3,-0.55525005,-0.47730532,"('repellent', 'pleasant')",0.13059463,0.16539502,0.5430179,0.67047864,0.0394542,0.1195228,0.0800686
4,-0.25796458,-0.30486894,"('disliked', 'liked')",-0.021063965,-0.09778465,-5.8731914,-6.040571,-2.0507399,-2.1477416,-0.0970017
5,-0.5253246,-0.46750474,"('distant', 'outgoing')",0.9429598,0.9808758,-0.020303281,-0.07599906,0.132444,0.1457907,0.0133467
6,-0.38509974,-0.2747162,"('distant', 'open')",0.29092878,0.3607446,0.3908962,0.35132498,0.0989084,0.1457845,0.0468761
7,0.15690257,0.14042991,"('insensitive', 'sensitive')",0.16695105,0.2364041,0.6445822,0.6731632,0.3228119,0.3499991,0.0271872
8,-0.20772174,-0.13038151,"('unaffectionate', 'affectionate')",-0.23989649,-0.18956988,0.74897546,0.69686776,0.1004524,0.1256388,0.0251864
9,0.27910045,0.324651,"('unaffectionate', 'caring')",0.7409609,0.79515463,0.98825717,0.9362888,0.6694395,0.6853648,0.0159253
10,0.39044645,0.39430395,"('unsympathetic', 'sympathetic')",-0.3034215,-0.3122405,0.3291845,0.37980077,0.1387365,0.1539547,0.0152182
11,0.28428227,0.3936263,"('unhelpful', 'helpful')",0.35530677,0.3833349,1.8087301,1.8738593,0.8161064,0.8836068,0.0675004
12,0.7645041,0.90292275,"('unsupportive', 'supportive')",1.4663275,1.6324816,-1.5452565,-1.5774995,0.228525,0.3193016,0.0907766
13,-0.43940318,-0.48355344,"('impolite', 'polite')",-0.1541053,-0.20358852,-0.3601059,-0.3506368,-0.3178715,-0.3459262,-0.0280547
14,0.23551448,0.16873296,"('antisocial', 'social')",1.4204117,1.3312142,0.008662817,-0.052543078,0.554863,0.482468,-0.072395
15,0.5486114,0.46679315,"('boring', 'funny')",0.39398128,0.40386495,0.40313068,0.37355745,0.4485745,0.4147385,-0.033836
16,-2.1474295,-2.1323273,"('unpopular', 'popular')",-0.20518194,-0.1299853,-0.122053586,-0.057147145,-0.8248883,-0.7731533,0.051735
17,-0.15668641,-0.06568582,"('nasty', 'nice')",0.34937128,0.43320274,-0.45053023,-0.38891473,-0.0859484,-0.0071326,0.0788158
18,0.7182321,0.88743895,"('disagreeable', 'welcoming')",0.572057,0.6988257,-0.8165881,-0.77680737,0.1579004,0.2698191,0.1119187
19,0.1623033,0.309685,"('inhospitable', 'hospitable')",-0.46628252,-0.4404157,-0.34449425,-0.3545667,-0.2161578,-0.1617658,0.054392
20,0.31685913,0.39046922,"('rough', 'thoughtful')",0.886658,0.9111998,1.0899837,1.1160377,0.7645003,0.8059022,0.0414019
21,0.49833393,0.42318156,"('immoral', 'moral')",0.26377326,0.27863178,-0.81280965,-0.7299405,-0.0169008,-0.0093757,0.0075251
22,0.06115264,0.0515069,"('untrustworthy', 'trustworthy')",-0.41244724,-0.4307096,-0.4432373,-0.44667354,-0.264844,-0.2752921,-0.0104481
23,-0.0015545525,0.058252864,"('insincere', 'sincere')",0.60939497,0.6211476,5.853803,5.9108157,2.1538812,2.1967387,0.0428575
24,1.3861858,1.4248734,"('dishonest', 'honest')",-0.31336492,-0.29124448,0.55916935,0.5431435,0.5439967,0.5589241,0.0149274
25,-0.43759978,-0.444545,"('egoistic', 'altruistic')",0.083206885,0.17912602,0.9704925,1.0109333,0.2053665,0.2485048,0.0431383
26,1.065406,0.9047526,"('hardhearted', 'benevolent')",1.9966031,1.9041561,2.0507905,1.9196234,1.7042665,1.5761773,-0.1280892
27,0.3299338,0.4377935,"('hardhearted', 'softhearted')",0.31170723,0.28984338,0.9963889,0.8824407,0.54601,0.5366925,-0.0093175
28,0.5351022,0.3742307,"('disloyal', 'loyal')",-0.12343882,-0.24518032,1.3470927,1.196061,0.5862521,0.4417038,-0.1445483
29,-0.9724084,-1.0445768,"('unfair', 'fair')",-0.22356457,-0.28816125,-0.2587738,-0.37665033,-0.4849156,-0.5697961,-0.0848805
30,0.3589605,0.37176302,"('intolerant', 'tolerant')",0.72706574,0.713967,1.0729263,1.1149851,0.7196508,0.7335717,0.0139209
31,-0.98303634,-0.904962,"('evil', 'good')",-0.28749394,-0.23750193,-0.6164253,-0.6319741,-0.6289852,-0.5914793,0.0375059
32,-0.1456647,-0.2192415,"('unkind', 'kind')",0.2878641,0.16502963,1.0622482,0.93537617,0.4014825,0.2937214,-0.1077611
33,0.10664298,0.04831049,"('wrong', 'right')",1.0746423,1.1699094,-0.3784617,-0.51351863,0.2676078,0.2349004,-0.0327074
34,-0.82238305,-0.68238044,"('mean', 'honorable')",0.31496,0.41124922,5.330798,5.6393743,1.6077917,1.7894144,0.1816227
35,-0.2758207,-0.38462114,"('corrupt', 'incorrupt')",-0.8310104,-0.9016097,-0.61151594,-0.782535,-0.5727824,-0.6895886,-0.1168062
36,-1.3035623,-1.4514999,"('hostile', 'amicable')",-0.3012065,-0.34922037,0.07019582,0.013090678,-0.5115243,-0.5958765,-0.0843522
37,0.13746786,0.23511925,"('fake', 'genuine')",-1.3861947,-1.3862332,0.3820234,0.4182963,-0.2889012,-0.2442725,0.0446287
38,0.14800486,0.24532074,"('untruthful', 'truthful')",0.5059611,0.6120614,0.40199834,0.44983083,0.3519881,0.4357376,0.0837495
39,1.3574483,1.4110186,"('exploitative', 'cooperative')",0.2972816,0.36683276,-0.05113902,-0.080567844,0.5345303,0.5657612,0.0312309
40,1.0830833,1.0574495,"('stingy', 'generous')",1.2030655,1.2752533,-1.3389906,-1.4605666,0.3157194,0.290712,-0.0250074
41,-0.020608192,0.03898853,"('unforgiving', 'forgiving')",0.5638953,0.605923,0.3717358,0.24074411,0.3050076,0.2952185,-0.0097891
