,nov_male,nov_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.635503,1.2979584,"('unsociable', 'sociable')",0.21992132,0.05202893,0.9277122,0.6749936,-0.2527186
1,-0.7014754,-0.65331924,"('unfriendly', 'friendly')",1.4427112,1.232936,0.3706179,0.2898084,-0.0808095
2,-0.09499969,-0.1071629,"('unlikable', 'likable')",0.28993285,0.2739001,0.0974666,0.0833686,-0.014098
3,1.4085685,1.5039394,"('repellent', 'pleasant')",0.12019539,0.26942253,0.7643819,0.886681,0.1222991
4,-2.5791867,-2.5207393,"('disliked', 'liked')",-6.609023,-6.662992,-4.5941048,-4.5918655,0.0022393
5,-2.4154692,-2.3199084,"('distant', 'outgoing')",-0.38650548,-0.4556428,-1.4009874,-1.3877755,0.0132119
6,-2.9314456,-2.795901,"('distant', 'open')",-0.12544234,-0.23315367,-1.5284439,-1.5145273,0.0139166
7,1.7011669,1.7141957,"('insensitive', 'sensitive')",0.7159407,0.8126436,1.2085538,1.2634196,0.0548658
8,-1.235907,-1.1906362,"('unaffectionate', 'affectionate')",0.30974457,0.18477353,-0.4630812,-0.5029313,-0.0398501
9,-0.061159503,-0.031152174,"('unaffectionate', 'caring')",0.82101387,0.7816922,0.3799272,0.37527,-0.0046572
10,2.0703351,1.9325184,"('unsympathetic', 'sympathetic')",-0.15435615,-0.16159196,0.9579895,0.8854632,-0.0725263
11,1.6614592,1.6233729,"('unhelpful', 'helpful')",2.416987,2.443487,2.0392232,2.0334299,-0.0057933
12,1.0744877,1.1647762,"('unsupportive', 'supportive')",-1.7542577,-1.6975517,-0.339885,-0.2663878,0.0734972
13,1.9073572,1.6678687,"('impolite', 'polite')",-0.038134,0.013584014,0.9346116,0.8407264,-0.0938852
14,2.2940779,2.1307259,"('antisocial', 'social')",-0.09755485,-0.08990232,1.0982615,1.0204117,-0.0778498
15,-0.013053682,-0.16178496,"('boring', 'funny')",0.49226758,0.42990226,0.2396069,0.1340587,-0.1055482
16,-1.576477,-1.5261302,"('unpopular', 'popular')",0.52423984,0.52997553,-0.5261186,-0.4980773,0.0280413
17,-0.43896544,-0.40946943,"('nasty', 'nice')",-0.4380089,-0.47405088,-0.4384872,-0.4417602,-0.003273
18,-0.53959507,-0.62696046,"('disagreeable', 'welcoming')",-0.17093605,-0.29727548,-0.3552656,-0.462118,-0.1068524
19,-1.3304533,-1.3388898,"('inhospitable', 'hospitable')",-0.51880217,-0.57205373,-0.9246277,-0.9554718,-0.0308441
20,1.4029292,1.3689502,"('rough', 'thoughtful')",1.3793887,1.3027886,1.3911589,1.3358694,-0.0552895
21,2.5978837,2.4180186,"('immoral', 'moral')",0.09579375,0.09841235,1.3468387,1.2582154,-0.0886233
22,1.4283102,1.3027124,"('untrustworthy', 'trustworthy')",-0.6164498,-0.6492331,0.4059302,0.3267397,-0.0791905
23,2.161401,2.116414,"('insincere', 'sincere')",6.4295883,6.4646816,4.2954946,4.2905478,-0.0049468
24,0.59807104,0.4758088,"('dishonest', 'honest')",0.84437406,0.8344569,0.7212225,0.6551329,-0.0660896
25,-0.77264017,-0.71150523,"('egoistic', 'altruistic')",1.240105,1.0885891,0.2337324,0.1885419,-0.0451905
26,0.19330378,0.12399913,"('hardhearted', 'benevolent')",1.3413463,1.1657261,0.767325,0.6448626,-0.1224624
27,1.265521,1.3304902,"('hardhearted', 'softhearted')",1.0682733,1.0292416,1.1668972,1.1798658,0.0129686
28,0.44438177,0.39449453,"('disloyal', 'loyal')",1.1601852,1.0615146,0.8022835,0.7280046,-0.0742789
29,-1.3180994,-1.2741665,"('unfair', 'fair')",-0.599906,-0.7234815,-0.9590027,-0.998824,-0.0398213
30,2.935019,2.6892972,"('intolerant', 'tolerant')",1.9797162,1.8684752,2.4573677,2.2788863,-0.1784814
31,-3.1307495,-3.0018172,"('evil', 'good')",-1.3365818,-1.4773705,-2.2336657,-2.239594,-0.0059283
32,1.4056832,1.2644821,"('unkind', 'kind')",1.0745617,0.8943977,1.2401224,1.0794399,-0.1606825
33,-0.5723057,-0.58777857,"('wrong', 'right')",-0.49949476,-0.54785764,-0.5359002,-0.5678181,-0.0319179
34,0.72292805,0.756123,"('mean', 'honorable')",6.330794,6.4486065,3.526861,3.6023648,0.0755038
35,-2.7128568,-2.63825,"('corrupt', 'incorrupt')",-0.4589271,-0.5963105,-1.585892,-1.6172802,-0.0313882
36,-2.7781553,-2.7326195,"('hostile', 'amicable')",-0.26659444,-0.46964633,-1.5223749,-1.6011329,-0.078758
37,0.84631,0.889012,"('fake', 'genuine')",0.588922,0.6176971,0.717616,0.7533545,0.0357385
38,-0.3341715,-0.33478108,"('untruthful', 'truthful')",0.32608393,0.37512967,-0.0040438,0.0201743,0.0242181
39,1.8623477,1.8068974,"('exploitative', 'cooperative')",0.22155271,0.20809022,1.0419502,1.0074939,-0.0344563
40,-0.5339908,-0.43956658,"('stingy', 'generous')",-1.6945994,-1.7156178,-1.1142951,-1.0775921,0.036703
41,0.9478426,0.89043856,"('unforgiving', 'forgiving')",0.31831333,0.1854553,0.633078,0.5379469,-0.0951311
42,0.24062662,0.1896374,"('unreliable', 'reliable')",-3.0403357,-2.9734132,-1.3998545,-1.3918879,0.0079666
43,1.2486341,1.1781164,"('irresponsible', 'responsible')",1.0317013,1.0172502,1.1401677,1.0976833,-0.0424844
44,-0.7730313,-0.8051694,"('prejudiced', 'unprejudiced')",-1.5394286,-1.6273035,-1.15623,-1.2162365,-0.0600065
45,0.5982566,0.5704041,"('incompetent', 'competent')",-0.039391436,-0.04301738,0.2794326,0.2636934,-0.0157392
46,1.4286304,1.3916453,"('uncompetitive', 'competitive')",-0.2587869,-0.21710896,0.5849217,0.5872682,0.0023465
47,0.63686496,0.6709521,"('stupid', 'smart')",5.7022214,5.8554654,3.1695433,3.2632089,0.0936656
48,2.388917,2.3188145,"('unintelligent', 'intelligent')",1.1217219,1.113383,1.7553194,1.7160988,-0.0392206
49,0.51924604,0.44075048,"('unable', 'able')",0.04975968,0.14939848,0.2845029,0.2950745,0.0105716
50,-0.92872113,-0.81603575,"('clumsy', 'skillful')",0.13988742,0.14767973,-0.3944169,-0.334178,0.0602389
51,0.9682417,0.8064756,"('uneducated', 'educated')",0.80918807,0.7966931,0.8887149,0.8015844,-0.0871305
52,-2.177433,-2.239333,"('irrational', 'rational')",-0.3242851,-0.5236471,-1.250859,-1.38149,-0.130631
53,-0.87540555,-0.8033047,"('uncreative', 'creative')",0.65656185,0.59072053,-0.1094218,-0.1062921,0.0031297
54,0.022598721,-0.039151378,"('incapable', 'capable')",0.9837597,0.96866536,0.5031792,0.464757,-0.0384222
55,2.5718403,2.4540143,"('incompetent', 'clever')",0.46668088,0.48332506,1.5192606,1.4686697,-0.0505909
56,2.6088908,2.4288034,"('impractical', 'practical')",0.6266952,0.6452869,1.617793,1.5370452,-0.0807478
57,0.27634236,0.27149403,"('unimaginative', 'imaginative')",-2.6293762,-2.7099447,-1.1765169,-1.2192254,-0.0427085
58,-0.40169224,-0.4421022,"('undiscriminating', 'discriminating')",0.12290879,0.032305546,-0.1393917,-0.2048983,-0.0655066
59,-1.3789042,-1.3185219,"('foolish', 'wise')",0.44026846,0.44302478,-0.4693179,-0.4377486,0.0315693
60,3.0547023,2.910165,"('inefficient', 'efficient')",0.6480677,0.76427305,1.851385,1.837219,-0.014166
61,1.2699453,1.0041499,"('illogical', 'logical')",0.4465447,0.2808404,0.858245,0.6424952,-0.2157498
62,2.472777,2.4720383,"('incompetent', 'brilliant')",0.9257001,1.1243829,1.6992385,1.7982106,0.0989721
63,1.1519545,1.2114419,"('unperceptive', 'insightful')",1.3684721,1.4780937,1.2602134,1.3447678,0.0845544
64,-1.7933689,-1.9136568,"('shy', 'confident')",-6.800272,-6.7799163,-4.2968206,-4.3467865,-0.0499659
65,1.814289,1.6357611,"('insecure', 'secure')",-0.35345057,-0.3221084,0.7304192,0.6568264,-0.0735928
66,-2.0866108,-2.0491753,"('inactive', 'active')",0.34717956,0.3286651,-0.8697156,-0.8602551,0.0094605
67,0.23971218,0.10424536,"('doubtful', 'determined')",-0.12177414,-0.12998709,0.058969,-0.0128709,-0.0718399
68,0.06614329,-0.009162378,"('dependent', 'independent')",-0.17895234,-0.17715172,-0.0564045,-0.0931571,-0.0367526
69,-1.8747689,-1.7565898,"('lazy', 'industrious')",-0.33527482,-0.37367475,-1.1050218,-1.0651323,0.0398895
70,1.9580789,1.9348545,"('lethargic', 'energetic')",1.0924468,1.167954,1.5252628,1.5514042,0.0261414
71,-0.5941422,-0.52643925,"('diffident', 'self-confident')",0.31367975,0.24944913,-0.1402312,-0.1384951,0.0017361
72,0.6145747,0.6749174,"('unambitious', 'ambitious')",-0.9116983,-0.81217974,-0.1485618,-0.0686312,0.0799306
73,-0.3268346,-0.32519802,"('helpless', 'self-reliant')",-3.0639396,-3.0456657,-1.6953871,-1.6854318,0.0099553
74,1.110915,1.1473988,"('undedicated', 'dedicated')",0.24918115,0.15705904,0.680048,0.652229,-0.027819
75,-1.3594404,-1.1403344,"('meek', 'impulsive')",-0.7273029,-0.6619939,-1.0433717,-0.9011642,0.1422075
76,1.5963886,1.5639765,"('anxious', 'daring')",0.52476954,0.61155546,1.0605791,1.0877659,0.0271868
77,0.6460022,0.61275595,"('unmotivated', 'motivated')",-0.60327756,-0.51694405,0.0213623,0.047906,0.0265437
78,0.39257964,0.5049187,"('nonresilient', 'resilient')",0.37025082,0.48381943,0.3814152,0.4943691,0.1129539
79,-2.1928523,-2.1248813,"('wavering', 'unwavering')",-0.13758865,-0.1714031,-1.1652205,-1.1481422,0.0170783
80,0.7299561,0.7118583,"('dominated', 'dominating')",-0.95648366,-0.8180085,-0.1132638,-0.0530751,0.0601887
81,2.1637702,1.9297862,"('submissive', 'aggressive')",-0.3155339,-0.1575027,0.9241182,0.8861418,-0.0379764
82,0.73868513,0.71808594,"('poor', 'rich')",6.2631087,6.3580728,3.5008969,3.5380793,0.0371824
83,-0.21726435,-0.392875,"('powerless', 'powerful')",-0.5242133,-0.6383887,-0.3707388,-0.5156319,-0.1448931
84,0.47509354,0.40502712,"('inferior', 'superior')",1.0397841,1.069407,0.7574388,0.7372171,-0.0202217
