,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.68419594,-0.7889559,"('unsociable', 'sociable')",-0.7961941,-0.9259377,-0.09951895,-0.26665348,-0.52637976,-0.62848216,-0.5265722,-0.6525073,-0.1259351
1,-0.13857341,-0.35097837,"('unfriendly', 'friendly')",0.21043558,-0.044496763,-0.5509912,-0.75614226,1.7513068,1.5113018,0.3180444,0.0899211,-0.2281233
2,0.622287,0.6177956,"('unlikable', 'likable')",0.43220484,0.538303,0.8520744,0.90539104,0.46085662,0.6075161,0.5918557,0.6672514,0.0753957
3,-1.2999926,-1.2807988,"('repellent', 'pleasant')",-2.388735,-2.3110955,0.04390274,0.03268898,-0.05884382,-0.016624648,-0.9259172,-0.8939574,0.0319598
4,0.6348318,0.6122053,"('disliked', 'liked')",0.7877207,0.78014946,-0.5455917,-0.62342936,-5.592464,-5.672935,-1.1788758,-1.2260025,-0.0471267
5,0.98297304,0.9482027,"('distant', 'outgoing')",1.153193,1.1240519,-0.8511333,-0.7638585,-0.08957675,-0.10933961,0.298864,0.2997641,0.0009001
6,0.5813606,0.52677536,"('distant', 'open')",1.5174398,1.4888585,-0.8180718,-0.7493701,0.5578999,0.527516,0.4596571,0.4484449,-0.0112122
7,-0.092237875,-0.09128155,"('insensitive', 'sensitive')",-1.2090875,-1.1397215,-0.645054,-0.7264309,0.8487466,0.8545473,-0.2744082,-0.2757217,-0.0013135
8,0.24106476,0.14341155,"('unaffectionate', 'affectionate')",0.35372216,0.22409916,-1.1891783,-1.2353151,1.0022576,0.84022975,0.1019665,-0.0068937,-0.1088602
9,-0.32336935,-0.41842255,"('unaffectionate', 'caring')",-0.33533633,-0.4629328,-0.7069492,-0.8101147,1.4641427,1.3401499,0.0246219,-0.08783,-0.1124519
10,-1.2430778,-1.279876,"('unsympathetic', 'sympathetic')",-2.5644743,-2.5714326,-0.70848197,-0.79424536,0.020078162,0.0163435,-1.123989,-1.1573026,-0.0333136
11,-0.72465354,-0.74441916,"('unhelpful', 'helpful')",-1.4013916,-1.3964528,-0.035158783,-0.06318975,1.8921769,1.9590753,-0.0672568,-0.0612466,0.0060102
12,0.34294233,0.3652503,"('unsupportive', 'supportive')",-0.49430183,-0.47752047,-0.6863798,-0.71505976,-1.2300153,-1.2235389,-0.5169386,-0.5127172,0.0042214
13,-0.43751788,-0.44760686,"('impolite', 'polite')",-0.6522264,-0.6238487,0.47153258,0.4397983,-0.42941853,-0.41921753,-0.2619076,-0.2627187,-0.0008111
14,-1.3580433,-1.3066636,"('antisocial', 'social')",-1.1554923,-1.0986625,-0.019997157,-0.11415419,-0.734441,-0.6764679,-0.8169934,-0.798987,0.0180064
15,0.3837124,0.32725757,"('boring', 'funny')",1.1058775,1.094543,0.7935756,0.7542126,0.58515704,0.54397905,0.7170806,0.679998,-0.0370826
16,-0.47480744,-0.49239573,"('unpopular', 'popular')",0.027812123,-0.02807496,-0.6519787,-0.67563415,0.33101678,0.28248096,-0.1919893,-0.228406,-0.0364167
17,0.95178616,0.9954861,"('nasty', 'nice')",0.10178821,0.19152644,-0.80496234,-0.7356337,-0.75620747,-0.6875637,-0.1268989,-0.0590462,0.0678527
18,-0.1147465,-0.08930525,"('disagreeable', 'welcoming')",-0.06629389,-0.061655343,-1.7009014,-1.6950462,-0.49063542,-0.5491291,-0.5931443,-0.598784,-0.0056397
19,0.92964053,0.91034305,"('inhospitable', 'hospitable')",1.1048815,1.0865514,0.023824185,0.057700407,0.25702047,0.2597963,0.5788417,0.5785978,-0.0002439
20,0.46029556,0.4895492,"('rough', 'thoughtful')",-0.3951976,-0.38414532,-0.32351267,-0.26580077,0.87810826,0.8375946,0.1549234,0.1692994,0.014376
21,-0.7523611,-0.6681638,"('immoral', 'moral')",-1.76249,-1.6774727,-0.75498766,-0.80622387,-1.1966305,-1.124831,-1.1166173,-1.0691729,0.0474444
22,-1.1133986,-1.1468937,"('untrustworthy', 'trustworthy')",-1.6176405,-1.5677307,-1.0158641,-1.0731455,-1.2935498,-1.2815796,-1.2601132,-1.2673373,-0.0072241
23,-0.59055686,-0.7089451,"('insincere', 'sincere')",-1.8243971,-1.8641193,-0.63245887,-0.7359266,5.078807,5.0011263,0.5078485,0.4230338,-0.0848147
24,-1.6580373,-1.689252,"('dishonest', 'honest')",-2.2390642,-2.2287595,-1.2061702,-1.2493466,0.56885445,0.4994769,-1.1336043,-1.1669704,-0.0333661
25,0.9556829,0.9521574,"('egoistic', 'altruistic')",0.8061617,0.7448497,0.33027783,0.32293984,1.3157598,1.2459718,0.8519706,0.8164797,-0.0354909
26,0.6224077,0.5295488,"('hardhearted', 'benevolent')",1.7555146,1.5721378,1.480374,1.3081027,1.8500912,1.7310796,1.4270968,1.2852173,-0.1418795
27,-0.10223956,-0.19165249,"('hardhearted', 'softhearted')",-0.6568757,-0.6500509,-0.057251368,-0.018087704,1.6010343,1.4295108,0.1961669,0.1424299,-0.053737
28,-0.2814019,-0.41468078,"('disloyal', 'loyal')",-1.1271888,-1.2691588,-0.48980093,-0.7132484,0.9073731,0.7237837,-0.2477546,-0.4183261,-0.1705715
29,-0.4954865,-0.6205609,"('unfair', 'fair')",-0.9325342,-0.981945,-1.4302496,-1.5214103,-0.73501086,-0.885013,-0.8983203,-1.0022323,-0.103912
30,-0.86472917,-0.8730624,"('intolerant', 'tolerant')",-1.0587686,-0.96769965,-0.13457954,-0.19033918,0.8789648,0.9143165,-0.2947781,-0.2791962,0.0155819
31,0.38605204,0.32376269,"('evil', 'good')",1.1122289,1.083196,-0.32542905,-0.3004141,-0.82465565,-0.9601265,0.087049,0.0366045,-0.0504445
32,-0.6713731,-0.7122835,"('unkind', 'kind')",-0.7052532,-0.75081563,0.4654605,0.3668414,0.9691121,0.8074821,0.0144866,-0.0721939,-0.0866805
33,1.1914716,1.1478077,"('wrong', 'right')",1.5489964,1.4252901,0.20917071,0.12693967,-0.19195053,-0.29990113,0.6894221,0.6000341,-0.089388
34,0.13934225,0.21937397,"('mean', 'honorable')",-0.16538255,-0.023242854,0.08115309,0.13376772,5.3588223,5.5052056,1.3534838,1.4587761,0.1052923
