,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.397282,-1.5389973,"('unsociable', 'sociable')",-0.22987908,-0.32922122,0.107006334,0.15913828,-0.2248931,-0.3389566,-0.436262,-0.5120092,-0.0757472
1,1.611749,1.6699483,"('unfriendly', 'friendly')",1.2855643,1.4123411,0.7612997,0.86318797,1.0958893,0.8299694,1.1886256,1.1938617,0.0052361
2,0.5886995,0.634625,"('unlikable', 'likable')",0.47869772,0.51596016,1.6635773,1.7556969,0.9903253,1.1695819,0.930325,1.018966,0.088641
3,-2.4368482,-2.3230636,"('repellent', 'pleasant')",-1.7133058,-1.6025441,-1.400651,-1.3132025,0.41927356,0.4637463,-1.2828829,-1.1937659,0.089117
4,0.42743877,0.49878892,"('disliked', 'liked')",0.19042982,0.25069103,0.60658634,0.59724987,-5.793999,-5.3123446,-1.1423861,-0.9914037,0.1509824
5,3.0681844,3.2923288,"('distant', 'outgoing')",1.3364167,1.5245689,0.5424855,0.67618877,-0.22350474,-0.12592864,1.1808954,1.3417895,0.1608941
6,2.9455757,3.2013407,"('distant', 'open')",1.7995402,2.0174649,0.8460659,1.0050511,0.013863221,0.048225664,1.4012612,1.5680206,0.1667594
7,-0.4081567,-0.33270916,"('insensitive', 'sensitive')",-0.35659152,-0.24338034,-0.8056141,-0.64872664,-0.1509299,-0.15140957,-0.4303231,-0.3440564,0.0862667
8,1.1798478,1.237101,"('unaffectionate', 'affectionate')",1.2495506,1.2617218,1.1636211,1.0704486,0.86536527,0.5593463,1.1145961,1.0321544,-0.0824417
9,2.0330386,2.1824088,"('unaffectionate', 'caring')",1.7483714,1.7930219,0.9061302,0.9337953,1.3229517,1.0984253,1.502623,1.5019128,-0.0007102
10,-1.2998333,-1.2969584,"('unsympathetic', 'sympathetic')",-0.751643,-0.82104015,-0.9754423,-0.90752625,0.058680266,-0.06149156,-0.7420595,-0.7717541,-0.0296946
11,-0.19624135,-0.30095428,"('unhelpful', 'helpful')",0.067504555,-0.020090714,-0.8882642,-0.8959956,2.212046,2.0811863,0.2987612,0.2160364,-0.0827248
12,0.84415936,0.9690494,"('unsupportive', 'supportive')",1.53859,1.6676545,0.8805497,1.0633607,-1.6699452,-1.5215776,0.3983384,0.5446218,0.1462834
13,-1.0592829,-1.2009823,"('impolite', 'polite')",-0.5880293,-0.6709447,-0.9306554,-0.85251904,-0.5660947,-0.5613636,-0.7860156,-0.8214524,-0.0354368
14,-1.4900631,-1.6297053,"('antisocial', 'social')",-1.0306664,-1.074052,0.15108241,0.20531142,-1.1078558,-1.0477065,-0.8693757,-0.8865381,-0.0171624
15,0.7346671,0.687983,"('boring', 'funny')",0.7623018,0.77743316,0.58229125,0.5614797,0.21680444,0.31838724,0.5740162,0.5863208,0.0123046
16,0.29779875,0.39669845,"('unpopular', 'popular')",0.12776765,0.28326258,0.83990663,0.9159175,0.4838735,0.5079353,0.4373366,0.5259535,0.0886169
17,-0.25435957,-0.22613248,"('nasty', 'nice')",-0.4024033,-0.37267533,0.2469693,0.26829743,-0.20625204,-0.068521075,-0.1540114,-0.0997579,0.0542535
18,0.24589354,0.39563155,"('disagreeable', 'welcoming')",0.5664567,0.6734289,0.9014928,0.99032646,-0.892991,-1.0012268,0.205213,0.26454,0.059327
19,1.4892825,1.6829251,"('inhospitable', 'hospitable')",0.571962,0.67263377,-0.433374,-0.382985,0.23532307,0.2808683,0.4657984,0.5633606,0.0975622
20,0.2961504,0.10187716,"('rough', 'thoughtful')",-0.43178672,-0.5466243,0.9662396,1.0251151,0.20341194,0.21080798,0.2585038,0.197794,-0.0607098
21,-0.8933485,-0.8406577,"('immoral', 'moral')",-0.5582355,-0.58756155,-0.22931594,-0.16224787,-1.4294344,-1.3633049,-0.7775836,-0.738443,0.0391406
22,-1.1273935,-1.2357613,"('untrustworthy', 'trustworthy')",-1.0646354,-1.1076561,-0.59670544,-0.607615,-1.7655674,-1.7030926,-1.1385754,-1.1635313,-0.0249559
23,-0.15226316,-0.17661366,"('insincere', 'sincere')",-0.06655541,-0.021545593,-0.758909,-0.60973495,4.7138205,4.218097,0.9340233,0.8525507,-0.0814726
24,0.058283735,0.1358248,"('dishonest', 'honest')",0.4794712,0.49474767,-0.16344495,-0.15420073,-0.20750593,-0.32722342,0.041701,0.0372871,-0.0044139
25,0.9900023,1.0180899,"('egoistic', 'altruistic')",0.33587646,0.35990706,0.82245606,0.8666834,1.3032159,1.2562017,0.8628876,0.8752205,0.0123329
26,1.9781991,1.7871685,"('hardhearted', 'benevolent')",2.362096,2.326471,2.7496126,2.6672633,1.4659292,1.2527527,2.1389592,2.0084138,-0.1305454
27,-0.026866429,0.030997941,"('hardhearted', 'softhearted')",0.49926358,0.49991193,-0.29760528,-0.19194786,0.77610123,0.6374176,0.2377233,0.2440949,0.0063716
28,0.7423356,0.6618875,"('disloyal', 'loyal')",0.23965062,0.23213615,-0.073094636,-0.14638023,0.23490259,-0.05938842,0.2859485,0.1720638,-0.1138847
29,-0.38671014,-0.36025053,"('unfair', 'fair')",-1.9349866,-1.8860801,-0.5182116,-0.42721254,-1.1226832,-1.043669,-0.9906479,-0.9293031,0.0613448
30,-0.4762985,-0.5315623,"('intolerant', 'tolerant')",-0.83272713,-0.8333104,-0.5926184,-0.5985,-0.89577025,-0.78871274,-0.6993536,-0.6880214,0.0113322
31,0.7684126,0.92522764,"('evil', 'good')",-0.29320127,-0.07112591,0.11908677,0.14303403,-0.6295843,-0.5494334,-0.0088215,0.1119256,0.1207471
32,0.10565488,0.06316368,"('unkind', 'kind')",0.056989606,0.038908675,0.65354174,0.64201057,0.57611376,0.44688496,0.348075,0.297742,-0.050333
33,1.634196,1.6159364,"('wrong', 'right')",0.8951704,0.888906,1.1146373,1.2750927,-0.72823006,-0.6544487,0.7289435,0.7813715,0.052428
34,-0.7844715,-0.66678643,"('mean', 'honorable')",-0.53730065,-0.41300294,0.26054505,0.32915556,5.136556,4.8751516,1.0188322,1.0311295,0.0122973
35,2.3064225,2.3330178,"('corrupt', 'incorrupt')",0.48641145,0.42220768,0.60776407,0.52460957,0.11856352,0.14500673,0.8797903,0.8562104,-0.0235799
36,1.223141,1.3671743,"('hostile', 'amicable')",0.3348125,0.42572466,0.6255781,0.5995878,0.41088212,0.33717674,0.6486034,0.6824158,0.0338124
37,0.21843614,0.15194772,"('fake', 'genuine')",0.27466837,0.23557442,-0.15396987,-0.028395288,0.52000046,0.48556575,0.2147838,0.2111731,-0.0036107
38,0.55485046,0.6082723,"('untruthful', 'truthful')",0.28685188,0.30546188,-0.5061908,-0.43212453,0.5296671,0.5826201,0.2162947,0.2660574,0.0497627
39,0.32252067,0.38284308,"('exploitative', 'cooperative')",0.4137836,0.53827256,0.50690097,0.5172819,0.41262415,0.5245237,0.4139574,0.4907303,0.0767729
40,0.41947913,0.46286678,"('stingy', 'generous')",0.59924644,0.6530293,-0.28400466,-0.17604986,-2.2271354,-2.1370351,-0.3731036,-0.2992972,0.0738064
41,-0.7560829,-0.6492458,"('unforgiving', 'forgiving')",-0.03775175,0.057588298,0.18103188,0.32911733,0.019788925,0.03771776,-0.1482535,-0.0562056,0.0920479
42,-0.76473397,-0.43782791,"('unreliable', 'reliable')",-0.8343644,-0.5774465,-0.03743998,0.25819895,-2.9124088,-2.4688272,-1.1372368,-0.8064756,0.3307612
43,-0.46610013,-0.4386977,"('irresponsible', 'responsible')",-0.14024201,0.02377643,-0.54318446,-0.3331304,0.16831899,0.23117638,-0.2453019,-0.1292188,0.1160831
44,-1.1068105,-1.1403561,"('prejudiced', 'unprejudiced')",-1.5724576,-1.5961312,-1.0532029,-1.0022851,-1.3412435,-1.1696264,-1.2684286,-1.2270997,0.0413289
45,-1.6903744,-1.6968899,"('incompetent', 'competent')",-0.9216141,-0.89220774,-0.6685867,-0.46424773,-1.1211741,-1.1347206,-1.1004374,-1.0470164,0.053421
46,-1.7844732,-1.8409814,"('uncompetitive', 'competitive')",-0.33603117,-0.31494132,-0.77804255,-0.6805209,-0.35552022,-0.354729,-0.8135168,-0.7977931,0.0157237
47,-1.0474316,-1.0887074,"('stupid', 'smart')",-0.32646778,-0.20934609,0.33478755,0.4685528,3.7575753,3.547437,0.6796159,0.6794841,-0.0001318
48,-0.55982393,-0.82537913,"('unintelligent', 'intelligent')",-0.38462758,-0.53610003,-0.004469171,-0.060154483,-1.2997115,-1.3798306,-0.562158,-0.700366,-0.138208
49,-0.2836034,-0.30782944,"('unable', 'able')",-0.11535238,-0.04869381,0.5281933,0.48557964,-0.26401702,-0.22248545,-0.0336949,-0.0233573,0.0103376
