,shack_male,shack_female,tuple,average_male,average_female,female-male
0,-0.1884952,-0.23506099,"('unsociable', 'sociable')",-0.1884952,-0.235061,-0.0465658
1,1.075193,1.0701444,"('unfriendly', 'friendly')",1.075193,1.0701444,-0.0050486
2,-0.19841902,-0.18126899,"('unlikable', 'likable')",-0.198419,-0.181269,0.01715
3,0.17782074,0.18775114,"('repellent', 'pleasant')",0.1778207,0.1877511,0.0099304
4,-7.4223733,-7.588276,"('disliked', 'liked')",-7.4223733,-7.5882759,-0.1659026
5,-0.67322373,-0.6885558,"('distant', 'outgoing')",-0.6732237,-0.6885558,-0.0153321
6,-0.039247796,-0.098180994,"('distant', 'open')",-0.0392478,-0.098181,-0.0589332
7,0.4623603,0.53775144,"('insensitive', 'sensitive')",0.4623603,0.5377514,0.0753911
8,1.2835901,1.2081354,"('unaffectionate', 'affectionate')",1.2835901,1.2081354,-0.0754547
9,1.5748819,1.597596,"('unaffectionate', 'caring')",1.5748819,1.597596,0.0227141
10,0.07997268,0.11521565,"('unsympathetic', 'sympathetic')",0.0799727,0.1152157,0.035243
11,1.0385755,1.1595113,"('unhelpful', 'helpful')",1.0385755,1.1595113,0.1209358
12,-2.1202984,-2.145829,"('unsupportive', 'supportive')",-2.1202984,-2.145829,-0.0255306
13,-0.5458079,-0.5502239,"('impolite', 'polite')",-0.5458079,-0.5502239,-0.004416
14,0.19131663,0.16300188,"('antisocial', 'social')",0.1913166,0.1630019,-0.0283147
15,0.16094163,0.12006212,"('boring', 'funny')",0.1609416,0.1200621,-0.0408795
16,-0.47447902,-0.4616841,"('unpopular', 'popular')",-0.474479,-0.4616841,0.0127949
17,-0.48973197,-0.44983724,"('nasty', 'nice')",-0.489732,-0.4498372,0.0398948
18,-0.51984024,-0.5854546,"('disagreeable', 'welcoming')",-0.5198402,-0.5854546,-0.0656144
19,-0.8419293,-0.88352495,"('inhospitable', 'hospitable')",-0.8419293,-0.883525,-0.0415957
20,0.62001663,0.56996095,"('rough', 'thoughtful')",0.6200166,0.569961,-0.0500556
21,-0.82629037,-0.77642524,"('immoral', 'moral')",-0.8262904,-0.7764252,0.0498652
