,cimarex_male,cimarex_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.72062045,-0.7976149,"('unsociable', 'sociable')",1.0165558,0.8963873,0.00065409206,-0.20987314,0.0988631,-0.0370336,-0.1358967
1,-2.034768,-2.0998285,"('unfriendly', 'friendly')",0.25692153,0.02048226,0.3859986,0.32726553,-0.4639493,-0.5840269,-0.1200776
2,1.5859331,1.6507422,"('unlikable', 'likable')",1.6417502,1.6197673,1.418779,1.5440122,1.5488208,1.6048406,0.0560198
3,-0.0042646276,0.076525114,"('repellent', 'pleasant')",0.030837415,0.062205166,0.8274588,0.76902264,0.2846772,0.3025843,0.0179071
4,-0.31533304,-0.3627789,"('disliked', 'liked')",0.37654996,0.2895044,-6.015336,-6.0521502,-1.9847064,-2.0418083,-0.0571019
5,-1.4281118,-1.3653178,"('distant', 'outgoing')",-0.28133076,-0.25623423,-1.3384852,-1.1808269,-1.015976,-0.9341263,0.0818497
6,-2.04551,-1.9729756,"('distant', 'open')",-0.99807125,-1.0604336,-1.3152736,-1.174005,-1.4529516,-1.4024714,0.0504802
7,0.025677878,0.043677963,"('insensitive', 'sensitive')",1.0632892,1.0901887,-0.52802193,-0.53073967,0.1869817,0.2010423,0.0140606
8,-1.7141466,-1.7713621,"('unaffectionate', 'affectionate')",-0.6311467,-0.76810586,-0.28550345,-0.20913647,-0.8769322,-0.9162014,-0.0392692
9,-1.2933451,-1.3574541,"('unaffectionate', 'caring')",0.61927545,0.4858279,0.5328753,0.55132926,-0.0470648,-0.1067656,-0.0597008
10,-0.1839671,-0.2396593,"('unsympathetic', 'sympathetic')",0.2118028,0.1626578,-0.28558236,-0.32862207,-0.0859156,-0.1352079,-0.0492923
11,0.6776477,0.71474266,"('unhelpful', 'helpful')",1.1005176,1.1315072,2.4747298,2.5320773,1.4176318,1.4594425,0.0418107
12,-0.23684949,-0.14027657,"('unsupportive', 'supportive')",1.0406233,1.1153984,-2.2212782,-2.113174,-0.4725014,-0.3793507,0.0931507
13,0.12545528,0.11741607,"('impolite', 'polite')",0.60886484,0.70932746,-0.19469813,-0.19309643,0.179874,0.2112157,0.0313417
14,0.694639,0.7226279,"('antisocial', 'social')",1.6638138,1.6871133,0.027055204,-0.08133719,0.7951694,0.7761346,-0.0190348
15,0.42416143,0.3196316,"('boring', 'funny')",0.28249177,0.2190803,0.8094453,0.833771,0.5053662,0.4574943,-0.0478719
16,-0.16424988,-0.22188567,"('unpopular', 'popular')",-0.27606207,-0.4668467,0.5491574,0.46576983,0.0362818,-0.0743209,-0.1106027
17,-0.19336797,-0.16720438,"('nasty', 'nice')",-0.9388223,-0.8595118,-0.05808325,-0.07253742,-0.3967579,-0.3664179,0.03034
18,-0.45057824,-0.38456407,"('disagreeable', 'welcoming')",-0.8388717,-0.8349427,-1.2247877,-1.1424804,-0.8380792,-0.787329,0.0507502
19,-1.2982696,-1.3030384,"('inhospitable', 'hospitable')",-1.2386976,-1.2859055,-0.8140706,-0.662815,-1.1170127,-1.0839197,0.033093
20,-0.19178285,-0.1543932,"('rough', 'thoughtful')",-0.22015297,-0.18335629,0.37992272,0.3370876,-0.010671,-0.0002206,0.0104504
21,1.2774878,1.1900897,"('immoral', 'moral')",2.030178,1.9180278,-0.10501969,-0.12984996,1.0675488,0.9927559,-0.0747929
22,0.56597364,0.6045651,"('untrustworthy', 'trustworthy')",-0.5576682,-0.6426749,-0.24902192,-0.27367556,-0.0802388,-0.1039285,-0.0236897
23,-0.3252771,-0.38010067,"('insincere', 'sincere')",0.5359286,0.46584138,5.1337585,5.076994,1.78147,1.7209115,-0.0605585
24,-0.092577375,-0.1071136,"('dishonest', 'honest')",0.73088926,0.7470946,0.24539065,0.32251814,0.2945675,0.320833,0.0262655
25,-0.7989906,-0.8957323,"('egoistic', 'altruistic')",0.4354791,0.27567357,1.2850013,1.1161159,0.3071633,0.1653524,-0.1418109
26,-0.4683898,-0.4765074,"('hardhearted', 'benevolent')",0.5684241,0.51298547,1.013045,1.0006903,0.3710264,0.3457228,-0.0253036
27,-1.0322082,-1.0307304,"('hardhearted', 'softhearted')",-0.26205674,-0.16324225,0.040941034,0.034903616,-0.4177746,-0.3863563,0.0314183
28,-0.27675927,-0.4431959,"('disloyal', 'loyal')",0.35199994,0.09395544,0.9699843,0.78274876,0.3484083,0.1445028,-0.2039055
29,-0.27670303,-0.31228054,"('unfair', 'fair')",-0.70424354,-0.7290766,-0.56549865,-0.7194434,-0.5154817,-0.5869335,-0.0714518
30,1.046369,1.0928173,"('intolerant', 'tolerant')",1.7417175,1.7839097,0.7782118,0.8935528,1.1887661,1.25676,0.0679939
31,-1.9632646,-1.8265457,"('evil', 'good')",-2.0954266,-2.1377163,-1.8457136,-1.7933228,-1.9681349,-1.9191949,0.04894
32,0.40589195,0.31092638,"('unkind', 'kind')",0.73118365,0.71451056,1.2873269,1.2418876,0.8081342,0.7557748,-0.0523594
33,-0.058825232,-0.14591649,"('wrong', 'right')",0.9187471,0.8203049,-0.73089,-0.82573754,0.0430106,-0.0504497,-0.0934603
34,-0.19573385,-0.06788497,"('mean', 'honorable')",0.46061483,0.50035924,4.6233335,4.8192573,1.6294049,1.7505771,0.1211722
35,-0.7522867,-0.8670145,"('corrupt', 'incorrupt')",-1.4759246,-1.611703,-0.7492196,-0.8074656,-0.992477,-1.0953944,-0.1029174
36,-1.4063183,-1.4976447,"('hostile', 'amicable')",-1.2189944,-1.5233817,-0.25840533,-0.43954524,-0.9612393,-1.1535238,-0.1922845
37,-0.03584657,-0.055614285,"('fake', 'genuine')",0.13098374,0.04788744,-0.49990833,-0.4512178,-0.1349237,-0.1529815,-0.0180578
38,-0.4927832,-0.491188,"('untruthful', 'truthful')",0.39116514,0.31323192,0.12647212,0.19688684,0.0082847,0.0063103,-0.0019744
39,0.7950417,0.89057267,"('exploitative', 'cooperative')",0.04795054,0.25391674,0.47838908,0.5450167,0.4404604,0.5631687,0.1227083
40,-0.5521935,-0.5750425,"('stingy', 'generous')",-0.14495522,-0.20111464,-3.247397,-3.3165412,-1.3148486,-1.3642327,-0.0493841
41,-0.5535712,-0.50799334,"('unforgiving', 'forgiving')",-0.34765095,-0.46555233,0.30496642,0.23650461,-0.1987519,-0.2456804,-0.0469285
42,1.282223,1.338788,"('unreliable', 'reliable')",0.39829385,0.5127205,-2.3297734,-2.2132375,-0.2164189,-0.1205763,0.0958426
43,0.3801939,0.4788472,"('irresponsible', 'responsible')",1.4119469,1.4952987,0.35918066,0.5086232,0.7171071,0.8275897,0.1104826
44,0.48793826,0.51297563,"('prejudiced', 'unprejudiced')",-0.26425022,-0.16212197,-0.7314223,-0.67265373,-0.1692448,-0.1072667,0.0619781
45,-0.3018378,-0.21870716,"('incompetent', 'competent')",0.13792579,0.09126553,-0.21266207,-0.28001446,-0.1255247,-0.1358187,-0.010294
46,0.4377952,0.45036164,"('uncompetitive', 'competitive')",0.8848151,0.8874314,-0.6427917,-0.6081661,0.2266062,0.243209,0.0166028
