,atmos_male,atmos_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.4569225,-0.6775812,"('unsociable', 'sociable')",0.471825,0.20522451,-0.040814407,-0.13648547,-0.0086373,-0.2029474,-0.1943101
1,-1.0807021,-1.3286078,"('unfriendly', 'friendly')",-0.005528044,-0.32907948,0.1766845,-0.071749076,-0.3031819,-0.5764788,-0.2732969
2,1.2295536,1.2204144,"('unlikable', 'likable')",1.5471144,1.4271284,1.221945,1.226383,1.332871,1.2913086,-0.0415624
3,-0.07260838,-0.15279381,"('repellent', 'pleasant')",-0.056426175,-0.048370216,1.3457967,1.2208769,0.4055874,0.3399043,-0.0656831
4,-0.31619602,-0.33241013,"('disliked', 'liked')",0.5194801,0.38282272,-5.8004193,-5.9260836,-1.8657117,-1.958557,-0.0928453
5,-1.209127,-1.1099732,"('distant', 'outgoing')",-0.20869619,-0.08558707,-1.6948168,-1.5280703,-1.0375466,-0.9078768,0.1296698
6,-1.4527475,-1.3530829,"('distant', 'open')",-0.8885144,-0.84363776,-1.9317014,-1.8608657,-1.4243212,-1.3525287,0.0717925
7,0.06962731,-0.08978887,"('insensitive', 'sensitive')",0.6143865,0.54040986,-0.12445033,-0.10234846,0.1865212,0.1160909,-0.0704303
8,-0.3917917,-0.6107701,"('unaffectionate', 'affectionate')",-0.78939307,-1.0382077,-0.4382015,-0.52522504,-0.5397954,-0.7247343,-0.1849389
9,-0.48449117,-0.7081511,"('unaffectionate', 'caring')",0.066202536,-0.13739653,-0.059621062,-0.11191865,-0.1593032,-0.3191554,-0.1598522
10,-0.8077708,-1.102585,"('unsympathetic', 'sympathetic')",-0.36035618,-0.63773704,-0.36045066,-0.42171487,-0.5095259,-0.720679,-0.2111531
11,0.58394957,0.42350405,"('unhelpful', 'helpful')",0.9135206,0.8267663,2.2885745,2.3504314,1.2620149,1.2002339,-0.061781
12,-0.14639832,-0.22400388,"('unsupportive', 'supportive')",0.48833594,0.44401821,-2.327462,-2.3181136,-0.6618415,-0.6993664,-0.0375249
13,0.17605503,0.15267172,"('impolite', 'polite')",0.39102143,0.3800977,-0.49521202,-0.33499435,0.0239548,0.065925,0.0419702
14,0.43727434,0.36653933,"('antisocial', 'social')",1.318984,1.2961682,0.7236573,0.64527434,0.8266385,0.7693273,-0.0573112
15,0.3416374,0.2449016,"('boring', 'funny')",0.2809993,0.1620196,-0.2183626,-0.25177747,0.134758,0.0517146,-0.0830434
16,-0.30804664,-0.42604047,"('unpopular', 'popular')",0.008992039,-0.15891044,0.69662786,0.53897136,0.1325244,-0.0153265,-0.1478509
17,-0.3422364,-0.28334704,"('nasty', 'nice')",-0.6739958,-0.5628672,-0.597803,-0.6060221,-0.5380117,-0.4840788,0.0539329
18,-0.038558565,-0.01967133,"('disagreeable', 'welcoming')",-0.8000108,-0.84030855,-1.016486,-1.0092388,-0.6183518,-0.6230729,-0.0047211
19,-1.8083444,-1.8075361,"('inhospitable', 'hospitable')",-1.0977378,-1.2164338,-1.2956643,-1.2391317,-1.4005822,-1.4210339,-0.0204517
20,-0.5313443,-0.46270362,"('rough', 'thoughtful')",0.17597534,0.20614076,0.43479127,0.37967598,0.0264741,0.0410377,0.0145636
21,0.5160845,0.32520872,"('immoral', 'moral')",1.7528533,1.4952794,0.32730323,0.254535,0.8654137,0.6916744,-0.1737393
22,-0.07695024,-0.16063851,"('untrustworthy', 'trustworthy')",-0.6014636,-0.8208495,-0.94004387,-0.9283453,-0.5394859,-0.6366111,-0.0971252
23,0.3099208,0.0870836,"('insincere', 'sincere')",0.18579863,0.09343572,5.4172883,5.354607,1.9710026,1.8450421,-0.1259605
24,-0.2757813,-0.3895199,"('dishonest', 'honest')",0.3878308,0.30397263,0.22827576,0.35159284,0.1134417,0.0886819,-0.0247598
25,-0.5442881,-0.6768737,"('egoistic', 'altruistic')",0.34870994,0.20552306,0.76069474,0.5854062,0.1883722,0.0380185,-0.1503537
26,0.0053135306,-0.2345375,"('hardhearted', 'benevolent')",0.51305556,0.3135172,1.0797446,0.8227408,0.5327046,0.3005735,-0.2321311
27,-0.58480287,-0.47600803,"('hardhearted', 'softhearted')",-0.28858384,-0.16918725,-0.073740736,-0.113209605,-0.3157092,-0.2528016,0.0629076
28,-0.28888136,-0.49899486,"('disloyal', 'loyal')",0.4705013,0.19040118,1.2961168,1.2035918,0.4925789,0.2983327,-0.1942462
29,-0.73302543,-0.66148096,"('unfair', 'fair')",-0.72451305,-0.6798082,-0.503671,-0.676702,-0.6537365,-0.6726637,-0.0189272
30,1.0268985,0.94341457,"('intolerant', 'tolerant')",1.5844679,1.4948034,0.97021985,1.0115572,1.193862,1.1499251,-0.0439369
31,-1.292438,-1.1297381,"('evil', 'good')",-1.7734041,-1.775188,-2.162585,-2.235596,-1.742809,-1.7135073,0.0293017
32,0.3165515,0.06815751,"('unkind', 'kind')",0.44842562,0.34659466,1.1103977,0.96838266,0.6251249,0.4610449,-0.16408
33,-0.2569576,-0.31464222,"('wrong', 'right')",0.6956501,0.6130126,-1.431217,-1.5058062,-0.3308415,-0.4024786,-0.0716371
34,0.09412706,0.23281573,"('mean', 'honorable')",0.5341903,0.6252976,5.164081,5.501176,1.9307995,2.1197631,0.1889636
35,-0.34662372,-0.27687728,"('corrupt', 'incorrupt')",-0.9561378,-0.9601896,-1.2795368,-1.3363476,-0.8607661,-0.8578048,0.0029613
36,-0.71631145,-0.76046854,"('hostile', 'amicable')",-1.2218229,-1.4935975,-1.0188005,-1.2114929,-0.985645,-1.1551863,-0.1695413
37,-0.27294704,-0.3507629,"('fake', 'genuine')",0.07059588,-0.17265007,-0.54010427,-0.4894137,-0.2474851,-0.3376089,-0.0901238
38,-0.28467885,-0.38545164,"('untruthful', 'truthful')",0.1508133,-0.001382824,-0.020729464,0.07158594,-0.0515317,-0.1050828,-0.0535511
39,0.7046231,0.73497635,"('exploitative', 'cooperative')",0.38249773,0.51473206,-0.19577932,-0.08543261,0.2971138,0.3880919,0.0909781
40,0.40522042,0.40836525,"('stingy', 'generous')",0.07312512,0.025512941,-2.5015068,-2.504448,-0.6743871,-0.6901899,-0.0158028
41,0.25443485,0.29833338,"('unforgiving', 'forgiving')",-0.24931651,-0.41621354,-0.22826518,-0.23960203,-0.0743823,-0.1191607,-0.0447784
42,-0.07305938,-0.096819796,"('unreliable', 'reliable')",0.29192626,0.20769127,-2.4587767,-2.4011023,-0.7466366,-0.7634103,-0.0167737
43,-0.41355753,-0.45710838,"('irresponsible', 'responsible')",0.87671643,0.8137152,0.18289676,0.19654164,0.2153519,0.1843828,-0.0309691
44,0.3266118,0.39392915,"('prejudiced', 'unprejudiced')",-0.112108566,-0.018270625,-1.0871468,-1.1350651,-0.2908812,-0.2531355,0.0377457
45,-0.14439663,-0.22561826,"('incompetent', 'competent')",0.10731,-0.10765451,0.44739473,0.34113765,0.1367694,0.0026216,-0.1341478
46,-0.05220809,-0.22949465,"('uncompetitive', 'competitive')",0.64994687,0.49098185,0.07243656,0.10836452,0.2233918,0.1232839,-0.1001079
47,-0.050386205,0.089956515,"('stupid', 'smart')",1.3329123,1.361049,5.085015,5.279131,2.1225136,2.2433788,0.1208652
48,0.17847146,0.14053889,"('unintelligent', 'intelligent')",1.1185163,1.0365965,0.71196806,0.6725978,0.669652,0.6165778,-0.0530742
49,0.05029796,0.2534135,"('unable', 'able')",0.38541755,0.5157851,-0.06772923,0.115077466,0.1226621,0.2947587,0.1720966
50,0.10367925,0.08148428,"('clumsy', 'skillful')",0.13737766,-0.02995074,0.22846706,0.18965025,0.156508,0.0803946,-0.0761134
51,-0.08304852,-0.23667105,"('uneducated', 'educated')",0.424685,0.3263312,1.0083154,0.94471943,0.449984,0.3447932,-0.1051908
52,-0.5503688,-0.6688063,"('irrational', 'rational')",-0.39726847,-0.62424314,-0.4033674,-0.64057523,-0.4503349,-0.6445416,-0.1942067
53,-1.2792547,-1.3317337,"('uncreative', 'creative')",0.40283242,0.16867656,0.37180027,0.20629095,-0.1682073,-0.318922,-0.1507147
54,-0.73673624,-0.9281047,"('incapable', 'capable')",-0.35859948,-0.58101773,0.2730092,0.16457188,-0.2741088,-0.4481835,-0.1740747
55,0.31417704,0.23386651,"('incompetent', 'clever')",0.31677496,0.13116847,1.009074,0.9575453,0.5466753,0.4408601,-0.1058152
56,0.5593464,0.43660936,"('impractical', 'practical')",1.877575,1.8148896,0.26031232,0.3003336,0.8990779,0.8506108,-0.0484671
57,-0.838565,-1.1490996,"('unimaginative', 'imaginative')",0.88949114,0.5327821,-2.4181006,-2.6973424,-0.7890581,-1.1045533,-0.3154952
58,0.03785272,-0.013886038,"('undiscriminating', 'discriminating')",0.6340314,0.40776607,0.07108659,0.035040464,0.2476569,0.1429735,-0.1046834
59,-0.010090187,0.09702914,"('foolish', 'wise')",0.9485364,0.9536792,-0.74715674,-0.71615845,0.0637632,0.1115166,0.0477534
60,0.6180997,0.68540454,"('inefficient', 'efficient')",2.361915,2.5205586,0.48671204,0.7555498,1.1555756,1.3205043,0.1649287
61,-0.25805935,-0.31715873,"('illogical', 'logical')",1.0876685,0.94100124,0.41138047,0.24163252,0.4136632,0.2884917,-0.1251715
62,0.66117144,0.7972211,"('incompetent', 'brilliant')",0.81939274,0.9473097,0.8853921,1.064717,0.7886521,0.936416,0.1477639
63,0.044757817,0.0075687803,"('unperceptive', 'insightful')",0.8623915,0.74121267,0.5453201,0.6057994,0.4841564,0.451527,-0.0326294
64,-0.07743332,-0.037340306,"('shy', 'confident')",1.1659336,1.1110647,-5.3474274,-5.413722,-1.4196424,-1.4466659,-0.0270235
65,0.6636026,0.6637501,"('insecure', 'secure')",1.0057392,0.9172767,0.5960184,0.7404568,0.75512,0.7738279,0.0187079
66,-1.0454844,-1.1385416,"('inactive', 'active')",-1.1016469,-1.2328155,-0.101409316,-0.19931485,-0.7495136,-0.8568906,-0.107377
