,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.37071806,0.30401474,"('unsociable', 'sociable')",0.3707181,0.3040147,-0.0667034
1,0.73691964,0.6298439,"('unfriendly', 'friendly')",0.7369196,0.6298439,-0.1070757
2,0.21193792,0.34647176,"('unlikable', 'likable')",0.2119379,0.3464718,0.1345339
3,0.88378334,0.9691315,"('repellent', 'pleasant')",0.8837833,0.9691315,0.0853482
4,-7.3396945,-7.473236,"('disliked', 'liked')",-7.3396945,-7.4732361,-0.1335416
5,-1.0421323,-1.0055717,"('distant', 'outgoing')",-1.0421323,-1.0055717,0.0365606
6,-0.48887143,-0.5043907,"('distant', 'open')",-0.4888714,-0.5043907,-0.0155193
7,1.256503,1.2530035,"('insensitive', 'sensitive')",1.256503,1.2530035,-0.0034995
8,0.6201035,0.4765541,"('unaffectionate', 'affectionate')",0.6201035,0.4765541,-0.1435494
9,1.3942204,1.3064965,"('unaffectionate', 'caring')",1.3942204,1.3064965,-0.0877239
10,1.531628,1.560197,"('unsympathetic', 'sympathetic')",1.531628,1.560197,0.028569
11,1.8541828,1.8234448,"('unhelpful', 'helpful')",1.8541828,1.8234448,-0.030738
12,-1.4900271,-1.5672889,"('unsupportive', 'supportive')",-1.4900271,-1.5672889,-0.0772618
13,0.35934934,0.3795541,"('impolite', 'polite')",0.3593493,0.3795541,0.0202048
14,0.49237764,0.42841178,"('antisocial', 'social')",0.4923776,0.4284118,-0.0639658
15,0.13510072,0.034897476,"('boring', 'funny')",0.1351007,0.0348975,-0.1002032
16,-0.5822979,-0.5581765,"('unpopular', 'popular')",-0.5822979,-0.5581765,0.0241214
17,-0.33859292,-0.28089732,"('nasty', 'nice')",-0.3385929,-0.2808973,0.0576956
18,-0.6007525,-0.52790624,"('disagreeable', 'welcoming')",-0.6007525,-0.5279062,0.0728463
19,-1.1021495,-1.0822507,"('inhospitable', 'hospitable')",-1.1021495,-1.0822507,0.0198988
20,0.9367204,0.836144,"('rough', 'thoughtful')",0.9367204,0.836144,-0.1005764
21,0.29410765,0.4381349,"('immoral', 'moral')",0.2941076,0.4381349,0.1440273
22,0.14218573,0.13687128,"('untrustworthy', 'trustworthy')",0.1421857,0.1368713,-0.0053144
23,6.1516347,6.135574,"('insincere', 'sincere')",6.1516347,6.1355739,-0.0160608
24,1.6274127,1.5344509,"('dishonest', 'honest')",1.6274127,1.5344509,-0.0929618
25,0.2678184,0.2970457,"('egoistic', 'altruistic')",0.2678184,0.2970457,0.0292273
26,0.50407493,0.35621768,"('hardhearted', 'benevolent')",0.5040749,0.3562177,-0.1478572
27,1.344331,1.216245,"('hardhearted', 'softhearted')",1.344331,1.2162451,-0.1280859
28,1.3802474,1.2482644,"('disloyal', 'loyal')",1.3802474,1.2482644,-0.131983
29,-0.17825249,-0.35779202,"('unfair', 'fair')",-0.1782525,-0.357792,-0.1795395
30,0.94921494,1.038266,"('intolerant', 'tolerant')",0.9492149,1.0382659,0.089051
31,-1.8269007,-1.8329487,"('evil', 'good')",-1.8269007,-1.8329487,-0.006048
