,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.3417198,0.12737417,"('unsociable', 'sociable')",0.3417198,0.1273742,-0.2143456
1,1.2543046,1.4040493,"('unfriendly', 'friendly')",1.2543046,1.4040493,0.1497447
2,0.47683513,0.62525,"('unlikable', 'likable')",0.4768351,0.62525,0.1484149
3,1.002304,1.1396508,"('repellent', 'pleasant')",1.002304,1.1396508,0.1373468
4,-7.3874865,-7.198234,"('disliked', 'liked')",-7.3874865,-7.1982341,0.1892524
5,-0.69290924,-0.33858624,"('distant', 'outgoing')",-0.6929092,-0.3385862,0.354323
6,-0.22803056,0.097784735,"('distant', 'open')",-0.2280306,0.0977847,0.3258153
7,0.94311905,1.059852,"('insensitive', 'sensitive')",0.943119,1.059852,0.116733
8,1.081053,1.1595898,"('unaffectionate', 'affectionate')",1.081053,1.1595898,0.0785368
9,1.5958415,1.762804,"('unaffectionate', 'caring')",1.5958415,1.762804,0.1669625
10,1.5992111,1.6447072,"('unsympathetic', 'sympathetic')",1.5992111,1.6447072,0.0454961
11,2.0727398,2.0409925,"('unhelpful', 'helpful')",2.0727398,2.0409925,-0.0317473
12,-1.5833573,-1.4736816,"('unsupportive', 'supportive')",-1.5833573,-1.4736816,0.1096757
13,0.51960045,0.34219924,"('impolite', 'polite')",0.5196005,0.3421992,-0.1774013
14,-0.1102416,-0.2245524,"('antisocial', 'social')",-0.1102416,-0.2245524,-0.1143108
15,0.44102898,0.37266952,"('boring', 'funny')",0.441029,0.3726695,-0.0683595
16,-0.40923858,-0.2753688,"('unpopular', 'popular')",-0.4092386,-0.2753688,0.1338698
17,-0.07756582,-0.09733696,"('nasty', 'nice')",-0.0775658,-0.097337,-0.0197712
18,-0.74881566,-0.7220584,"('disagreeable', 'welcoming')",-0.7488157,-0.7220584,0.0267573
19,-0.50168097,-0.28057292,"('inhospitable', 'hospitable')",-0.501681,-0.2805729,0.2211081
20,0.7078973,0.5909998,"('rough', 'thoughtful')",0.7078973,0.5909998,-0.1168975
21,0.42975757,0.53690696,"('immoral', 'moral')",0.4297576,0.536907,0.1071494
22,-0.38123453,-0.33703607,"('untrustworthy', 'trustworthy')",-0.3812345,-0.3370361,0.0441984
23,6.5423126,6.527201,"('insincere', 'sincere')",6.5423126,6.5272012,-0.0151114
24,2.14613,2.2048473,"('dishonest', 'honest')",2.1461301,2.2048473,0.0587172
25,0.49225965,0.46671206,"('egoistic', 'altruistic')",0.4922597,0.4667121,-0.0255476
26,0.32231653,0.18980998,"('hardhearted', 'benevolent')",0.3223165,0.18981,-0.1325065
27,1.6728734,1.5333669,"('hardhearted', 'softhearted')",1.6728734,1.5333669,-0.1395065
28,1.2431003,1.2302117,"('disloyal', 'loyal')",1.2431003,1.2302117,-0.0128886
29,-0.84084874,-0.8735149,"('unfair', 'fair')",-0.8408487,-0.8735149,-0.0326662
30,0.9897598,0.9481177,"('intolerant', 'tolerant')",0.9897598,0.9481177,-0.0416421
31,-1.6401614,-1.4732786,"('evil', 'good')",-1.6401614,-1.4732786,0.1668828
32,1.4737036,1.3489276,"('unkind', 'kind')",1.4737036,1.3489276,-0.124776
33,-0.7821319,-0.6461688,"('wrong', 'right')",-0.7821319,-0.6461688,0.1359631
34,4.9004803,5.045124,"('mean', 'honorable')",4.9004803,5.0451241,0.1446438
35,-1.2298236,-1.2655723,"('corrupt', 'incorrupt')",-1.2298236,-1.2655723,-0.0357487
36,-1.1386151,-1.0732671,"('hostile', 'amicable')",-1.1386151,-1.0732671,0.065348
37,1.1224602,1.1734835,"('fake', 'genuine')",1.1224602,1.1734835,0.0510233
38,0.023081973,0.110811085,"('untruthful', 'truthful')",0.023082,0.1108111,0.0877291
39,0.009923327,-0.014610978,"('exploitative', 'cooperative')",0.0099233,-0.014611,-0.0245343
40,-1.618924,-1.6382244,"('stingy', 'generous')",-1.618924,-1.6382244,-0.0193004
41,0.08179098,0.053798895,"('unforgiving', 'forgiving')",0.081791,0.0537989,-0.0279921
42,-2.2872078,-2.1911132,"('unreliable', 'reliable')",-2.2872078,-2.1911132,0.0960946
43,1.2096316,1.2462251,"('irresponsible', 'responsible')",1.2096316,1.2462251,0.0365935
44,-1.4689311,-1.5568017,"('prejudiced', 'unprejudiced')",-1.4689311,-1.5568017,-0.0878706
45,0.4393484,0.48706067,"('incompetent', 'competent')",0.4393484,0.4870607,0.0477123
46,-0.27234846,-0.2666879,"('uncompetitive', 'competitive')",-0.2723485,-0.2666879,0.0056606
47,5.6856647,5.8119054,"('stupid', 'smart')",5.6856647,5.8119054,0.1262407
48,0.90149796,0.8712716,"('unintelligent', 'intelligent')",0.901498,0.8712716,-0.0302264
49,0.17713267,0.42732424,"('unable', 'able')",0.1771327,0.4273242,0.2501915
50,-0.29397073,-0.21711937,"('clumsy', 'skillful')",-0.2939707,-0.2171194,0.0768513
51,0.63544536,0.6312971,"('uneducated', 'educated')",0.6354454,0.6312971,-0.0041483
52,-0.5811939,-0.51806635,"('irrational', 'rational')",-0.5811939,-0.5180663,0.0631276
53,-0.048761673,0.07178989,"('uncreative', 'creative')",-0.0487617,0.0717899,0.1205516
54,0.9043509,1.2514361,"('incapable', 'capable')",0.9043509,1.2514361,0.3470852
55,1.0430021,1.036765,"('incompetent', 'clever')",1.0430021,1.036765,-0.0062371
56,0.89564645,0.9052559,"('impractical', 'practical')",0.8956465,0.9052559,0.0096094
57,-2.5718982,-2.4302247,"('unimaginative', 'imaginative')",-2.5718982,-2.4302247,0.1416735
58,-0.058157034,-0.0376484,"('undiscriminating', 'discriminating')",-0.058157,-0.0376484,0.0205086
59,-0.29696423,-0.16017258,"('foolish', 'wise')",-0.2969642,-0.1601726,0.1367916
