,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.0165265,-2.1165717,"('unsociable', 'sociable')",1.2063508,1.0619322,0.35969132,0.21192868,0.28092206,0.10706842,-0.0423906,-0.1839106,-0.14152
1,-3.0829875,-3.1150029,"('unfriendly', 'friendly')",-1.6757163,-1.7766901,-1.3589873,-1.4442778,1.2116685,1.1453224,-1.2265056,-1.2976621,-0.0711565
2,0.8295735,0.81500703,"('unlikable', 'likable')",0.8621049,0.8799721,1.3760008,1.4458468,0.8822145,0.94723725,0.9874734,1.0220158,0.0345424
3,-0.28508598,-0.2332002,"('repellent', 'pleasant')",0.7312719,0.7955117,0.66472954,0.79315513,1.4977442,1.4636753,0.6521649,0.7047855,0.0526206
4,-0.08418903,-0.071878016,"('disliked', 'liked')",-2.1838555,-2.0898004,-0.96922106,-0.97191405,-6.8327913,-6.9147706,-2.5175142,-2.5120907,0.0054235
5,-0.9319946,-0.82627946,"('distant', 'outgoing')",-3.5472357,-3.3486035,-2.3896399,-2.3305604,-1.6965425,-1.6303171,-2.1413531,-2.0339401,0.107413
6,-1.3648316,-1.2399285,"('distant', 'open')",-4.008879,-3.834528,-2.82711,-2.748882,-1.6383655,-1.5790051,-2.4597967,-2.3505859,0.1092108
7,-0.6271752,-0.60483956,"('insensitive', 'sensitive')",1.1567732,1.1534517,0.5248973,0.55084884,0.5093644,0.53245616,0.3909649,0.4079793,0.0170144
8,-2.3996778,-2.445279,"('unaffectionate', 'affectionate')",-1.3146832,-1.3816291,-0.84675837,-0.8747395,0.3076506,0.28849953,-1.0633671,-1.1032871,-0.03992
9,-2.35761,-2.4159653,"('unaffectionate', 'caring')",-0.8970447,-0.9877526,-1.0086802,-1.0337118,0.87805974,0.8696407,-0.8463187,-0.8919473,-0.0456286
10,-1.4974533,-1.5718023,"('unsympathetic', 'sympathetic')",1.1026757,0.9390334,0.13182323,0.08723238,0.1583838,0.046103068,-0.0261427,-0.1248584,-0.0987157
11,0.09390759,0.029948685,"('unhelpful', 'helpful')",2.9951084,2.8142762,0.61141413,0.5906307,2.2824662,2.260849,1.4957241,1.4239261,-0.071798
12,-0.6599647,-0.52347165,"('unsupportive', 'supportive')",0.7057526,0.84083176,-0.35264912,-0.25707528,-2.2184865,-2.1859572,-0.6313369,-0.5314181,0.0999188
13,-0.73155874,-0.8104657,"('impolite', 'polite')",1.7749708,1.7583482,1.4067959,1.3468838,-0.4532119,-0.46507856,0.499249,0.457422,-0.041827
14,0.16427393,0.13023177,"('antisocial', 'social')",2.7724586,2.7784476,1.7308471,1.6862785,0.5042339,0.45145106,1.2929534,1.2616022,-0.0313512
15,0.8579381,0.78700465,"('boring', 'funny')",-0.33057812,-0.38262278,0.21763027,0.17172997,-0.19817413,-0.12917367,0.136704,0.1117345,-0.0249695
16,-0.1672306,-0.20269749,"('unpopular', 'popular')",-1.2335223,-1.2788136,-0.28757945,-0.3044504,0.26388496,0.29266065,-0.3561118,-0.3733252,-0.0172134
17,-0.19730774,-0.14261863,"('nasty', 'nice')",-0.5450699,-0.4748566,0.021322178,0.078238845,-0.65692055,-0.62078923,-0.344494,-0.2900064,0.0544876
18,-0.117417775,-0.07682654,"('disagreeable', 'welcoming')",-0.29681343,-0.23688763,-0.3103456,-0.26302245,-0.40376657,-0.43327957,-0.2820858,-0.2525041,0.0295817
19,-1.4255685,-1.4125152,"('inhospitable', 'hospitable')",-2.3818715,-2.4018118,-1.4572631,-1.39522,-1.0991836,-1.028027,-1.5909716,-1.5593935,0.0315781
20,0.8144735,0.75290006,"('rough', 'thoughtful')",1.8409271,1.8082118,0.48803145,0.43872744,0.8246284,0.7661084,0.9920151,0.941487,-0.0505281
21,0.31628206,0.21517383,"('immoral', 'moral')",2.4239051,2.2505777,1.8281485,1.7425818,-0.023406275,-0.05626758,1.1362323,1.0380163,-0.098216
22,0.07575077,0.07680166,"('untrustworthy', 'trustworthy')",0.666692,0.5944696,0.6527799,0.6111102,-0.59031445,-0.6270962,0.2012271,0.1638213,-0.0374058
23,-0.98316556,-1.0555451,"('insincere', 'sincere')",1.6799468,1.4824997,0.64387214,0.59764326,6.1635246,6.0762653,1.8760445,1.7752159,-0.1008286
24,-1.5140678,-1.5742445,"('dishonest', 'honest')",-0.8473087,-0.93305975,-0.75873137,-0.79045,0.97568935,0.881126,-0.5361046,-0.6041571,-0.0680525
25,-0.755181,-0.78895664,"('egoistic', 'altruistic')",-1.1433177,-1.1833249,-0.33639598,-0.37004393,1.1200813,1.0547992,-0.2787034,-0.3218816,-0.0431782
26,-0.4001152,-0.4278593,"('hardhearted', 'benevolent')",-0.29677507,-0.28292722,0.36834294,0.3294826,1.6831931,1.6454631,0.3386614,0.3160398,-0.0226216
27,-1.6372015,-1.5806315,"('hardhearted', 'softhearted')",-1.2112764,-1.167785,-0.41853496,-0.40250778,0.7576783,0.69476056,-0.6273336,-0.6140409,0.0132927
28,-1.328455,-1.4868699,"('disloyal', 'loyal')",1.076537,0.808743,-0.31439644,-0.44329768,1.8388121,1.6573477,0.3181244,0.1339808,-0.1841436
29,-0.2766786,-0.27335346,"('unfair', 'fair')",-1.2471732,-1.2724544,-1.2769848,-1.3433505,-0.63231516,-0.7765337,-0.8582879,-0.916423,-0.0581351
30,0.052802917,0.0067354017,"('intolerant', 'tolerant')",2.391006,2.3301826,1.5438311,1.521161,1.2718383,1.304423,1.3148695,1.2906255,-0.024244
31,-1.099185,-0.97897464,"('evil', 'good')",-3.2135353,-2.9674828,-1.9139335,-1.8051718,-1.6342134,-1.5790544,-1.9652169,-1.8326709,0.132546
32,-0.41981667,-0.5421112,"('unkind', 'kind')",1.17302,0.978262,0.83894724,0.74547833,1.4128833,1.2395037,0.7512585,0.6052833,-0.1459752
33,0.00354065,-0.004307355,"('wrong', 'right')",-0.5142726,-0.49381888,-0.39223742,-0.432923,-1.272724,-1.322671,-0.5439234,-0.5634301,-0.0195067
