,interior_male,interior_female,tuple,average_male,average_female,female-male
0,-0.31729162,-0.41763234,"('unsociable', 'sociable')",-0.3172916,-0.4176323,-0.1003407
1,1.2421151,1.2504447,"('unfriendly', 'friendly')",1.2421151,1.2504447,0.0083296
2,0.48105848,0.5288819,"('unlikable', 'likable')",0.4810585,0.5288819,0.0478234
3,-0.192218,-0.16034806,"('repellent', 'pleasant')",-0.192218,-0.1603481,0.0318699
4,-7.111,-7.150301,"('disliked', 'liked')",-7.1110001,-7.150301,-0.0393009
5,-0.7031933,-0.6764647,"('distant', 'outgoing')",-0.7031933,-0.6764647,0.0267286
6,-0.15573904,-0.12762457,"('distant', 'open')",-0.155739,-0.1276246,0.0281144
7,0.8705502,0.94757956,"('insensitive', 'sensitive')",0.8705502,0.9475796,0.0770294
8,1.1648095,1.088722,"('unaffectionate', 'affectionate')",1.1648095,1.088722,-0.0760875
9,1.7659552,1.7846224,"('unaffectionate', 'caring')",1.7659552,1.7846224,0.0186672
10,0.6189095,0.6093522,"('unsympathetic', 'sympathetic')",0.6189095,0.6093522,-0.0095573
11,1.808736,1.8322549,"('unhelpful', 'helpful')",1.808736,1.8322549,0.0235189
12,-1.1948152,-1.0863549,"('unsupportive', 'supportive')",-1.1948152,-1.0863549,0.1084603
13,-0.20321964,-0.25959668,"('impolite', 'polite')",-0.2032196,-0.2595967,-0.0563771
14,0.03935361,0.021957818,"('antisocial', 'social')",0.0393536,0.0219578,-0.0173958
15,0.32072514,0.23655146,"('boring', 'funny')",0.3207251,0.2365515,-0.0841736
16,-0.49379733,-0.46753067,"('unpopular', 'popular')",-0.4937973,-0.4675307,0.0262666
17,-0.1969521,-0.13420129,"('nasty', 'nice')",-0.1969521,-0.1342013,0.0627508
18,-0.15485682,-0.15223004,"('disagreeable', 'welcoming')",-0.1548568,-0.15223,0.0026268
19,-0.5412903,-0.5643724,"('inhospitable', 'hospitable')",-0.5412903,-0.5643724,-0.0230821
20,1.038684,1.0054079,"('rough', 'thoughtful')",1.038684,1.0054079,-0.0332761
21,0.2513994,0.3171604,"('immoral', 'moral')",0.2513994,0.3171604,0.065761
22,-0.9933333,-0.9922788,"('untrustworthy', 'trustworthy')",-0.9933333,-0.9922788,0.0010545
23,6.1644783,6.127298,"('insincere', 'sincere')",6.1644783,6.1272979,-0.0371804
24,1.7222123,1.5755169,"('dishonest', 'honest')",1.7222123,1.5755169,-0.1466954
25,1.0002815,0.9498372,"('egoistic', 'altruistic')",1.0002815,0.9498372,-0.0504443
26,1.4599906,1.4333041,"('hardhearted', 'benevolent')",1.4599906,1.4333041,-0.0266865
27,1.8055607,1.7043829,"('hardhearted', 'softhearted')",1.8055607,1.7043829,-0.1011778
28,0.7240825,0.6547258,"('disloyal', 'loyal')",0.7240825,0.6547258,-0.0693567
29,-0.9983453,-1.0814769,"('unfair', 'fair')",-0.9983453,-1.0814769,-0.0831316
30,0.92724985,0.9398399,"('intolerant', 'tolerant')",0.9272498,0.9398399,0.0125901
31,-1.425845,-1.3368607,"('evil', 'good')",-1.425845,-1.3368607,0.0889843
32,1.3137068,1.2569296,"('unkind', 'kind')",1.3137068,1.2569296,-0.0567772
33,0.15959163,0.08922257,"('wrong', 'right')",0.1595916,0.0892226,-0.070369
34,4.7536683,4.854543,"('mean', 'honorable')",4.7536683,4.8545432,0.1008749
35,-0.7340154,-0.95663536,"('corrupt', 'incorrupt')",-0.7340154,-0.9566354,-0.22262
36,-0.28565437,-0.39578152,"('hostile', 'amicable')",-0.2856544,-0.3957815,-0.1101271
37,1.1121237,1.0877382,"('fake', 'genuine')",1.1121237,1.0877382,-0.0243855
38,0.17607175,0.13413316,"('untruthful', 'truthful')",0.1760717,0.1341332,-0.0419385
39,0.2500689,0.29558253,"('exploitative', 'cooperative')",0.2500689,0.2955825,0.0455136
40,-1.5288837,-1.5971082,"('stingy', 'generous')",-1.5288837,-1.5971082,-0.0682245
41,0.13682318,0.1555801,"('unforgiving', 'forgiving')",0.1368232,0.1555801,0.0187569
42,-2.5116231,-2.444276,"('unreliable', 'reliable')",-2.5116231,-2.4442761,0.067347
43,0.9037015,0.95285815,"('irresponsible', 'responsible')",0.9037015,0.9528582,0.0491567
44,-0.8210628,-0.803329,"('prejudiced', 'unprejudiced')",-0.8210628,-0.803329,0.0177338
45,-0.27550027,-0.2611143,"('incompetent', 'competent')",-0.2755003,-0.2611143,0.014386
46,-1.2320249,-1.2345575,"('uncompetitive', 'competitive')",-1.2320249,-1.2345575,-0.0025326
47,5.129728,5.223968,"('stupid', 'smart')",5.1297278,5.223968,0.0942402
48,0.81907195,0.79839337,"('unintelligent', 'intelligent')",0.8190719,0.7983934,-0.0206785
49,0.18963352,0.21961778,"('unable', 'able')",0.1896335,0.2196178,0.0299843
50,-0.16692878,-0.23120157,"('clumsy', 'skillful')",-0.1669288,-0.2312016,-0.0642728
51,0.51052207,0.406779,"('uneducated', 'educated')",0.5105221,0.406779,-0.1037431
52,-0.32523337,-0.41228968,"('irrational', 'rational')",-0.3252334,-0.4122897,-0.0870563
53,-0.009447996,0.047965877,"('uncreative', 'creative')",-0.009448,0.0479659,0.0574139
54,1.1925209,1.2447556,"('incapable', 'capable')",1.1925209,1.2447556,0.0522347
55,0.24827759,0.26939005,"('incompetent', 'clever')",0.2482776,0.26939,0.0211124
56,1.0476825,1.0359278,"('impractical', 'practical')",1.0476825,1.0359278,-0.0117547
57,-2.7514887,-2.6470137,"('unimaginative', 'imaginative')",-2.7514887,-2.6470137,0.104475
58,0.13431042,0.1614663,"('undiscriminating', 'discriminating')",0.1343104,0.1614663,0.0271559
59,0.27975872,0.21065724,"('foolish', 'wise')",0.2797587,0.2106572,-0.0691015
60,0.7663731,0.85646456,"('inefficient', 'efficient')",0.7663731,0.8564646,0.0900915
61,0.04445281,-0.1020949,"('illogical', 'logical')",0.0444528,-0.1020949,-0.1465477
62,0.16390474,0.2609464,"('incompetent', 'brilliant')",0.1639047,0.2609464,0.0970417
63,-0.11049974,-0.018072799,"('unperceptive', 'insightful')",-0.1104997,-0.0180728,0.0924269
64,-6.158953,-6.1296525,"('shy', 'confident')",-6.1589532,-6.1296525,0.0293007
65,-0.21872583,-0.23682284,"('insecure', 'secure')",-0.2187258,-0.2368228,-0.018097
66,0.007126987,-0.028591994,"('inactive', 'active')",0.007127,-0.028592,-0.035719
67,-0.059207216,-0.029291917,"('doubtful', 'determined')",-0.0592072,-0.0292919,0.0299153
68,-0.64929754,-0.68628496,"('dependent', 'independent')",-0.6492975,-0.686285,-0.0369875
69,-1.238607,-1.2465945,"('lazy', 'industrious')",-1.238607,-1.2465945,-0.0079875
70,0.70889634,0.693553,"('lethargic', 'energetic')",0.7088963,0.693553,-0.0153433
71,0.7876696,0.86842465,"('diffident', 'self-confident')",0.7876696,0.8684247,0.0807551
72,0.9431654,1.0275198,"('unambitious', 'ambitious')",0.9431654,1.0275198,0.0843544
73,-2.7724698,-2.6929805,"('helpless', 'self-reliant')",-2.7724698,-2.6929805,0.0794893
74,0.12802203,0.10030185,"('undedicated', 'dedicated')",0.128022,0.1003018,-0.0277202
75,-1.141373,-1.0561211,"('meek', 'impulsive')",-1.141373,-1.0561211,0.0852519
76,-0.16167085,-0.17128192,"('anxious', 'daring')",-0.1616708,-0.1712819,-0.0096111
77,-1.4551258,-1.2783577,"('unmotivated', 'motivated')",-1.4551258,-1.2783577,0.1767681
78,-0.37121242,-0.3196631,"('nonresilient', 'resilient')",-0.3712124,-0.3196631,0.0515493
79,0.09542628,0.08914177,"('wavering', 'unwavering')",0.0954263,0.0891418,-0.0062845
80,-0.37774104,-0.45530915,"('dominated', 'dominating')",-0.377741,-0.4553092,-0.0775682
81,-0.31376395,-0.27589625,"('submissive', 'aggressive')",-0.3137639,-0.2758963,0.0378676
82,5.3751383,5.4008656,"('poor', 'rich')",5.3751383,5.4008656,0.0257273
83,0.2648419,0.22141628,"('powerless', 'powerful')",0.2648419,0.2214163,-0.0434256
84,0.5556257,0.4865322,"('inferior', 'superior')",0.5556257,0.4865322,-0.0690935
85,-0.10512671,-0.15929908,"('insignificant', 'prestigious')",-0.1051267,-0.1592991,-0.0541724
86,0.49099252,0.3567831,"('uninfluential', 'influential')",0.4909925,0.3567831,-0.1342094
87,-0.069361486,-0.013947325,"('unsuccessful', 'successful')",-0.0693615,-0.0139473,0.0554142
88,0.50317913,0.4362731,"('low', 'eminent')",0.5031791,0.4362731,-0.066906
