,entergy_male,entergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6415314,-0.7120091,"('unsociable', 'sociable')",-0.3496426,-0.49927524,-0.495587,-0.6056421,-0.1100551
1,-1.5286102,-1.6534094,"('unfriendly', 'friendly')",1.3837789,1.2388088,-0.0724156,-0.2073003,-0.1348847
2,0.4942383,0.5613133,"('unlikable', 'likable')",0.7309161,0.7580203,0.6125772,0.6596668,0.0470896
3,-0.6989781,-0.65541846,"('repellent', 'pleasant')",0.72635645,0.72490406,0.0136892,0.0347428,0.0210536
4,-0.18702914,-0.2589526,"('disliked', 'liked')",-7.2394786,-7.3096986,-3.713254,-3.7843256,-0.0710716
5,0.3536099,0.36993262,"('distant', 'outgoing')",-0.25214505,-0.3237804,0.0507324,0.0230761,-0.0276563
6,0.11181914,0.1643585,"('distant', 'open')",-0.084177,-0.18718672,0.0138211,-0.0114141,-0.0252352
7,-0.58877975,-0.50126684,"('insensitive', 'sensitive')",0.096009836,0.12314311,-0.2463849,-0.1890619,0.057323
8,-1.1212994,-1.2276415,"('unaffectionate', 'affectionate')",1.0327113,0.9436307,-0.0442941,-0.1420054,-0.0977113
9,-1.2229916,-1.2539909,"('unaffectionate', 'caring')",1.3257544,1.3063109,0.0513814,0.02616,-0.0252214
10,-1.4926692,-1.4415236,"('unsympathetic', 'sympathetic')",-0.61939293,-0.61723185,-1.0560311,-1.0293777,0.0266534
11,0.38880542,0.44904065,"('unhelpful', 'helpful')",1.3416941,1.4768056,0.8652498,0.9629231,0.0976733
12,-0.1995985,-0.05593249,"('unsupportive', 'supportive')",-2.2507937,-2.26283,-1.2251961,-1.1593813,0.0658148
13,-0.39482728,-0.30730876,"('impolite', 'polite')",-0.94003224,-0.9074979,-0.6674297,-0.6074033,0.0600264
14,0.29133233,0.29343724,"('antisocial', 'social')",-0.2773754,-0.4148078,0.0069785,-0.0606853,-0.0676638
15,0.3654465,0.3080692,"('boring', 'funny')",-0.12620784,-0.15249291,0.1196193,0.0777881,-0.0418312
16,-0.6087435,-0.6590076,"('unpopular', 'popular')",0.46875682,0.41582182,-0.0699933,-0.1215929,-0.0515996
17,-0.6742677,-0.564458,"('nasty', 'nice')",-0.58527225,-0.50374967,-0.62977,-0.5341039,0.0956661
18,-0.3155921,-0.2795618,"('disagreeable', 'welcoming')",-0.38845852,-0.47828972,-0.3520253,-0.3789257,-0.0269004
19,-0.96359366,-0.90501195,"('inhospitable', 'hospitable')",-0.43904945,-0.3585017,-0.7013215,-0.6317568,0.0695647
20,-0.048499774,0.018882733,"('rough', 'thoughtful')",0.8013333,0.7904547,0.3764168,0.4046687,0.0282519
21,-0.053770415,-0.060520425,"('immoral', 'moral')",-0.5621279,-0.5161528,-0.3079492,-0.2883366,0.0196126
22,-0.8991345,-0.85025936,"('untrustworthy', 'trustworthy')",-1.2376882,-1.302664,-1.0684114,-1.0764617,-0.0080503
23,-0.46296403,-0.51671547,"('insincere', 'sincere')",5.6736693,5.6236744,2.6053526,2.5534794,-0.0518732
24,-0.4149142,-0.41264158,"('dishonest', 'honest')",0.4596242,0.44492543,0.022355,0.0161419,-0.0062131
25,-0.7554507,-0.8101758,"('egoistic', 'altruistic')",1.2159737,1.1587428,0.2302615,0.1742835,-0.055978
26,0.3770346,0.27489412,"('hardhearted', 'benevolent')",1.6826777,1.6359135,1.0298562,0.9554038,-0.0744524
27,-0.6142701,-0.55155075,"('hardhearted', 'softhearted')",1.3709109,1.233319,0.3783204,0.3408841,-0.0374363
28,-0.703418,-0.83692664,"('disloyal', 'loyal')",0.9440011,0.87232417,0.1202915,0.0176988,-0.1025927
29,-0.72075295,-0.707789,"('unfair', 'fair')",-0.5054074,-0.6656385,-0.6130801,-0.6867138,-0.0736337
30,0.1504775,0.1526014,"('intolerant', 'tolerant')",0.6579844,0.63007694,0.404231,0.3913392,-0.0128918
31,-1.2149701,-1.2076677,"('evil', 'good')",-0.68311435,-0.7929116,-0.9490422,-1.0002897,-0.0512475
32,-0.5469704,-0.5720778,"('unkind', 'kind')",0.5591945,0.41385898,0.006112,-0.0791094,-0.0852214
33,0.46759894,0.46302697,"('wrong', 'right')",-0.5104297,-0.5508553,-0.0214154,-0.0439142,-0.0224988
34,0.40263656,0.5282007,"('mean', 'honorable')",5.446751,5.6857123,2.9246938,3.1069565,0.1822627
35,-0.6123535,-0.6996254,"('corrupt', 'incorrupt')",-0.22162996,-0.304377,-0.4169917,-0.5020012,-0.0850095
36,-0.9348398,-1.1355983,"('hostile', 'amicable')",-0.047697697,-0.21982105,-0.4912688,-0.6777097,-0.1864409
37,-0.21905363,-0.14115171,"('fake', 'genuine')",-0.07635668,-0.07179568,-0.1477052,-0.1064737,0.0412315
38,-0.13753629,-0.11362402,"('untruthful', 'truthful')",-0.36035177,-0.24087423,-0.248944,-0.1772491,0.0716949
39,0.39607254,0.45078346,"('exploitative', 'cooperative')",0.17995122,0.23872241,0.2880119,0.3447529,0.056741
40,-0.5578615,-0.5964572,"('stingy', 'generous')",-2.1473851,-2.2690847,-1.3526233,-1.432771,-0.0801477
41,-0.22728482,-0.27206504,"('unforgiving', 'forgiving')",-0.08375195,-0.20206083,-0.1555184,-0.2370629,-0.0815445
42,0.18089084,0.3814357,"('unreliable', 'reliable')",-3.245327,-3.2374692,-1.5322181,-1.4280168,0.1042013
43,-0.16705167,-0.014103942,"('irresponsible', 'responsible')",0.2915229,0.2833454,0.0622356,0.1346207,0.0723851
44,0.9556585,1.0045987,"('prejudiced', 'unprejudiced')",-1.3632232,-1.3754988,-0.2037823,-0.18545,0.0183323
45,-0.80967665,-0.82111955,"('incompetent', 'competent')",-0.124628656,-0.19036847,-0.4671527,-0.505744,-0.0385913
46,-0.64430416,-0.6290658,"('uncompetitive', 'competitive')",-1.2262496,-1.2144041,-0.9352769,-0.9217349,0.013542
47,-0.06991041,0.019141978,"('stupid', 'smart')",5.5558357,5.66396,2.7429626,2.8415511,0.0985885
48,-0.28416574,-0.29077232,"('unintelligent', 'intelligent')",0.52990276,0.6296272,0.1228685,0.1694275,0.046559
49,-0.34071967,-0.15092902,"('unable', 'able')",-0.22597124,-0.15548305,-0.2833455,-0.153206,0.1301395
50,-0.035655357,-5.315151e-05,"('clumsy', 'skillful')",0.16913795,0.10053223,0.0667413,0.0502395,-0.0165018
51,-0.52746165,-0.63249004,"('uneducated', 'educated')",-0.18578893,-0.19396734,-0.3566253,-0.4132287,-0.0566034
52,-0.3440509,-0.61988425,"('irrational', 'rational')",0.3930382,0.2087248,0.0244936,-0.2055797,-0.2300733
53,-1.9212973,-1.9638959,"('uncreative', 'creative')",0.38361427,0.2964374,-0.7688415,-0.8337293,-0.0648878
54,-0.9051131,-0.96844894,"('incapable', 'capable')",0.78718567,0.8471743,-0.0589637,-0.0606373,-0.0016736
55,-0.18580109,-0.15445714,"('incompetent', 'clever')",0.086083815,0.10985715,-0.0498586,-0.0223,0.0275586
56,0.792502,0.79875875,"('impractical', 'practical')",-0.631623,-0.6161536,0.0804395,0.0913026,0.0108631
57,-1.1764389,-1.236385,"('unimaginative', 'imaginative')",-3.4842854,-3.4650023,-2.3303621,-2.3506937,-0.0203316
58,-0.60794693,-0.6790426,"('undiscriminating', 'discriminating')",0.047163904,-0.01567221,-0.2803915,-0.3473574,-0.0669659
