,premier_male,premier_female,tuple,average_male,average_female,female-male
0,0.3843094,0.1859484,"('unsociable', 'sociable')",0.3843094,0.1859484,-0.198361
1,0.94047886,0.92219067,"('unfriendly', 'friendly')",0.9404789,0.9221907,-0.0182882
2,0.18481646,0.374024,"('unlikable', 'likable')",0.1848165,0.374024,0.1892075
3,0.92327046,0.88399744,"('repellent', 'pleasant')",0.9232705,0.8839974,-0.0392731
4,-6.9754853,-7.1127424,"('disliked', 'liked')",-6.9754853,-7.1127424,-0.1372571
5,-0.28822526,-0.03651932,"('distant', 'outgoing')",-0.2882253,-0.0365193,0.251706
6,-0.11689434,0.07529175,"('distant', 'open')",-0.1168943,0.0752918,0.1921861
7,0.9247827,0.81300235,"('insensitive', 'sensitive')",0.9247827,0.8130023,-0.1117804
8,0.77377146,0.81945676,"('unaffectionate', 'affectionate')",0.7737715,0.8194568,0.0456853
9,1.5139786,1.614861,"('unaffectionate', 'caring')",1.5139786,1.614861,0.1008824
10,0.9869455,0.920757,"('unsympathetic', 'sympathetic')",0.9869455,0.920757,-0.0661885
11,1.9064817,1.9169608,"('unhelpful', 'helpful')",1.9064817,1.9169608,0.0104791
12,-1.434888,-1.420481,"('unsupportive', 'supportive')",-1.434888,-1.420481,0.014407
13,0.26356238,0.19060324,"('impolite', 'polite')",0.2635624,0.1906032,-0.0729592
14,0.3206845,0.17257822,"('antisocial', 'social')",0.3206845,0.1725782,-0.1481063
15,0.5600703,0.49245694,"('boring', 'funny')",0.5600703,0.4924569,-0.0676134
16,-0.14695582,-0.09375048,"('unpopular', 'popular')",-0.1469558,-0.0937505,0.0532053
17,-0.14304878,-0.063345805,"('nasty', 'nice')",-0.1430488,-0.0633458,0.079703
18,-0.5581087,-0.56468403,"('disagreeable', 'welcoming')",-0.5581087,-0.564684,-0.0065753
19,-0.6789755,-0.48793805,"('inhospitable', 'hospitable')",-0.6789755,-0.487938,0.1910375
20,0.79565805,0.5764284,"('rough', 'thoughtful')",0.7956581,0.5764284,-0.2192297
21,0.030624758,0.002354648,"('immoral', 'moral')",0.0306248,0.0023546,-0.0282702
22,-0.315732,-0.32068032,"('untrustworthy', 'trustworthy')",-0.315732,-0.3206803,-0.0049483
23,6.1836033,6.219257,"('insincere', 'sincere')",6.1836033,6.2192569,0.0356536
24,1.5889611,1.5052694,"('dishonest', 'honest')",1.5889611,1.5052694,-0.0836917
25,0.29596215,0.23997578,"('egoistic', 'altruistic')",0.2959622,0.2399758,-0.0559864
26,0.64151835,0.4543206,"('hardhearted', 'benevolent')",0.6415184,0.4543206,-0.1871978
27,1.2573969,1.0784357,"('hardhearted', 'softhearted')",1.2573969,1.0784357,-0.1789612
28,1.1331522,1.0599926,"('disloyal', 'loyal')",1.1331522,1.0599926,-0.0731596
29,-0.475616,-0.45393905,"('unfair', 'fair')",-0.475616,-0.4539391,0.0216769
30,0.9770583,0.8824655,"('intolerant', 'tolerant')",0.9770583,0.8824655,-0.0945928
31,-1.6206822,-1.5327797,"('evil', 'good')",-1.6206822,-1.5327797,0.0879025
32,1.283864,1.1803577,"('unkind', 'kind')",1.283864,1.1803577,-0.1035063
33,-0.4518482,-0.3760772,"('wrong', 'right')",-0.4518482,-0.3760772,0.075771
34,4.5869517,4.761989,"('mean', 'honorable')",4.5869517,4.7619891,0.1750374
35,-1.097953,-1.1686809,"('corrupt', 'incorrupt')",-1.097953,-1.1686809,-0.0707279
36,-1.134853,-1.097181,"('hostile', 'amicable')",-1.134853,-1.097181,0.037672
37,0.7758143,0.73107606,"('fake', 'genuine')",0.7758143,0.7310761,-0.0447382
38,0.029591829,0.071784705,"('untruthful', 'truthful')",0.0295918,0.0717847,0.0421929
39,0.38330624,0.29028893,"('exploitative', 'cooperative')",0.3833062,0.2902889,-0.0930173
40,-1.7966458,-1.9047211,"('stingy', 'generous')",-1.7966458,-1.9047211,-0.1080753
41,-0.07228926,-0.09061944,"('unforgiving', 'forgiving')",-0.0722893,-0.0906194,-0.0183301
42,-2.0831177,-2.1350834,"('unreliable', 'reliable')",-2.0831177,-2.1350834,-0.0519657
43,1.3551083,1.3335078,"('irresponsible', 'responsible')",1.3551083,1.3335078,-0.0216005
44,-1.0611951,-1.0763282,"('prejudiced', 'unprejudiced')",-1.0611951,-1.0763282,-0.0151331
45,0.54454577,0.46009663,"('incompetent', 'competent')",0.5445458,0.4600966,-0.0844492
46,-0.38506407,-0.5038458,"('uncompetitive', 'competitive')",-0.3850641,-0.5038458,-0.1187817
47,5.1599994,5.4047246,"('stupid', 'smart')",5.1599994,5.4047246,0.2447252
48,0.87110853,0.7340268,"('unintelligent', 'intelligent')",0.8711085,0.7340268,-0.1370817
49,0.1322595,0.2073421,"('unable', 'able')",0.1322595,0.2073421,0.0750826
50,-0.0108210705,0.014172178,"('clumsy', 'skillful')",-0.0108211,0.0141722,0.0249933
51,0.63048786,0.5248368,"('uneducated', 'educated')",0.6304879,0.5248368,-0.1056511
52,-0.90636593,-0.9729785,"('irrational', 'rational')",-0.9063659,-0.9729785,-0.0666126
53,0.2762634,0.2595982,"('uncreative', 'creative')",0.2762634,0.2595982,-0.0166652
54,0.8920569,1.0847836,"('incapable', 'capable')",0.8920569,1.0847836,0.1927267
55,1.165793,1.0218327,"('incompetent', 'clever')",1.1657929,1.0218327,-0.1439602
56,1.0278692,0.95967394,"('impractical', 'practical')",1.0278692,0.9596739,-0.0681953
