,level_male,level_female,tuple,3_male,3_female,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12418367,-0.18556064,"('unsociable', 'sociable')",0.14735597,0.14276995,0.34290767,0.20163731,-0.3612584,-0.45700833,0.0012054,-0.0745404,-0.0757458
1,-0.74188566,-0.86448884,"('unfriendly', 'friendly')",-2.2699254,-2.296026,0.65197027,0.5531793,1.9707657,1.8385229,-0.0972688,-0.1922032,-0.0949344
2,0.9707491,1.0340154,"('unlikable', 'likable')",0.6606543,0.8276632,1.379042,1.4801052,0.7007327,0.75221324,0.9277946,1.0234993,0.0957047
3,-0.6456827,-0.5343684,"('repellent', 'pleasant')",0.35121655,0.49530762,0.66011703,0.8077322,0.026640663,0.108137876,0.0980729,0.2192023,0.1211294
4,-0.5381037,-0.53474754,"('disliked', 'liked')",-0.5893241,-0.6795509,-0.9997958,-1.0741702,-6.1663065,-6.3430357,-2.0733824,-2.157876,-0.0844936
5,-0.8810663,-0.91260767,"('distant', 'outgoing')",-1.2487516,-1.2665699,-0.22925435,-0.121720776,-0.102866635,-0.14790145,-0.6154847,-0.6122,0.0032847
6,-0.3597497,-0.3828656,"('distant', 'open')",-2.1760628,-2.1408174,-1.155616,-1.0915924,0.41101635,0.355315,-0.820103,-0.8149901,0.0051129
7,1.6160973,1.6393,"('insensitive', 'sensitive')",0.571496,0.6839943,0.5210577,0.6005757,0.59123105,0.63620794,0.8249705,0.8900194,0.0650489
8,-0.3344272,-0.35572806,"('unaffectionate', 'affectionate')",-1.8947642,-1.8698174,-0.9692,-0.91138005,0.83573174,0.78037626,-0.5906649,-0.5891373,0.0015276
9,0.22753346,0.21979664,"('unaffectionate', 'caring')",-1.5205833,-1.4602029,-0.0165272,0.009600904,1.2401564,1.2341592,-0.0173551,0.0008385,0.0181936
10,0.15383969,0.19362885,"('unsympathetic', 'sympathetic')",1.0350418,1.191045,0.23308691,0.3021354,-0.6839733,-0.62454355,0.1844988,0.2655664,0.0810676
11,0.893855,0.9427283,"('unhelpful', 'helpful')",0.97973263,1.0683699,1.5837151,1.6272811,1.8423783,1.9395894,1.3249202,1.3944921,0.0695719
12,1.3614477,1.4981157,"('unsupportive', 'supportive')",1.1193374,1.3384879,0.2928248,0.4963143,-1.8377786,-1.8190608,0.2339578,0.3784643,0.1445065
13,0.7091985,0.66700906,"('impolite', 'polite')",0.6973195,0.68762594,1.0234196,1.022323,-0.3289644,-0.34674445,0.5252433,0.5075533,-0.01769
14,1.1689116,1.1955577,"('antisocial', 'social')",1.5128487,1.5453086,1.7269993,1.7006145,-0.57723594,-0.56678635,0.9578809,0.9686736,0.0107927
15,0.27441394,0.18562123,"('boring', 'funny')",-0.45072255,-0.57878286,0.424039,0.4131847,0.76733667,0.71958625,0.2537668,0.1849023,-0.0688645
16,-0.7868922,-0.8122698,"('unpopular', 'popular')",-0.79354,-0.82452595,-0.9080829,-0.91958094,0.507386,0.49732992,-0.4952823,-0.5147617,-0.0194794
