,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
0,0.17766394,-0.0072684214,"('unsociable', 'sociable')",0.1776639,-0.0072684,-0.1849323
1,-0.26041842,-0.42515108,"('unfriendly', 'friendly')",-0.2604184,-0.4251511,-0.1647327
2,0.14181474,0.14943442,"('unlikable', 'likable')",0.1418147,0.1494344,0.0076197
3,-0.86728936,-0.6963526,"('repellent', 'pleasant')",-0.8672894,-0.6963526,0.1709368
4,-1.4462888,-1.4627143,"('disliked', 'liked')",-1.4462888,-1.4627143,-0.0164255
5,-0.13591455,-0.05587136,"('distant', 'outgoing')",-0.1359145,-0.0558714,0.0800431
6,-0.4935665,-0.40902472,"('distant', 'open')",-0.4935665,-0.4090247,0.0845418
7,-0.8182596,-0.7353022,"('insensitive', 'sensitive')",-0.8182596,-0.7353022,0.0829574
8,-0.71564025,-0.8183001,"('unaffectionate', 'affectionate')",-0.7156402,-0.8183001,-0.1026599
9,-0.36997342,-0.44772607,"('unaffectionate', 'caring')",-0.3699734,-0.4477261,-0.0777527
10,-0.69950545,-0.7350846,"('unsympathetic', 'sympathetic')",-0.6995054,-0.7350846,-0.0355792
11,0.34539217,0.30590528,"('unhelpful', 'helpful')",0.3453922,0.3059053,-0.0394869
12,-1.0810137,-1.0695648,"('unsupportive', 'supportive')",-1.0810137,-1.0695648,0.0114489
13,0.14530766,-0.051013507,"('impolite', 'polite')",0.1453077,-0.0510135,-0.1963212
14,-0.6691242,-0.8467721,"('antisocial', 'social')",-0.6691242,-0.8467721,-0.1776479
15,1.083189,0.9646963,"('boring', 'funny')",1.083189,0.9646963,-0.1184927
16,0.41263127,0.4271314,"('unpopular', 'popular')",0.4126313,0.4271314,0.0145001
17,-0.17391405,-0.065751255,"('nasty', 'nice')",-0.173914,-0.0657513,0.1081627
18,-1.0629188,-1.0696254,"('disagreeable', 'welcoming')",-1.0629188,-1.0696254,-0.0067066
19,-0.6064497,-0.4416452,"('inhospitable', 'hospitable')",-0.6064497,-0.4416452,0.1648045
20,-0.62123364,-0.5633371,"('rough', 'thoughtful')",-0.6212336,-0.5633371,0.0578965
21,0.15595613,0.1773518,"('immoral', 'moral')",0.1559561,0.1773518,0.0213957
22,-0.3165098,-0.3387579,"('untrustworthy', 'trustworthy')",-0.3165098,-0.3387579,-0.0222481
23,1.4888579,1.3798425,"('insincere', 'sincere')",1.4888579,1.3798425,-0.1090154
24,-0.29645172,-0.39912748,"('dishonest', 'honest')",-0.2964517,-0.3991275,-0.1026758
25,-0.27442458,-0.2401999,"('egoistic', 'altruistic')",-0.2744246,-0.2401999,0.0342247
26,-0.1534789,-0.3585738,"('hardhearted', 'benevolent')",-0.1534789,-0.3585738,-0.2050949
27,-0.15125827,-0.018284729,"('hardhearted', 'softhearted')",-0.1512583,-0.0182847,0.1329736
28,-0.98162496,-1.1303722,"('disloyal', 'loyal')",-0.981625,-1.1303722,-0.1487472
29,-0.23100103,-0.13522984,"('unfair', 'fair')",-0.231001,-0.1352298,0.0957712
30,-0.4877736,-0.6482059,"('intolerant', 'tolerant')",-0.4877736,-0.6482059,-0.1604323
31,-0.8767332,-0.8182391,"('evil', 'good')",-0.8767332,-0.8182391,0.0584941
32,0.28219754,0.12743883,"('unkind', 'kind')",0.2821975,0.1274388,-0.1547587
33,0.33610678,0.36975205,"('wrong', 'right')",0.3361068,0.369752,0.0336452
34,1.3535826,1.4281142,"('mean', 'honorable')",1.3535826,1.4281142,0.0745316
35,-0.36928657,-0.33822057,"('corrupt', 'incorrupt')",-0.3692866,-0.3382206,0.031066
36,-0.5355698,-0.56092,"('hostile', 'amicable')",-0.5355698,-0.56092,-0.0253502
37,-1.0059042,-0.97361815,"('fake', 'genuine')",-1.0059042,-0.9736181,0.0322861
38,0.20287511,0.087767765,"('untruthful', 'truthful')",0.2028751,0.0877678,-0.1151073
39,-0.40442243,-0.41147965,"('exploitative', 'cooperative')",-0.4044224,-0.4114797,-0.0070573
40,-1.8439134,-1.8173716,"('stingy', 'generous')",-1.8439134,-1.8173716,0.0265418
41,-0.654362,-0.8187552,"('unforgiving', 'forgiving')",-0.654362,-0.8187552,-0.1643932
42,-0.1507,-0.10090908,"('unreliable', 'reliable')",-0.1507,-0.1009091,0.0497909
43,-0.3359487,-0.4611458,"('irresponsible', 'responsible')",-0.3359487,-0.4611458,-0.1251971
44,0.52009803,0.5636432,"('prejudiced', 'unprejudiced')",0.520098,0.5636432,0.0435452
45,0.25946507,0.1872932,"('incompetent', 'competent')",0.2594651,0.1872932,-0.0721719
46,-0.25457686,-0.26256767,"('uncompetitive', 'competitive')",-0.2545769,-0.2625677,-0.0079908
47,2.2789671,2.285144,"('stupid', 'smart')",2.2789671,2.2851441,0.006177
48,-0.73641485,-0.8116724,"('unintelligent', 'intelligent')",-0.7364148,-0.8116724,-0.0752576
49,-0.3375637,-0.1709548,"('unable', 'able')",-0.3375637,-0.1709548,0.1666089
50,0.6265963,0.71616304,"('clumsy', 'skillful')",0.6265963,0.716163,0.0895667
51,-0.47455716,-0.49106565,"('uneducated', 'educated')",-0.4745572,-0.4910657,-0.0165085
52,0.27904755,0.19635786,"('irrational', 'rational')",0.2790475,0.1963579,-0.0826896
53,-0.9564081,-1.0506284,"('uncreative', 'creative')",-0.9564081,-1.0506284,-0.0942203
54,0.36071306,0.36936134,"('incapable', 'capable')",0.3607131,0.3693613,0.0086482
55,-0.07113166,-0.09145339,"('incompetent', 'clever')",-0.0711317,-0.0914534,-0.0203217
56,0.64892805,0.48484096,"('impractical', 'practical')",0.648928,0.484841,-0.164087
57,-1.8057629,-1.959728,"('unimaginative', 'imaginative')",-1.8057629,-1.959728,-0.1539651
58,0.06292277,-0.06916995,"('undiscriminating', 'discriminating')",0.0629228,-0.06917,-0.1320928
59,0.25215146,0.2527972,"('foolish', 'wise')",0.2521515,0.2527972,0.0006457
60,0.5189491,0.4594737,"('inefficient', 'efficient')",0.5189491,0.4594737,-0.0594754
61,-0.068417676,-0.14971745,"('illogical', 'logical')",-0.0684177,-0.1497175,-0.0812998
62,0.14052925,0.1657136,"('incompetent', 'brilliant')",0.1405292,0.1657136,0.0251844
63,-0.19651443,-0.21078444,"('unperceptive', 'insightful')",-0.1965144,-0.2107844,-0.01427
64,-1.6246328,-1.6972898,"('shy', 'confident')",-1.6246328,-1.6972898,-0.072657
65,-0.17985705,-0.25213292,"('insecure', 'secure')",-0.179857,-0.2521329,-0.0722759
66,-0.6823378,-0.6822902,"('inactive', 'active')",-0.6823378,-0.6822902,4.76e-05
67,0.17174935,0.118029736,"('doubtful', 'determined')",0.1717494,0.1180297,-0.0537197
68,-0.44543102,-0.3202989,"('dependent', 'independent')",-0.445431,-0.3202989,0.1251321
69,-0.10874541,-0.006530104,"('lazy', 'industrious')",-0.1087454,-0.0065301,0.1022153
70,-0.5820078,-0.57868403,"('lethargic', 'energetic')",-0.5820078,-0.578684,0.0033238
71,0.76445055,0.81456065,"('diffident', 'self-confident')",0.7644506,0.8145607,0.0501101
72,-0.83406466,-0.93864834,"('unambitious', 'ambitious')",-0.8340647,-0.9386483,-0.1045836
73,-0.20918378,-0.14465742,"('helpless', 'self-reliant')",-0.2091838,-0.1446574,0.0645264
74,-0.0687322,-0.100412644,"('undedicated', 'dedicated')",-0.0687322,-0.1004126,-0.0316804
75,-0.09667884,0.0009702062,"('meek', 'impulsive')",-0.0966788,0.0009702,0.097649
76,0.30127236,0.27989438,"('anxious', 'daring')",0.3012724,0.2798944,-0.021378
77,-0.51895934,-0.4788193,"('unmotivated', 'motivated')",-0.5189593,-0.4788193,0.04014
78,0.30926618,0.45540604,"('nonresilient', 'resilient')",0.3092662,0.455406,0.1461398
79,-0.06211648,-0.041481286,"('wavering', 'unwavering')",-0.0621165,-0.0414813,0.0206352
80,0.082463026,0.09611586,"('dominated', 'dominating')",0.082463,0.0961159,0.0136529
81,-0.6223494,-0.72876257,"('submissive', 'aggressive')",-0.6223494,-0.7287626,-0.1064132
82,1.6587867,1.6161293,"('poor', 'rich')",1.6587867,1.6161293,-0.0426574
83,0.07453213,-0.037590437,"('powerless', 'powerful')",0.0745321,-0.0375904,-0.1121225
84,0.3955608,0.40651038,"('inferior', 'superior')",0.3955608,0.4065104,0.0109496
85,0.21502429,0.15800317,"('insignificant', 'prestigious')",0.2150243,0.1580032,-0.0570211
86,-1.2694203,-1.4327269,"('uninfluential', 'influential')",-1.2694203,-1.4327269,-0.1633066
87,1.1336243,1.0690533,"('unsuccessful', 'successful')",1.1336243,1.0690533,-0.064571
88,-0.35791337,-0.5216063,"('low', 'eminent')",-0.3579134,-0.5216063,-0.1636929
