,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.0981925,-0.2647709,"('unsociable', 'sociable')",-0.0981925,-0.2647709,-0.1665784
1,-1.0839531,-1.2969906,"('unfriendly', 'friendly')",-1.0839531,-1.2969906,-0.2130375
2,-0.018747345,-0.0942905,"('unlikable', 'likable')",-0.0187473,-0.0942905,-0.0755432
3,-0.4034894,-0.17221631,"('repellent', 'pleasant')",-0.4034894,-0.1722163,0.2312731
4,-2.731495,-3.0443723,"('disliked', 'liked')",-2.7314949,-3.0443723,-0.3128774
5,-0.69683224,-0.6735893,"('distant', 'outgoing')",-0.6968322,-0.6735893,0.0232429
6,-1.0084715,-1.0063722,"('distant', 'open')",-1.0084715,-1.0063722,0.0020993
7,0.14135528,0.15173696,"('insensitive', 'sensitive')",0.1413553,0.151737,0.0103817
8,-1.3927851,-1.4412367,"('unaffectionate', 'affectionate')",-1.3927851,-1.4412367,-0.0484516
9,-1.2560717,-1.2635757,"('unaffectionate', 'caring')",-1.2560717,-1.2635757,-0.007504
10,-0.31071022,-0.3795617,"('unsympathetic', 'sympathetic')",-0.3107102,-0.3795617,-0.0688515
11,0.5580872,0.6578656,"('unhelpful', 'helpful')",0.5580872,0.6578656,0.0997784
12,-1.7130016,-1.7601646,"('unsupportive', 'supportive')",-1.7130016,-1.7601646,-0.047163
13,-0.36290088,-0.44087118,"('impolite', 'polite')",-0.3629009,-0.4408712,-0.0779703
14,1.0519403,0.878904,"('antisocial', 'social')",1.0519403,0.878904,-0.1730363
15,0.8377074,0.6254713,"('boring', 'funny')",0.8377074,0.6254713,-0.2122361
16,-0.6169408,-0.5383589,"('unpopular', 'popular')",-0.6169408,-0.5383589,0.0785819
17,-0.44356453,-0.5029149,"('nasty', 'nice')",-0.4435645,-0.5029149,-0.0593504
18,-1.1405065,-1.118812,"('disagreeable', 'welcoming')",-1.1405065,-1.118812,0.0216945
19,-1.2979178,-1.3290029,"('inhospitable', 'hospitable')",-1.2979178,-1.3290029,-0.0310851
20,0.49914497,0.5636202,"('rough', 'thoughtful')",0.499145,0.5636202,0.0644752
21,-0.26134345,-0.117074035,"('immoral', 'moral')",-0.2613434,-0.117074,0.1442694
22,0.27158952,0.13696416,"('untrustworthy', 'trustworthy')",0.2715895,0.1369642,-0.1346253
23,1.6965412,1.8628595,"('insincere', 'sincere')",1.6965412,1.8628595,0.1663183
24,-0.49907464,-0.5882652,"('dishonest', 'honest')",-0.4990746,-0.5882652,-0.0891906
25,-0.3590284,-0.335026,"('egoistic', 'altruistic')",-0.3590284,-0.335026,0.0240024
26,0.081654064,-0.32528782,"('hardhearted', 'benevolent')",0.0816541,-0.3252878,-0.4069419
27,0.27683228,0.27055693,"('hardhearted', 'softhearted')",0.2768323,0.2705569,-0.0062754
28,-0.28017497,-0.41493526,"('disloyal', 'loyal')",-0.280175,-0.4149353,-0.1347603
29,0.06669449,0.0127378255,"('unfair', 'fair')",0.0666945,0.0127378,-0.0539567
30,-0.12734048,-0.16638689,"('intolerant', 'tolerant')",-0.1273405,-0.1663869,-0.0390464
31,-1.1955298,-1.2422625,"('evil', 'good')",-1.1955298,-1.2422625,-0.0467327
32,-0.11179475,-0.2502814,"('unkind', 'kind')",-0.1117947,-0.2502814,-0.1384867
33,-0.44732678,-0.5797072,"('wrong', 'right')",-0.4473268,-0.5797072,-0.1323804
34,0.9834311,1.3557278,"('mean', 'honorable')",0.9834311,1.3557278,0.3722967
35,-0.4070342,-0.5253033,"('corrupt', 'incorrupt')",-0.4070342,-0.5253033,-0.1182691
36,-1.6345884,-1.7044917,"('hostile', 'amicable')",-1.6345884,-1.7044917,-0.0699033
37,0.06615495,0.02469762,"('fake', 'genuine')",0.0661549,0.0246976,-0.0414573
38,-0.47718447,-0.60855293,"('untruthful', 'truthful')",-0.4771845,-0.6085529,-0.1313684
39,0.2622486,0.42484277,"('exploitative', 'cooperative')",0.2622486,0.4248428,0.1625942
40,-1.713826,-1.7303025,"('stingy', 'generous')",-1.7138259,-1.7303025,-0.0164766
41,-0.44245288,-0.62320715,"('unforgiving', 'forgiving')",-0.4424529,-0.6232072,-0.1807543
42,-0.67934144,-0.6553717,"('unreliable', 'reliable')",-0.6793414,-0.6553717,0.0239697
43,0.16391619,0.102997534,"('irresponsible', 'responsible')",0.1639162,0.1029975,-0.0609187
44,0.052551173,0.17626886,"('prejudiced', 'unprejudiced')",0.0525512,0.1762689,0.1237177
45,-0.06998199,-0.3905006,"('incompetent', 'competent')",-0.069982,-0.3905006,-0.3205186
46,0.36632803,0.2543328,"('uncompetitive', 'competitive')",0.366328,0.2543328,-0.1119952
47,1.5305836,1.6483032,"('stupid', 'smart')",1.5305836,1.6483032,0.1177196
48,-0.24249184,-0.1775168,"('unintelligent', 'intelligent')",-0.2424918,-0.1775168,0.064975
49,0.17837822,0.34490234,"('unable', 'able')",0.1783782,0.3449023,0.1665241
50,0.011379223,-0.07945469,"('clumsy', 'skillful')",0.0113792,-0.0794547,-0.0908339
51,0.11806703,-0.0007542856,"('uneducated', 'educated')",0.118067,-0.0007543,-0.1188213
52,-1.1736928,-1.238411,"('irrational', 'rational')",-1.1736928,-1.2384109,-0.0647181
53,-1.0886644,-1.1254293,"('uncreative', 'creative')",-1.0886644,-1.1254293,-0.0367649
54,-0.25796416,-0.35422522,"('incapable', 'capable')",-0.2579642,-0.3542252,-0.096261
55,0.5792626,0.5782496,"('incompetent', 'clever')",0.5792626,0.5782496,-0.001013
