,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.5313998,0.4530118,"('unsociable', 'sociable')",0.5313998,0.4530118,-0.078388
1,1.1948781,1.2306991,"('unfriendly', 'friendly')",1.1948781,1.2306991,0.035821
2,0.025642911,0.21159036,"('unlikable', 'likable')",0.0256429,0.2115904,0.1859475
3,1.0437357,1.2036908,"('repellent', 'pleasant')",1.0437357,1.2036908,0.1599551
4,-7.3458443,-7.571561,"('disliked', 'liked')",-7.3458443,-7.5715609,-0.2257166
5,-0.67290604,-0.61218774,"('distant', 'outgoing')",-0.672906,-0.6121877,0.0607183
6,-0.18456295,-0.22610402,"('distant', 'open')",-0.184563,-0.226104,-0.041541
7,1.7215469,1.7482206,"('insensitive', 'sensitive')",1.7215469,1.7482206,0.0266737
8,1.0570707,0.9861985,"('unaffectionate', 'affectionate')",1.0570707,0.9861985,-0.0708722
9,1.4176558,1.5296571,"('unaffectionate', 'caring')",1.4176558,1.5296571,0.1120013
10,1.321359,1.2945769,"('unsympathetic', 'sympathetic')",1.321359,1.2945769,-0.0267821
11,1.7510431,1.9051374,"('unhelpful', 'helpful')",1.7510431,1.9051374,0.1540943
12,-1.3927208,-1.2753072,"('unsupportive', 'supportive')",-1.3927208,-1.2753072,0.1174136
13,0.268066,0.37034345,"('impolite', 'polite')",0.268066,0.3703434,0.1022774
14,0.51401484,0.4737247,"('antisocial', 'social')",0.5140148,0.4737247,-0.0402901
15,0.33828852,0.29101375,"('boring', 'funny')",0.3382885,0.2910137,-0.0472748
16,-0.9111649,-0.8790054,"('unpopular', 'popular')",-0.9111649,-0.8790054,0.0321595
17,-0.054253325,-0.0567618,"('nasty', 'nice')",-0.0542533,-0.0567618,-0.0025085
18,-0.45365775,-0.3445819,"('disagreeable', 'welcoming')",-0.4536577,-0.3445819,0.1090758
19,-0.69943345,-0.6132732,"('inhospitable', 'hospitable')",-0.6994334,-0.6132732,0.0861602
20,0.7718631,0.6631099,"('rough', 'thoughtful')",0.7718631,0.6631099,-0.1087532
21,0.16971728,0.39843252,"('immoral', 'moral')",0.1697173,0.3984325,0.2287152
22,0.09018057,0.1255519,"('untrustworthy', 'trustworthy')",0.0901806,0.1255519,0.0353713
