,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.9106487,-2.0221193,"('unsociable', 'sociable')",-1.9106487,-2.0221193,-0.1114706
1,0.11822433,-0.04361801,"('unfriendly', 'friendly')",0.1182243,-0.043618,-0.1618423
2,-0.6150764,-0.55824876,"('unlikable', 'likable')",-0.6150764,-0.5582488,0.0568276
3,-0.7566664,-0.71242726,"('repellent', 'pleasant')",-0.7566664,-0.7124273,0.0442391
4,-1.9099756,-1.8671306,"('disliked', 'liked')",-1.9099756,-1.8671306,0.042845
5,-0.31258374,-0.3875451,"('distant', 'outgoing')",-0.3125837,-0.3875451,-0.0749614
6,-0.32273728,-0.44957,"('distant', 'open')",-0.3227373,-0.44957,-0.1268327
7,-0.6229823,-0.59982353,"('insensitive', 'sensitive')",-0.6229823,-0.5998235,0.0231588
8,-0.18518545,-0.33847427,"('unaffectionate', 'affectionate')",-0.1851854,-0.3384743,-0.1532889
9,-0.3988152,-0.5581739,"('unaffectionate', 'caring')",-0.3988152,-0.5581739,-0.1593587
10,-1.935082,-1.9449288,"('unsympathetic', 'sympathetic')",-1.935082,-1.9449288,-0.0098468
11,0.052469883,0.055856653,"('unhelpful', 'helpful')",0.0524699,0.0558567,0.0033868
12,-1.1366316,-1.0818148,"('unsupportive', 'supportive')",-1.1366316,-1.0818148,0.0548168
13,-1.3114332,-1.3874642,"('impolite', 'polite')",-1.3114332,-1.3874642,-0.076031
14,-1.363423,-1.3255394,"('antisocial', 'social')",-1.363423,-1.3255394,0.0378836
15,0.38000074,0.34578454,"('boring', 'funny')",0.3800007,0.3457845,-0.0342162
16,-0.13566798,-0.14405255,"('unpopular', 'popular')",-0.135668,-0.1440526,-0.0083846
17,-0.41995487,-0.37559038,"('nasty', 'nice')",-0.4199549,-0.3755904,0.0443645
18,-0.6883621,-0.66915286,"('disagreeable', 'welcoming')",-0.6883621,-0.6691529,0.0192092
19,-1.3982595,-1.4224164,"('inhospitable', 'hospitable')",-1.3982595,-1.4224164,-0.0241569
20,-0.15729895,-0.17101571,"('rough', 'thoughtful')",-0.157299,-0.1710157,-0.0137167
21,-1.0263431,-0.9615543,"('immoral', 'moral')",-1.0263431,-0.9615543,0.0647888
22,-1.3178666,-1.3609861,"('untrustworthy', 'trustworthy')",-1.3178666,-1.3609861,-0.0431195
23,1.1232947,1.0088415,"('insincere', 'sincere')",1.1232947,1.0088415,-0.1144532
24,-0.8973779,-0.99990404,"('dishonest', 'honest')",-0.8973779,-0.999904,-0.1025261
25,0.63157046,0.5090473,"('egoistic', 'altruistic')",0.6315705,0.5090473,-0.1225232
26,0.78389287,0.7002013,"('hardhearted', 'benevolent')",0.7838929,0.7002013,-0.0836916
27,0.110979185,-0.04079756,"('hardhearted', 'softhearted')",0.1109792,-0.0407976,-0.1517768
28,-0.7386899,-0.85941726,"('disloyal', 'loyal')",-0.7386899,-0.8594173,-0.1207274
