,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.55321306,-0.615042,"('unsociable', 'sociable')",-0.5532131,-0.615042,-0.0618289
1,-1.4149336,-1.6322907,"('unfriendly', 'friendly')",-1.4149336,-1.6322907,-0.2173571
2,-1.8608439,-1.974214,"('unlikable', 'likable')",-1.8608439,-1.974214,-0.1133701
3,-1.2348415,-0.9891093,"('repellent', 'pleasant')",-1.2348415,-0.9891093,0.2457322
4,-0.9258604,-0.8479411,"('disliked', 'liked')",-0.9258604,-0.8479411,0.0779193
5,-0.7221126,-0.898066,"('distant', 'outgoing')",-0.7221126,-0.898066,-0.1759534
6,-1.3026,-1.4979656,"('distant', 'open')",-1.3026,-1.4979656,-0.1953656
7,-0.9941907,-0.7934572,"('insensitive', 'sensitive')",-0.9941907,-0.7934572,0.2007335
8,-1.4908116,-1.8398613,"('unaffectionate', 'affectionate')",-1.4908116,-1.8398613,-0.3490497
9,-1.0621917,-1.1777246,"('unaffectionate', 'caring')",-1.0621917,-1.1777246,-0.1155329
10,-1.5757453,-1.5300865,"('unsympathetic', 'sympathetic')",-1.5757453,-1.5300865,0.0456588
11,-0.22357048,-0.034422044,"('unhelpful', 'helpful')",-0.2235705,-0.034422,0.1891485
12,-0.7675365,-0.65718,"('unsupportive', 'supportive')",-0.7675365,-0.65718,0.1103565
13,-0.54129994,-0.5598228,"('impolite', 'polite')",-0.5412999,-0.5598228,-0.0185229
14,-0.057933636,-0.027164938,"('antisocial', 'social')",-0.0579336,-0.0271649,0.0307687
15,-0.23948473,-0.43535978,"('boring', 'funny')",-0.2394847,-0.4353598,-0.1958751
16,-1.4220635,-1.4084967,"('unpopular', 'popular')",-1.4220635,-1.4084967,0.0135668
17,-0.8755992,-0.8736973,"('nasty', 'nice')",-0.8755992,-0.8736973,0.0019019
18,-1.6814312,-1.6591637,"('disagreeable', 'welcoming')",-1.6814312,-1.6591637,0.0222675
19,-1.8552884,-1.7398064,"('inhospitable', 'hospitable')",-1.8552884,-1.7398064,0.115482
20,-1.0041257,-1.0099132,"('rough', 'thoughtful')",-1.0041257,-1.0099132,-0.0057875
21,-0.9320182,-0.7416797,"('immoral', 'moral')",-0.9320182,-0.7416797,0.1903385
22,-0.8553085,-0.88310415,"('untrustworthy', 'trustworthy')",-0.8553085,-0.8831041,-0.0277956
23,-0.22668365,-0.1662334,"('insincere', 'sincere')",-0.2266836,-0.1662334,0.0604502
24,-1.2593546,-1.3717344,"('dishonest', 'honest')",-1.2593546,-1.3717344,-0.1123798
25,-0.829432,-0.9808235,"('egoistic', 'altruistic')",-0.829432,-0.9808235,-0.1513915
26,-0.19994198,-0.43245107,"('hardhearted', 'benevolent')",-0.199942,-0.4324511,-0.2325091
27,-0.37249509,-0.50093776,"('hardhearted', 'softhearted')",-0.3724951,-0.5009378,-0.1284427
28,-0.9980092,-0.9135107,"('disloyal', 'loyal')",-0.9980092,-0.9135107,0.0844985
29,-1.3828596,-1.5199616,"('unfair', 'fair')",-1.3828596,-1.5199616,-0.137102
30,0.000897672,0.07123704,"('intolerant', 'tolerant')",0.0008977,0.071237,0.0703393
31,-2.1739886,-2.369931,"('evil', 'good')",-2.1739886,-2.369931,-0.1959424
32,-0.54973114,-0.6849321,"('unkind', 'kind')",-0.5497311,-0.6849321,-0.135201
33,-0.29426125,-0.4260974,"('wrong', 'right')",-0.2942612,-0.4260974,-0.1318362
34,0.4178748,0.61605334,"('mean', 'honorable')",0.4178748,0.6160533,0.1981785
35,-0.71545553,-0.92453885,"('corrupt', 'incorrupt')",-0.7154555,-0.9245389,-0.2090834
36,-1.2756602,-1.2864759,"('hostile', 'amicable')",-1.2756602,-1.2864759,-0.0108157
37,-1.1073037,-1.1524677,"('fake', 'genuine')",-1.1073037,-1.1524677,-0.045164
