,lover_male,lover_female,tuple,average_male,average_female,female-male
0,0.33511537,0.15314235,"('unsociable', 'sociable')",0.3351154,0.1531423,-0.1819731
1,1.1228037,1.03824,"('unfriendly', 'friendly')",1.1228037,1.03824,-0.0845637
2,0.78948975,0.900427,"('unlikable', 'likable')",0.7894897,0.900427,0.1109373
3,1.0671927,0.9941174,"('repellent', 'pleasant')",1.0671927,0.9941174,-0.0730753
4,-7.181529,-7.1417804,"('disliked', 'liked')",-7.181529,-7.1417804,0.0397486
5,-0.10600869,-0.118172854,"('distant', 'outgoing')",-0.1060087,-0.1181729,-0.0121642
6,0.02819189,0.030447736,"('distant', 'open')",0.0281919,0.0304477,0.0022558
7,0.9206061,0.9083549,"('insensitive', 'sensitive')",0.9206061,0.9083549,-0.0122512
8,0.792445,0.89621454,"('unaffectionate', 'affectionate')",0.792445,0.8962145,0.1037695
9,1.5593897,1.7001874,"('unaffectionate', 'caring')",1.5593897,1.7001874,0.1407977
10,1.3494636,1.3218836,"('unsympathetic', 'sympathetic')",1.3494636,1.3218836,-0.02758
11,2.2435763,2.2576587,"('unhelpful', 'helpful')",2.2435763,2.2576587,0.0140824
12,-1.3822823,-1.3897747,"('unsupportive', 'supportive')",-1.3822823,-1.3897747,-0.0074924
13,0.6069233,0.39413744,"('impolite', 'polite')",0.6069233,0.3941374,-0.2127859
14,-0.047610145,-0.20142399,"('antisocial', 'social')",-0.0476101,-0.201424,-0.1538139
15,0.5745057,0.54075515,"('boring', 'funny')",0.5745057,0.5407552,-0.0337505
16,-0.23271626,-0.13700953,"('unpopular', 'popular')",-0.2327163,-0.1370095,0.0957068
17,-0.08119007,-0.082874015,"('nasty', 'nice')",-0.0811901,-0.082874,-0.0016839
18,-0.5180019,-0.6597892,"('disagreeable', 'welcoming')",-0.5180019,-0.6597892,-0.1417873
19,-0.38865998,-0.22843298,"('inhospitable', 'hospitable')",-0.38866,-0.228433,0.160227
20,0.6767034,0.4970818,"('rough', 'thoughtful')",0.6767034,0.4970818,-0.1796216
21,0.41470757,0.3966264,"('immoral', 'moral')",0.4147076,0.3966264,-0.0180812
22,0.13830298,0.08039047,"('untrustworthy', 'trustworthy')",0.138303,0.0803905,-0.0579125
23,6.567227,6.5068636,"('insincere', 'sincere')",6.5672269,6.5068636,-0.0603633
24,1.9065745,1.8531386,"('dishonest', 'honest')",1.9065745,1.8531386,-0.0534359
25,0.21972996,0.18480977,"('egoistic', 'altruistic')",0.21973,0.1848098,-0.0349202
26,-0.10297472,-0.14771794,"('hardhearted', 'benevolent')",-0.1029747,-0.1477179,-0.0447432
27,1.3319378,1.1778253,"('hardhearted', 'softhearted')",1.3319378,1.1778253,-0.1541125
28,1.0704954,1.071358,"('disloyal', 'loyal')",1.0704954,1.071358,0.0008626
29,-0.4183739,-0.44634694,"('unfair', 'fair')",-0.4183739,-0.4463469,-0.027973
30,1.0950116,1.0663098,"('intolerant', 'tolerant')",1.0950116,1.0663098,-0.0287018
31,-1.803171,-1.7071414,"('evil', 'good')",-1.803171,-1.7071414,0.0960296
32,1.2921454,1.2670833,"('unkind', 'kind')",1.2921454,1.2670833,-0.0250621
33,-0.21639475,-0.19265205,"('wrong', 'right')",-0.2163948,-0.192652,0.0237428
34,4.6585646,4.760796,"('mean', 'honorable')",4.6585646,4.7607961,0.1022315
35,-1.3877059,-1.4224427,"('corrupt', 'incorrupt')",-1.3877059,-1.4224427,-0.0347368
36,-1.2814397,-1.2134027,"('hostile', 'amicable')",-1.2814397,-1.2134027,0.068037
37,0.7911104,0.8228274,"('fake', 'genuine')",0.7911104,0.8228274,0.031717
