,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.79578054,-1.0843656,"('unsociable', 'sociable')",1.1465578,0.92055446,-0.28518406,-0.48557925,0.0218644,-0.2164635,-0.2383279
1,-0.8348184,-0.63387513,"('unfriendly', 'friendly')",0.25693014,0.40458146,1.5035365,1.4788831,0.3085494,0.4165298,0.1079804
2,0.7194108,0.62189645,"('unlikable', 'likable')",0.55952984,0.6017888,0.7477591,0.8417342,0.6755666,0.6884731,0.0129065
3,-1.1895242,-1.0516598,"('repellent', 'pleasant')",-0.3908825,-0.19012697,0.06236339,0.12565613,-0.5060144,-0.3720436,0.1339708
4,0.50187635,0.6682187,"('disliked', 'liked')",-0.31691676,-0.20301339,-5.885294,-5.855317,-1.9001115,-1.796704,0.1034075
5,-0.43441746,-0.12318225,"('distant', 'outgoing')",-0.23012789,-0.0023555048,-0.27239686,-0.119071886,-0.3123141,-0.0815365,0.2307776
6,-1.0664022,-0.6820828,"('distant', 'open')",-1.0316738,-0.7706932,-0.010488216,0.1415967,-0.7028547,-0.4370598,0.2657949
7,-0.53149843,-0.5955783,"('insensitive', 'sensitive')",0.7207379,0.7475104,0.81251216,0.7961914,0.3339172,0.3160412,-0.017876
8,-1.0723132,-0.95167756,"('unaffectionate', 'affectionate')",-0.5495134,-0.42544255,0.5279509,0.5214218,-0.3646253,-0.2852328,0.0793925
9,-1.1763533,-1.0893062,"('unaffectionate', 'caring')",0.25813958,0.33509153,0.907475,0.9358992,-0.0035796,0.0605615,0.0641411
10,-1.3776696,-1.5333887,"('unsympathetic', 'sympathetic')",0.3301109,0.22271556,-0.3907106,-0.49743196,-0.4794231,-0.6027017,-0.1232786
11,-0.49408352,-0.6714555,"('unhelpful', 'helpful')",0.7791502,0.7266051,2.240521,2.2655933,0.8418625,0.7735809,-0.0682816
12,-0.5285882,-0.33035553,"('unsupportive', 'supportive')",0.70685714,0.9584695,-1.4542096,-1.3346473,-0.4253136,-0.2355111,0.1898025
13,0.0863237,-0.20452268,"('impolite', 'polite')",1.0282785,0.8262983,0.064471975,-0.031272173,0.3930247,0.1968345,-0.1961902
14,-0.7733167,-0.9333999,"('antisocial', 'social')",0.94630766,0.8708431,-0.49974427,-0.6457251,-0.1089178,-0.236094,-0.1271762
15,0.8904413,0.7421283,"('boring', 'funny')",0.42055482,0.29117015,0.6637035,0.6050085,0.6582332,0.5461023,-0.1121309
16,0.009687636,0.13857192,"('unpopular', 'popular')",-0.55827254,-0.37653404,0.5036355,0.5720642,-0.0149831,0.1113674,0.1263505
17,0.5693996,0.6805101,"('nasty', 'nice')",-0.6939088,-0.5565009,-0.54895973,-0.44435567,-0.2244896,-0.1067822,0.1177074
18,-0.21081102,-0.075772256,"('disagreeable', 'welcoming')",-0.61546993,-0.4581689,-0.26127005,-0.19063884,-0.362517,-0.2415267,0.1209903
19,-0.1760587,0.0033205934,"('inhospitable', 'hospitable')",-0.45761284,-0.3743058,0.1430521,0.34080297,-0.1635398,-0.0100607,0.1534791
20,0.17350808,0.21807611,"('rough', 'thoughtful')",0.38580695,0.46048194,0.73092484,0.7306481,0.4300799,0.4697354,0.0396555
21,-0.22518301,-0.5043414,"('immoral', 'moral')",0.92885077,0.7919494,-0.3417728,-0.37721854,0.1206317,-0.0298702,-0.1505019
22,-0.18884648,-0.24353525,"('untrustworthy', 'trustworthy')",0.364921,0.30977258,-0.7838959,-0.81414056,-0.2026071,-0.2493011,-0.046694
23,-0.03661741,-0.22718617,"('insincere', 'sincere')",1.298849,1.2247655,5.8206015,5.721652,2.3609444,2.2397439,-0.1212005
24,-0.07980411,-0.24523774,"('dishonest', 'honest')",-0.29980153,-0.3771928,0.71445733,0.6083109,0.1116172,-0.0047066,-0.1163238
25,-0.42505518,-0.39921236,"('egoistic', 'altruistic')",-0.5073596,-0.393603,1.2240818,1.2153513,0.0972223,0.1408453,0.043623
26,-0.5536151,-0.55677074,"('hardhearted', 'benevolent')",0.7595462,0.7821579,1.4649224,1.3114065,0.5569512,0.5122646,-0.0446866
27,-0.00489307,0.15332247,"('hardhearted', 'softhearted')",0.23198254,0.31304622,1.0082878,0.96553487,0.4117924,0.4773012,0.0655088
28,-0.52466625,-0.72785926,"('disloyal', 'loyal')",-0.13992442,-0.26276153,1.0107489,0.8678354,0.1153861,-0.0409285,-0.1563146
29,-0.17536083,-0.16935949,"('unfair', 'fair')",-1.1008753,-1.1031293,-0.69060105,-0.7837303,-0.6556124,-0.6854064,-0.029794
30,0.50536567,0.32825497,"('intolerant', 'tolerant')",1.8354548,1.704206,1.4670995,1.4003065,1.2693067,1.1442558,-0.1250509
31,-0.80167216,-0.3165347,"('evil', 'good')",-1.9899158,-1.7772666,-1.295591,-1.1893967,-1.3623931,-1.0943993,0.2679938
32,0.12730792,-0.16884814,"('unkind', 'kind')",1.2930748,1.040238,1.2234404,0.98262423,0.8812744,0.6180047,-0.2632697
33,0.69588226,0.7798291,"('wrong', 'right')",0.22057354,0.2981531,-0.46589142,-0.4718202,0.1501881,0.202054,0.0518659
34,-0.52018833,-0.36098248,"('mean', 'honorable')",0.20820867,0.35331133,6.171101,6.3090296,1.9530404,2.1004527,0.1474123
35,-0.021473479,0.1086394,"('corrupt', 'incorrupt')",-2.3275807,-2.3373427,-0.77286667,-0.8834223,-1.0406403,-1.0373752,0.0032651
36,-0.45747015,-0.14587548,"('hostile', 'amicable')",-1.9733007,-1.7951442,-0.28364933,-0.37316978,-0.9048068,-0.7713965,0.1334103
37,-0.32069567,-0.389211,"('fake', 'genuine')",-0.27005965,-0.28952342,0.2755623,0.25829843,-0.1050644,-0.1401453,-0.0350809
38,-0.33574167,-0.27483842,"('untruthful', 'truthful')",-0.4948529,-0.41835132,0.29545918,0.39672416,-0.1783785,-0.0988219,0.0795566
39,0.7142564,0.6265648,"('exploitative', 'cooperative')",1.6094792,1.4528732,0.42930537,0.365434,0.9176803,0.8149573,-0.102723
40,-1.131053,-1.0056982,"('stingy', 'generous')",-0.71801573,-0.56629556,-1.6826125,-1.7242379,-1.177227,-1.0987439,0.0784831
41,0.16882414,0.18391722,"('unforgiving', 'forgiving')",-0.5126257,-0.42281982,0.16449359,0.11368734,-0.0597693,-0.0417384,0.0180309
42,0.92076784,0.8649206,"('unreliable', 'reliable')",1.0194277,1.0217603,-2.6131654,-2.5412858,-0.2243233,-0.2182016,0.0061217
