,waveform_male,waveform_female,tuple,average_male,average_female,female-male
0,0.13631824,0.04299554,"('unsociable', 'sociable')",0.1363182,0.0429955,-0.0933227
1,-0.017852124,-0.1633315,"('unfriendly', 'friendly')",-0.0178521,-0.1633315,-0.1454794
2,-0.23697639,-0.20310795,"('unlikable', 'likable')",-0.2369764,-0.203108,0.0338684
3,-0.09724904,-0.041017808,"('repellent', 'pleasant')",-0.097249,-0.0410178,0.0562312
4,-3.3850348,-3.5615766,"('disliked', 'liked')",-3.3850348,-3.5615766,-0.1765418
5,-1.3690369,-1.3208317,"('distant', 'outgoing')",-1.3690369,-1.3208317,0.0482052
6,-1.6678588,-1.6398981,"('distant', 'open')",-1.6678588,-1.6398981,0.0279607
7,0.523096,0.53496635,"('insensitive', 'sensitive')",0.523096,0.5349663,0.0118703
8,-0.39199516,-0.49517933,"('unaffectionate', 'affectionate')",-0.3919952,-0.4951793,-0.1031841
9,0.034250583,0.028146192,"('unaffectionate', 'caring')",0.0342506,0.0281462,-0.0061044
10,-0.04668504,-0.04353883,"('unsympathetic', 'sympathetic')",-0.046685,-0.0435388,0.0031462
11,1.1832094,1.1980488,"('unhelpful', 'helpful')",1.1832094,1.1980488,0.0148394
12,-1.0134745,-1.0123242,"('unsupportive', 'supportive')",-1.0134745,-1.0123242,0.0011503
13,0.54458106,0.4214292,"('impolite', 'polite')",0.5445811,0.4214292,-0.1231519
14,0.5068048,0.54380506,"('antisocial', 'social')",0.5068048,0.5438051,0.0370003
15,0.74522674,0.55907494,"('boring', 'funny')",0.7452267,0.5590749,-0.1861518
16,-0.2727452,-0.38048333,"('unpopular', 'popular')",-0.2727452,-0.3804833,-0.1077381
17,-0.00768625,-0.03688614,"('nasty', 'nice')",-0.0076862,-0.0368861,-0.0291999
18,-0.21321249,-0.31534827,"('disagreeable', 'welcoming')",-0.2132125,-0.3153483,-0.1021358
19,-1.5354092,-1.5709287,"('inhospitable', 'hospitable')",-1.5354092,-1.5709287,-0.0355195
20,0.5889478,0.6333082,"('rough', 'thoughtful')",0.5889478,0.6333082,0.0443604
21,0.6717852,0.61663014,"('immoral', 'moral')",0.6717852,0.6166301,-0.0551551
22,-0.1264985,-0.17272653,"('untrustworthy', 'trustworthy')",-0.1264985,-0.1727265,-0.046228
23,3.138569,3.2062721,"('insincere', 'sincere')",3.1385691,3.2062721,0.067703
24,0.121416755,0.056822363,"('dishonest', 'honest')",0.1214168,0.0568224,-0.0645944
25,0.065622285,0.06596693,"('egoistic', 'altruistic')",0.0656223,0.0659669,0.0003446
26,0.46767187,0.27021056,"('hardhearted', 'benevolent')",0.4676719,0.2702106,-0.1974613
27,0.107672915,0.078032315,"('hardhearted', 'softhearted')",0.1076729,0.0780323,-0.0296406
28,1.027635,0.91205513,"('disloyal', 'loyal')",1.027635,0.9120551,-0.1155799
29,-0.5636117,-0.52726597,"('unfair', 'fair')",-0.5636117,-0.527266,0.0363457
30,1.0745646,0.9560873,"('intolerant', 'tolerant')",1.0745646,0.9560873,-0.1184773
31,-1.5997139,-1.5628034,"('evil', 'good')",-1.5997139,-1.5628034,0.0369105
32,0.5202525,0.39610454,"('unkind', 'kind')",0.5202525,0.3961045,-0.124148
33,-0.4624511,-0.49928436,"('wrong', 'right')",-0.4624511,-0.4992844,-0.0368333
34,1.7351686,1.9264603,"('mean', 'honorable')",1.7351686,1.9264603,0.1912917
35,-0.7118013,-0.7641531,"('corrupt', 'incorrupt')",-0.7118013,-0.7641531,-0.0523518
36,-0.9632103,-1.0607526,"('hostile', 'amicable')",-0.9632103,-1.0607526,-0.0975423
37,-0.1315746,-0.11985263,"('fake', 'genuine')",-0.1315746,-0.1198526,0.011722
38,-0.08364478,-0.17090668,"('untruthful', 'truthful')",-0.0836448,-0.1709067,-0.0872619
39,0.4936529,0.50986457,"('exploitative', 'cooperative')",0.4936529,0.5098646,0.0162117
40,-1.1628082,-1.2706641,"('stingy', 'generous')",-1.1628082,-1.2706641,-0.1078559
41,-0.13510433,-0.1704639,"('unforgiving', 'forgiving')",-0.1351043,-0.1704639,-0.0353596
42,-1.491463,-1.5456905,"('unreliable', 'reliable')",-1.4914629,-1.5456905,-0.0542276
43,-0.045376334,-0.014285093,"('irresponsible', 'responsible')",-0.0453763,-0.0142851,0.0310912
44,-1.1554946,-1.1126446,"('prejudiced', 'unprejudiced')",-1.1554946,-1.1126446,0.04285
45,-0.013000803,0.062566966,"('incompetent', 'competent')",-0.0130008,0.062567,0.0755678
46,-0.13053918,-0.13817321,"('uncompetitive', 'competitive')",-0.1305392,-0.1381732,-0.007634
47,2.3326828,2.4569426,"('stupid', 'smart')",2.3326828,2.4569426,0.1242598
48,1.441157,1.4903344,"('unintelligent', 'intelligent')",1.441157,1.4903344,0.0491774
49,0.17443305,0.2955565,"('unable', 'able')",0.1744331,0.2955565,0.1211234
50,-0.2113837,-0.32604736,"('clumsy', 'skillful')",-0.2113837,-0.3260474,-0.1146637
51,0.16152294,0.03041153,"('uneducated', 'educated')",0.1615229,0.0304115,-0.1311114
52,-0.51630926,-0.7541188,"('irrational', 'rational')",-0.5163093,-0.7541188,-0.2378095
53,-0.4075058,-0.5193146,"('uncreative', 'creative')",-0.4075058,-0.5193146,-0.1118088
54,-0.52156436,-0.5448843,"('incapable', 'capable')",-0.5215644,-0.5448843,-0.0233199
