,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4094499,0.20446476,"('unsociable', 'sociable')",0.086342014,-0.027083773,-0.46673653,-0.6146593,0.0096851,-0.1457594,-0.1554445
1,-0.23767747,-0.20930427,"('unfriendly', 'friendly')",0.39726934,0.32610863,1.9950325,1.8605725,0.7182082,0.6591256,-0.0590826
2,1.2301477,1.2527776,"('unlikable', 'likable')",0.44786888,0.4544636,0.4534051,0.52923054,0.7104739,0.7454906,0.0350167
3,-0.33716515,-0.26490963,"('repellent', 'pleasant')",-1.4212335,-1.349379,-0.08946748,-0.06335202,-0.6159554,-0.5592135,0.0567419
4,-0.5178837,-0.59399587,"('disliked', 'liked')",0.0778341,0.030680649,-6.255069,-6.331511,-2.2317061,-2.2982755,-0.0665694
5,-0.8028632,-0.67226654,"('distant', 'outgoing')",-0.15307988,-0.13553262,0.050853133,0.07354109,-0.3016966,-0.2447527,0.0569439
6,-0.8336134,-0.72741425,"('distant', 'open')",-0.1594796,-0.17721862,0.8863953,0.87121695,-0.0355659,-0.0111386,0.0244273
7,-0.39467472,-0.5016448,"('insensitive', 'sensitive')",-1.2457341,-1.2584276,0.45597762,0.41741425,-0.3948104,-0.4475528,-0.0527424
8,0.685731,0.73008627,"('unaffectionate', 'affectionate')",0.16353866,0.11830583,1.0377716,0.9407811,0.6290137,0.5963911,-0.0326226
9,0.94559,0.9322933,"('unaffectionate', 'caring')",0.13949889,0.09247264,1.1543732,1.0999238,0.7464874,0.7082299,-0.0382575
10,0.08562994,-0.18358146,"('unsympathetic', 'sympathetic')",-1.1900328,-1.2487211,-0.6788487,-0.7333849,-0.5944172,-0.7218959,-0.1274787
11,-0.34433585,-0.38792604,"('unhelpful', 'helpful')",-0.27447665,-0.312521,1.2992952,1.3389988,0.2268276,0.2128506,-0.013977
12,0.47639814,0.49762666,"('unsupportive', 'supportive')",0.33962545,0.35463837,-1.8684059,-1.8687017,-0.3507941,-0.3388122,0.0119819
